sample,analysis_type_uid,PC1,PC2,PC3
B5a,129905,0.6665426538202098,0.0,0.0
B2,129899,-0.3332713269101052,-0.019287403562982634,0.0
B2-B2e,129926,-0.3332713269101051,0.019287403562982634,0.0
proportion_explained,0,0.9988848178956607,0.0011151821043392746,0.0
