sample,analysis_type_uid,PC1,PC2,PC3
B5a,129905,0.18343761114783064,6.474730387590784e-06,-0.0
B2,129899,-0.08548549354521177,-0.00014614402592062674,-0.0
B2-B2e,129926,-0.0979521176026189,0.0001396692955137209,-0.0
proportion_explained,0,0.9999991907800977,8.092199023693031e-07,0.0
