sample,analysis_type_uid,PC1,PC2,PC3
B5a,129905,0.6644126532677004,0.0,0.0
B2,129899,-0.3322063266338504,-0.08216208918955407,0.0
B2-B2e,129926,-0.3322063266338504,0.08216208918955406,0.0
proportion_explained,0,0.9800179552384382,0.019982044761561832,0.0
