	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts
Sym_76376_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76383_c0_g1	0	8	2	1	1	1	2	2	0	0	1	3	0	0	1	1	9	3	3	1	0	2	0	3	0	0	0	1	0	1	2	0	5	0	0	0	0	0	0	0	3	1	0	3	2	1	1
Sym_76384_c0_g1	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Sym_76386_c0_g1	0	2	1	0	1	3	3	0	0	0	1	0	2	0	2	0	5	1	0	2	0	3	2	2	0	0	0	2	1	1	1	0	11	0	0	0	0	0	0	0	0	5	0	2	1	0	1
Sym_76387_c0_g1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_76388_c0_g1	0	2	0	0	0	0	0	2	0	0	1	1	1	0	0	0	1	1	2	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	2	4	0
Sym_76393_c0_g1	0	1	3	1	0	1	1	2	1	1	3	1	1	0	1	0	1	1	4	2	1	2	1	2	0	0	0	2	0	3	1	0	5	0	0	0	0	0	0	0	1	0	0	2	0	1	2
Sym_76395_c0_g1	0	1	2	1	0	0	1	1	0	0	2	0	3	0	0	2	0	0	0	4	1	2	1	1	0	0	1	2	1	0	1	2	1	1	0	0	0	0	0	0	0	1	0	2	1	3	0
Sym_76401_c0_g1	0	4	0	1	1	4	1	1	2	4	0	0	2	1	1	1	3	1	2	6	0	2	6	1	0	0	0	5	5	2	2	0	5	1	2	0	0	0	2	0	2	4	0	8	2	1	2
Sym_76402_c0_g1	0	5	5	7	13	17	7	16	3	9	12	6	5	7	9	2	23	16	22	15	3	18	23	12	2	1	2	13	12	2	15	5	34	1	1	2	0	1	5	1	15	13	0	16	5	18	5
Sym_76406_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76417_c0_g1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	1
Sym_76418_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76418_c0_g2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_76424_c0_g1	0	0	0	1	2	1	2	4	0	1	2	0	1	0	0	0	2	2	4	4	0	4	2	2	0	0	0	0	3	2	1	1	0	2	0	0	0	0	0	0	0	2	0	7	1	3	0
Sym_76434_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76436_c0_g1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_76451_c0_g1	0	1	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
Sym_76458_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76459_c0_g2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Sym_76486_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_76489_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76493_c0_g1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	5	0	0	0	1	0	1	3	0	1	0	0	1	0	0	0	0	1	2	0	0	1	2	0
Sym_76515_c0_g2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sym_76517_c0_g1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Sym_76522_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76524_c0_g1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0
Sym_76533_c0_g1	0	0	0	1	1	2	0	0	0	0	0	1	0	1	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0
Sym_76535_c0_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sym_76539_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_76551_c0_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76551_c0_g2	0	2	0	1	1	2	0	3	0	1	5	1	1	0	1	1	0	3	0	2	0	4	4	0	0	0	0	2	1	0	4	4	1	0	0	0	0	0	2	0	2	0	0	6	1	4	0
Sym_76558_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Sym_76571_c0_g1	0	1	0	0	1	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0
Sym_76576_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76578_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_76579_c0_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
Sym_76585_c0_g1	0	1	0	0	3	0	0	1	1	0	2	0	0	0	0	0	2	2	1	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1	1	0	0
Sym_76586_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76587_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sym_76588_c0_g1	0	0	0	0	0	0	0	3	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Sym_76591_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76601_c0_g1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	2	1	0	2	2	1	0	0	2	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1
Sym_76614_c0_g2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76616_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76622_c0_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_76629_c0_g1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76632_c0_g2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
Sym_76634_c0_g1	0	2	0	1	1	3	0	4	1	2	1	0	0	1	1	0	2	2	1	2	0	3	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	2	1	0	1	0	1	1
Sym_76639_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76639_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
Sym_76643_c0_g1	0	0	2	1	1	2	0	1	0	3	1	1	1	1	2	0	1	3	0	0	0	1	1	1	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	3	1	0	0	1	2	0
Sym_76645_c0_g1	1	93	89	23	91	48	33	53	47	18	86	70	14	21	41	11	114	53	78	62	42	69	61	96	8	4	10	44	61	56	38	22	160	8	2	10	0	2	2	2	46	88	4	86	47	37	32
Sym_76650_c0_g1	0	1	2	1	1	1	1	2	0	1	2	0	0	0	1	1	2	1	2	0	1	0	0	2	0	1	0	3	3	2	0	0	2	0	3	1	0	0	0	0	1	4	2	1	1	4	0
Sym_76655_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Sym_76656_c0_g2	0	5	1	1	6	1	0	7	1	4	1	2	1	2	1	0	1	4	5	6	2	0	4	1	0	0	0	3	2	4	6	2	1	1	0	0	1	0	0	0	0	3	0	4	1	4	1
Sym_76666_c1_g1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	1	0	1	0	0	0
Sym_76668_c0_g1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Sym_76670_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76675_c0_g1	0	0	0	0	3	0	1	1	0	0	1	0	0	1	1	0	0	2	0	0	1	1	2	2	0	0	0	0	0	2	2	1	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0
Sym_76694_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_76706_c0_g1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Sym_76707_c0_g1	0	2	2	1	4	0	2	3	1	2	2	1	3	1	1	2	1	1	1	1	1	2	3	2	0	0	0	1	3	1	0	1	3	1	0	0	0	0	1	0	2	3	1	4	0	2	0
Sym_76717_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Sym_76717_c1_g2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76722_c0_g1	0	0	2	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Sym_76724_c0_g1	0	3	1	1	5	2	0	2	3	1	1	0	2	1	1	1	2	0	1	1	0	1	1	2	0	0	0	2	2	0	1	3	1	0	0	0	0	0	0	0	1	1	0	4	1	1	0
Sym_76738_c0_g1	0	4	2	2	1	0	3	3	0	2	1	0	1	1	0	1	4	0	3	3	1	0	5	3	0	0	0	2	2	4	3	2	0	0	0	0	0	0	0	0	0	1	0	3	1	1	0
Sym_76747_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0
Sym_76748_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_76752_c0_g1	0	0	2	1	1	1	0	2	1	0	1	0	0	0	3	0	1	1	1	0	0	0	3	0	0	0	0	0	1	0	2	0	3	1	0	0	0	0	0	1	2	0	0	6	1	0	1
Sym_76756_c0_g1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76760_c0_g1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76764_c0_g1	0	1	0	1	3	3	2	3	3	0	3	1	4	0	3	0	4	0	3	3	2	5	4	2	2	0	1	6	7	2	0	2	0	0	0	0	1	0	1	0	5	3	0	1	3	1	0
Sym_76765_c0_g1	0	1	3	2	1	1	1	3	0	1	0	0	0	1	3	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	2	0	0	0	0	0	1	0	1	0	0	2	0	0	0
Sym_76772_c0_g2	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Sym_76774_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76779_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sym_76786_c0_g2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_76791_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_76803_c0_g1	0	1	2	0	3	0	0	1	1	1	2	1	3	0	2	0	3	1	2	0	0	4	2	4	0	0	0	3	1	0	1	2	2	0	0	0	0	0	0	0	1	1	0	3	0	3	0
Sym_76807_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76816_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Sym_76826_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76829_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_76836_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Sym_76843_c0_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76844_c0_g1	0	2	1	0	0	0	1	3	0	1	0	0	1	1	0	0	1	0	4	0	0	0	1	1	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	1	2	0	2	0	2	0
Sym_76852_c0_g1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76853_c0_g1	0	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	2	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0
Sym_76856_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_76857_c0_g1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	2	0	3	0	1	1	0	1	3	0	0	0	0	1	3	0	0	2	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0
Sym_76859_c0_g1	0	1	1	0	1	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0
Sym_76864_c0_g1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76866_c0_g1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Sym_76868_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76878_c0_g2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76891_c0_g1	0	4	0	2	0	1	0	1	1	1	3	0	0	0	1	0	2	1	2	2	0	2	2	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76908_c0_g1	0	1	0	0	1	0	2	0	0	0	2	1	0	1	0	1	0	1	1	0	2	0	0	3	0	0	0	1	1	0	0	2	3	0	0	0	0	0	0	0	1	1	0	1	0	0	1
Sym_76909_c0_g1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Sym_76912_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_76912_c0_g2	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	3	0	1	1	2	1	2	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	2	0	0	0
Sym_76913_c0_g2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sym_76923_c0_g1	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_76935_c0_g1	0	5	1	1	0	2	2	1	0	1	0	3	1	0	1	0	5	1	4	4	1	3	1	5	0	0	0	1	2	5	0	2	7	0	2	0	0	0	0	0	0	2	0	3	1	5	0
Sym_76936_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Sym_76938_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76938_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76941_c0_g2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76945_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_76950_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76957_c0_g1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	2	0	1	1	1	1	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0
Sym_76957_c0_g2	0	1	1	2	0	0	0	1	0	0	2	2	0	1	1	0	0	0	1	0	0	2	2	1	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0
Sym_76959_c0_g1	0	0	0	2	3	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76960_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sym_76966_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_76978_c0_g1	0	1	2	1	1	1	0	0	0	0	1	0	2	0	0	0	2	0	3	2	0	2	0	3	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	1	1	0	0	1	0	0
