	Culture_Control-1-1.fastq.trim.sam.counts	Culture_Control-1.fastq.trim.sam.counts	Culture_Control-2-1.fastq.trim.sam.counts	Culture_Control-2.fastq.trim.sam.counts	Culture_Control-3-1.fastq.trim.sam.counts	Culture_Control-3.fastq.trim.sam.counts	Culture_Control-4-1.fastq.trim.sam.counts	Culture_Control-4.fastq.trim.sam.counts	Culture_Cool-1.fastq.trim.sam.counts	Culture_Cool-2.fastq.trim.sam.counts	Culture_Cool-3.fastq.trim.sam.counts	Culture_Cool-4.fastq.trim.sam.counts	Culture_Heat-1-1.fastq.trim.sam.counts	Culture_Heat-1.fastq.trim.sam.counts	Culture_Heat-2-1.fastq.trim.sam.counts	Culture_Heat-2.fastq.trim.sam.counts	Culture_Heat-3-1.fastq.trim.sam.counts	Culture_Heat-3.fastq.trim.sam.counts	Culture_Heat-4-1.fastq.trim.sam.counts	Culture_Heat-4.fastq.trim.sam.counts	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts	
OARB_18043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	19	5	12	28	25	34	7	17	9	15	6	22	30	15	17	20	27	25	22	16	32	5	2	17	14	10	17	3	27	6	5	18	61	10	34	10	42	8	20	11	14	43	8	13	4	
OARB_1808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
OARB_18088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	65	8	13	18	113	13	102	14	15	9	67	15	36	25	14	23	90	5	25	100	4	2	81	4	18	71	7	21	24	5	11	272	8	18	84	4	114	10	15	6	191	13	85	3	
OARB_18108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	21	34	11	9	19	19	27	17	13	23	43	13	12	33	12	60	24	58	15	14	61	39	20	4	30	18	21	11	12	49	8	9	28	88	10	46	27	26	18	32	33	12	49	15	15	3	
OARB_18127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	22	7	20	17	37	19	38	22	32	8	28	46	12	25	20	46	42	11	28	52	4	7	38	20	16	22	8	21	12	21	34	126	22	53	48	41	40	27	42	25	69	17	33	10	
OARB_18137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_18153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	1	0	0	0	1	2	0	
OARB_18179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	2	0	7	6	4	0	3	0	4	4	2	3	2	6	6	3	4	4	0	0	7	1	0	2	4	0	2	4	0	10	2	2	3	6	1	0	3	0	11	1	1	0	
OARB_18236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	4	2	7	9	8	1	3	3	12	1	0	5	6	4	4	14	5	2	7	11	3	2	6	2	4	2	2	8	0	0	4	10	2	10	1	5	2	5	3	6	11	4	2	2	
OARB_1824	1	1	0	2	1	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_18240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	25	24	18	30	21	58	24	36	30	27	33	41	47	20	71	29	60	42	25	59	67	19	10	22	29	28	39	27	48	33	25	63	101	15	67	50	46	39	33	29	32	85	27	39	8	
OARB_18251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23	42	11	29	36	24	12	19	12	30	30	18	12	27	4	50	37	74	15	18	63	27	15	13	16	15	42	13	26	66	4	16	42	37	15	44	5	41	13	31	40	38	33	24	10	9	
OARB_18261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	1	1	0	2	0	1	0	0	1	1	0	0	3	0	2	0	1	0	1	0	0	0	0	2	0	1	0	0	0	
OARB_18294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	2	6	0	1	2	5	3	13	8	7	2	9	6	10	10	15	22	14	8	7	14	1	3	8	8	2	5	1	4	1	2	3	17	0	6	1	5	2	1	6	6	16	7	4	5	
OARB_18314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	1	2	2	1	0	2	1	0	1	0	3	3	8	0	1	3	5	0	0	1	1	1	0	2	4	0	3	2	6	2	6	2	2	2	1	2	1	3	3	0	0	
OARB_18326	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	74	377	768	864	484	939	437	1228	450	1012	553	738	413	641	575	466	1057	687	882	858	574	1065	1707	341	187	578	287	503	865	570	1049	534	393	1184	2857	255	822	1049	978	964	822	563	652	2234	420	1082	173	
OARB_18330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	83	146	154	96	110	88	323	120	137	112	146	72	151	196	75	255	105	293	179	69	229	318	84	31	113	86	131	209	98	254	86	102	171	565	57	173	114	168	175	148	130	93	328	117	187	75	
OARB_18471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	12	1	8	9	7	5	12	5	6	14	2	3	7	5	19	3	21	9	7	11	6	2	3	4	4	5	7	6	20	2	5	8	14	10	12	4	13	5	16	13	12	5	12	2	9	
OARB_18478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	1	0	0	0	1	2	0	1	3	1	4	2	15	15	1	1	0	0	0	7	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	2	1	0	0	
OARB_18506	56	37	48	41	40	30	59	29	36	43	22	4	20	40	52	27	17	38	24	50	1	23	44	36	26	52	32	58	22	29	18	26	31	32	49	20	57	36	32	60	27	76	134	12	7	28	15	20	44	21	63	17	16	70	194	12	38	42	56	31	42	11	34	93	17	59	12	
OARB_18549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	3	5	9	6	11	5	1	15	8	4	3	23	8	18	7	28	13	12	14	17	3	2	3	6	8	3	1	12	3	2	13	32	9	14	2	10	10	11	12	8	17	5	6	6	
OARB_18566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	8	5	3	1	3	1	1	1	0	0	1	0	1	2	2	4	2	0	0	1	2	1	2	1	0	2	2	1	0	0	1	0	1	1	0	3	11	1	5	1	
OARB_18604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	17	41	8	37	37	76	12	26	30	6	10	37	22	19	18	29	76	41	14	53	76	4	14	14	3	40	61	8	58	31	15	14	60	5	19	18	29	16	4	15	13	174	87	68	12	
OARB_18647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	1	1	5	4	5	3	9	0	4	0	5	3	1	5	5	11	5	1	8	8	6	1	9	4	0	8	1	5	1	4	2	11	5	10	9	5	11	8	3	8	12	2	5	2	
OARB_1866	16	15	19	19	15	18	11	13	4	17	11	1	7	17	20	11	6	11	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_18667	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	6	4	9	3	26	4	22	3	7	3	8	17	9	7	16	13	23	3	6	23	2	2	25	6	5	22	1	10	6	6	9	36	4	7	9	7	21	3	7	8	16	8	7	2	
OARB_1868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	3	1	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	4	48	0	0	9	0	0	
OARB_18730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	18	18	4	14	16	31	9	14	11	14	9	13	18	10	19	6	38	19	19	28	29	9	3	16	5	11	19	8	36	13	10	14	73	8	29	19	12	13	13	23	13	66	18	25	10	
OARB_1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	37	21	13	33	10	9	18	22	17	12	39	16	22	42	16	43	26	43	26	12	23	21	13	5	27	22	22	20	22	29	9	15	25	54	19	37	14	21	25	21	28	15	32	24	13	13	
OARB_18792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	1	4	3	3	4	0	4	4	1	1	3	2	4	1	13	1	3	6	2	1	0	2	2	4	1	4	1	2	8	2	7	5	3	4	2	2	3	5	0	7	4	2	2	
OARB_18808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	24	23	8	7	9	64	19	16	13	8	15	5	22	4	23	7	45	21	8	22	32	10	3	11	6	17	16	11	22	8	12	17	43	7	10	25	10	18	13	14	12	77	24	28	8	
OARB_1881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	7	2	0	3	4	3	0	1	8	0	0	2	1	5	3	3	3	1	7	5	1	1	1	5	3	2	1	4	1	2	1	7	0	3	2	4	1	3	2	2	6	1	4	0	
OARB_18913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	2	5	2	7	5	1	6	5	5	6	5	1	5	2	13	5	2	16	7	3	0	6	4	4	10	4	5	1	2	5	13	5	6	5	3	3	1	4	11	20	8	7	1	
OARB_18933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	2	2	1	0	0	4	2	8	5	1	2	2	3	1	2	1	1	1	1	3	2	6	1	1	1	2	4	0	2	1	0	2	2	4	3	0	2	0	
OARB_18941	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	55	113	79	40	46	31	90	59	57	63	113	26	43	78	35	147	41	172	63	65	114	89	59	17	57	47	65	85	51	101	47	60	72	196	25	56	59	66	73	58	127	37	179	69	89	23	
OARB_18945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	54	24	16	51	48	34	23	25	40	42	21	33	71	28	100	56	99	34	41	81	55	15	6	22	17	35	34	15	93	14	15	44	83	22	78	25	63	22	40	40	23	63	29	17	19	
OARB_18956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	38	16	18	20	7	27	23	11	21	19	8	7	16	6	54	6	59	18	19	47	48	16	3	6	8	25	24	23	59	20	11	38	87	3	38	22	33	10	32	40	20	86	17	49	3	
OARB_18959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	0	2	9	8	14	10	6	1	1	2	4	4	8	8	12	4	1	12	19	1	5	12	5	7	5	4	16	3	3	4	14	2	7	7	8	3	2	0	3	4	4	10	3	
OARB_18961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	7	6	7	0	5	3	2	5	7	7	2	17	2	25	6	7	8	4	17	8	8	1	3	9	9	4	4	14	4	6	6	25	2	14	5	4	1	8	21	4	16	3	8	3	
OARB_1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	49	25	18	44	35	119	32	88	33	32	14	29	42	28	79	35	76	42	31	55	212	20	14	50	13	36	77	21	75	27	17	69	317	36	71	60	65	73	47	39	32	175	23	56	17	
OARB_18986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	22	54	56	28	38	26	76	60	50	45	78	42	34	77	16	59	29	60	30	26	65	72	24	4	36	17	39	45	23	44	31	32	76	172	30	110	73	58	77	45	59	30	105	36	63	30	
OARB_18996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	58	107	98	58	107	81	131	110	84	67	118	76	82	134	47	154	94	187	75	45	158	166	83	23	101	72	136	90	73	197	61	102	140	314	59	158	128	143	124	105	146	86	178	87	57	52	
OARB_19031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	2	1	1	0	0	0	0	1	1	2	0	2	0	2	1	2	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	4	0	
OARB_19046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	1	0	4	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	1	0	1	0	0	4	1	1	0	1	0	2	0	0	4	0	0	0	
OARB_19079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	1	0	0	0	0	0	2	0	1	3	2	0	1	0	1	1	0	0	0	1	0	0	2	0	0	1	1	0	2	0	3	0	2	1	0	1	0	0	0	
OARB_19083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	7	4	3	7	5	1	7	5	8	6	9	11	2	9	5	18	14	3	22	12	11	0	8	3	6	2	1	11	3	5	6	23	5	18	6	9	5	9	7	4	15	8	6	7	
OARB_19118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	5	1	12	1	5	3	2	2	1	3	1	5	4	12	8	0	3	11	1	0	4	1	4	14	1	3	1	1	2	20	1	4	4	6	3	0	0	2	20	1	4	2	
OARB_19126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	
OARB_19181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	16	9	4	14	17	49	14	48	19	28	3	22	29	13	28	28	40	26	16	19	34	6	6	36	12	22	37	19	29	7	12	28	129	17	61	31	51	26	35	38	27	93	18	11	8	
OARB_19183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	2	2	0	0	0	2	0	1	1	2	0	1	0	0	0	1	0	0	
OARB_19197	0	9	4	4	6	3	6	10	7	4	7	2	0	4	4	3	3	10	4	8	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	1	0	1	0	0	0	0	0	1	0	
OARB_19201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	5	2	1	2	7	1	9	0	3	1	2	7	2	8	4	3	6	2	2	1	2	0	4	5	1	6	1	1	6	15	0	4	2	5	3	4	0	4	5	3	5	1	
OARB_19234	11	10	13	11	16	7	16	4	10	13	17	2	5	11	14	5	10	10	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_19236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	8	12	0	1	2	11	6	0	0	0	0	12	0	1	0	0	0	0	1	1	0	0	3	1	0	2	0	1	0	0	0	3	4	3	6	9	76	1	2	26	1	1	
OARB_19368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	13	1	8	11	17	4	9	14	2	2	11	10	9	5	5	18	25	2	25	36	5	1	26	1	1	8	0	9	7	1	3	36	2	5	20	8	16	1	3	4	75	20	20	3	
OARB_19378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	3	6	11	4	1	11	4	11	3	3	9	4	18	12	12	4	5	9	17	3	1	3	5	7	2	3	13	3	4	13	23	14	18	5	22	6	10	11	7	11	7	5	7	
OARB_19395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	20	18	9	23	14	24	17	27	15	23	14	17	19	7	27	19	29	17	13	24	32	14	7	22	7	13	14	8	33	6	13	31	77	13	35	18	31	21	20	17	12	30	19	12	9	
OARB_19415	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	8	1	11	3	12	12	5	1	17	11	4	5	6	1	4	8	4	29	20	3	21	41	0	9	7	3	12	28	2	21	9	2	20	47	3	32	7	19	13	3	2	29	32	15	3	0	
OARB_19421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	1	3	3	3	0	1	4	0	0	1	0	2	2	1	3	0	3	4	4	0	2	0	2	0	1	6	1	1	2	5	1	5	1	3	2	2	5	1	5	1	2	1	
OARB_19444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	69	24	21	66	61	49	46	43	46	52	13	62	51	19	83	46	116	45	44	76	115	18	16	29	27	54	55	40	105	15	30	77	108	13	55	41	64	47	38	58	78	241	41	70	11	
OARB_19467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	2	3	10	2	10	3	2	3	12	0	4	15	4	9	6	9	8	6	8	9	5	4	8	3	7	4	2	21	0	7	10	19	7	11	4	13	5	13	28	13	9	8	4	8	
OARB_19488	53	45	64	53	81	41	82	44	62	71	37	41	48	48	74	29	59	38	32	64	0	28	4	1	1	18	26	48	4	58	8	12	0	21	36	22	21	33	23	42	12	14	29	2	5	62	7	11	31	1	14	0	1	7	52	39	38	15	32	29	26	24	29	24	34	6	53	
OARB_19550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33	10	12	25	21	36	11	22	15	23	9	25	28	4	30	21	49	42	17	41	26	7	6	14	13	7	21	7	40	7	11	14	33	10	18	10	19	14	14	18	21	29	16	19	14	
OARB_19590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	2	2	10	2	11	3	8	1	7	6	3	6	2	15	11	3	7	14	1	3	7	1	3	8	4	11	3	2	3	21	1	6	5	5	8	0	4	4	14	4	5	4	
OARB_19600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	16	3	6	11	6	3	10	0	3	12	1	1	4	0	6	2	8	1	5	8	3	1	2	1	1	10	5	5	28	1	14	1	5	0	10	1	7	2	8	8	9	11	1	4	1	
OARB_19650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	4	2	1	2	3	3	2	0	0	2	4	5	3	4	3	6	5	1	9	5	4	1	2	2	3	5	6	6	4	2	3	11	1	7	4	1	2	5	2	0	7	1	5	4	
OARB_1967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	17	5	16	26	34	14	47	19	22	11	16	30	28	31	32	57	20	11	44	37	22	10	73	18	11	37	7	26	4	7	22	94	21	42	29	41	44	27	28	12	29	23	18	10	
OARB_19677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	3	5	7	7	8	2	6	3	6	6	0	10	2	11	5	14	4	11	16	8	3	4	0	1	4	5	4	5	2	0	9	8	6	7	3	5	4	14	7	3	15	2	12	2	
OARB_19690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	6	3	11	3	9	5	23	20	18	6	5	13	5	6	5	13	18	7	32	21	3	2	25	3	7	3	7	6	5	7	19	38	14	18	12	25	13	7	5	9	23	7	20	4	
OARB_19711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	24	10	16	26	20	48	11	21	11	33	5	11	32	20	50	42	41	35	20	56	44	12	13	29	28	17	27	8	35	11	13	37	127	15	54	36	27	41	33	24	30	81	5	14	7	
OARB_19736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	19	21	12	27	34	34	33	30	24	24	16	13	24	30	45	30	52	36	16	30	32	12	16	25	27	25	23	16	55	13	14	41	97	16	24	41	29	31	26	25	26	54	23	37	18	
OARB_19774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	55	138	102	58	116	68	101	96	90	59	104	36	62	121	88	255	125	246	114	109	187	249	69	37	101	75	73	93	86	113	42	49	121	289	43	136	87	119	91	88	179	85	319	79	113	30	
OARB_19801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	2	5	2	10	6	5	2	5	1	4	7	3	12	7	9	8	5	7	8	1	1	14	6	3	6	3	8	7	5	4	18	5	5	8	2	3	6	7	1	13	2	9	2	
OARB_19887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	1	1	0	1	
OARB_19894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	20	2	6	5	17	16	19	15	5	16	11	25	17	14	26	6	19	23	5	17	25	7	4	12	13	16	23	7	20	12	10	18	54	7	13	14	8	13	9	9	14	35	9	11	1	
OARB_19917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	5	1	3	2	4	2	8	7	2	2	8	4	1	1	7	15	8	2	6	4	0	2	6	4	4	1	1	3	0	5	1	5	5	3	0	1	3	3	3	5	10	5	6	1	
OARB_20014	10	12	23	5	8	5	7	10	4	9	15	8	10	9	6	7	10	5	15	14	4	56	36	45	26	21	23	62	16	75	33	54	19	33	51	35	81	38	50	37	29	41	65	23	8	49	51	33	48	23	77	26	29	24	184	23	40	51	36	56	34	67	28	70	36	44	9	
OARB_20066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	42	43	39	76	56	37	32	67	48	84	13	68	97	47	102	70	138	61	50	104	87	34	23	74	64	60	83	27	110	18	48	43	107	36	75	30	78	46	52	87	59	128	54	50	33	
OARB_20094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	22	9	4	8	13	47	8	22	14	18	10	3	25	12	20	18	42	35	17	21	41	5	2	18	5	4	13	6	14	3	2	12	49	11	19	3	13	21	14	21	18	61	7	17	8	
OARB_20099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	16	6	10	5	24	9	7	8	7	4	6	6	6	10	6	25	22	5	8	30	7	0	17	0	3	7	2	9	5	9	15	44	2	16	22	12	15	5	12	6	40	9	30	4	
OARB_2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0	3	0	1	0	1	1	0	0	1	0	3	0	1	2	0	0	0	1	2	0	1	2	0	0	3	2	0	4	0	0	4	0	1	3	3	1	0	0	
OARB_20120	1	0	3	2	2	1	2	5	1	1	0	2	0	0	1	1	0	2	0	1	0	2	11	7	3	9	6	14	11	9	12	9	3	9	16	4	16	5	24	17	9	16	29	4	2	13	7	8	12	5	27	4	6	5	42	4	18	15	11	16	13	13	13	34	4	18	4	
OARB_20294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	2	1	0	0	2	0	3	0	2	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	2	2	1	1	0	1	0	1	0	2	0	
OARB_20339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	4	4	1	2	6	1	2	3	9	0	2	2	4	6	1	5	5	1	0	0	0	2	1	1	2	0	0	2	0	2	1	0	5	0	0	0	3	8	2	1	1	
OARB_20399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	
