	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts
Oarb_154295_c4_g1	8	215	340	35	89	151	108	66	115	35	165	146	65	23	151	19	375	87	356	37	117	252	68	62	28	53	112	234	45	170	319	21	98	230	179	69	206	52	246	68	158	324	145	146	218	76	40
Oarb_154296_c6_g2	3	7	16	1	1	4	21	26	14	2	7	11	3	4	10	2	23	10	31	12	7	19	6	2	1	8	3	7	5	5	9	1	4	8	26	7	15	18	9	14	6	11	7	23	10	11	3
Oarb_154297_c6_g1	1	0	1	1	1	2	1	2	0	1	1	2	0	0	1	0	1	2	3	1	0	3	2	0	1	6	3	2	1	3	2	0	1	1	4	1	1	0	2	0	4	3	5	6	2	0	2
Oarb_154297_c6_g2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	2	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0
Oarb_154298_c5_g1	3	2	8	11	13	9	8	13	7	15	14	10	11	5	12	4	16	2	15	9	3	25	29	7	0	6	6	15	8	7	20	6	13	5	40	7	14	15	14	13	13	12	7	49	6	20	6
Oarb_154298_c5_g2	0	6	7	6	1	1	2	5	1	5	13	3	6	4	8	4	15	4	13	8	6	11	11	0	1	9	2	8	8	3	10	4	4	5	30	4	8	14	10	6	3	7	5	37	7	13	2
Oarb_154299_c9_g2	1	3	6	10	2	4	7	10	6	7	4	8	9	3	9	4	4	5	13	8	0	15	15	6	1	7	2	17	11	6	22	5	9	8	21	2	5	11	9	9	3	6	3	10	6	6	8
Oarb_154299_c9_g5	1	1	15	5	2	3	6	6	5	5	4	6	6	4	6	3	7	2	14	2	4	10	10	3	1	1	0	2	2	1	4	0	3	10	7	1	5	2	1	1	0	2	2	7	2	9	0
Oarb_154300_c9_g1	3	45	89	76	45	84	57	108	83	60	48	88	66	68	110	39	126	80	143	55	35	126	132	70	12	59	59	114	62	64	164	50	83	120	251	43	126	108	112	100	94	120	68	141	64	43	36
Oarb_154302_c9_g1	6	26	79	61	27	34	24	52	43	39	48	88	15	35	54	20	99	29	148	51	52	70	70	34	11	40	37	53	60	39	74	35	47	37	106	10	36	30	32	52	32	96	26	119	51	74	17
Oarb_154303_c8_g1	0	6	1	0	2	0	0	3	4	1	2	3	2	3	9	2	11	1	4	4	2	3	0	3	0	2	3	3	2	2	4	1	2	6	6	1	6	1	4	0	4	8	2	4	0	3	0
Oarb_154304_c2_g2	0	3	4	5	6	6	0	4	4	4	4	6	5	3	17	4	21	5	9	7	5	15	7	9	1	2	9	8	4	4	14	4	7	7	24	2	14	7	5	1	7	21	4	17	3	8	3
Oarb_154305_c8_g1	1	3	14	6	4	6	10	13	8	5	6	10	5	7	5	2	6	4	8	8	4	11	13	6	0	2	2	9	1	2	16	2	9	7	17	3	7	4	9	11	11	7	8	12	10	9	12
Oarb_154306_c3_g1	0	2	3	2	2	5	7	1	3	1	0	2	1	2	8	14	8	7	8	6	0	9	7	6	3	21	3	4	9	3	7	5	2	16	21	6	18	5	12	14	4	8	4	7	5	1	1
Oarb_154306_c3_g2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_154306_c3_g4	0	6	0	1	1	0	1	2	4	0	0	0	3	2	7	3	3	0	5	2	0	1	3	0	1	9	2	2	6	2	4	6	1	0	0	0	0	0	0	0	1	8	0	7	1	4	0
Oarb_154307_c2_g1	0	7	1	1	1	0	4	2	0	2	1	9	0	2	3	0	4	2	3	2	2	2	1	1	1	4	4	3	3	2	1	0	5	2	12	4	5	1	5	5	7	3	2	0	0	1	2
Oarb_154309_c6_g1	0	2	2	0	3	3	1	2	4	1	2	1	1	0	3	0	4	1	0	6	4	3	2	0	2	2	0	2	4	2	3	0	4	2	3	2	4	1	2	2	0	3	0	4	0	2	3
Oarb_154310_c9_g1	0	0	0	1	1	1	1	0	2	2	2	0	0	3	2	0	2	2	0	0	1	2	0	1	2	1	1	0	1	0	2	1	0	1	2	0	3	3	0	0	1	0	3	3	0	0	0
Oarb_154311_c4_g1	0	22	12	9	6	18	18	35	6	27	13	13	5	28	22	17	24	15	43	50	15	28	74	8	2	39	7	12	41	11	35	16	7	17	103	7	31	15	26	29	10	24	17	98	18	21	13
Oarb_154311_c4_g2	0	2	2	12	2	6	2	16	4	7	10	1	3	4	3	3	11	2	10	2	4	5	8	1	1	16	5	2	5	3	7	4	4	3	29	1	6	7	2	4	5	5	0	17	4	8	2
Oarb_154312_c6_g1	1	4	7	4	4	7	4	12	7	6	0	5	3	2	6	0	21	4	13	3	6	10	6	4	1	2	5	3	4	5	13	1	8	6	15	4	13	4	8	2	8	6	2	9	3	2	6
Oarb_154312_c6_g2	0	3	5	2	5	10	7	4	7	3	5	11	4	1	12	2	18	5	15	4	6	7	16	7	3	3	5	10	4	4	14	4	4	9	18	8	11	5	6	3	10	7	7	8	14	4	7
Oarb_154313_c9_g2	0	1	3	1	1	1	1	1	0	8	2	4	8	4	6	4	3	10	5	2	2	5	19	1	1	3	1	2	5	6	5	1	1	1	22	0	5	2	14	10	4	1	2	14	1	4	0
Oarb_154314_c7_g1	0	1	0	0	1	1	1	0	3	0	0	3	0	1	4	0	2	0	14	1	6	4	1	3	0	0	0	1	0	0	4	0	1	0	2	0	3	0	0	1	0	5	2	0	1	1	0
Oarb_154316_c4_g1	0	7	0	0	5	3	2	1	8	4	2	4	1	1	5	2	2	4	39	1	6	9	2	4	0	3	1	5	1	5	6	0	5	2	4	0	1	1	5	0	2	13	2	0	4	2	5
Oarb_154318_c6_g2	0	0	1	1	0	3	0	1	0	4	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	1	1	0	1	0	0	4	1	1	0	2	0	3	0	0	4	0	0	0
Oarb_154319_c8_g1	1	1	7	1	2	0	1	2	3	3	1	4	2	2	6	4	8	7	9	1	1	11	4	5	4	4	1	2	2	3	1	1	2	2	7	3	7	3	2	1	3	8	5	9	4	2	0
Oarb_154320_c3_g1	1	15	44	14	9	20	11	11	20	22	63	23	11	6	16	1	37	10	101	28	28	49	36	6	3	4	8	2	1	3	3	0	1	12	12	1	11	5	18	4	9	62	27	41	59	51	8
Oarb_154320_c4_g1	1	44	52	17	9	23	24	28	28	59	90	49	9	22	44	12	67	22	179	106	59	97	82	15	10	11	18	19	16	9	24	7	10	35	39	12	45	11	45	10	21	74	41	58	67	56	10
Oarb_154320_c5_g1	0	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
Oarb_154322_c5_g2	0	3	11	7	8	2	8	3	14	3	5	12	3	0	8	0	28	9	19	2	2	8	3	9	0	3	7	7	1	9	13	3	12	9	10	5	12	3	12	4	6	22	2	3	8	3	3
Oarb_154322_c5_g3	0	3	6	0	3	2	4	1	3	1	2	2	3	2	21	1	7	6	13	0	3	6	1	1	2	0	2	3	2	10	14	3	6	3	7	2	7	1	7	4	3	4	1	10	2	3	0
Oarb_154322_c5_g6	0	0	1	0	2	0	0	0	3	1	1	1	0	0	5	0	5	1	3	1	2	2	0	1	0	0	2	1	0	1	2	1	1	3	3	0	3	0	2	0	2	3	1	1	3	0	1
Oarb_154323_c3_g1	0	2	5	6	3	6	3	8	7	1	7	7	5	6	6	2	8	2	13	7	3	18	8	3	0	6	4	4	11	4	6	2	3	5	16	5	8	5	7	3	2	5	11	21	9	7	1
Oarb_154325_c8_g2	1	32	27	10	9	23	23	37	37	17	11	31	12	13	50	10	43	16	51	18	23	54	24	14	5	16	13	24	21	21	59	9	22	33	51	25	51	12	40	21	27	40	17	59	24	20	14
Oarb_154326_c6_g1	0	2	2	0	0	1	0	3	4	2	0	1	0	1	0	1	0	2	0	3	0	3	5	0	0	1	2	1	1	0	1	0	1	0	2	3	2	1	2	1	0	0	0	4	2	2	0
Oarb_154326_c6_g3	0	2	2	3	0	6	5	5	4	3	1	1	0	0	6	0	3	3	3	1	2	1	6	1	1	3	0	1	1	2	2	2	2	3	17	0	2	2	5	5	1	2	4	6	2	4	1
Oarb_154328_c1_g1	0	10	11	2	11	8	7	4	2	3	2	8	2	6	11	6	7	5	18	2	5	17	12	3	4	7	11	5	3	4	12	0	5	6	27	7	17	6	10	4	4	4	5	8	4	3	2
Oarb_154328_c2_g2	1	11	24	23	8	7	9	64	19	16	13	8	15	5	22	4	23	7	45	21	8	22	32	10	3	11	6	17	16	11	22	8	12	17	43	7	10	25	10	18	13	14	12	77	24	28	8
Oarb_154329_c0_g1	0	0	3	0	0	1	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	2	0	1	1	2	0	2	0	0	1	2	1	0
Oarb_154330_c8_g1	0	4	9	1	3	7	12	10	5	13	4	8	2	0	10	3	13	5	8	7	2	5	6	0	2	2	2	8	3	3	9	0	2	8	29	4	8	3	6	10	5	8	4	22	6	3	2
Oarb_154330_c8_g2	0	1	0	0	0	2	2	0	1	1	1	4	1	0	4	0	2	7	4	4	2	2	0	0	2	0	0	1	4	1	13	1	1	2	15	0	6	5	5	5	0	2	0	5	4	6	3
Oarb_154334_c6_g2	2	52	101	28	70	133	102	76	55	107	14	60	75	79	104	63	47	124	200	112	145	178	123	63	32	31	101	55	53	61	99	51	31	223	301	189	208	85	173	77	106	68	63	138	36	68	39
Oarb_154335_c7_g1	5	28	36	29	20	29	25	82	39	31	25	57	25	24	61	15	47	17	138	53	30	111	135	32	8	31	38	44	48	42	64	34	39	62	133	23	74	55	49	53	54	57	48	133	26	72	24
Oarb_154337_c7_g1	1	21	52	33	20	38	41	61	34	29	21	41	15	31	38	30	73	50	85	84	23	72	97	24	10	54	19	38	42	29	65	21	30	34	126	24	52	33	46	49	40	43	26	74	30	56	7
Oarb_154338_c11_g1	5	29	59	14	31	28	22	21	51	11	22	71	21	5	31	10	79	42	61	11	32	37	23	17	10	41	37	57	26	33	80	18	35	51	73	15	60	45	37	22	38	76	20	37	22	20	6
Oarb_154338_c11_g2	1	1	6	2	6	2	3	6	4	2	4	10	9	3	9	2	3	3	5	4	1	5	3	1	0	3	3	1	2	3	8	0	2	6	7	2	9	2	4	1	2	5	3	11	5	6	2
Oarb_154339_c8_g1	0	12	18	4	14	13	10	3	11	5	7	10	1	0	14	1	19	2	21	6	7	26	17	5	1	7	9	11	3	5	23	4	8	10	10	7	19	8	14	1	13	17	8	5	6	9	5
Oarb_154340_c4_g1	1	13	83	22	32	55	109	57	25	24	41	33	9	41	76	16	115	61	138	17	36	66	33	17	14	15	29	111	74	67	148	11	37	28	40	9	24	7	14	9	12	79	40	46	104	27	55
Oarb_154342_c9_g1	0	1	0	2	0	0	0	3	4	1	0	0	0	0	2	2	1	1	3	2	0	10	4	10	0	5	1	2	6	2	2	0	0	3	18	3	6	6	4	1	3	2	0	6	1	7	1
Oarb_154342_c9_g3	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	2	2	1	0	0	0	1	2	2	1	0	0	1	3	0	0	4	0	2	0	0	1	2	1	0	0
Oarb_154343_c2_g1	0	5	14	2	5	6	3	2	6	0	0	8	2	3	3	0	18	2	12	0	5	3	4	3	2	9	6	7	7	6	11	2	6	13	16	3	2	2	4	3	14	6	1	2	7	4	5
Oarb_154345_c8_g2	1	13	9	3	1	4	6	12	11	31	15	40	6	10	13	0	3	4	13	12	10	15	10	10	1	2	0	11	21	15	29	12	11	23	36	13	21	11	14	6	27	24	24	63	7	18	11
Oarb_154346_c7_g1	0	2	5	10	1	3	4	6	10	12	11	22	5	7	14	6	13	4	11	11	4	29	16	5	2	11	8	3	12	5	14	6	0	4	21	3	10	12	6	5	1	16	1	17	12	11	6
Oarb_154347_c11_g1	0	1	1	1	1	0	3	0	6	0	0	5	0	1	3	0	0	1	1	0	2	1	2	1	1	0	1	2	1	0	0	0	1	0	2	0	2	0	1	0	2	2	1	2	3	0	0
Oarb_154347_c11_g5	0	0	2	7	1	3	1	8	2	1	0	3	2	2	1	4	2	0	4	3	1	3	9	4	0	2	1	2	5	1	2	0	3	2	21	1	6	7	1	5	2	2	2	18	3	12	2
Oarb_154348_c6_g1	0	9	3	0	1	5	4	5	3	8	7	13	0	9	20	2	11	3	18	2	6	7	6	2	4	4	7	8	6	1	16	0	5	4	20	9	15	6	12	6	7	16	8	12	6	3	4
Oarb_154349_c10_g1	0	18	20	22	4	14	12	32	17	12	7	26	9	19	20	4	23	6	25	16	9	31	36	17	2	20	4	7	24	13	23	6	11	19	66	6	12	13	17	5	18	25	14	58	14	18	6
Oarb_154350_c9_g1	134	1072	2231	400	904	1328	1112	753	1346	378	1035	1537	1197	572	2047	201	2203	1333	2736	539	1158	2048	1202	899	388	468	665	1622	647	1208	2755	460	1195	2159	1443	533	2060	577	1727	543	1067	1850	1524	1421	1886	1067	550
Oarb_154351_c2_g2	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	4	0	0	0	1	0	0	0	0	0	0	2	0
Oarb_154351_c4_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	2	2	0	1	0	0	0	0	3	0	0	1	0	0	0
Oarb_154352_c4_g1	4	37	79	53	43	53	38	80	48	23	46	81	26	29	87	11	83	35	117	37	38	95	89	35	6	32	25	45	48	48	107	30	52	73	150	23	90	69	71	68	63	107	35	131	52	85	15
Oarb_154352_c4_g2	0	0	0	2	0	0	0	3	0	0	0	1	0	0	1	0	3	0	2	2	0	3	1	0	0	1	0	1	2	0	1	0	1	0	1	1	3	0	4	1	3	0	0	4	0	0	2
Oarb_154352_c4_g3	2	32	40	22	19	19	23	70	44	24	31	43	22	21	57	24	52	46	78	28	28	54	58	26	5	38	19	31	40	21	64	16	34	44	120	24	59	41	44	39	28	61	28	108	31	34	21
Oarb_154353_c7_g1	0	4	8	3	12	7	6	9	9	6	8	14	3	7	16	4	19	4	11	3	7	13	7	2	1	5	13	8	8	5	8	1	15	6	28	5	8	4	17	6	10	5	3	24	3	9	0
Oarb_154353_c7_g2	0	1	7	4	1	7	4	4	3	2	3	7	0	3	4	4	18	2	10	2	0	10	10	2	2	8	7	6	8	7	14	4	4	5	17	8	23	8	12	5	15	4	1	4	4	6	1
Oarb_154354_c10_g1	2	21	44	25	18	17	16	47	42	30	36	45	12	24	65	21	63	24	83	33	14	73	58	24	7	53	27	27	20	21	61	15	30	47	156	12	47	44	47	35	33	37	29	104	27	36	18
Oarb_154357_c9_g2	1	16	52	17	24	20	7	23	41	5	22	39	19	5	37	7	71	13	38	10	15	52	33	25	6	20	15	35	24	28	65	9	31	29	40	19	30	21	27	13	26	53	16	49	20	18	21
Oarb_154358_c7_g2	0	23	5	2	0	4	6	11	16	2	3	2	1	1	4	3	3	6	14	7	2	12	12	2	2	2	1	12	10	4	16	8	3	2	13	2	3	3	8	6	9	11	3	15	3	3	2
Oarb_154359_c3_g1	0	2	5	2	1	2	0	1	1	0	1	3	1	0	1	1	2	0	0	0	0	2	0	0	0	0	1	1	1	0	1	0	1	2	2	0	0	0	0	0	2	1	0	0	2	2	1
Oarb_154359_c3_g2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
Oarb_154359_c3_g3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0
Oarb_154359_c3_g4	0	3	1	0	1	0	0	1	1	0	0	0	0	0	2	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0
Oarb_154360_c7_g1	7	30	32	26	16	20	16	71	19	100	20	65	6	27	29	16	31	23	64	53	17	54	110	14	5	33	16	27	42	10	46	26	22	24	95	15	39	31	21	37	21	22	14	122	25	99	21
Oarb_154361_c0_g1	0	10	21	29	15	21	8	34	18	23	13	26	14	10	26	5	26	9	38	6	11	43	37	14	5	18	13	33	25	17	36	18	26	34	83	11	17	39	18	13	10	18	10	30	15	28	5
Oarb_154362_c7_g1	0	1	10	3	0	4	4	1	2	0	4	3	1	3	11	3	15	8	6	2	2	8	5	1	5	8	4	3	4	3	7	2	1	8	16	3	4	1	10	4	8	9	7	20	0	2	4
Oarb_154362_c7_g2	2	7	14	4	8	7	12	12	9	10	15	19	5	4	16	5	22	10	34	6	6	18	16	6	3	12	11	11	9	9	21	7	9	3	29	8	18	8	14	11	9	20	5	28	8	7	6
Oarb_154363_c5_g1	1	29	42	23	26	31	36	70	43	38	25	55	4	36	33	18	55	34	74	61	20	57	29	31	9	31	25	33	36	10	41	24	16	17	60	12	34	14	20	17	18	62	48	104	14	27	11
Oarb_154364_c1_g1	1	2	35	0	9	6	9	14	12	3	3	7	7	0	2	1	8	2	21	10	15	6	1	10	0	3	2	8	2	1	8	0	5	4	5	4	8	3	5	1	13	8	3	2	5	1	2
Oarb_154364_c2_g1	2	21	26	35	17	21	31	54	17	30	18	17	17	40	30	14	39	25	58	76	22	40	55	9	10	30	11	24	47	19	46	23	18	25	105	8	41	27	35	40	14	25	8	64	33	27	8
Oarb_154365_c6_g1	3	14	32	14	8	14	18	49	28	57	16	12	1	4	10	12	17	6	68	25	9	27	83	11	2	16	4	40	21	11	37	14	19	24	160	4	34	29	29	62	10	19	13	70	7	33	9
Oarb_154366_c9_g5	0	7	25	1	12	34	27	5	9	7	18	18	3	5	30	3	39	18	25	7	19	25	6	2	5	9	7	14	6	9	42	1	8	10	31	11	38	6	22	15	18	18	20	13	18	4	19
Oarb_154367_c11_g1	0	2	6	4	2	3	2	7	5	7	2	0	0	5	6	0	4	3	9	8	2	3	9	3	0	3	4	5	8	1	9	2	2	3	16	1	10	8	4	8	4	7	3	15	3	5	1
Oarb_154367_c11_g3	0	0	0	2	0	0	2	3	1	5	1	0	1	2	0	0	0	1	2	2	2	2	3	0	0	0	1	0	1	0	1	0	0	0	9	0	0	0	0	2	0	0	0	2	2	3	0
Oarb_154367_c11_g4	1	0	3	3	8	1	0	5	1	3	0	4	1	2	2	2	5	4	5	1	0	6	5	1	0	6	0	1	4	4	4	1	2	4	4	1	9	4	3	7	1	3	0	17	1	3	0
Oarb_154370_c8_g1	0	10	3	4	3	6	7	3	8	0	2	4	2	1	7	1	4	6	10	3	1	13	5	0	1	2	2	7	3	2	15	1	7	13	22	3	25	5	12	5	2	4	3	0	3	1	2
Oarb_154370_c8_g2	0	9	7	6	3	6	3	9	4	3	3	4	3	0	8	1	8	3	29	14	13	11	7	1	1	12	3	10	5	8	19	4	7	14	31	2	17	10	17	8	4	10	7	11	5	2	4
Oarb_154371_c9_g1	0	3	10	5	5	1	4	22	16	5	3	5	5	3	4	0	15	6	11	2	9	10	10	2	0	3	1	4	2	5	7	1	5	9	14	1	4	3	9	3	4	5	3	23	2	5	1
Oarb_154371_c9_g2	0	0	0	1	4	4	0	2	1	1	1	1	1	2	3	1	2	0	1	0	0	7	4	0	0	2	0	2	5	0	8	1	2	0	10	2	4	1	0	1	2	1	3	5	1	0	0
Oarb_154372_c6_g4	0	1	6	7	1	1	0	3	1	9	3	5	0	8	2	5	1	3	6	3	0	4	5	3	0	4	0	1	5	0	5	7	2	0	17	1	2	1	3	6	1	0	0	9	1	4	1
Oarb_154373_c10_g1	6	82	214	8	65	114	110	48	118	23	70	107	33	41	173	15	421	96	200	26	101	143	55	76	37	31	55	114	37	112	190	18	118	170	164	51	151	51	197	67	119	197	190	113	189	73	49
Oarb_154374_c3_g1	1	11	21	21	9	7	10	18	16	15	12	16	13	14	25	10	37	6	34	9	18	15	22	15	2	15	9	12	14	13	25	9	8	18	65	10	36	30	22	19	16	18	14	24	11	35	6
Oarb_154376_c1_g1	0	1	20	0	0	0	10	11	28	22	1	32	13	20	32	9	10	26	0	0	0	36	49	26	4	4	16	14	21	10	33	9	4	26	38	31	33	11	18	7	21	11	14	38	5	11	12
Oarb_154377_c0_g2	0	4	20	8	5	15	16	13	14	12	13	14	8	9	19	3	20	9	28	7	11	22	28	6	5	13	5	19	18	13	38	2	13	11	57	5	32	16	24	19	14	20	7	40	5	10	4
Oarb_154377_c1_g1	20	144	211	108	120	112	130	186	185	95	121	293	78	79	292	38	342	149	336	122	140	247	208	154	37	159	130	146	136	169	286	71	183	130	468	140	246	146	187	142	157	228	106	303	141	139	72
Oarb_154378_c10_g3	1	5	5	7	10	20	7	4	1	6	19	10	6	6	22	6	49	9	24	7	13	19	16	7	4	14	5	24	8	12	22	2	8	10	12	4	14	1	11	4	5	16	14	23	19	11	6
Oarb_154379_c9_g1	3	14	43	20	5	12	19	37	20	58	30	38	6	9	24	4	32	10	30	12	12	39	43	13	7	16	7	11	20	11	41	10	11	19	91	12	35	37	27	21	19	19	11	66	21	48	14
Oarb_154380_c2_g1	0	0	0	0	0	1	0	3	1	0	1	2	0	1	0	2	2	0	3	1	2	4	1	0	0	1	0	0	1	0	1	2	1	0	3	0	2	1	0	0	0	1	2	6	0	0	1
Oarb_154382_c6_g1	0	2	2	1	1	3	1	0	4	0	1	1	3	0	9	0	4	2	0	0	2	2	0	2	1	0	1	0	1	4	1	0	1	0	0	0	3	0	0	0	5	1	0	0	0	0	0
Oarb_154382_c6_g2	0	0	6	0	1	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	1	0	0	2	0	0	1	0	1	2	2	0	1	2	1	1	2	0	2	0	1	1	0	0	1	0	0
Oarb_154383_c1_g1	0	2	6	3	1	1	5	4	7	1	5	4	1	0	2	1	7	2	10	4	3	6	4	6	1	5	4	3	0	2	7	2	5	6	8	5	8	2	6	1	5	8	1	5	1	1	2
Oarb_154383_c2_g1	0	1	1	0	0	0	0	0	1	1	0	2	3	0	0	0	0	0	0	1	2	1	0	1	0	0	0	2	2	1	5	0	1	1	0	1	0	0	0	0	1	0	2	0	2	2	0
Oarb_154383_c2_g2	1	0	1	0	1	0	0	0	2	0	1	1	1	0	3	0	8	1	2	0	4	4	0	0	2	2	0	2	0	1	5	0	1	1	2	0	1	0	1	0	0	1	0	0	0	0	0
Oarb_154384_c2_g1	0	0	1	0	0	0	0	2	1	1	1	0	0	0	1	0	2	0	0	0	1	0	1	0	0	2	1	1	3	0	0	1	0	0	1	0	1	1	0	1	1	3	1	2	2	0	2
Oarb_154384_c2_g2	0	3	2	0	0	9	1	5	4	8	1	8	0	1	1	4	10	9	20	3	8	7	5	2	3	5	5	10	14	6	13	6	6	2	15	7	5	7	6	4	6	6	10	7	9	6	2
Oarb_154385_c8_g1	0	2	9	3	0	3	4	4	4	3	2	7	6	1	6	0	2	2	5	0	1	8	7	3	0	2	2	2	2	1	9	1	4	6	11	3	5	2	0	2	14	9	5	7	3	1	0
Oarb_154385_c8_g2	0	5	5	2	3	1	1	1	3	1	0	2	2	3	6	2	2	1	8	2	0	13	7	1	0	0	0	3	3	4	9	1	5	7	5	3	6	5	6	5	2	6	3	5	2	1	1
Oarb_154385_c8_g3	1	4	13	1	0	4	3	1	8	0	5	2	2	1	4	0	4	2	3	0	1	2	5	5	0	0	1	1	1	2	1	1	2	3	3	0	4	3	1	1	2	11	0	3	4	0	1
Oarb_154386_c5_g1	0	3	2	0	2	2	3	1	1	2	0	3	1	4	1	6	9	5	0	1	1	4	4	3	3	11	2	0	1	1	4	1	1	0	15	0	2	6	1	3	3	3	0	7	1	3	0
Oarb_154387_c7_g1	0	3	7	3	2	3	3	1	3	0	0	6	1	2	2	2	5	3	5	0	0	5	4	5	0	5	3	0	0	2	1	0	1	2	5	2	1	3	3	1	1	1	0	5	3	4	0
Oarb_154387_c7_g2	2	44	37	34	29	74	45	75	40	52	33	60	18	44	42	48	90	63	90	104	45	92	133	25	20	63	45	53	80	43	109	28	30	66	157	44	97	34	104	60	48	60	45	139	41	39	24
Oarb_154388_c3_g1	72	383	1015	522	386	623	447	831	638	430	596	783	402	398	951	252	1183	472	1627	533	582	1096	1024	435	145	447	381	638	587	535	1178	303	551	794	1760	292	990	575	840	561	604	794	446	1312	714	867	269
Oarb_154389_c2_g2	0	4	4	3	4	5	4	7	2	4	1	5	0	0	8	3	9	2	6	3	4	4	5	0	0	5	4	3	6	3	4	1	2	9	39	6	16	5	6	11	7	0	3	23	4	3	2
Oarb_154389_c3_g1	0	1	4	1	1	0	0	1	4	0	0	1	2	1	1	1	4	0	2	1	2	5	8	3	1	2	0	2	1	0	2	1	2	1	9	0	3	3	4	4	4	1	1	5	2	2	0
Oarb_154390_c3_g1	0	2	17	23	8	17	6	28	8	5	7	16	3	6	12	4	23	8	34	7	6	6	12	3	2	12	5	13	10	7	28	3	4	12	97	5	20	14	16	19	9	8	7	31	4	23	5
