gene,mutated_p_updown
evm.TU.chromosome_12.2262,1.728246654
evm.TU.chromosome_8.68,-1.727817964
evm.TU.chromosome_14.2436,-1.727467922
evm.TU.chromosome_5.799,-1.727456415
evm.TU.chromosome_14.2108,-1.727079047
evm.TU.chromosome_14.5880,1.726882664
evm.TU.chromosome_5.1689,-1.72688675
evm.TU.chromosome_6.1596,1.726434248
evm.TU.chromosome_10.3150,-1.726319508
evm.TU.chromosome_8.2635,1.725706489
evm.TU.chromosome_13.2593,1.725545635
evm.TU.chromosome_7.2192,-1.724893835
evm.TU.chromosome_13.2862,-1.724009395
evm.TU.chromosome_12.3202,-1.723478586
evm.TU.chromosome_14.1094,1.723402465
evm.TU.chromosome_14.6602,1.722937468
evm.TU.chromosome_11.731,-1.722680853
evm.TU.chromosome_13.2715,-1.722410653
evm.TU.chromosome_12.831,1.722217144
evm.TU.chromosome_1.977,1.721936209
evm.TU.chromosome_14.1,-1.721848708
evm.TU.chromosome_6.85,1.721704242
evm.TU.chromosome_13.550,1.721607089
evm.TU.chromosome_11.973,-1.721388967
evm.TU.chromosome_14.571,-1.721286395
evm.TU.chromosome_14.6507,-1.721193745
evm.TU.chromosome_6.333,1.721266933
evm.TU.chromosome_10.520,1.721014319
evm.TU.chromosome_6.2927,-1.720271693
evm.TU.chromosome_1.1684,1.719262771
evm.TU.chromosome_6.939,-1.719138343
evm.TU.chromosome_13.941,-1.718936228
evm.TU.chromosome_8.90,1.718118585
evm.TU.chromosome_4.38,-1.717736234
evm.TU.chromosome_6.37,-1.71619761
evm.TU.chromosome_13.412,-1.715999976
evm.TU.chromosome_10.2953,-1.715182409
evm.TU.chromosome_3.1061,-1.715117124
evm.TU.chromosome_5.41,1.713811193
evm.TU.chromosome_3.337,1.713609913
evm.TU.chromosome_10.3033,-1.712957331
evm.TU.chromosome_13.4088,-1.713063107
evm.TU.chromosome_5.2269,-1.712920077
evm.TU.chromosome_13.4080,-1.711900573
evm.TU.chromosome_2.1830,-1.711862607
evm.TU.chromosome_2.1176,1.711629605
evm.TU.chromosome_1.1405,-1.711185651
evm.TU.chromosome_10.15,-1.71114497
evm.TU.chromosome_10.2379,-1.711278558
evm.TU.chromosome_7.232,-1.711329528
evm.TU.chromosome_6.1712,1.710973509
evm.TU.chromosome_11.1211,-1.710669609
evm.TU.chromosome_13.426,-1.710618051
evm.TU.chromosome_14.5331,-1.710660574
evm.TU.chromosome_14.5551,1.709589289
evm.TU.chromosome_7.441,-1.709085519
evm.TU.chromosome_3.1911,1.708769722
evm.TU.chromosome_8.1629,-1.7085832
evm.TU.chromosome_6.2690,1.708424989
evm.TU.chromosome_1.349,-1.707915303
evm.TU.chromosome_13.287,-1.707562428
evm.TU.chromosome_1.1592,-1.706518128
evm.TU.chromosome_4.33,1.706428989
evm.TU.chromosome_12.3704,-1.705740297
evm.TU.chromosome_2.255,-1.705707528
evm.TU.chromosome_12.4133,-1.7053325
evm.TU.chromosome_14.5063,-1.705179985
evm.TU.chromosome_14.6771,-1.70533104
evm.TU.chromosome_2.643,-1.705566232
evm.TU.chromosome_3.431,1.70515912
evm.TU.chromosome_7.883,-1.705210473
evm.TU.chromosome_1.1188,-1.704617001
evm.TU.chromosome_2.105,-1.704723827
evm.TU.chromosome_2.1934,1.704548051
evm.TU.chromosome_5.133,-1.704727532
evm.TU.chromosome_6.1734,-1.704646155
evm.TU.chromosome_7.1909,-1.704875444
evm.TU.chromosome_4.712,-1.704083077
evm.TU.chromosome_5.783,-1.704019547
evm.TU.chromosome_11.1928_evm.TU.chromosome_11.1922,-1.703089942
evm.TU.chromosome_10.1435,-1.702716545
evm.TU.chromosome_13.818,-1.701431785
evm.TU.chromosome_14.6429,1.701270561
evm.TU.chromosome_6.804,-1.700941809
evm.TU.chromosome_13.1105,-1.700161619
evm.TU.chromosome_9.1623,-1.699975156
evm.TU.chromosome_6.2220,1.699153589
evm.TU.chromosome_14.3114,-1.698924444
evm.TU.chromosome_6.1907,1.698194576
evm.TU.chromosome_8.535,1.698252649
evm.TU.chromosome_11.2039,-1.697998835
evm.TU.chromosome_4.1832,1.697713527
evm.TU.chromosome_4.982,-1.697634337
evm.TU.chromosome_14.6355,-1.696786052
evm.TU.chromosome_13.4090,-1.696372803
evm.TU.chromosome_13.589,-1.696208648
evm.TU.chromosome_6.2350,-1.696282063
evm.TU.chromosome_6.610,-1.696139861
evm.TU.chromosome_8.1296,-1.696109261
evm.TU.chromosome_11.2083,-1.69531595
evm.TU.chromosome_11.1110,-1.694987428
evm.TU.chromosome_14.3117,-1.69506378
evm.TU.chromosome_3.8,-1.694785791
evm.TU.chromosome_4.2453,-1.69482168
evm.TU.chromosome_10.1067,-1.694238761
evm.TU.chromosome_12.3287,1.693890159
evm.TU.chromosome_4.1256,-1.693815436
evm.TU.chromosome_5.2520,-1.693984678
evm.TU.chromosome_2.874,1.69294868
evm.TU.chromosome_12.1634,-1.692839338
evm.TU.chromosome_5.1479,1.692267279
evm.TU.chromosome_4.2149,-1.691931318
evm.TU.chromosome_8.728,1.691940819
evm.TU.chromosome_13.296,1.691829456
evm.TU.chromosome_14.4865,-1.691289378
evm.TU.chromosome_12.914,-1.691143842
evm.TU.chromosome_14.6193,1.691094065
evm.TU.chromosome_1.1173,-1.690062929
evm.TU.chromosome_1.294,1.689950532
evm.TU.chromosome_10.1266,-1.689983496
evm.TU.chromosome_13.85,-1.690243736
evm.TU.chromosome_14.1246,-1.690096814
evm.TU.chromosome_4.1094,-1.689696332
evm.TU.chromosome_10.1919,1.689372606
evm.TU.chromosome_14.2506,-1.688355542
evm.TU.chromosome_14.4720,-1.687686411
evm.TU.chromosome_8.1040,1.687566197
evm.TU.chromosome_13.889,-1.687424127
evm.TU.chromosome_5.916,1.686828084
evm.TU.chromosome_14.7164,-1.686645178
evm.TU.chromosome_4.2487,-1.685687538
evm.TU.chromosome_13.873,-1.685217618
evm.TU.chromosome_8.278,1.685168517
evm.TU.chromosome_7.1663,-1.684344877
evm.TU.chromosome_10.2533,-1.683611703
evm.TU.chromosome_14.5338,-1.683674788
evm.TU.chromosome_14.6365,-1.682362108
evm.TU.chromosome_12.2647,-1.682199777
evm.TU.chromosome_13.2100,1.682077041
evm.TU.chromosome_10.2914,-1.681901061
evm.TU.chromosome_3.1245,1.68184645
evm.TU.chromosome_11.2548,1.681605844
evm.TU.chromosome_4.2448,1.681545386
evm.TU.chromosome_2.1699,-1.681398786
evm.TU.chromosome_14.1341,1.6810735
evm.TU.chromosome_7.2728,1.681063021
evm.TU.chromosome_13.132,-1.680780765
evm.TU.chromosome_11.2190,-1.680264198
evm.TU.chromosome_12.3989,-1.680219719
evm.TU.chromosome_10.2,-1.679393061
evm.TU.chromosome_12.1781,-1.679285894
evm.TU.chromosome_12.3186,-1.679226305
evm.TU.chromosome_14.6889,-1.679349863
evm.TU.chromosome_3.1454,-1.67943428
evm.TU.chromosome_5.352,-1.679355623
evm.TU.chromosome_10.2207,-1.6787904
evm.TU.chromosome_13.2300,-1.677899795
evm.TU.chromosome_1.325,-1.677347909
evm.TU.chromosome_14.6536,1.676312152
evm.TU.chromosome_11.2008,-1.676120353
evm.TU.chromosome_11.3037,-1.67591704
evm.TU.chromosome_14.3565,-1.674763436
evm.TU.chromosome_14.406,1.674271494
evm.TU.chromosome_9.1198,-1.674262442
evm.TU.chromosome_14.7360,-1.673472734
evm.TU.chromosome_11.522,1.673105926
evm.TU.chromosome_13.63,-1.673173823
evm.TU.chromosome_12.3871,-1.672735693
evm.TU.chromosome_8.1452,-1.672632197
evm.TU.chromosome_11.2221,-1.672321691
evm.TU.chromosome_6.1554,-1.671986428
evm.TU.chromosome_11.3092,-1.671458184
evm.TU.chromosome_1.1190,-1.670748122
evm.TU.chromosome_11.185,-1.669869349
evm.TU.chromosome_12.979,-1.669905213
evm.TU.chromosome_2.1019,1.669895274
evm.TU.chromosome_12.1630,1.669744172
evm.TU.chromosome_14.5260,-1.66961206
evm.TU.chromosome_5.435,1.669530634
evm.TU.chromosome_14.2968,-1.669431422
evm.TU.chromosome_2.360,-1.669159194
evm.TU.chromosome_7.1690,-1.669271594
evm.TU.chromosome_9.468,1.669232313
evm.TU.chromosome_14.851,-1.669025047
evm.TU.chromosome_13.4179,-1.668766775
evm.TU.chromosome_7.2242,-1.668660623
evm.TU.chromosome_7.2607,-1.6686915
evm.TU.chromosome_9.882,-1.668919812
evm.TU.chromosome_7.2184,1.667417856
evm.TU.chromosome_11.2005,-1.66706727
evm.TU.chromosome_12.1315,-1.6667529
evm.TU.chromosome_14.4371,-1.666840983
evm.TU.chromosome_8.23,-1.666839799
evm.TU.chromosome_7.2510,1.666264062
evm.TU.chromosome_1.396,-1.666165029
evm.TU.chromosome_5.1448,-1.666002967
evm.TU.chromosome_5.1143,-1.665040285
evm.TU.chromosome_13.1417,1.663280282
evm.TU.chromosome_1.1066,-1.662777984
evm.TU.chromosome_11.829,-1.662806712
evm.TU.chromosome_10.2717,1.662421445
evm.TU.chromosome_5.477,-1.662368771
evm.TU.chromosome_10.2613,-1.661873787
evm.TU.chromosome_11.462,1.661885576
evm.TU.chromosome_3.46,-1.661154878
evm.TU.chromosome_7.304,1.661045928
evm.TU.chromosome_13.3664,-1.660798891
evm.TU.chromosome_13.458,-1.66075685
evm.TU.chromosome_6.2888,1.66079686
evm.TU.chromosome_11.500,1.659925789
evm.TU.chromosome_1.6,-1.65949144
evm.TU.chromosome_13.726,1.659556286
evm.TU.chromosome_14.6801,-1.659659687
evm.TU.chromosome_3.1691,-1.659447152
evm.TU.chromosome_2.864,-1.658243529
evm.TU.chromosome_11.105,-1.658101264
evm.TU.chromosome_2.1541,-1.657366345
evm.TU.chromosome_11.45,1.65714712
evm.TU.chromosome_14.3341,-1.656875081
evm.TU.chromosome_11.666,-1.656424989
evm.TU.chromosome_13.1464,-1.656422101
evm.TU.chromosome_14.6200,-1.656030964
evm.TU.chromosome_12.1242,1.655923031
evm.TU.chromosome_7.438,1.655399309
evm.TU.chromosome_1.927,-1.655199693
evm.TU.chromosome_1.886,-1.654356089
evm.TU.chromosome_11.3018,1.654495432
evm.TU.chromosome_14.5725,-1.65443558
evm.TU.chromosome_14.583,1.653167199
evm.TU.chromosome_6.847,1.653020222
evm.TU.chromosome_6.12,1.652907038
evm.TU.chromosome_9.149,-1.652273743
evm.TU.chromosome_12.1594,-1.652086053
evm.TU.chromosome_13.2159,1.651780924
evm.TU.chromosome_5.1989,-1.651516744
evm.TU.chromosome_6.1407,1.651411473
evm.TU.chromosome_14.1195,-1.65093163
evm.TU.chromosome_11.1232,-1.650548775
evm.TU.chromosome_4.85,-1.650579883
evm.TU.chromosome_9.1155,-1.649565288
evm.TU.chromosome_12.1442,1.648835738
evm.TU.chromosome_1.589,-1.647916525
evm.TU.chromosome_12.1410,-1.647841996
evm.TU.chromosome_11.3040,-1.647714376
evm.TU.chromosome_13.1523,-1.647139614
evm.TU.chromosome_11.2869,-1.646224295
evm.TU.chromosome_5.879,1.646284558
evm.TU.chromosome_6.8,1.64626649
evm.TU.chromosome_5.2297,1.6460005
evm.TU.chromosome_12.2515,-1.645346681
evm.TU.chromosome_3.814,1.645282014
evm.TU.chromosome_2.263,1.645033814
evm.TU.chromosome_8.1979,-1.644956806
evm.TU.chromosome_10.424,1.643820408
evm.TU.chromosome_14.432,-1.643529939
evm.TU.chromosome_9.898,-1.643402674
evm.TU.chromosome_4.1869,-1.642898746
evm.TU.chromosome_5.1186,1.642661498
evm.TU.chromosome_4.1455,-1.642568811
evm.TU.chromosome_10.2517,-1.641967694
evm.TU.chromosome_11.647,-1.642146441
evm.TU.chromosome_2.418,-1.642046405
evm.TU.chromosome_4.1233,-1.642103633
evm.TU.chromosome_9.258,1.641787714
evm.TU.chromosome_9.2576,1.641394365
evm.TU.chromosome_11.2713,1.640828995
evm.TU.chromosome_3.1665,1.640759645
evm.TU.chromosome_4.2445,-1.640784234
evm.TU.chromosome_10.448,-1.640378591
evm.TU.chromosome_13.1615,-1.640032536
evm.TU.chromosome_7.119,-1.640049323
evm.TU.chromosome_12.2187,-1.639558216
evm.TU.chromosome_3.519,-1.63899813
evm.TU.chromosome_5.1114,-1.638860396
evm.TU.chromosome_6.564,-1.63858275
evm.TU.chromosome_10.2357,-1.638483188
evm.TU.chromosome_5.1551,-1.637454871
evm.TU.chromosome_10.2413,-1.637329375
evm.TU.chromosome_13.3142,-1.637222916
evm.TU.chromosome_11.1695,1.636597285
evm.TU.chromosome_2.2006,1.636329768
evm.TU.chromosome_3.890,-1.636186143
evm.TU.chromosome_4.1976,-1.635403612
evm.TU.chromosome_7.1805,-1.635330746
evm.TU.chromosome_7.129,-1.635068466
evm.TU.chromosome_4.1712,1.63482867
evm.TU.chromosome_6.2566,1.634602496
evm.TU.chromosome_14.7283,-1.634411852
evm.TU.chromosome_7.645,1.634146523
evm.TU.chromosome_4.984,-1.633752527
evm.TU.chromosome_12.3832,-1.633612424
evm.TU.chromosome_11.1517,1.633144225
evm.TU.chromosome_6.2783,-1.63311049
evm.TU.chromosome_12.1215,-1.632625919
evm.TU.chromosome_10.2176,1.631846672
evm.TU.chromosome_14.5695,-1.631837234
evm.TU.chromosome_14.7322,-1.631278188
evm.TU.chromosome_9.2922,1.631113005
evm.TU.chromosome_5.2267,1.630979011
evm.TU.chromosome_12.1171,-1.630444279
evm.TU.chromosome_2.2013,1.630466578
evm.TU.chromosome_8.522,-1.63036882
evm.TU.chromosome_11.1995,-1.630270584
evm.TU.chromosome_4.709,-1.630158198
evm.TU.chromosome_12.1495,-1.628780724
evm.TU.chromosome_3.65,-1.628653022
evm.TU.chromosome_7.152,-1.628129665
evm.TU.chromosome_5.69,-1.627919878
evm.TU.chromosome_6.585,-1.627976033
evm.TU.chromosome_12.215,1.627752083
evm.TU.chromosome_11.2227,1.627569396
evm.TU.chromosome_8.2469,-1.627543437
evm.TU.chromosome_12.1482,1.627287351
evm.TU.chromosome_2.395,-1.62672844
evm.TU.chromosome_4.2442,1.626761491
evm.TU.chromosome_14.2219,-1.626422891
evm.TU.chromosome_5.2587,1.6257913
evm.TU.chromosome_13.1099,-1.625520895
evm.TU.chromosome_14.4958,1.625605979
evm.TU.chromosome_10.2863,-1.625277038
evm.TU.chromosome_11.2494,1.625367342
evm.TU.chromosome_12.3208,1.625215549
evm.TU.chromosome_4.2119,-1.624507043
evm.TU.chromosome_12.1437,1.624316204
evm.TU.chromosome_14.20,-1.624082168
evm.TU.chromosome_4.1533,-1.62407593
evm.TU.chromosome_2.2078,-1.623639896
evm.TU.chromosome_11.643,-1.623447845
evm.TU.chromosome_6.1012,-1.623277547
evm.TU.chromosome_14.1283,1.622834795
evm.TU.chromosome_9.2886,-1.622588848
evm.TU.chromosome_11.1316,-1.622410568
evm.TU.chromosome_6.807,1.622302594
evm.TU.chromosome_7.1689,1.622203168
evm.TU.chromosome_12.2626,1.621873316
evm.TU.chromosome_13.4178,-1.621913163
evm.TU.chromosome_11.638_evm.TU.chromosome_11.636,-1.621561377
evm.TU.chromosome_8.2284,-1.62160929
evm.TU.chromosome_12.1671,-1.620892491
evm.TU.chromosome_8.1116,1.620856029
evm.TU.chromosome_8.1735,-1.620590838
evm.TU.chromosome_2.1017,-1.620352631
evm.TU.chromosome_14.6600,1.62005417
evm.TU.chromosome_14.302,1.619686868
evm.TU.chromosome_10.2433,-1.618523289
evm.TU.chromosome_9.2010,-1.618268928
evm.TU.chromosome_3.1122,-1.61811446
evm.TU.chromosome_14.3410,-1.617447508
evm.TU.chromosome_14.6260,1.617259655
evm.TU.chromosome_3.975,1.617112037
evm.TU.chromosome_11.2415,-1.61655067
evm.TU.chromosome_12.2200,1.616233129
evm.TU.chromosome_4.1919,-1.615819502
evm.TU.chromosome_5.2713,1.615962242
evm.TU.chromosome_6.986,1.615857702
evm.TU.chromosome_13.1117,-1.61541288
evm.TU.chromosome_6.611,-1.615417555
evm.TU.chromosome_8.1613,1.614794704
evm.TU.chromosome_12.499,1.614145368
evm.TU.chromosome_6.348,1.614046703
evm.TU.chromosome_10.1685,1.613796568
evm.TU.chromosome_14.5760,-1.613670203
evm.TU.chromosome_14.17,1.613159109
evm.TU.chromosome_7.2111,-1.612847909
evm.TU.chromosome_14.30,1.612654637
evm.TU.chromosome_14.69,-1.612292898
evm.TU.chromosome_14.665,1.611928904
evm.TU.chromosome_11.2468,-1.611630915
evm.TU.chromosome_10.2300,1.610328661
evm.TU.chromosome_10.3098,-1.609945481
evm.TU.chromosome_5.1041,1.609632579
evm.TU.chromosome_11.1816,-1.609373834
evm.TU.chromosome_10.1747,-1.608746612
evm.TU.chromosome_14.805,-1.608602075
evm.TU.chromosome_13.489,1.608472643
evm.TU.chromosome_4.945,1.608015273
evm.TU.chromosome_4.1232,-1.607749844
evm.TU.chromosome_6.2320,-1.607689074
evm.TU.chromosome_1.1853,-1.606950096
evm.TU.chromosome_9.492,-1.606730264
evm.TU.chromosome_3.976,1.606255459
evm.TU.chromosome_9.2772,-1.605809061
evm.TU.chromosome_13.3750,1.605375506
evm.TU.chromosome_14.2459,-1.605280435
evm.TU.chromosome_4.790,1.605152894
evm.TU.chromosome_9.1904,-1.604809621
evm.TU.chromosome_9.55,1.604642883
evm.TU.chromosome_14.6954,1.604418066
evm.TU.chromosome_3.1576,1.604446722
evm.TU.chromosome_7.2432,1.60437212
evm.TU.chromosome_12.1836,-1.603391144
evm.TU.chromosome_5.2694,-1.603428745
evm.TU.chromosome_8.229,1.602761362
evm.TU.chromosome_2.425,1.60262368
evm.TU.chromosome_12.93,1.602533291
evm.TU.chromosome_12.2231,-1.602336385
evm.TU.chromosome_12.96,1.601837942
evm.TU.chromosome_14.7156,-1.601206664
evm.TU.chromosome_3.1799,-1.600682891
evm.TU.chromosome_7.2243,-1.600668527
evm.TU.chromosome_13.3030,1.600438079
evm.TU.chromosome_10.899,-1.600114288
evm.TU.chromosome_11.2086,-1.600077004
evm.TU.chromosome_14.6896,-1.600249319
evm.TU.chromosome_4.1876,-1.600053447
evm.TU.chromosome_14.2635,-1.599947568
evm.TU.chromosome_11.2302_evm.TU.chromosome_11.2307,-1.599664748
evm.TU.chromosome_14.628,-1.599694238
evm.TU.chromosome_11.985,1.59954795
evm.TU.chromosome_14.7250,-1.598611317
evm.TU.chromosome_3.128,-1.598414722
evm.TU.chromosome_9.61,-1.598100569
evm.TU.chromosome_4.397,1.597214046
evm.TU.chromosome_1.1532,-1.597080739
evm.TU.chromosome_2.658,-1.596557097
evm.TU.chromosome_13.1822,-1.596142564
evm.TU.chromosome_10.2737,-1.595868532
evm.TU.chromosome_4.1255,-1.595886448
evm.TU.chromosome_2.2028,1.594681487
evm.TU.chromosome_7.2624,1.594729717
evm.TU.chromosome_4.824,1.594184905
evm.TU.chromosome_6.1959,-1.5933535
evm.TU.chromosome_5.112,-1.592873587
evm.TU.chromosome_9.2019,1.592640981
evm.TU.chromosome_13.637,1.592330504
evm.TU.chromosome_13.2085,-1.591004345
evm.TU.chromosome_6.622,-1.590519055
evm.TU.chromosome_13.1058,-1.590336886
evm.TU.chromosome_11.2817,-1.589667462
evm.TU.chromosome_14.7067,-1.589303505
evm.TU.chromosome_7.1231,-1.589253579
evm.TU.chromosome_14.7364,-1.588848574
evm.TU.chromosome_6.16,-1.588632201
evm.TU.chromosome_14.6542,-1.588177279
evm.TU.chromosome_10.1913,1.588048659
evm.TU.chromosome_14.114,-1.587636221
evm.TU.chromosome_10.494,-1.587522996
evm.TU.chromosome_5.2147,1.587328082
evm.TU.chromosome_7.2458,1.587270166
evm.TU.chromosome_4.2506,1.587060112
evm.TU.chromosome_5.1357,-1.586816168
evm.TU.chromosome_7.2579,-1.586808056
evm.TU.chromosome_8.208,1.586631168
evm.TU.chromosome_11.2876,1.586495687
evm.TU.chromosome_13.247,1.585805112
evm.TU.chromosome_9.2704,-1.58570914
evm.TU.chromosome_5.2096,-1.585437351
evm.TU.chromosome_11.1725,1.585225959
evm.TU.chromosome_5.534,-1.585257152
evm.TU.chromosome_13.4184,-1.584798145
evm.TU.chromosome_14.3433,-1.58465941
evm.TU.chromosome_9.927,-1.584498115
evm.TU.chromosome_3.275,-1.583240829
evm.TU.chromosome_5.1920_evm.TU.chromosome_5.1923,1.583223237
evm.TU.chromosome_1.991,-1.582695521
evm.TU.chromosome_7.1937,1.582723107
evm.TU.chromosome_14.5410,-1.581920802
evm.TU.chromosome_6.133,1.581770095
evm.TU.chromosome_12.1833,-1.58165214
evm.TU.chromosome_1.1784,1.580955639
evm.TU.chromosome_13.2729,-1.580455975
evm.TU.chromosome_11.2722,-1.580117091
evm.TU.chromosome_10.769,-1.579714856
evm.TU.chromosome_14.5906,1.579418252
evm.TU.chromosome_5.1485,1.579545716
evm.TU.chromosome_5.817,-1.579477335
evm.TU.chromosome_7.1535,1.579428591
evm.TU.chromosome_7.2498,1.579567948
evm.TU.chromosome_12.283,1.579169401
evm.TU.chromosome_6.1939,1.579127229
evm.TU.chromosome_12.976,-1.57897582
evm.TU.chromosome_8.889,-1.578515729
evm.TU.chromosome_12.13,1.578361675
evm.TU.chromosome_14.4244,1.578022607
evm.TU.chromosome_14.7092,-1.577806591
evm.TU.chromosome_12.287,1.577358729
evm.TU.chromosome_8.2206,-1.577312619
evm.TU.chromosome_6.1221,-1.577007066
evm.TU.chromosome_11.1363,-1.576415084
evm.TU.chromosome_13.2825,-1.575757353
evm.TU.chromosome_6.890,-1.575541228
evm.TU.chromosome_12.3340,-1.575061809
evm.TU.chromosome_14.6894,-1.575018633
evm.TU.chromosome_14.538,-1.574731333
evm.TU.chromosome_4.2248,-1.57442964
evm.TU.chromosome_9.1122,1.57438799
evm.TU.chromosome_12.4085,1.574171977
evm.TU.chromosome_7.1289,1.573923597
evm.TU.chromosome_2.411,1.57376298
evm.TU.chromosome_1.45,-1.573456073
evm.TU.chromosome_9.616,-1.573514556
evm.TU.chromosome_7.2018,-1.572930421
evm.TU.chromosome_4.1177,-1.572282416
evm.TU.chromosome_4.30,1.572324762
evm.TU.chromosome_3.2006,-1.57146221
evm.TU.chromosome_5.57,-1.571131458
evm.TU.chromosome_13.2829,-1.571026581
evm.TU.chromosome_7.2146,1.57016271
evm.TU.chromosome_10.816,-1.569876751
evm.TU.chromosome_14.7055,-1.5698913
evm.TU.chromosome_14.7093,-1.569227387
evm.TU.chromosome_11.1074,1.56892097
evm.TU.chromosome_4.186,-1.568649273
evm.TU.chromosome_5.84,1.568714262
evm.TU.chromosome_7.1688,-1.568629508
evm.TU.chromosome_14.5987,-1.568512656
evm.TU.chromosome_2.1619,-1.568289504
evm.TU.chromosome_9.660,1.568162324
evm.TU.chromosome_13.2779,-1.567865591
evm.TU.chromosome_12.1230,1.567119261
evm.TU.chromosome_8.1249,-1.565408199
evm.TU.chromosome_9.36,-1.565022147
evm.TU.chromosome_14.109,-1.56469269
evm.TU.chromosome_14.1730,-1.564385059
evm.TU.chromosome_1.815,-1.564274673
evm.TU.chromosome_9.2278_evm.TU.chromosome_9.2279,1.563687524
evm.TU.chromosome_7.2027,-1.563136259
evm.TU.chromosome_6.2474,1.562188669
evm.TU.chromosome_10.770,-1.562094065
evm.TU.chromosome_12.1216,-1.561122055
evm.TU.chromosome_3.1882,-1.561084558
evm.TU.chromosome_6.1137,-1.561148409
evm.TU.chromosome_9.333,1.561050806
evm.TU.chromosome_1.1764,-1.560882672
evm.TU.chromosome_4.2158,-1.560224244
evm.TU.chromosome_5.2598,1.559797785
evm.TU.chromosome_9.1653,-1.559806862
evm.TU.chromosome_9.605,-1.558963211
evm.TU.chromosome_10.340,-1.558693228
evm.TU.chromosome_2.494,1.558469987
evm.TU.chromosome_7.1452,-1.558415265
evm.TU.chromosome_1.1742,1.558100349
evm.TU.chromosome_10.143,1.558046391
evm.TU.chromosome_1.478,-1.557889496
evm.TU.chromosome_2.1581,1.557777725
evm.TU.chromosome_11.1321,1.557223277
evm.TU.chromosome_13.2292,1.557216918
evm.TU.chromosome_14.6630,1.556785574
evm.TU.chromosome_7.1250,-1.556150347
evm.TU.chromosome_14.5416,-1.555406417
evm.TU.chromosome_6.502,1.555470565
evm.TU.chromosome_13.2757,-1.555228595
evm.TU.chromosome_7.324,1.554713453
evm.TU.chromosome_12.2661,-1.554473184
evm.TU.chromosome_4.1292,1.554317138
evm.TU.chromosome_9.83,1.554310157
evm.TU.chromosome_5.1201,-1.554084596
evm.TU.chromosome_6.2653,-1.554128671
evm.TU.chromosome_7.2477,-1.554049822
evm.TU.chromosome_4.1700,-1.553903436
evm.TU.chromosome_6.62,1.553775844
evm.TU.chromosome_1.1335,-1.553568493
evm.TU.chromosome_12.3313,-1.552944504
evm.TU.chromosome_4.1756,-1.552959324
evm.TU.chromosome_5.2235,-1.552385599
evm.TU.chromosome_10.411,1.551723324
evm.TU.chromosome_11.482,1.551604246
evm.TU.chromosome_13.3087,-1.551776514
evm.TU.chromosome_14.5098,-1.551847422
evm.TU.chromosome_5.1958,-1.551551799
evm.TU.chromosome_5.2,-1.552061671
evm.TU.chromosome_7.1740,-1.551578041
evm.TU.chromosome_7.2497,-1.551956008
evm.TU.chromosome_8.2396,-1.551178141
evm.TU.chromosome_12.1968,1.550250644
evm.TU.chromosome_7.1244,-1.549567252
evm.TU.chromosome_11.3039,-1.549362172
evm.TU.chromosome_11.1862,-1.549178398
evm.TU.chromosome_14.1282,1.548780388
evm.TU.chromosome_10.818,-1.548046971
evm.TU.chromosome_11.2897,-1.548202615
evm.TU.chromosome_14.4333,-1.547930732
evm.TU.chromosome_2.969,-1.547785561
evm.TU.chromosome_5.1810,-1.548005634
evm.TU.chromosome_5.1892,-1.548280863
evm.TU.chromosome_7.2374,1.547803979
evm.TU.chromosome_11.2531,-1.545612002
evm.TU.chromosome_2.1681,-1.545847483
evm.TU.chromosome_4.1107,-1.545709857
evm.TU.chromosome_6.1909,-1.54595668
evm.TU.chromosome_6.2645,1.545670775
evm.TU.chromosome_6.699,1.545919727
evm.TU.chromosome_9.378,-1.545678429
evm.TU.chromosome_9.2556,1.545324945
evm.TU.chromosome_14.1126,-1.545234384
evm.TU.chromosome_12.4098,-1.544858403
evm.TU.chromosome_14.4268,-1.544481284
evm.TU.chromosome_14.3550,-1.543900598
evm.TU.chromosome_11.1141,-1.543796674
evm.TU.chromosome_4.1804,-1.543598542
evm.TU.chromosome_9.2798,-1.543413049
evm.TU.chromosome_13.2185,-1.542819834
evm.TU.chromosome_7.2129,1.542864324
evm.TU.chromosome_4.2242,-1.542178667
evm.TU.chromosome_9.28,-1.542238714
evm.TU.chromosome_5.444,1.54196778
evm.TU.chromosome_10.171,-1.541534074
evm.TU.chromosome_3.870,-1.540634617
evm.TU.chromosome_9.2827,-1.540193286
evm.TU.chromosome_3.318,-1.53950739
evm.TU.chromosome_1.848,-1.538949983
evm.TU.chromosome_11.3076,-1.538474252
evm.TU.chromosome_4.201,-1.538233996
evm.TU.chromosome_6.2899,-1.537921245
evm.TU.chromosome_14.6126,-1.537723521
evm.TU.chromosome_5.2540,-1.537600708
evm.TU.chromosome_5.2435,1.537175501
evm.TU.chromosome_12.2466,1.53690182
evm.TU.chromosome_2.1685,-1.536720034
evm.TU.chromosome_9.1869,-1.536488499
evm.TU.chromosome_3.327,-1.535645772
evm.TU.chromosome_4.531,-1.535341758
evm.TU.chromosome_6.552,-1.535151842
evm.TU.chromosome_6.1002,-1.535002826
evm.TU.chromosome_7.293,-1.534968955
evm.TU.chromosome_10.190,1.534860545
evm.TU.chromosome_13.3258,-1.534140796
evm.TU.chromosome_14.6952,1.534018762
evm.TU.chromosome_3.1391,-1.53388059
evm.TU.chromosome_3.711,1.534187928
evm.TU.chromosome_4.2246,-1.533890769
evm.TU.chromosome_4.962,1.534317456
evm.TU.chromosome_5.1069,-1.534071069
