gene,pval
Sym_100100_c0_g2,-2.09779661961518
Sym_100230_c0_g1,-0.756804259989241
Sym_100246_c0_g3,-0.982974599400057
Sym_100437_c0_g1,0.350503659032677
Sym_100629_c0_g1,-1.94879321606395
Sym_100793_c2_g1,-3.03423686858443
Sym_100802_c0_g1,2.96353303250029
Sym_101037_c0_g1,0.392446225466391
Sym_101057_c0_g1,-0.857706904293595
Sym_101138_c0_g1,-0.134140544193165
Sym_101261_c1_g1,-2.68698530852589
Sym_101299_c0_g1,0.0328909770465003
Sym_101326_c0_g1,1.73153790489718
Sym_101441_c0_g1,-0.272951427071378
Sym_101501_c0_g1,-0.890826382105625
Sym_101543_c0_g2,-0.829859861305872
Sym_101543_c0_g3,-0.053223302192611
Sym_101592_c0_g2,0.143344058459792
Sym_101592_c0_g3,-4.61681489121529
Sym_101757_c0_g1,-1.27640000663217
Sym_101806_c0_g1,0.104461153133632
Sym_101851_c0_g1,7.10455377459015
Sym_101880_c0_g1,-0.593581033114755
Sym_101976_c0_g1,-0.785758544946014
Sym_102382_c3_g3,-0.0940447403645003
Sym_102395_c0_g1,0.977911073248254
Sym_102471_c7_g1,5.86194540346311
Sym_102539_c1_g5,-0.0073295192241509
Sym_102636_c0_g1,-1.0597695839384
Sym_102664_c0_g1,0.00629644893964793
Sym_102695_c0_g1,-0.589149549505137
Sym_102774_c0_g1,-0.674455702273097
Sym_102806_c2_g3,-5.34339713894435
Sym_102806_c2_g4,-0.407671947979477
Sym_102902_c2_g1,-0.155106440108212
Sym_103005_c0_g1,0.0556390737707575
Sym_103171_c0_g1,2.94613090468004
Sym_103259_c1_g4,-0.542955769475938
Sym_103301_c0_g1,-3.45554493144425
Sym_103490_c0_g1,-1.58853535988459
Sym_103496_c0_g1,0.00960767340062161
Sym_103660_c1_g1,-1.78222035400531
Sym_103755_c0_g1,-0.934905182581712
Sym_103763_c6_g1,-0.994317083441742
Sym_104174_c0_g1,0.00870557933410604
Sym_104246_c5_g1,2.39242625723654
Sym_104397_c2_g9,0.660839276830983
Sym_104594_c0_g1,-0.211320969065044
Sym_104762_c1_g5,1.51805315947237
Sym_104781_c1_g2,0.164160980035284
Sym_104866_c10_g1,0.0985374314660192
Sym_105077_c3_g2,0.206560324891264
Sym_105558_c0_g1,-1.46123788914506
Sym_105819_c0_g1,-0.644982140400299
Sym_106497_c4_g4,1.9780418581427
Sym_106752_c2_g1,1.37145819379552
Sym_106752_c4_g4,3.94522827378525
Sym_106992_c0_g1,1.12092453771576
Sym_107300_c1_g1,2.00902026484859
Sym_107369_c2_g3,-0.27766977536031
Sym_107578_c2_g2,-0.968126749325304
Sym_107647_c1_g2,0.96078536003199
Sym_107783_c2_g1,0.254684470539839
Sym_108316_c1_g1,-0.594643169382941
Sym_108395_c0_g2,-0.969327206140785
Sym_108429_c4_g2,-0.0170073136842449
Sym_108771_c2_g1,-4.35257075820744
Sym_109253_c1_g1,-0.328132865348783
Sym_109253_c1_g2,-0.147376212023796
Sym_109489_c3_g1,-2.59071414101225
Sym_110125_c3_g1,-0.229449162443377
Sym_110573_c2_g1,-1.86823323239739
Sym_110573_c3_g1,0.420871804297655
Sym_110707_c7_g1,-1.06959439014359
Sym_110716_c0_g1,-0.932680270995935
Sym_110740_c0_g1,0.682766321598346
Sym_111127_c1_g1,-0.255149746602978
Sym_111127_c1_g2,0.0308024602940936
Sym_111423_c4_g1,3.13580688403253
Sym_111787_c1_g1,-0.908009295701393
Sym_112013_c3_g1,0.193772654328787
Sym_112513_c2_g1,2.03220739577108
Sym_113175_c1_g1,3.10821626606094
Sym_113215_c4_g5,0.255168964951868
Sym_113270_c1_g1,-1.15653280593303
Sym_113535_c0_g1,-0.802190387518023
Sym_113764_c0_g1,15.4083519929253
Sym_113783_c0_g1,0.173810718240836
Sym_114475_c0_g3,-1.04701420532846
Sym_114698_c0_g1,-0.196826947891984
Sym_114890_c0_g1,-2.76684958441805
Sym_114907_c1_g1,-0.0931862337656421
Sym_114907_c2_g1,-0.0557223787459042
Sym_114907_c3_g1,-0.538030955037437
Sym_114907_c3_g2,-0.804660787819932
Sym_114970_c0_g2,0.462658120232453
Sym_115147_c3_g1,1.79738216243534
