"","pval","direction","color"
"6/6 translation initiation factor activity",0.00776449555031763,1,"firebrick1"
"12/14 translation regulator activity",0.00776449555031763,1,"firebrick1"
"20/28 transporter activity",0.000682037586826499,0,"dodgerblue2"
"17/22 ion transmembrane transporter activity",0.000281427192349986,0,"dodgerblue2"
"11/15 inorganic cation transmembrane transporter activity",0.00370780949350107,0,"dodgerblue2"
"8/11 proton transmembrane transporter activity",0.0285794678458685,0,"skyblue2"
