Day,Tank ID,Symbiotic status,Coral ID,Behavior
7,cold_3,Apo,Q10,2
7,cold_3,Apo,N8,3
7,cold_3,Apo,E10,2
7,cold_3,Apo,O2,4
7,cold_3,Apo,A8,2
7,cold_3,Apo,H11,2
7,control_1,Sym,B1,5
7,control_1,Sym,C2,5
7,control_1,Sym,M1,5
7,control_1,Sym,J1,5
7,control_1,Sym,R1,5
7,control_1,Sym,L2,5
7,control_1,Sym,H4,5
7,control_1,Sym,I1,5
7,control_1,Sym,F1,5
7,control_1,Sym,D1,5
7,control_1,Apo,K1,4
7,control_1,Apo,A1,5
7,control_1,Apo,N1,5
7,control_1,Apo,E2,5
7,control_1,Apo,H1,5
7,control_1,Apo,P1,5
7,control_2,Sym,L6,5
7,control_2,Sym,B4,5
7,control_2,Sym,J7,5
7,control_2,Sym,M4,5
7,control_2,Sym,D4,5
7,control_2,Sym,R4,5
7,control_2,Sym,I4,5
7,control_2,Sym,H12,4
7,control_2,Sym,F4,5
7,control_2,Sym,C6,5
7,control_2,Apo,Q1,4
7,control_2,Apo,K4,5
7,control_2,Apo,A4,5
7,control_2,Apo,H5,5
7,control_2,Apo,E7,5
7,control_2,Apo,N4,5
7,control_3,Sym,C9,4
7,control_3,Sym,H20,4
7,control_3,Sym,J13,5
7,control_3,Sym,F7,5
7,control_3,Sym,I7,5
7,control_3,Sym,B7,5
7,control_3,Sym,D7,5
7,control_3,Sym,M7,5
7,control_3,Sym,R7,5
7,control_3,Apo,A7,4
7,control_3,Apo,O1,5
7,control_3,Apo,N7,5
7,control_3,Apo,E11,5
7,control_3,Apo,K7,5
7,control_3,Apo,H10,5
7,heat_1,Sym,C5,5
7,heat_1,Sym,B3,5
7,heat_1,Sym,M3,5
7,heat_1,Sym,J6,5
7,heat_1,Sym,F3,5
7,heat_1,Sym,I3,5
7,heat_1,Sym,R3,5
7,heat_1,Sym,H9,5
7,heat_1,Sym,L4,5
7,heat_1,Sym,D3,5
7,heat_1,Apo,K3,5
7,heat_1,Apo,P3,5
7,heat_1,Apo,A3,5
7,heat_1,Apo,E5,5
7,heat_1,Apo,H3,5
7,heat_1,Apo,N3,5
7,heat_2,Sym,I6,5
7,heat_2,Sym,D6,5
7,heat_2,Sym,B6,5
7,heat_2,Sym,L8,5
7,heat_2,Sym,M6,5
7,heat_2,Sym,C8,4
7,heat_2,Sym,J11,5
7,heat_2,Sym,H19,5
7,heat_2,Sym,R11,5
7,heat_2,Sym,F6,5
7,heat_2,Apo,A6,5
7,heat_2,Apo,H7,5
7,heat_2,Apo,E1,5
7,heat_2,Apo,N6,5
7,heat_2,Apo,Q7,5
7,heat_2,Apo,K6,5
7,heat_3,Sym,J15,5
7,heat_3,Sym,L19,5
7,heat_3,Sym,B9,5
7,heat_3,Sym,D9,5
7,heat_3,Sym,F9,5
7,heat_3,Sym,R9,5
7,heat_3,Sym,I9,5
7,heat_3,Sym,H18,5
7,heat_3,Sym,C11,4
7,heat_3,Apo,O5,5
7,heat_3,Apo,Q11,5
7,heat_3,Apo,E3,5
7,heat_3,Apo,H15,5
7,heat_3,Apo,N9,5
7,heat_3,Apo,A9,5
8,cold_1,Sym,H8,3
8,cold_1,Sym,J3,4
8,cold_1,Sym,M2,4
8,cold_1,Sym,F2,4
8,cold_1,Sym,L3,4
8,cold_1,Sym,C4,3
8,cold_1,Sym,D2,4
8,cold_1,Sym,B2,4
8,cold_1,Sym,R2,4
8,cold_1,Sym,I2,4
8,cold_1,Apo,K2,3
8,cold_1,Apo,A2,4
8,cold_1,Apo,H2,4
8,cold_1,Apo,P2,4
8,cold_1,Apo,N2,2
8,cold_1,Apo,E4,3
8,cold_2,Sym,J8,4
8,cold_2,Sym,I5,4
8,cold_2,Sym,F5,3
8,cold_2,Sym,M5,4
8,cold_2,Sym,R5,5
8,cold_2,Sym,B5,5
8,cold_2,Sym,C7,2
8,cold_2,Sym,H13,3
8,cold_2,Sym,D5,3
8,cold_2,Sym,L7,3
8,cold_2,Apo,K5,3
8,cold_2,Apo,A5,4
8,cold_2,Apo,E9,3
8,cold_2,Apo,N5,4
8,cold_2,Apo,H6,3
8,cold_2,Apo,Q4,3
8,cold_3,Sym,B8,4
8,cold_3,Sym,D11,3
8,cold_3,Sym,R8,4
8,cold_3,Sym,F8,3
8,cold_3,Sym,J14,4
8,cold_3,Sym,C10,3
8,cold_3,Sym,L11,4
8,cold_3,Sym,H21,4
8,cold_3,Sym,I8,4
8,cold_3,Apo,H11,2
8,cold_3,Apo,Q10,3
8,cold_3,Apo,N8,4
8,cold_3,Apo,E10,3
8,cold_3,Apo,O2,3
8,cold_3,Apo,A8,2
8,control_1,Sym,J1,5
8,control_1,Sym,R1,5
8,control_1,Sym,L2,5
8,control_1,Sym,H4,5
8,control_1,Sym,I1,5
8,control_1,Sym,F1,5
8,control_1,Sym,D1,5
8,control_1,Sym,B1,5
8,control_1,Sym,L2,5
8,control_1,Sym,M1,5
8,control_1,Apo,P1,5
8,control_1,Apo,K1,5
8,control_1,Apo,A1,5
8,control_1,Apo,N1,5
8,control_1,Apo,E2,5
8,control_1,Apo,H1,5
8,control_2,Sym,M4,5
8,control_2,Sym,D4,5
8,control_2,Sym,R4,5
8,control_2,Sym,I4,5
8,control_2,Sym,H12,4
8,control_2,Sym,F4,5
8,control_2,Sym,C6,5
8,control_2,Sym,L6,5
8,control_2,Sym,B4,5
8,control_2,Sym,J7,5
8,control_2,Apo,N4,5
8,control_2,Apo,Q1,5
8,control_2,Apo,K4,5
8,control_2,Apo,A4,5
8,control_2,Apo,H5,5
8,control_2,Apo,E7,5
8,control_3,Sym,J13,5
8,control_3,Sym,F7,5
8,control_3,Sym,I7,4
8,control_3,Sym,B7,5
8,control_3,Sym,D7,5
8,control_3,Sym,M7,5
8,control_3,Sym,R7,5
8,control_3,Sym,C9,4
8,control_3,Sym,H20,5
8,control_3,Apo,H10,4
8,control_3,Apo,A7,5
8,control_3,Apo,O1,5
8,control_3,Apo,N7,5
8,control_3,Apo,E11,5
8,control_3,Apo,K7,5
8,heat_1,Sym,J6,5
8,heat_1,Sym,F3,5
8,heat_1,Sym,I3,5
8,heat_1,Sym,R3,5
8,heat_1,Sym,H9,5
8,heat_1,Sym,L4,5
8,heat_1,Sym,D3,5
8,heat_1,Sym,C5,5
8,heat_1,Sym,B3,4
8,heat_1,Sym,M3,5
8,heat_1,Apo,N3,5
8,heat_1,Apo,K3,5
8,heat_1,Apo,P3,5
8,heat_1,Apo,A3,5
8,heat_1,Apo,E5,5
8,heat_1,Apo,H3,5
8,heat_2,Sym,L8,5
8,heat_2,Sym,M6,5
8,heat_2,Sym,C8,5
8,heat_2,Sym,J11,5
8,heat_2,Sym,H19,5
8,heat_2,Sym,R11,5
8,heat_2,Sym,F6,5
8,heat_2,Sym,I6,5
8,heat_2,Sym,D6,5
8,heat_2,Sym,B6,5
8,heat_2,Apo,K6,5
8,heat_2,Apo,A6,5
8,heat_2,Apo,H7,5
8,heat_2,Apo,E1,5
8,heat_2,Apo,N6,5
8,heat_2,Apo,Q7,4
8,heat_3,Sym,B9,5
8,heat_3,Sym,D9,5
8,heat_3,Sym,F9,5
8,heat_3,Sym,R9,5
8,heat_3,Sym,I9,5
8,heat_3,Sym,H18,5
8,heat_3,Sym,C11,5
8,heat_3,Sym,J15,5
8,heat_3,Sym,L10,5
8,heat_3,Apo,A9,5
8,heat_3,Apo,O5,5
8,heat_3,Apo,Q11,5
8,heat_3,Apo,E3,5
8,heat_3,Apo,H15,5
8,heat_3,Apo,N9,5
9,cold_1,Sym,H8,2
9,cold_1,Sym,J3,2
9,cold_1,Sym,M2,2
9,cold_1,Sym,F2,2
9,cold_1,Sym,L3,3
9,cold_1,Sym,C4,2
9,cold_1,Sym,D2,3
9,cold_1,Sym,B2,4
9,cold_1,Sym,R2,3
9,cold_1,Sym,I2,3
9,cold_1,Apo,K2,2
9,cold_1,Apo,A2,2
9,cold_1,Apo,H2,4
9,cold_1,Apo,P2,3
9,cold_1,Apo,N2,1
9,cold_1,Apo,E4,2
9,cold_2,Sym,J8,3
9,cold_2,Sym,I5,3
9,cold_2,Sym,F5,3
9,cold_2,Sym,M5,3
9,cold_2,Sym,R5,3
9,cold_2,Sym,B5,3
9,cold_2,Sym,C7,1
9,cold_2,Sym,H13,2
9,cold_2,Sym,D5,2
9,cold_2,Sym,L7,3
9,cold_2,Apo,K5,3
9,cold_2,Apo,A5,3
9,cold_2,Apo,E9,2
9,cold_2,Apo,N5,3
9,cold_2,Apo,H6,3
9,cold_2,Apo,Q4,3
9,cold_3,Sym,B8,3
9,cold_3,Sym,D11,2
9,cold_3,Sym,R8,2
9,cold_3,Sym,F8,2
9,cold_3,Sym,J14,3
9,cold_3,Sym,C10,2
9,cold_3,Sym,L11,3
9,cold_3,Sym,H21,4
9,cold_3,Sym,I8,3
9,cold_3,Apo,H11,2
9,cold_3,Apo,Q10,3
9,cold_3,Apo,N8,3
9,cold_3,Apo,E10,2
9,cold_3,Apo,O2,2
9,cold_3,Apo,A8,2
9,control_1,Sym,J1,5
9,control_1,Sym,R1,5
9,control_1,Sym,L2,5
9,control_1,Sym,H4,4
9,control_1,Sym,I1,5
9,control_1,Sym,F1,5
9,control_1,Sym,D1,5
9,control_1,Sym,B1,5
9,control_1,Sym,C2,4
9,control_1,Sym,M1,5
9,control_1,Apo,P1,5
9,control_1,Apo,K1,5
9,control_1,Apo,A1,5
9,control_1,Apo,N1,5
9,control_1,Apo,E2,5
9,control_1,Apo,H1,5
9,control_2,Sym,M4,5
9,control_2,Sym,D4,5
9,control_2,Sym,R4,5
9,control_2,Sym,I4,5
9,control_2,Sym,H12,4
9,control_2,Sym,F4,5
9,control_2,Sym,C6,5
9,control_2,Sym,L6,5
9,control_2,Sym,B4,5
9,control_2,Sym,J7,5
9,control_2,Apo,N4,5
9,control_2,Apo,Q1,5
9,control_2,Apo,K4,5
9,control_2,Apo,A4,5
9,control_2,Apo,H5,5
9,control_2,Apo,E7,5
9,control_3,Sym,J13,5
9,control_3,Sym,F7,5
9,control_3,Sym,I7,4
9,control_3,Sym,B7,5
9,control_3,Sym,D7,5
9,control_3,Sym,M7,5
9,control_3,Sym,R7,5
9,control_3,Sym,C9,4
9,control_3,Sym,H20,5
9,control_3,Apo,H10,5
9,control_3,Apo,A7,5
9,control_3,Apo,O1,5
9,control_3,Apo,N7,5
9,control_3,Apo,E11,4
9,control_3,Apo,K7,5
9,heat_1,Sym,J6,5
9,heat_1,Sym,F3,5
9,heat_1,Sym,I3,5
9,heat_1,Sym,R3,5
9,heat_1,Sym,H9,5
9,heat_1,Sym,L4,5
9,heat_1,Sym,D3,5
9,heat_1,Sym,C5,5
9,heat_1,Sym,B3,4
9,heat_1,Sym,M3,5
9,heat_1,Apo,N3,5
9,heat_1,Apo,K3,5
9,heat_1,Apo,P3,5
9,heat_1,Apo,A3,5
9,heat_1,Apo,E5,5
9,heat_1,Apo,H3,5
9,heat_2,Sym,L8,5
9,heat_2,Sym,M6,5
9,heat_2,Sym,C8,4
9,heat_2,Sym,J11,5
9,heat_2,Sym,H19,5
9,heat_2,Sym,R11,5
9,heat_2,Sym,F6,5
9,heat_2,Sym,I6,5
9,heat_2,Sym,D6,5
9,heat_2,Sym,B6,4
9,heat_2,Apo,K6,5
9,heat_2,Apo,A6,5
9,heat_2,Apo,H7,5
9,heat_2,Apo,E1,5
9,heat_2,Apo,N6,5
9,heat_2,Apo,Q7,5
9,heat_3,Sym,B9,5
9,heat_3,Sym,D9,5
9,heat_3,Sym,F9,5
9,heat_3,Sym,R9,5
9,heat_3,Sym,I9,5
9,heat_3,Sym,H18,4
9,heat_3,Sym,C11,5
9,heat_3,Sym,J15,4
9,heat_3,Sym,L10,4
9,heat_3,Apo,A9,5
9,heat_3,Apo,O5,4
9,heat_3,Apo,Q11,5
9,heat_3,Apo,E3,5
9,heat_3,Apo,H15,5
9,heat_3,Apo,N9,5
10,cold_1,Sym,H8,1
10,cold_1,Sym,J3,3
10,cold_1,Sym,M2,2
10,cold_1,Sym,F2,1
10,cold_1,Sym,L3,2
10,cold_1,Sym,C4,1
10,cold_1,Sym,D2,2
10,cold_1,Sym,B2,4
10,cold_1,Sym,R2,3
10,cold_1,Sym,I2,3
10,cold_1,Apo,K2,2
10,cold_1,Apo,A2,1
10,cold_1,Apo,H2,3
10,cold_1,Apo,P2,1
10,cold_1,Apo,N2,1
10,cold_1,Apo,E4,1
10,cold_2,Sym,J8,4
10,cold_2,Sym,I5,4
10,cold_2,Sym,F5,1
10,cold_2,Sym,M5,2
10,cold_2,Sym,R5,4
10,cold_2,Sym,B5,4
10,cold_2,Sym,C7,1
10,cold_2,Sym,H13,2
10,cold_2,Sym,D5,1
10,cold_2,Sym,L7,3
10,cold_2,Apo,K5,2
10,cold_2,Apo,A5,2
10,cold_2,Apo,E9,1
10,cold_2,Apo,N5,1
10,cold_2,Apo,H6,2
10,cold_2,Apo,Q4,3
10,cold_3,Sym,B8,4
10,cold_3,Sym,D11,1
10,cold_3,Sym,R8,3
10,cold_3,Sym,F8,1
10,cold_3,Sym,J14,4
10,cold_3,Sym,C10,1
10,cold_3,Sym,L11,4
10,cold_3,Sym,H21,2
10,cold_3,Sym,I8,4
10,cold_3,Apo,H11,1
10,cold_3,Apo,Q10,3
10,cold_3,Apo,N8,2
10,cold_3,Apo,E10,1
10,cold_3,Apo,O2,1
10,cold_3,Apo,A8,1
10,control_1,Sym,J1,5
10,control_1,Sym,R1,5
10,control_1,Sym,L2,5
10,control_1,Sym,H4,5
10,control_1,Sym,I1,5
10,control_1,Sym,F1,5
10,control_1,Sym,D1,5
10,control_1,Sym,B1,5
10,control_1,Sym,C2,5
10,control_1,Sym,M1,5
10,control_1,Apo,P1,5
10,control_1,Apo,K1,5
10,control_1,Apo,A1,5
10,control_1,Apo,N1,5
10,control_1,Apo,E2,5
10,control_1,Apo,H1,5
10,control_2,Sym,M4,5
10,control_2,Sym,D4,5
10,control_2,Sym,R4,5
10,control_2,Sym,I4,5
10,control_2,Sym,H12,4
10,control_2,Sym,F4,5
10,control_2,Sym,C6,5
10,control_2,Sym,L6,5
10,control_2,Sym,B4,5
10,control_2,Sym,J7,5
10,control_2,Apo,N4,5
10,control_2,Apo,Q1,5
10,control_2,Apo,K4,5
10,control_2,Apo,A4,5
10,control_2,Apo,H5,5
10,control_2,Apo,E7,5
10,control_3,Sym,J13,5
10,control_3,Sym,F7,5
10,control_3,Sym,I7,5
10,control_3,Sym,B7,5
10,control_3,Sym,D7,5
10,control_3,Sym,M7,5
10,control_3,Sym,R7,5
10,control_3,Sym,C9,5
10,control_3,Sym,H20,5
10,control_3,Apo,H10,5
10,control_3,Apo,A7,5
10,control_3,Apo,O1,5
10,control_3,Apo,N7,5
10,control_3,Apo,E11,4
10,control_3,Apo,K7,5
10,heat_1,Sym,J6,5
10,heat_1,Sym,F3,3
10,heat_1,Sym,I3,5
10,heat_1,Sym,R3,4
10,heat_1,Sym,H9,5
10,heat_1,Sym,L4,5
10,heat_1,Sym,D3,1
10,heat_1,Sym,C5,5
10,heat_1,Sym,B3,2
10,heat_1,Sym,M3,5
10,heat_1,Apo,N3,5
10,heat_1,Apo,K3,5
10,heat_1,Apo,P3,5
10,heat_1,Apo,A3,5
10,heat_1,Apo,E5,4
10,heat_1,Apo,H3,5
10,heat_2,Sym,L8,5
10,heat_2,Sym,M6,5
10,heat_2,Sym,C8,5
10,heat_2,Sym,J11,5
10,heat_2,Sym,H19,5
10,heat_2,Sym,R11,5
10,heat_2,Sym,F6,5
10,heat_2,Sym,I6,5
10,heat_2,Sym,D6,5
10,heat_2,Sym,B6,1
10,heat_2,Apo,K6,5
10,heat_2,Apo,A6,5
10,heat_2,Apo,H7,5
10,heat_2,Apo,E1,4
10,heat_2,Apo,N6,5
10,heat_2,Apo,Q7,5
10,heat_3,Sym,B9,4
10,heat_3,Sym,D9,5
10,heat_3,Sym,F9,5
10,heat_3,Sym,R9,5
10,heat_3,Sym,I9,4
10,heat_3,Sym,H18,2
10,heat_3,Sym,C11,5
10,heat_3,Sym,J15,3
10,heat_3,Sym,L10,5
10,heat_3,Apo,A9,5
10,heat_3,Apo,O5,5
10,heat_3,Apo,Q11,5
10,heat_3,Apo,E3,5
10,heat_3,Apo,H15,3
10,heat_3,Apo,N9,5
11,cold_1,Sym,H8,1
11,cold_1,Sym,J3,2
11,cold_1,Sym,M2,1
11,cold_1,Sym,F2,1
11,cold_1,Sym,L3,1
11,cold_1,Sym,C4,1
11,cold_1,Sym,D2,1
11,cold_1,Sym,B2,4
11,cold_1,Sym,R2,4
11,cold_1,Sym,I2,3
11,cold_1,Apo,K2,1
11,cold_1,Apo,A2,1
11,cold_1,Apo,H2,1
11,cold_1,Apo,P2,1
11,cold_1,Apo,N2,1
11,cold_1,Apo,E4,1
11,cold_2,Sym,J8,4
11,cold_2,Sym,I5,3
11,cold_2,Sym,F5,1
11,cold_2,Sym,M5,1
11,cold_2,Sym,R5,4
11,cold_2,Sym,B5,4
11,cold_2,Sym,C7,1
11,cold_2,Sym,H13,1
11,cold_2,Sym,D5,1
11,cold_2,Sym,L7,2
11,cold_2,Apo,K5,1
11,cold_2,Apo,A5,2
11,cold_2,Apo,E9,1
11,cold_2,Apo,N5,1
11,cold_2,Apo,H6,1
11,cold_2,Apo,Q4,1
11,cold_3,Sym,B8,4
11,cold_3,Sym,D11,1
11,cold_3,Sym,R8,4
11,cold_3,Sym,F8,1
11,cold_3,Sym,J14,4
11,cold_3,Sym,C10,1
11,cold_3,Sym,L11,3
11,cold_3,Sym,H21,1
11,cold_3,Sym,I8,4
11,cold_3,Apo,H11,1
11,cold_3,Apo,Q10,2
11,cold_3,Apo,N8,1
11,cold_3,Apo,E10,1
11,cold_3,Apo,O2,1
11,cold_3,Apo,A8,1
11,control_1,Sym,J1,5
11,control_1,Sym,R1,5
11,control_1,Sym,L2,5
11,control_1,Sym,H4,5
11,control_1,Sym,I1,5
11,control_1,Sym,F1,5
11,control_1,Sym,D1,5
11,control_1,Sym,B1,5
11,control_1,Sym,C2,5
11,control_1,Sym,M1,5
11,control_1,Apo,P1,5
11,control_1,Apo,K1,5
11,control_1,Apo,A1,5
11,control_1,Apo,N1,5
11,control_1,Apo,E2,4
11,control_1,Apo,H1,5
11,control_2,Sym,M4,5
11,control_2,Sym,D4,5
11,control_2,Sym,R4,5
11,control_2,Sym,I4,5
11,control_2,Sym,H12,4
11,control_2,Sym,F4,5
11,control_2,Sym,C6,5
11,control_2,Sym,L6,5
11,control_2,Sym,B4,5
11,control_2,Sym,J7,5
11,control_2,Apo,N4,5
11,control_2,Apo,Q1,4
11,control_2,Apo,K4,2
11,control_2,Apo,A4,5
11,control_2,Apo,H5,5
11,control_2,Apo,E7,5
11,control_3,Sym,J13,5
11,control_3,Sym,F7,5
11,control_3,Sym,I7,5
11,control_3,Sym,B7,5
11,control_3,Sym,D7,5
11,control_3,Sym,M7,5
11,control_3,Sym,R7,5
11,control_3,Sym,C9,5
11,control_3,Sym,H20,5
11,control_3,Apo,H10,5
11,control_3,Apo,A7,5
11,control_3,Apo,O1,5
11,control_3,Apo,N7,5
11,control_3,Apo,E11,3
11,control_3,Apo,K7,5
11,heat_1,Sym,J6,5
11,heat_1,Sym,F3,1
11,heat_1,Sym,I3,5
11,heat_1,Sym,R3,3
11,heat_1,Sym,H9,5
11,heat_1,Sym,L4,5
11,heat_1,Sym,D3,5
11,heat_1,Sym,C5,5
11,heat_1,Sym,B3,5
11,heat_1,Sym,M3,5
11,heat_1,Apo,N3,5
11,heat_1,Apo,K3,5
11,heat_1,Apo,P3,5
11,heat_1,Apo,A3,4
11,heat_1,Apo,E5,5
11,heat_1,Apo,H3,5
11,heat_2,Sym,L8,5
11,heat_2,Sym,M6,5
11,heat_2,Sym,C8,4
11,heat_2,Sym,J11,5
11,heat_2,Sym,H19,5
11,heat_2,Sym,R11,5
11,heat_2,Sym,F6,5
11,heat_2,Sym,I6,5
11,heat_2,Sym,D6,2
11,heat_2,Sym,B6,2
11,heat_2,Apo,K6,5
11,heat_2,Apo,A6,5
11,heat_2,Apo,H7,5
11,heat_2,Apo,E1,4
11,heat_2,Apo,N6,4
11,heat_2,Apo,Q7,4
11,heat_3,Sym,B9,5
11,heat_3,Sym,D9,5
11,heat_3,Sym,F9,5
11,heat_3,Sym,R9,5
11,heat_3,Sym,I9,5
11,heat_3,Sym,H18,4
11,heat_3,Sym,C11,4
11,heat_3,Sym,J15,5
11,heat_3,Sym,L10,5
11,heat_3,Apo,A9,5
11,heat_3,Apo,O5,5
11,heat_3,Apo,Q11,4
11,heat_3,Apo,E3,5
11,heat_3,Apo,H15,3
11,heat_3,Apo,N9,5
12,cold_1,Sym,H8,1
12,cold_1,Sym,J3,2
12,cold_1,Sym,M2,1
12,cold_1,Sym,F2,1
12,cold_1,Sym,L3,1
12,cold_1,Sym,C4,1
12,cold_1,Sym,D2,1
12,cold_1,Sym,B2,4
12,cold_1,Sym,R2,4
12,cold_1,Sym,I2,3
12,cold_1,Apo,K2,1
12,cold_1,Apo,A2,1
12,cold_1,Apo,H2,2
12,cold_1,Apo,P2,1
12,cold_1,Apo,N2,1
12,cold_1,Apo,E4,1
12,cold_2,Sym,J8,1
12,cold_2,Sym,I5,1
12,cold_2,Sym,F5,1
12,cold_2,Sym,M5,1
12,cold_2,Sym,R5,4
12,cold_2,Sym,B5,3
12,cold_2,Sym,C7,1
12,cold_2,Sym,H13,1
12,cold_2,Sym,D5,1
12,cold_2,Sym,L7,1
12,cold_2,Apo,K5,1
12,cold_2,Apo,A5,1
12,cold_2,Apo,E9,1
12,cold_2,Apo,N5,1
12,cold_2,Apo,H6,2
12,cold_2,Apo,Q4,2
12,cold_3,Sym,B8,3
12,cold_3,Sym,D11,1
12,cold_3,Sym,R8,2
12,cold_3,Sym,F8,1
12,cold_3,Sym,J14,2
12,cold_3,Sym,C10,1
12,cold_3,Sym,L11,1
12,cold_3,Sym,H21,1
12,cold_3,Sym,I8,2
12,cold_3,Apo,H11,1
12,cold_3,Apo,Q10,1
12,cold_3,Apo,N8,1
12,cold_3,Apo,E10,1
12,cold_3,Apo,O2,1
12,cold_3,Apo,A8,1
12,control_1,Sym,J1,5
12,control_1,Sym,R1,5
12,control_1,Sym,L2,5
12,control_1,Sym,H4,5
12,control_1,Sym,I1,5
12,control_1,Sym,F1,5
12,control_1,Sym,D1,5
12,control_1,Sym,B1,5
12,control_1,Sym,C2,4
12,control_1,Sym,M1,5
12,control_1,Apo,P1,5
12,control_1,Apo,K1,5
12,control_1,Apo,A1,5
12,control_1,Apo,N1,5
12,control_1,Apo,E2,5
12,control_1,Apo,H1,5
12,control_2,Sym,M4,5
12,control_2,Sym,D4,5
12,control_2,Sym,R4,5
12,control_2,Sym,I4,5
12,control_2,Sym,H12,4
12,control_2,Sym,F4,5
12,control_2,Sym,C6,4
12,control_2,Sym,L6,5
12,control_2,Sym,B4,5
12,control_2,Sym,J7,5
12,control_2,Apo,N4,5
12,control_2,Apo,Q1,5
12,control_2,Apo,K4,4
12,control_2,Apo,A4,5
12,control_2,Apo,H5,5
12,control_2,Apo,E7,5
12,control_3,Sym,J13,5
12,control_3,Sym,F7,5
12,control_3,Sym,I7,5
12,control_3,Sym,B7,5
12,control_3,Sym,D7,5
12,control_3,Sym,M7,5
12,control_3,Sym,R7,5
12,control_3,Sym,C9,4
12,control_3,Sym,H20,5
12,control_3,Apo,H10,4
12,control_3,Apo,A7,5
12,control_3,Apo,O1,5
12,control_3,Apo,N7,5
12,control_3,Apo,E11,5
12,control_3,Apo,K7,5
12,heat_1,Sym,J6,5
12,heat_1,Sym,F3,2
12,heat_1,Sym,I3,3
12,heat_1,Sym,R3,5
12,heat_1,Sym,H9,5
12,heat_1,Sym,L4,5
12,heat_1,Sym,D3,2
12,heat_1,Sym,C5,4
12,heat_1,Sym,B3,4
12,heat_1,Sym,M3,5
12,heat_1,Apo,N3,5
12,heat_1,Apo,K3,5
12,heat_1,Apo,P3,5
12,heat_1,Apo,A3,3
12,heat_1,Apo,E5,4
12,heat_1,Apo,H3,5
12,heat_2,Sym,L8,5
12,heat_2,Sym,M6,5
12,heat_2,Sym,C8,2
12,heat_2,Sym,J11,5
12,heat_2,Sym,H19,5
12,heat_2,Sym,R11,5
12,heat_2,Sym,F6,5
12,heat_2,Sym,I6,5
12,heat_2,Sym,D6,4
12,heat_2,Sym,B6,4
12,heat_2,Apo,K6,4
12,heat_2,Apo,A6,4
12,heat_2,Apo,H7,4
12,heat_2,Apo,E1,3
12,heat_2,Apo,N6,4
12,heat_2,Apo,Q7,2
12,heat_3,Sym,B9,5
12,heat_3,Sym,D9,5
12,heat_3,Sym,F9,5
12,heat_3,Sym,R9,5
12,heat_3,Sym,I9,5
12,heat_3,Sym,H18,4
12,heat_3,Sym,C11,4
12,heat_3,Sym,J15,5
12,heat_3,Sym,L10,5
12,heat_3,Apo,A9,5
12,heat_3,Apo,O5,4
12,heat_3,Apo,Q11,4
12,heat_3,Apo,E3,5
12,heat_3,Apo,H15,4
12,heat_3,Apo,N9,5
13,control_1,Sym,J1,5
13,control_1,Sym,R1,5
13,control_1,Sym,L2,5
13,control_1,Sym,H4,4
13,control_1,Sym,I1,5
13,control_1,Sym,F1,5
13,control_1,Sym,D1,5
13,control_1,Sym,B1,5
13,control_1,Sym,C2,4
13,control_1,Sym,M1,5
13,control_1,Apo,P1,5
13,control_1,Apo,K1,5
13,control_1,Apo,A1,5
13,control_1,Apo,N1,5
13,control_1,Apo,E2,4
13,control_1,Apo,H1,5
13,control_2,Sym,M4,5
13,control_2,Sym,D4,5
13,control_2,Sym,R4,5
13,control_2,Sym,I4,5
13,control_2,Sym,H12,3
13,control_2,Sym,F4,5
13,control_2,Sym,C6,4
13,control_2,Sym,L6,5
13,control_2,Sym,B4,5
13,control_2,Sym,J7,5
13,control_2,Apo,N4,5
13,control_2,Apo,Q1,4
13,control_2,Apo,K4,4
13,control_2,Apo,A4,5
13,control_2,Apo,H5,5
13,control_2,Apo,E7,5
13,control_3,Sym,J13,5
13,control_3,Sym,F7,5
13,control_3,Sym,I7,5
13,control_3,Sym,B7,5
13,control_3,Sym,D7,5
13,control_3,Sym,M7,5
13,control_3,Sym,R7,5
13,control_3,Sym,C9,4
13,control_3,Sym,H20,5
13,control_3,Apo,H10,4
13,control_3,Apo,A7,5
13,control_3,Apo,O1,5
13,control_3,Apo,N7,5
13,control_3,Apo,E11,5
13,control_3,Apo,K7,5
13,heat_1,Sym,J6,5
13,heat_1,Sym,F3,2
13,heat_1,Sym,I3,5
13,heat_1,Sym,R3,5
13,heat_1,Sym,H9,5
13,heat_1,Sym,L4,5
13,heat_1,Sym,D3,2
13,heat_1,Sym,C5,4
13,heat_1,Sym,B3,5
13,heat_1,Sym,M3,5
13,heat_1,Apo,N3,5
13,heat_1,Apo,K3,4
13,heat_1,Apo,P3,4
13,heat_1,Apo,A3,5
13,heat_1,Apo,E5,5
13,heat_1,Apo,H3,4
13,heat_2,Sym,L8,5
13,heat_2,Sym,M6,4
13,heat_2,Sym,C8,1
13,heat_2,Sym,J11,5
13,heat_2,Sym,H19,5
13,heat_2,Sym,R11,5
13,heat_2,Sym,F6,5
13,heat_2,Sym,I6,5
13,heat_2,Sym,D6,4
13,heat_2,Sym,B6,5
13,heat_2,Apo,K6,5
13,heat_2,Apo,A6,5
13,heat_2,Apo,H7,5
13,heat_2,Apo,E1,4
13,heat_2,Apo,N6,5
13,heat_2,Apo,Q7,1
13,heat_3,Sym,B9,5
13,heat_3,Sym,D9,5
13,heat_3,Sym,F9,4
13,heat_3,Sym,R9,5
13,heat_3,Sym,I9,5
13,heat_3,Sym,H18,5
13,heat_3,Sym,C11,5
