"","Estimate","Std. Error","z value","Pr(>|z|)"
"1|2",-4.92259995541798,0.292750796609915,-16.8149839809907,1.89543798870065e-63
"2|3",-4.17391827435774,0.281980567725417,-14.8021486304055,1.41877057948214e-49
"3|4",-3.51863048515679,0.27517471969867,-12.786895863871,1.94071810844981e-37
"4|5",-2.2113119036501,0.264219359847139,-8.36922739094301,5.79972364742845e-17
"TreatmentCold",-2.91361712488819,0.239750213905459,-12.1527196052351,5.54885658370847e-34
"TreatmentHeat",-0.229734746468889,0.265238795634219,-0.866143076541892,0.38641170496621
"Sym.StatusBrown",0.0784526148821012,0.315800679202744,0.248424465330977,0.803806006165772
"TreatmentCold:Sym.StatusBrown",-0.236687061898555,0.309210327345903,-0.765456522523524,0.443999746517855
"TreatmentHeat:Sym.StatusBrown",-0.196021050279485,0.350961219555121,-0.558526239816358,0.57648509167115
