sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	B2	B2e	1390331_B	22371_B	787438_B	1157383_B	1463665_B	22017_B	64886_B	46221_B	46220_B	1157325_B	1465458_B	1157406_B	B5a	45591_B	47974_B	46283_B	46225_B	1157296_B	1157307_B	1157328_B	1157385_B	1157278_B	787431_B	46226_B	44386_B	1157356_B	61427_B	1778703_B	1778702_B	1465440_B	1465776_B	46272_B	C1	C1t	C1c	21508_C	282233_C	D1	D4	D4c
134769	HH15	HH15_R1_NoIll_No4N_ITS.fastq.gz	f8723feb534d1beacfeae029e8b1f857f3ea461df9b660b5cce5c90069673a33	HH15_R2_NoIll_No4N_ITS.fastq.gz	ad363db952e9f1b09897074ae870e9fbaab87226246ae5fe3c697791e1f4f89a	1.3641975308641976	1.020505179509011	0.03008372357031361	1.020505179509011	0.03008372357031361	0.0	0.0	0.0	0.0	1.0	0.000993330495246204	0	0.1555271746842628	0	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.820774797786292	0.023698027529445154	0.01482900525046119	0.023272314460053924	0.012132822477650063	0.014119483468142471	0.0140485312899106	0.014261387824606215	0.013693770398751241	0.013764722576983114	0.014261387824606215	0.007166170001419043	0.006669504753795941	0.007308074357882787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134766	HD6	HD6_R1_NoIll_No4N_ITS.fastq.gz	93a34817035963595fc5799d2a6866b59421651143076925236733f9c4a47f4f	HD6_R2_NoIll_No4N_ITS.fastq.gz	b85869e3a73a62353938e3288f222f5d945fdf158bd147feee1c21ed843cd9c5	1.3763641032224934	1.0190011554756708	0.02882269867762229	1.0190011554756708	0.02882269867762229	0.0	0.0	0.0	0.0	1.0	0.0008987032995249711	0	0.1556040570034664	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.8108871485428167	0.03350879445371678	0.014379252792399537	0.020605982796251122	0.01649762485556554	0.012325073822056746	0.013095390935935293	0.017781486712029785	0.015791500834510207	0.01039928103736038	0.012068301450763898	0.008280908974194376	0.008024136602901528	0.00635511618949801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134770	HI3	HI3_R1_NoIll_No4N_ITS.fastq.gz	c3e72a3c06cc142aa5a301be2935203997f338016bc0ee7ac7330c698d971bb6	HI3_R2_NoIll_No4N_ITS.fastq.gz	ace0fb79f7c134b8d7ca108b30aa8c6fd88acf81b10afd89f81cce006a9e49e6	1.3685442346699954	1.0188016851302855	0.030738024652831954	1.0188016851302855	0.030738024652831954	0.0	0.0	0.0	0.0	1.0	0.0011702293649555314	0	0.1606334841628959	0	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.8113590263691683	0.027461382430956468	0.019347792167264784	0.01817756280230925	0.022000312061163988	0.013496645342487127	0.01653924169137151	0.016929318146356686	0.014588859416445624	0.008737712591667966	0.010454048993602746	0.006319238570759869	0.007255422062724294	0.006787330316742082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005461070369792479	0
134754	FE10	FE10_R1_NoIll_No4N_ITS.fastq.gz	49b5d45d8fa69bdcd0df127fef4d9d22b867e888e5d0e5e40ed0db7b512a2eee	FE10_R2_NoIll_No4N_ITS.fastq.gz	da936e9e709dc419351d1e8ed3f50d51f4a1e8d5d6c683e4bb133ddf5c8044e9	1.6669972948602345	1.015238954012624	0.030477908025247972	1.015238954012624	0.030477908025247972	0.0	0.0	0.0	0.0	1.0	0.001352569882777277	0	0.15987376014427412	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.7995491433724076	0.03886384129846709	0.023534715960324616	0.01550946798917944	0.01478809738503156	0.029666366095581605	0.02028854824165915	0.012263300270513977	0.012533814247069432	0.005951307484220018	0.006672678088367899	0.007303877366997295	0.005320108205590622	0.006041478809738503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017132551848512173	0	0	0	0	0
134746	CM1	CM1_R1_NoIll_No4N_ITS.fastq.gz	36a007560585bf01d73aaf6e14ccec36b3cb770e44d5c5f8cd6e2d246154ce0b	CM1_R2_NoIll_No4N_ITS.fastq.gz	22f21ff76b12231a0f2ac8758ac1bf017fc63ce1d133fb7e5d55d00bba36ad8d	1.350413038624693	1.0165215449877205	0.02668006251395401	1.0165215449877205	0.02668006251395401	0.0	0.0	0.0	0.0	1.0	0.0007814244250948872	0	0.1619223040857334	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.8130162982808663	0.025061397633400314	0.021433355659745478	0.01735878544317928	0.013172583165885243	0.017470417503907123	0.015237776289350302	0.01640991292699263	0.012223710649698594	0.013172583165885243	0.011051574012056262	0.008204956463496315	0.008874748827863363	0.007311899977673588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134755	FF8	FF8_R1_NoIll_No4N_ITS.fastq.gz	175403de03572fa7d3beacd786397cf238af595785139ec762543b978b288f38	FF8_R2_NoIll_No4N_ITS.fastq.gz	96edf8b2ddf18bdb15fe6083b0d252ab4b2bf4fc73f001c12702f116f6a8e46b	1.4038114343029087	1.0140421263791375	0.040922768304914744	1.0140421263791375	0.040922768304914744	0.0	0.0	0.0	0.0	1.0	0.0028084252758274826	0	0.16268806419257772	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.8072216649949849	0.03009027081243731	0.012838515546639919	0.01905717151454363	0.0160481444332999	0.018455366098294883	0.023871614844533602	0.016449348044132398	0.0078234704112337	0.01123370110330993	0.01424272818455366	0.008224674022066199	0.007021063189568706	0.007422266800401204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134744	CJ13	CJ13_R1_NoIll_No4N_ITS.fastq.gz	5533473fd13161e4a5c5b4bc5cb19f85ffd8ac7e1217e9428eb67c3091d1658f	CJ13_R2_NoIll_No4N_ITS.fastq.gz	323a88495b0abe86895e33e71a346c8a7da5c93e1efd1355e6833b65feb52909	1.260876925681395	1.0179448112409006	0.023573726087692568	1.0179448112409006	0.023573726087692568	0.0	0.0	0.0	0.0	1.0	0.0005925173522938886	0	0.16302691721686136	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.8111139326223125	0.025859150160826138	0.018918232605383445	0.02006094464195023	0.015828677839851025	0.018325715253089556	0.017056035212459793	0.015405451159641103	0.010876925681394955	0.011892669713898765	0.011681056373793804	0.008549178940240394	0.007067885559505671	0.007364144235652616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134777	HR9	HR9_R1_NoIll_No4N_ITS.fastq.gz	bff67ef8750e0249f6b7985aa43d56ec80122c3087c69d2b8344015345bcf4cc	HR9_R2_NoIll_No4N_ITS.fastq.gz	95b27d4c804e6eac1e0eb507a52f88c9a2665d7864dd4b597d5e25beea98699c	1.394127552094296	1.0178909703220376	0.03525573563460324	1.0178909703220376	0.03525573563460324	0.0	0.0	0.0	0.0	1.0	0.0014733740265207324	0	0.1635445169438013	0	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.8086718585560935	0.027783624500105242	0.01925910334666386	0.01873289833719217	0.0171542833087771	0.017785729320143127	0.015470427278467692	0.01610187328983372	0.012944643233003579	0.011892233214060199	0.011576510208377183	0.006630183119343296	0.007787834140181015	0.008208798147758366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134774	HN6	HN6_R1_NoIll_No4N_ITS.fastq.gz	9e9ac9634bc30b225c811b8c2d8dc97dfa8b51c99f97741e86bee4cbb4fc92df	HN6_R2_NoIll_No4N_ITS.fastq.gz	c2f7d27a608a9da4d503a79e1e39f8cccc09075aa906b190dbd3d69548bde04a	2.2490866821653936	1.0185984722683494	0.04815675855197609	1.0172700099634673	0.04782464297575556	0.001328462304882099	0.00033211557622052476	0.0	0.0	1.0	0.004649618067087346	0	0.16539355695782132	0	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.7997343075390235	0.0348721355031551	0.00631019594818997	0.03985386914646297	0	0.012952507472600464	0.014280969777482564	0.010627698439056792	0.021919628030554632	0.014613085353703089	0.014945200929923613	0.010959814015277316	0.0073065426768515445	0.007638658253072069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003985386914646297	0	0	0	0	0	0	0	0	0	0
134739	CD4	CD4_R1_NoIll_No4N_ITS.fastq.gz	ea5140ccb2748798a6a50efc9e44f427930767f88a41d5265be5b6be01988c0f	CD4_R2_NoIll_No4N_ITS.fastq.gz	f602809a2aa3cb6b1f8af7126df01ed1455575afad951a9686918b338372e7eb	1.2114156965828013	1.016386167343734	0.019765814358379135	1.016386167343734	0.019765814358379135	0.0	0.0	0.0	0.0	1.0	0.00047792988085890826	0	0.1655002901717134	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.8080770149865155	0.026422694841771073	0.02242856655173591	0.020994776909159185	0.017580992045881268	0.016556856586897893	0.01508892909568839	0.017137200013655138	0.007373775304680299	0.012596866145495511	0.012801693237292185	0.010343768135732087	0.006691018332024716	0.005905847813470795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134764	FR8	FR8_R1_NoIll_No4N_ITS.fastq.gz	68f2ad112a3a76f56d2110664768ce1e072cd2bf2e56684fd211815dc62d714a	FR8_R2_NoIll_No4N_ITS.fastq.gz	34ada28b3968b17c682b9c0fa798606b21a6c045723d473f22b22d071bc887fe	1.2543941370101237	1.0111173219054717	0.02627166014533259	1.0111173219054717	0.02627166014533259	0.0	0.0	0.0	0.0	1.0	0.0008695112104838209	0	0.16582820942798582	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.8029936028818085	0.031178187690205576	0.014843798521830941	0.020122973728339856	0.01509223029625489	0.01956400223588597	0.020619837277187754	0.016334389168374635	0.011055213961865722	0.011365753679895658	0.010806782187441773	0.00912986771008012	0.008322464443202286	0.008570896217626234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134773	HM3	HM3_R1_NoIll_No4N_ITS.fastq.gz	a2e6be3c31887e0faba9cad81105f4dcca928ac0de74dd3bc7a3829480c442ad	HM3_R2_NoIll_No4N_ITS.fastq.gz	fef353e5234a4fcc1354d0c86a03b8268388ade39ec51dc2d163f207693722b1	1.2376739515087753	1.011668499832624	0.023623929989001004	1.011668499832624	0.023623929989001004	0.0	0.0	0.0	0.0	1.0	0.0006695040887571134	0	0.1660848357323897	0	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.8022093634928985	0.03170580077471188	0.018793936205824684	0.024436899239634643	0.015016020276409546	0.02022858782458993	0.019893835780211373	0.01582898952704318	0.007699297020706805	0.009659987566352637	0.011955430156377027	0.00985127444885467	0.005786428195686481	0.006934149490698675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134767	HE3	HE3_R1_NoIll_No4N_ITS.fastq.gz	7a8aff90f870de8ed87a0a902077e5e560352fb7009f886b653888a24acff2c3	HE3_R2_NoIll_No4N_ITS.fastq.gz	b3f5f124a92a06db12287fe3ab60969cc1981fa6a6ee43eb75bcd53f407083fe	1.2334609605971016	1.0112441234914942	0.023748364270828284	1.0112441234914942	0.023748364270828284	0.0	0.0	0.0	0.0	1.0	0.0006785246934522367	0	0.1667716764406533	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.7997867493820578	0.03344157417728881	0.022100518586729994	0.020549605001696312	0.015557601899869142	0.017787040178355064	0.012843503126060194	0.015945330296127564	0.009935540154122038	0.014200552512964669	0.012068046333543353	0.007851500024233024	0.009111617312072893	0.008820821014879077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134741	CF7	CF7_R1_NoIll_No4N_ITS.fastq.gz	c6bc4fb7dd758ea9cd36fddd06abc1b6407dac2d294cc041b8afc7fae82713f8	CF7_R2_NoIll_No4N_ITS.fastq.gz	299c02af542404ca2cd8a5dac0190c269a57c339becccd286303ce8935677af0	1.2917861799217731	1.0149500217296827	0.03033463711429813	1.0149500217296827	0.03033463711429813	0.0	0.0	0.0	0.0	1.0	0.0012168622338113862	0	0.16705780095610603	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.8077357670578009	0.025206431986093004	0.021121251629726206	0.019035202086049544	0.014863102998696219	0.015036940460669274	0.01773142112125163	0.014602346805736636	0.01225554106910039	0.010951760104302478	0.01225554106910039	0.008083441981747066	0.010691003911342895	0.010430247718383311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134747	CN4	CN4_R1_NoIll_No4N_ITS.fastq.gz	258aed621bde0c068666d402ece1bdeaf3a69170920b7ecf2a1ec80fcda628ae	CN4_R2_NoIll_No4N_ITS.fastq.gz	b3dd5be0f6bd2d2a764216f6fdaa00bec1e47da2d5fe27458e8cdbcc9e3fb724	1.5635415996396629	1.0160221349977478	0.02754005533749437	1.0160221349977478	0.02754005533749437	0.0	0.0	0.0	0.0	1.0	0.001029534778971752	0	0.15951354481693583	0.003667717650086867	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0.8079274177980825	0.022392381442635608	0.0292773952770092	0.031336464834952706	0.007335435300173734	0.019882890418891963	0.008300624155459752	0.015378675760890548	0.01853162602149154	0.009008429316002832	0.010874461102889131	0.009587542629174441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00398944726851554	0	0.002509491023743646	0.003024258413229522	0.0006434592368573451	0	0	0
