sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	B2	B2e	1390331_B	22371_B	787438_B	1157383_B	1463665_B	22017_B	64886_B	46221_B	46220_B	1157325_B	1465458_B	1157406_B	B5a	45591_B	47974_B	46283_B	46225_B	1157296_B	1157307_B	1157328_B	1157385_B	1157278_B	787431_B	46226_B	44386_B	1157356_B	61427_B	1778703_B	1778702_B	1465440_B	1465776_B	46272_B	C1	C1t	C1c	21508_C	282233_C	D1	D4	D4c
134753	FD5	FD5_R1_NoIll_No4N_ITS.fastq.gz	5ee6bea04ec486ab9597e912bb7c6bf5a248c24ed4bfd9250b0ffb6d3dbec616	FD5_R2_NoIll_No4N_ITS.fastq.gz	34cbfe549e9ca0008a79e9f539de640393be5d25a86a2a1b39ebd50f3e0c5b31	8048	5418	212	5418	212	0	0	0	0	5382	15	0	929	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	4289	164	93	95	112	102	75	61	104	62	62	44	41	43	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134757	FI2	FI2_R1_NoIll_No4N_ITS.fastq.gz	40011965a016d2152770d360f73199f25ae9f037d8ec241c6cffaabd597f67e9	FI2_R2_NoIll_No4N_ITS.fastq.gz	158296cf619e9d67c6bd901a0f2b378db235fb51a90b2bb6cefb459b0cc1c79b	45179	37833	733	37833	733	0	0	0	0	37333	14	0	6486	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	29811	1036	727	853	570	690	668	632	407	537	495	388	268	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134771	HJ15	HJ15_R1_NoIll_No4N_ITS.fastq.gz	498ff6001fa50878669e7ccb7a66938430d953c487a523a952bc9887c23e055d	HJ15_R2_NoIll_No4N_ITS.fastq.gz	5777f041b03ebde84f8679effd0633a9a6c3c320a0378749ab9438f26cc6aa95	11206	8169	279	8169	279	0	0	0	0	8041	14	0	1399	0	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	6425	217	178	157	135	144	115	164	91	104	104	70	72	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134759	FL7	FL7_R1_NoIll_No4N_ITS.fastq.gz	5343d19fab6f11895f1cf406259bf3b21396e415c65acf0a9cb1d9beac9ec0ea	FL7_R2_NoIll_No4N_ITS.fastq.gz	8acb3fff311145e619cfc60c2216ae655a55970b6d3b7dd5c1d11d4fc0ba17f7	24803	19927	482	19927	482	0	0	0	0	19598	14	0	3450	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	15750	398	368	419	415	404	383	311	204	265	248	165	130	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134758	FJ14	FJ14_R1_NoIll_No4N_ITS.fastq.gz	588cffdf7f2727c47ff02a11c398fb95a1ff60774bc4eafc8b9dfb13773e6bd6	FJ14_R2_NoIll_No4N_ITS.fastq.gz	0e5200041600d0aaf03cd3951be0631b146b139d966752e352a95c07f42cf031	7351	5401	232	5401	232	0	0	0	0	5315	14	0	947	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	4212	156	118	108	88	99	79	96	66	75	74	42	57	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134742	CH1	CH1_R1_NoIll_No4N_ITS.fastq.gz	f5b8cea8b4547a328cec30e7aa2abafab2fa6b3aed378362e0c77a6bd605e583	CH1_R2_NoIll_No4N_ITS.fastq.gz	7e24e6613ed4e45a20639ffc355aba4b53e40da8f8c3cbf99ca4c8fe1a27c83b	17947	14702	366	14702	366	0	0	0	0	14503	14	0	2598	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	11508	397	322	325	246	260	254	249	159	200	204	151	104	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134775	H05	HO5_R1_NoIll_No4N_ITS.fastq.gz	ed1afcdf354301328c690e5158f05e7f29f3772a48a8b51c84e8756fe255601b	HO5_R2_NoIll_No4N_ITS.fastq.gz	66aac29b112c4083d51dbee9f572dafb83e33a95ba315ee4459d75459857fa61	2464	1407	65	1407	65	0	0	0	0	1396	15	0	266	0	0	0	0	0	0	0	NoData	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	1041	89	0	0	88	0	68	0	0	0	0	10	5	6	0	0	22	0	18	11	14	0	0	0	0	0	0	7	0	6	6	0	0	5	0	0	0	0	0	0	0	0
134761	FN5	FN5_R1_NoIll_No4N_ITS.fastq.gz	5ba45f32406b9603a1dbd827fd22437a41d98033ac2a9519aac64ccddb493edf	FN5_R2_NoIll_No4N_ITS.fastq.gz	3b94af65426028945ef9f7083af73360a28529866e7c7c5da6e333347037889d	8842	519	14	519	14	0	0	0	0	519	3	0	0	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	0	0	0	0	0	0
134748	CO1	CO1_R1_NoIll_No4N_ITS.fastq.gz	090f759a7c7b03016553754a38e6ebf95303b0a4f1d5b4265927930fad6ff34c	CO1_R2_NoIll_No4N_ITS.fastq.gz	93b8c7ccb10382a3a45b747f0830d7473f668b7be49c3c9eff608c92c541af8c	19465	2743	112	2743	112	0	0	0	0	2719	10	0	296	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	2120	0	0	0	0	0	0	0	0	0	0	23	0	0	303	152	0	41	0	12	0	19	0	17	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134751	DW	DW_R1_NoIll_No4N_ITS.fastq.gz	70d3872331f53e3e7c73917899d4633e1464d9f50b941baf4a23449fc030cc24	DW_R2_NoIll_No4N_ITS.fastq.gz	e0ac782d22fea1b826ad7d49617607606ef4ec23a8190e9a1d2f0b80e295effc	11	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	arbuscula	34.71336600	-76.68021000	Summer 2018	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq_accession																																					21914	1463664	1390331	22371	787438	1157383	1463665	22017	64886	46221	46220	1157325	1465458	1157406	37517	45591	47974	46283	46225	1157296	1157307	1157328	1157385	1157278	787431	46226	44386	1157356	61427	1778703	1778702	1465440	1465776	46272	2	5020	308	21508	282233	853	854	1730
