sample_uid	B2	B2e	1390331_B	22371_B	787438_B	1157383_B	1463665_B	22017_B	64886_B	46221_B	46220_B	1157325_B	1465458_B	1157406_B	B5a	45591_B	47974_B	46283_B	46225_B	1157296_B	1157307_B	1157328_B	1157385_B	1157278_B	787431_B	46226_B	44386_B	1157356_B	61427_B	1778703_B	1778702_B	1465440_B	1465776_B	46272_B	C1	C1t	C1c	21508_C	282233_C	D1	D4	D4c
134770	0.8113590263691683	0.027461382430956468	0.019347792167264784	0.01817756280230925	0.022000312061163988	0.013496645342487127	0.01653924169137151	0.016929318146356686	0.014588859416445624	0.008737712591667966	0.010454048993602746	0.006319238570759869	0.007255422062724294	0.006787330316742082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005461070369792479	0
134754	0.7995491433724076	0.03886384129846709	0.023534715960324616	0.01550946798917944	0.01478809738503156	0.029666366095581605	0.02028854824165915	0.012263300270513977	0.012533814247069432	0.005951307484220018	0.006672678088367899	0.007303877366997295	0.005320108205590622	0.006041478809738503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017132551848512173	0	0	0	0	0
134746	0.8130162982808663	0.025061397633400314	0.021433355659745478	0.01735878544317928	0.013172583165885243	0.017470417503907123	0.015237776289350302	0.01640991292699263	0.012223710649698594	0.013172583165885243	0.011051574012056262	0.008204956463496315	0.008874748827863363	0.007311899977673588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134755	0.8072216649949849	0.03009027081243731	0.012838515546639919	0.01905717151454363	0.0160481444332999	0.018455366098294883	0.023871614844533602	0.016449348044132398	0.0078234704112337	0.01123370110330993	0.01424272818455366	0.008224674022066199	0.007021063189568706	0.007422266800401204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134744	0.8111139326223125	0.025859150160826138	0.018918232605383445	0.02006094464195023	0.015828677839851025	0.018325715253089556	0.017056035212459793	0.015405451159641103	0.010876925681394955	0.011892669713898765	0.011681056373793804	0.008549178940240394	0.007067885559505671	0.007364144235652616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134777	0.8086718585560935	0.027783624500105242	0.01925910334666386	0.01873289833719217	0.0171542833087771	0.017785729320143127	0.015470427278467692	0.01610187328983372	0.012944643233003579	0.011892233214060199	0.011576510208377183	0.006630183119343296	0.007787834140181015	0.008208798147758366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134774	0.7997343075390235	0.0348721355031551	0.00631019594818997	0.03985386914646297	0	0.012952507472600464	0.014280969777482564	0.010627698439056792	0.021919628030554632	0.014613085353703089	0.014945200929923613	0.010959814015277316	0.0073065426768515445	0.007638658253072069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003985386914646297	0	0	0	0	0	0	0	0	0	0
134739	0.8080770149865155	0.026422694841771073	0.02242856655173591	0.020994776909159185	0.017580992045881268	0.016556856586897893	0.01508892909568839	0.017137200013655138	0.007373775304680299	0.012596866145495511	0.012801693237292185	0.010343768135732087	0.006691018332024716	0.005905847813470795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134764	0.8029936028818085	0.031178187690205576	0.014843798521830941	0.020122973728339856	0.01509223029625489	0.01956400223588597	0.020619837277187754	0.016334389168374635	0.011055213961865722	0.011365753679895658	0.010806782187441773	0.00912986771008012	0.008322464443202286	0.008570896217626234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134773	0.8022093634928985	0.03170580077471188	0.018793936205824684	0.024436899239634643	0.015016020276409546	0.02022858782458993	0.019893835780211373	0.01582898952704318	0.007699297020706805	0.009659987566352637	0.011955430156377027	0.00985127444885467	0.005786428195686481	0.006934149490698675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134767	0.7997867493820578	0.03344157417728881	0.022100518586729994	0.020549605001696312	0.015557601899869142	0.017787040178355064	0.012843503126060194	0.015945330296127564	0.009935540154122038	0.014200552512964669	0.012068046333543353	0.007851500024233024	0.009111617312072893	0.008820821014879077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134741	0.8077357670578009	0.025206431986093004	0.021121251629726206	0.019035202086049544	0.014863102998696219	0.015036940460669274	0.01773142112125163	0.014602346805736636	0.01225554106910039	0.010951760104302478	0.01225554106910039	0.008083441981747066	0.010691003911342895	0.010430247718383311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134747	0.8079274177980825	0.022392381442635608	0.0292773952770092	0.031336464834952706	0.007335435300173734	0.019882890418891963	0.008300624155459752	0.015378675760890548	0.01853162602149154	0.009008429316002832	0.010874461102889131	0.009587542629174441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00398944726851554	0	0.002509491023743646	0.003024258413229522	0.0006434592368573451	0	0	0
134768	0.7969163773318425	0.03277820278938386	0.021361737185900075	0.022009062555169774	0.012240334255281586	0.01712469840522568	0.020243629729888777	0.015182722297416584	0.006944035779438592	0.01571235214500088	0.013240746189607485	0.01000411934325899	0.00794444771376449	0.008003295474607191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029423880421349967
134743	0.803296351300195	0.026178620308086542	0.01939372761422207	0.020849713170845344	0.015782883433796337	0.016336157945313182	0.014326897877173058	0.016656474767770303	0.011444046475058967	0.015025770944352233	0.014676334410762645	0.009493025829183774	0.00841559651728255	0.007862322005765704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014559855566232782	0.00011647884452986227	0
134772	0.7944172380019588	0.03457394711067581	0.01909892262487757	0.022526934378060724	0.020078354554358472	0.013614103819784526	0.01792360430950049	0.014593535749265425	0.014593535749265425	0.011949069539666993	0.011165523996082272	0.00881488736532811	0.007051909892262488	0.009598432908912831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134740	0.8069485046098493	0.021700022487069936	0.01664043175174275	0.01922644479424331	0.017652349898808185	0.016303125702720935	0.021137845738700246	0.01922644479424331	0	0.015291207555655498	0.017202608500112435	0.007982909826849561	0.011468405666741623	0.009219698673262874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134750	0.8002496878901373	0.027911539147494203	0.019707508471553416	0.02028714107365793	0.01658640984483681	0.015694667380060638	0.01631888710540396	0.018013197788478687	0.010344212591403603	0.01466916354556804	0.013197788478687356	0.008783663278045301	0.009274121633672196	0.008783663278045301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017834849295523454	0	0
134753	0.7969156447417317	0.030471943515421776	0.017279821627647716	0.017651430694908956	0.020810107766629504	0.0189520624303233	0.013935340022296544	0.011334076551467856	0.01932367149758454	0.011519881085098476	0.011519881085098476	0.008175399479747306	0.007617985878855444	0.007989594946116686	0	0	0	0	0	0	0	0	0.006503158677071721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134757	0.7985160581790909	0.027750247770069375	0.019473388155251386	0.022848418289449012	0.015267993464227358	0.018482307877748908	0.017893016901936624	0.01692872257788016	0.010901883052527254	0.014384057000508934	0.01325904695577639	0.01039294993705301	0.00717863552353146	0.006723274314949241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134771	0.7990299713965925	0.026986693197363514	0.02213655018032583	0.019524934709613233	0.01678895659743813	0.01790822037060067	0.014301703768188036	0.020395473199850765	0.011317000373087924	0.012933714712100485	0.012933714712100485	0.008705384902375327	0.008954110185300335	0.008083571695062804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134759	0.80365343402388	0.0203081947137463	0.01877742626798653	0.02137973262577814	0.021175630166343506	0.020614348402898254	0.019542810490866414	0.015868966221042963	0.010409225431166446	0.013521787937544648	0.012654352484947444	0.008419226451678743	0.006633329931625676	0.007041534850494948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134758	0.7924741298212605	0.029350893697083727	0.02220131702728128	0.020319849482596426	0.016556914393226718	0.018626528692380056	0.014863593603010348	0.0180620884289746	0.012417685794920037	0.014111006585136407	0.01392285983066792	0.007902163687676388	0.01072436500470367	0.008466603951081843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134742	0.7934910018616838	0.027373646831689996	0.022202302971798937	0.02240915672619458	0.016962007860442666	0.017927325380955664	0.01751361787216438	0.01716886161483831	0.010963248982969041	0.013790250293042818	0.014066055298903675	0.010411638971247328	0.0071709301523822655	0.008549955181686547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134775	0.745702005730659	0.06375358166189111	0	0	0.06303724928366762	0	0.04871060171919771	0	0	0	0	0.0071633237822349575	0.0035816618911174787	0.004297994269340974	0	0	0.015759312320916905	0	0.012893982808022923	0.007879656160458453	0.01002865329512894	0	0	0	0	0	0	0.00501432664756447	0	0.004297994269340974	0.004297994269340974	0	0	0.0035816618911174787	0	0	0	0	0	0	0	0
134761	0.9402697495183044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036608863198458574	0.023121387283236993	0	0	0	0	0	0
134748	0.7796984185362266	0	0	0	0	0	0	0	0	0	0	0.008458992276572269	0	0	0.11143802868701728	0.05590290547995587	0	0.015079073188672305	0	0.004413387274733358	0	0.006987863184994484	0	0.00625229863920559	0	0.005884516366311144	0.005884516366311144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
