"","OC4_F_B","OC5_H_B","OC9_C_B","OD4_C_B","OD5_F_B","OD6_H_B","OF7_C_B","OF8_F_B","OF9_H_B","OI1_C_B","OI2_F_B","OI3_H_B","OJ13_C_B","OJ14_F_B","OJ15_H_B","OM1_C_B","OM2_F_B","OM3_H_B","OR7_C_B","OR8_F_B","OR9_H_B","Control_1.1","Control_1","Control_2.1","Control_2","Control_3.1","Control_3","Control_4.1","Control_4","Cool_1","Cool_2","Cool_3","Cool_4","Heat_1.1","Heat_1","Heat_2.1","Heat_2","Heat_3.1","Heat_3","Heat_4.1","Heat_4"
"Sym_109725_c2_g2",27.4103106793117,19.138959913642,31.4810822759844,101.71001050021,67.4574062821192,57.3958197274005,88.0835454634072,65.7604270168582,108.322354579599,67.1194476782557,52.762969894855,67.2071877727321,51.6727729448659,41.667756216846,41.495398477658,77.9735301043071,55.2212917161027,34.5816997562773,49.8661160662404,64.3234225251798,55.3728672085362,59.6644309761344,71.8061904089546,45.4143913364146,47.5035156057219,53.3172326158605,43.3506160494722,58.748405117657,58.1199982461897,33.3948759119166,64.9326357381688,42.3886940454838,79.2888438934441,43.1900797316686,53.6699568295217,54.3375072373284,53.2016423322284,69.1352446280346,32.8959211473293,76.7052559453279,44.7358424409854
"Sym_109973_c6_g1",73.0941618114977,47.8473997841051,25.1848658207875,67.8066736668069,55.5531581146864,86.0937295911007,101.634860150085,78.9125124202298,62.7129421250308,55.4465002559503,45.2254027670186,44.8047918484881,33.2182111788423,49.2437118926361,82.990796955316,74.2605048612449,27.6106458580514,62.2470595612991,62.3326450828005,93.561341854807,44.2982937668289,54.5533171337732,54.7563187136777,55.0910655194763,39.4334202904641,56.3847994238963,57.8008213992962,59.1311308838958,59.0806593742259,109.229073295227,86.1524513388775,108.091169815984,75.2322053686632,26.8545767959086,56.797576691382,50.854333696474,49.071834479955,50.6359338870854,48.294011897143,46.9407931321869,57.605057389762
"Sym_110125_c3_g1",127.914783170121,71.7710996761576,113.331896193544,67.8066736668069,79.361654449552,57.3958197274005,108.410517493424,65.7604270168582,91.2188249091357,96.301816234019,109.294723353628,67.2071877727321,114.418282949346,60.6076454063214,79.2184880028016,70.5474796181827,73.6283889548036,78.3851861142285,74.7991740993606,93.561341854807,121.82030785878,85.9501593082775,88.0910037589306,89.8391228131979,88.2208146963406,92.1730788509808,84.2928645406403,97.9777961571348,86.9398320872755,87.661549268781,84.879262402835,80.5385186864192,79.411772333589,93.3103728300234,83.5700027089056,84.1534727470419,85.8757103399212,91.9036270784336,93.5550665253833,85.8816515952292,82.1178477683842
"Sym_110246_c0_g1",63.9573915850605,23.9236998920525,25.1848658207875,33.9033368334034,39.680827224776,0,40.6539440600341,78.9125124202298,34.2070593409259,52.528263400374,64.0693205866096,11.201197962122,29.5272988256376,41.667756216846,22.6338537150862,29.704201944498,46.0177430967523,25.3599131546033,37.3995870496803,23.3903354637018,11.0745734417072,33.7959364270412,38.5807994130304,31.1193044750735,42.5514116622683,35.0579063775521,37.3296971537121,32.5316901302987,44.430577171674,39.6564151454009,36.7102809892261,42.1061027518472,39.214172406215,23.0182086822074,29.024312318063,30.233946334616,31.0950238288824,26.9188688345864,33.1292255526295,26.5880181650983,31.049534479588
"Sym_110573_c2_g1",127.914783170121,66.9863596977471,144.812978469528,122.052012600252,134.914812564238,64.5702971933255,182.942748270153,118.368768630345,108.322354579599,157.584790201122,124.369857609301,56.0059898106101,155.018318834598,117.427312974748,154.664667053089,129.955883507179,101.239034812855,124.494119122598,112.198761149041,76.0185902570307,132.894881300487,111.818653857371,111.807812463258,121.838124941277,159.017559962011,117.00576253508,150.28213563817,111.181835092374,121.04330213256,93.2273619207671,106.735672471565,107.667282875529,128.091434630959,185.506961368972,111.21816228775,150.333770023275,116.849269231972,148.231656578119,103.820460358592,135.293012787005,115.005841526369
"Sym_110573_c2_g2",45.6838511321861,52.6321397625156,50.369731641575,40.6840042000841,35.7127445022984,71.7447746592506,60.9809160900511,65.7604270168582,34.2070593409259,32.1006054113397,41.4566192031004,56.0059898106101,25.8363864724329,3.78797783789509,26.4061626676005,22.2781514583735,36.8141944774018,57.6361662604621,49.8661160662404,17.5427515977763,11.0745734417072,36.0907222338156,39.3458577583313,45.8542401629174,37.2324852044847,42.5077114827819,39.4972279561857,37.889850857642,43.9502466076559,14.6102582114635,35.6492902091907,31.0850423000214,51.015302660123,38.2399273268929,41.9101061489272,33.1598121089337,58.3031696791544,40.5561812397733,32.4293123367289,53.2936824282723,30.2324414669673
"Sym_110573_c3_g1",109.641242717247,105.264279525031,62.9621645519688,115.271345233572,87.2978198945072,86.0937295911007,142.288804210119,131.520854033716,91.2188249091357,78.792395100561,52.762969894855,22.402395924244,59.0545976512753,87.123490271587,98.0800327653734,51.9823534028714,82.8319375741541,99.1342059679948,93.4989676242007,87.7137579888816,77.5220140919506,100.344724823499,97.1624098532125,93.2479512185947,68.2289876653612,91.7348550212614,71.2876797257987,83.2428541569407,72.0495846027145,59.8324860088505,89.5476218349909,97.635291951431,101.415963119522,75.1185627424724,92.5775479110631,91.2591467703848,99.844178075552,99.6116732204958,64.1587114575571,91.763956499012,65.1631677565039
"Sym_110573_c3_g3",9.13677022643722,38.277919827284,81.8508139175594,47.4646715667648,39.680827224776,28.6979098637002,67.7565734333901,52.6083416134865,45.6094124545678,75.8741582449847,52.762969894855,44.8047918484881,73.8182470640941,18.9398891894754,41.495398477658,66.8344543751204,9.20354861935045,43.8034863579512,56.0993805745204,23.3903354637018,88.5965875336579,47.877576604975,50.0566745925437,48.8232197418114,50.2546844631961,49.3732181483859,62.1358830042434,49.9457124941644,60.2814857842712,37.221372110157,43.5006219814529,46.4862678032139,46.7128072550523,52.719123110862,52.4189088847776,53.5015455875233,56.6026605635124,55.8536881986351,50.6270559501451,57.0583575666933,50.2512202761754
"Sym_110573_c3_g4",36.5470809057489,90.9100595897996,37.7772987311813,27.1226694667227,63.4893235596416,93.2682070570257,74.5322307767292,92.0645978236014,119.724707693241,142.99360592324,64.0693205866096,11.201197962122,84.8909841237082,34.0918005410558,90.5354148603447,92.8256310765561,55.2212917161027,92.2178660167394,68.5659095910805,46.7806709274035,99.6711609753651,82.9252143811658,86.5608870683288,87.5299164740582,34.2979050898455,74.9362748820176,92.4813142388739,79.606959377672,56.9191718361445,46.9615442511327,59.4154836819845,96.0810398364299,95.2695411122778,50.6153083388323,95.5800629784489,69.2454899921851,97.1719494652574,89.5319205731837,65.091929078758,83.528729633716,45.9614819599165
"Sym_110707_c7_g1",566.479754039107,334.931798488735,491.104883505356,461.085380934287,321.414700520686,387.421783159953,345.55852451029,460.322989118007,490.301183886604,519.446160292587,248.739715218602,772.882659386419,575.782327099934,431.82947352004,354.59704153635,363.8764738201,257.699361341813,115.272332520924,635.792979844565,461.95912540811,476.206657993411,516.952657198815,452.914540418124,429.622341286615,310.698669637424,373.951001360556,558.018763259039,513.235252526241,239.68495144503,948.62319387288,339.092653299326,750.845067192336,390.789511220556,184.764438508256,410.343725876064,274.892055844228,300.990113468635,426.788585619719,377.486527775736,306.232793290934,452.669528991889
"Sym_110716_c0_g1",109.641242717247,167.465899244368,125.924329103938,88.1486757668489,99.20206806194,165.012981716276,196.494062956831,131.520854033716,131.127060806883,113.811237367477,120.601074045383,145.615573507586,129.181932362165,143.943157840013,75.4461790502873,226.494539826797,101.239034812855,99.1342059679948,112.198761149041,134.494428916285,88.5965875336579,116.721150808207,126.562509122632,132.614421190596,178.459153221496,152.940116572071,154.135523731457,172.417957690583,225.515199806496,172.19232892082,113.738211619799,103.287117824162,108.545812647924,80.0687151472482,100.834464346374,101.012032684777,100.45150275971,102.101965051008,166.112736573748,102.587397521972,164.031422283613
"Sym_110740_c0_g1",109.641242717247,162.681159265957,94.4432468279531,108.490677866891,103.170150784418,150.664026784426,81.3078881200682,52.6083416134865,119.724707693241,134.238895356511,124.369857609301,100.810781659098,77.5091594172988,113.639335136853,143.347740195546,100.251681562681,73.6283889548036,89.9124193663209,87.2657031159207,116.951677318509,99.6711609753651,100.970575498074,100.004055135759,92.9180645987176,145.62853818897,107.949136720879,108.858213635341,96.8296188584184,117.921153466443,70.6162480220736,88.4866310549555,87.6033010273332,100.678392478652,153.33097073793,132.611082142874,136.540402801492,125.716209620677,123.09156762247,144.415426880829,147.763499183024,130.326335513008
"Sym_110848_c2_g1",36.5470809057489,9.56947995682101,31.4810822759844,27.1226694667227,31.7446617798208,21.5234323977752,20.326972030017,0,34.2070593409259,20.4276579890343,30.1502685113457,22.402395924244,22.1454741192282,30.3038227031607,26.4061626676005,25.9911767014357,73.6283889548036,18.4435732033479,31.1663225414002,46.7806709274035,44.2982937668289,16.7936597677581,20.3286931751378,21.1127436721346,18.8913594879898,16.2142816996179,20.4711242455841,21.0499171431344,20.1738836887601,48.3529974141292,41.5908385773891,45.7797895691225,37.9848880047662,18.191810087551,22.1435486219705,20.8990412451263,26.1149614187879,21.7011145230366,19.3642656399172,21.5292359478451,20.6315985686736
"Sym_111108_c5_g1",82.230932037935,14.3542199352315,25.1848658207875,27.1226694667227,51.5850753922088,43.0468647955503,13.551314686678,157.82502484046,39.9082358977469,29.1823685557633,33.9190520752639,56.0059898106101,29.5272988256376,64.3956232442165,11.3169268575431,29.704201944498,46.0177430967523,11.5272332520924,31.1663225414002,40.9330870614781,33.2237203251217,32.0226928490791,32.1324505026372,32.6587753678333,26.4112210317527,39.4401446747461,20.4711242455841,39.6121168057166,20.4140489707691,47.3094075418818,25.2515805648434,17.6619558522849,41.5498127689676,23.2657163024462,33.277875330193,24.8001956108832,28.7871900290825,16.1276042356993,17.7311348028158,34.587952834243,32.2751739985192
"Sym_111127_c1_g1",109.641242717247,76.5558396545681,62.9621645519688,61.0260063001262,87.2978198945072,71.7447746592506,135.51314686678,78.9125124202298,91.2188249091357,93.3835793784427,82.9132384062007,100.810781659098,118.109195302551,68.1836010821116,132.030813338003,77.9735301043071,64.4248403354532,73.7742928133915,81.0324386076406,105.256509586658,77.5220140919506,85.6372339709901,78.6917155166625,87.4199542674325,69.8796889798457,82.0939307674345,86.7012320989443,83.6255799231795,73.2504110127598,110.968389748973,105.250285379515,99.1895440664321,97.1134677144509,66.4557960341148,86.1972033928682,87.7759732295304,96.8075546547627,96.6470400889334,80.7233242338719,100.352121658535,79.8708419836771
"Sym_111127_c1_g2",73.0941618114977,153.111679309136,125.924329103938,128.832679966933,170.627557066537,93.2682070570257,237.148007016866,184.129195647203,114.02353113642,137.157132212088,139.444991864974,134.414375545464,88.5818964769129,121.215290812643,75.4461790502873,152.234034965552,147.256777909607,126.799565773017,155.831612707001,152.037180514061,210.416895392437,156.879902426759,147.656260643071,161.314557119904,82.3516544670623,128.253507497878,107.172356344528,126.873591508165,81.8963611650855,216.37096684596,179.307441825989,164.044245956022,149.480983216167,105.933261462202,133.611920498669,129.156074894881,125.23034987335,150.010436457056,98.2211546313875,132.234214237038,113.984475260593
"Sym_111191_c0_g1",54.8206213586233,33.4931798488735,25.1848658207875,47.4646715667648,19.840413612388,28.6979098637002,60.9809160900511,13.1520854033716,39.9082358977469,23.3458948446107,18.8439178195911,22.402395924244,18.4545617660235,11.3639335136853,49.0400163826867,22.2781514583735,36.8141944774018,57.6361662604621,37.3995870496803,58.4758386592544,33.2237203251217,26.0771114406182,27.7606885294893,25.2913075239113,16.8738356591753,36.2265032568039,44.7956365844546,49.9457124941644,34.1034700452849,29.9162430044253,32.4663178690844,40.2692593432096,19.6685504231799,8.41525908811882,38.4071719036437,27.7260613852009,38.868779786103,37.9473040839984,25.4301801777226,27.8821252439306,37.5862785805539
"Sym_111423_c4_g1",109.641242717247,57.4168797409261,56.6659480967719,27.1226694667227,51.5850753922088,64.5702971933255,88.0835454634072,65.7604270168582,62.7129421250308,43.773552833645,45.2254027670186,56.0059898106101,59.0545976512753,87.123490271587,49.0400163826867,29.704201944498,92.0354861935045,69.1633995125545,93.4989676242007,99.4089257207325,77.5220140919506,58.6213465185097,54.3191425163629,47.6136354689286,52.4556195491755,66.4639475074426,55.6332905968226,65.0633802605973,41.5485937875654,89.0530024317775,65.56923020619,84.0709098568762,66.3813576782323,81.4300070585615,50.4172321731871,65.0656817431599,57.3314501845019,54.4306642954852,57.3928837038511,45.4113938572034,54.7452318455894
"Sym_111553_c2_g1",73.0941618114977,38.277919827284,69.2583810071656,88.1486757668489,59.521240837164,35.8723873296253,54.2052587467121,39.4562562101149,74.1152952386727,46.6917896892213,33.9190520752639,78.4083857348541,47.9818605916612,26.5158448652656,30.1784716201149,59.4084038889959,64.4248403354532,71.468846162973,105.965496640761,52.6282547933289,11.0745734417072,50.3809793032743,53.3354960724046,49.4829929815656,75.3820266947942,64.7110521885649,80.1986396915235,64.8720173774779,73.7307415767779,43.8307746343905,49.6543685056585,79.6907448055095,52.4904439418615,19.3055943786255,40.0335342318111,45.5599099143753,50.4079487851023,39.3703279871483,52.0268823819463,39.1761506591936,57.605057389762
"Sym_111600_c1_g1",36.5470809057489,38.277919827284,69.2583810071656,40.6840042000841,71.4254890045968,7.17447746592506,40.6539440600341,39.4562562101149,39.9082358977469,32.1006054113397,64.0693205866096,56.0059898106101,33.2182111788423,60.6076454063214,33.9507805726293,48.2693281598092,46.0177430967523,36.8871464066958,49.8661160662404,58.4758386592544,77.5220140919506,41.6190698592266,41.7503268435626,44.0948448569062,66.3948750937117,46.597800560163,39.7380647120161,49.3716238448062,53.5568578880178,49.7444505771257,54.9593224058357,50.8664328545805,49.5401613783845,40.7150035292808,35.2795520417835,36.5036587081539,31.7023485130402,34.745500301911,42.694706169938,32.4703230688812,37.7905518337091
"Sym_111787_c1_g1",1078.13888671959,684.217816912702,1353.68653786733,847.583420835086,1007.89301150931,860.937295911007,1226.39397914436,1170.53560090008,963.498838102746,971.772872906919,881.895353956862,806.486253272785,1229.07381361717,1238.66875299169,573.390960782183,1540.90547587083,1122.83293156076,521.030942994578,1103.28781796557,999.93684107325,753.070994036092,1087.31123862802,1048.78569735819,1148.22536158557,1707.55880420568,1304.44626646475,1152.88555016013,1359.82464744648,1644.41168591595,1042.89414566589,852.187794524463,866.28361064287,846.485238837606,922.955915870444,650.920245650353,805.309722645533,672.30842536275,722.896142800169,940.683362170438,699.05311476555,932.915947159728
"Sym_111886_c4_g1",45.6838511321861,28.708439870463,18.8886493655906,47.4646715667648,39.680827224776,64.5702971933255,33.8782867166951,92.0645978236014,68.4141186818518,17.509421133458,37.6878356391821,22.402395924244,25.8363864724329,53.0316897305312,56.5846342877154,25.9911767014357,55.2212917161027,29.9708064554403,0,0,0,44.3310894490509,11.585169228842,21.9924413251403,17.0572469163403,22.203340705783,18.0627566872801,13.9694904677165,27.3788421490315,29.220516422927,34.3761012731482,9.46680833682471,115.921519056617,19.1818405685061,39.6582198483878,29.397984684811,24.2929873663143,15.2975069588619,1.39982643180125,31.6468003823516,25.9427031507084
"Sym_111971_c4_g1",45.6838511321861,38.277919827284,37.7772987311813,33.9033368334034,27.7765790573432,14.3489549318501,40.6539440600341,65.7604270168582,17.1035296704629,35.018842266916,37.6878356391821,0,33.2182111788423,15.1519113515803,11.3169268575431,25.9911767014357,36.8141944774018,20.7490198537664,43.6328515579603,40.9330870614781,11.0745734417072,27.1201958982429,27.869982578818,31.2292666816992,26.2278097745878,27.6081012723223,34.4396560837473,32.9144158965375,33.3829741992577,29.9162430044253,35.4370920531836,40.6931462836644,33.5594641595508,13.489165303014,21.1427102661752,16.4405791128327,17.6124158405779,20.2780906198866,20.5307876664183,15.1763466517597,19.4059590497425
"Sym_112013_c3_g1",219.282485434493,263.160698812578,264.441091118269,176.297351533698,198.40413612388,286.979098637002,338.782867166951,210.433366453946,279.357651284228,210.113053601496,282.658767293866,380.840730712149,254.672952371125,223.49069243581,282.923171438577,241.346640799046,211.68161824506,272.042704749381,180.764670740121,263.141273966645,376.535497018046,265.986536694305,245.14655264427,250.383944486722,230.364538999176,255.484492726411,231.444122353015,257.000352029359,243.287430675166,261.941057934096,239.359519975995,236.5289127738,238.972887641636,318.171045816963,272.728451954213,283.669653167181,268.680440271437,279.979952944751,337.3581700641,300.232842289075,307.022699492242
"Sym_112123_c0_g1",63.9573915850605,33.4931798488735,18.8886493655906,20.3420021000421,23.8084963348656,50.2213422614754,40.6539440600341,0,51.3105890113888,37.9370791224923,22.6127013835093,22.402395924244,33.2182111788423,26.5158448652656,41.495398477658,14.852100972249,73.6283889548036,25.3599131546033,37.3995870496803,40.9330870614781,22.1491468834145,30.8752999456919,32.3510386012946,31.2292666816992,29.5292124035568,30.967817300171,33.4763090604257,34.4453189614927,31.4616519431853,42.7871847621431,40.1054514853395,44.3668331009397,38.230744885056,17.2017796065958,24.6456445114587,23.1282723112731,26.7222861029458,26.3259422082739,22.8638317194204,26.2350798708714,28.802528694881
"Sym_112123_c0_g2",36.5470809057489,47.8473997841051,31.4810822759844,33.9033368334034,47.6169926697312,50.2213422614754,40.6539440600341,26.3041708067433,39.9082358977469,61.282973967103,22.6127013835093,11.201197962122,25.8363864724329,49.2437118926361,56.5846342877154,33.4172271875602,92.0354861935045,62.2470595612991,24.9330580331202,58.4758386592544,66.4474406502434,42.6621543168513,42.8432673368496,46.1841267827945,31.9135587467012,50.3957404177312,43.832289561133,63.9152029618809,42.9895854796197,53.5709467753662,44.3494146054813,54.8227109654924,42.164454969692,13.489165303014,44.4122020384154,35.8070239999831,37.8970602914504,42.3349611187107,39.8950533063355,35.2938294226969,47.3913947320028
"Sym_112389_c0_g1",54.8206213586233,43.0626598056945,50.369731641575,67.8066736668069,43.6489099472536,7.17447746592506,60.9809160900511,0,57.0117655682098,37.9370791224923,67.8381041505279,56.0059898106101,70.1273347108894,56.8196675684263,52.8123253352011,48.2693281598092,46.0177430967523,55.3307196100436,49.8661160662404,40.9330870614781,44.2982937668289,47.3560343761626,47.6522055073123,46.0741645761688,44.5689354910827,45.7213529007242,50.8165554802146,55.6865989877465,45.3912382997102,59.4846227181014,53.6861334697931,56.65955437413,50.7694457798332,53.7091535918172,50.5423369676615,42.912698023326,52.9587124585653,50.2801779112979,47.5940986812424,47.7643158187165,52.7024993140376
"Sym_112403_c2_g7",63.9573915850605,76.5558396545681,31.4810822759844,33.9033368334034,15.8723308899104,43.0468647955503,40.6539440600341,13.1520854033716,39.9082358977469,17.509421133458,45.2254027670186,56.0059898106101,22.1454741192282,22.7278670273705,41.495398477658,22.2781514583735,64.4248403354532,48.4143796587882,6.23326450828005,40.9330870614781,55.3728672085362,35.4648715592407,32.0231564533085,33.868359640716,28.795567374897,33.7432348883939,39.7380647120161,38.6553023901196,31.2214866611763,26.7854733876831,30.7687326210277,29.5307901850204,27.6588990325968,25.1220234542371,40.6590582041831,40.6834669571792,39.1117096597661,41.3862785166107,34.9956607950312,44.2349328764468,38.1990983400195
"Sym_112513_c2_g1",91.3677022643722,62.2016197193366,88.1470303727563,94.9293431335296,99.20206806194,78.9192521251756,74.5322307767292,78.9125124202298,39.9082358977469,70.037684533832,113.063506917546,134.414375545464,59.0545976512753,71.9715789200066,56.5846342877154,63.1214291320582,128.849680670906,50.7198263092067,74.7991740993606,40.9330870614781,44.2982937668289,99.7188741489239,92.8999419293933,83.9011636554101,90.42174978232,91.296631191542,73.2143737724419,89.1751035336422,85.0185098312031,41.7435948898957,58.7788892139632,43.0951722795752,71.7902090446068,76.4798546537858,75.1879814791202,69.2454899921851,75.4297257724061,90.1248471994962,69.0581039688615,77.6464247299332,79.6665687305219
"Sym_112519_c1_g1",45.6838511321861,38.277919827284,50.369731641575,40.6840042000841,39.680827224776,35.8723873296253,54.2052587467121,65.7604270168582,22.8047062272839,37.9370791224923,52.762969894855,11.201197962122,36.909123532047,34.0918005410558,11.3169268575431,59.4084038889959,9.20354861935045,36.8871464066958,24.9330580331202,40.9330870614781,44.2982937668289,39.0113587151648,33.9904493412251,40.136205418381,33.9310825755156,37.833323965775,36.6071868862209,35.0194076108509,35.3042964553301,43.4829113436414,43.2884238254458,41.964807105029,43.147882490851,28.3396225173413,35.0293424528347,29.1193308015426,33.8887173760085,30.9507698935112,33.3625299579297,31.7644464804272,34.7264530363814
"Sym_112519_c1_g6",36.5470809057489,23.9236998920525,44.0735151863781,47.4646715667648,59.521240837164,64.5702971933255,33.8782867166951,13.1520854033716,28.5058827841049,52.528263400374,56.5317534587732,56.0059898106101,40.6000358852517,34.0918005410558,52.8123253352011,40.8432776736847,46.0177430967523,50.7198263092067,43.6328515579603,52.6282547933289,33.2237203251217,51.2154468693741,48.5265579019419,51.6822371140796,42.7348229194332,48.0585466592277,44.5547998286242,44.2048260005823,40.8280979415382,35.1341923656622,43.71282013746,40.6931462836644,42.9020256105612,37.3736506560571,48.0402410781733,36.9216395330565,42.9985876383764,46.8412034786855,39.1951400904349,46.3525626418086,39.833284365261
"Sym_112965_c2_g1",36.5470809057489,28.708439870463,37.7772987311813,40.6840042000841,47.6169926697312,35.8723873296253,13.551314686678,26.3041708067433,34.2070593409259,26.264131700187,33.9190520752639,22.402395924244,25.8363864724329,49.2437118926361,33.9507805726293,18.5651262153112,36.8141944774018,32.2762531058588,18.6997935248401,29.2379193296272,55.3728672085362,27.0158874524804,25.1376313456005,29.9097202021907,24.5771084601032,23.5180121949412,23.8428388272097,36.7416735589255,27.6190074310406,34.7863290749131,33.7395068051269,30.5198597127483,27.5359705924519,24.8745158339983,42.4105253268249,36.3643317665198,40.2048940912503,38.4216453850484,35.2289652003314,38.5879201688153,37.9948250868643
"Sym_113175_c1_g1",100.504472490809,100.479539546621,107.035679738347,101.71001050021,174.595639789014,71.7447746592506,88.0835454634072,170.977110243831,57.0117655682098,142.99360592324,139.444991864974,56.0059898106101,136.563757068574,174.246980543174,82.990796955316,137.381933993303,239.292264103112,78.3851861142285,155.831612707001,111.104093452583,77.5220140919506,129.968323420041,115.742398239091,105.233831740796,157.183447390362,119.635105513397,121.863398450183,102.379142468881,135.213053771094,110.272663167475,134.745829064501,120.383891089174,149.972696976747,118.679903904499,107.715228042467,120.378477571927,91.5845623710051,89.1761645973962,102.420633926791,100.587413854686,89.2674116288156
"Sym_113215_c4_g5",201.008944981619,57.4168797409261,94.4432468279531,67.8066736668069,107.138233506895,57.3958197274005,128.737489523441,65.7604270168582,68.4141186818518,75.8741582449847,71.6068877144461,89.6095836969761,125.49102000896,102.275401623167,37.7230895251436,126.242858264116,82.8319375741541,80.690632764647,93.4989676242007,105.256509586658,55.3728672085362,73.7460711540682,83.5006536871253,79.7225998036334,82.9018882385571,73.6216033928594,97.7797228671428,77.1192418971198,109.515368596126,82.0957366167949,72.3595711984168,139.176212116005,88.7543337845995,90.9590504377549,89.3248232547285,75.2365484824547,101.180292380699,100.560355822596,62.2922762151555,99.0580145797027,87.6332256035741
"Sym_113244_c2_g3",45.6838511321861,66.9863596977471,50.369731641575,40.6840042000841,35.7127445022984,64.5702971933255,47.4296014033731,13.1520854033716,119.724707693241,17.509421133458,67.8381041505279,11.201197962122,22.1454741192282,41.667756216846,67.9015611452585,40.8432776736847,119.646132051556,80.690632764647,43.6328515579603,46.7806709274035,143.969454742194,65.088470155783,57.3793758975664,65.867361768795,18.8913594879898,55.9465755941769,34.6804928395777,59.1311308838958,25.9378504569772,40.3521417268992,55.3837187178498,59.0615803700407,55.9324402659179,56.5554912245632,59.6749869642934,54.4768341789625,74.0936114672588,73.9972429637969,55.5264484614494,64.352415647384,68.0229933006764
"Sym_113270_c1_g1",246.692796113805,277.514918747809,352.588121491025,278.007362033908,230.148797903701,258.281188773302,345.55852451029,328.802135084291,228.047062272839,283.068974990904,290.196334421702,212.822761280318,339.563936494833,318.190138383187,403.637057919037,367.589499063162,349.734847535317,320.457084408169,286.730167380882,216.360603039241,276.864336042681,275.47860525869,285.585350895888,319.220285834411,431.566688109126,348.095795407111,319.349538231112,386.553023901196,490.177340580468,346.471837586135,284.982123517519,239.354825710165,271.057210519448,228.94454872088,254.838466344372,255.386284015443,258.11299076709,256.025717241727,373.520352885633,259.292000158747,357.478193021573
"Sym_113516_c10_g2",54.8206213586233,81.3405796329786,62.9621645519688,61.0260063001262,59.521240837164,35.8723873296253,81.3078881200682,39.4562562101149,28.5058827841049,43.773552833645,56.5317534587732,11.201197962122,33.2182111788423,45.455734054741,52.8123253352011,37.1302524306224,119.646132051556,36.8871464066958,68.5659095910805,76.0185902570307,11.0745734417072,44.8526316778633,48.7451460005993,41.3457896912637,35.7651951471651,43.3841591422207,54.1882700618402,47.4579950136122,43.9502466076559,99.1410378635023,73.6327601344594,81.2449969205106,58.6368659491052,16.3355029357601,42.2854205323504,38.3149089493982,46.6425357433236,37.7101334334734,48.5273163024432,36.2349982073022,43.1016564157439
"Sym_113535_c0_g1",45.6838511321861,57.4168797409261,37.7772987311813,54.2453389334455,43.6489099472536,35.8723873296253,54.2052587467121,65.7604270168582,45.6094124545678,46.6917896892213,22.6127013835093,78.4083857348541,40.6000358852517,30.3038227031607,26.4061626676005,59.4084038889959,64.4248403354532,46.1089330083697,18.6997935248401,29.2379193296272,66.4474406502434,37.0294982456778,39.45515180766,37.8269990792412,49.3376281773714,41.0469653837173,39.4972279561857,42.4825600525077,42.5092549156016,26.437610096934,29.9199399969993,30.0959727722935,31.346752236943,62.0006588698166,45.4130403942107,50.2970259299373,48.4645097957971,47.196959454473,52.0268823819463,49.1760689956244,51.4768597951065
"Sym_113535_c0_g2",36.5470809057489,66.9863596977471,50.369731641575,88.1486757668489,35.7127445022984,71.7447746592506,81.3078881200682,118.368768630345,34.2070593409259,49.6100265447977,45.2254027670186,44.8047918484881,40.6000358852517,41.667756216846,30.1784716201149,63.1214291320582,64.4248403354532,59.9416129108806,37.3995870496803,52.6282547933289,11.0745734417072,46.1043330270129,43.6083256821505,44.3147692701576,74.2815591518045,57.9916201328675,46.9631673869282,64.8720173774779,71.3290887566874,44.5265012158888,49.2299721936443,36.8781638195709,48.065020096646,69.6733950972191,41.2845821765552,64.5083739766232,45.0634915645131,50.0430072607729,62.0589718098553,45.176101661052,57.605057389762
"Sym_113560_c0_g1",45.6838511321861,28.708439870463,18.8886493655906,40.6840042000841,23.8084963348656,50.2213422614754,40.6539440600341,26.3041708067433,5.70117655682098,43.773552833645,22.6127013835093,0,29.5272988256376,18.9398891894754,18.8615447625718,48.2693281598092,9.20354861935045,6.91633995125545,43.6328515579603,35.0855031955526,33.2237203251217,27.6417381270553,26.777042085531,23.7518366311515,22.7429958884537,26.1473551732576,22.8794918038881,27.7476180523136,20.6542142527782,25.7418835154357,25.2515805648434,29.5307901850204,30.7321100362186,20.9143939101777,22.0184438274961,18.9484640622478,24.2929873663143,25.8516009072239,22.6305273141202,29.0585862246871,24.9213368849325
"Sym_113653_c1_g2",118.778012943684,47.8473997841051,56.6659480967719,47.4646715667648,71.4254890045968,50.2213422614754,67.7565734333901,39.4562562101149,91.2188249091357,37.9370791224923,41.4566192031004,0,40.6000358852517,37.8797783789509,33.9507805726293,44.5563029167469,73.6283889548036,57.6361662604621,43.6328515579603,35.0855031955526,44.2982937668289,45.6870992439631,55.1934949109925,54.8711411062249,50.804918234691,52.1486357366088,69.8426591908163,75.0142501828063,86.2193362412484,71.659837894321,65.7814283621971,89.5814400827891,58.8827228293949,13.7366729232528,36.1552856031044,30.6519271595186,30.2447692710614,29.2905753398363,33.3625299579297,17.9998530055754,30.8452612264329
