"","OC4_F_B","OC5_H_B","OC9_C_B","OD4_C_B","OD5_F_B","OD6_H_B","OF7_C_B","OF8_F_B","OF9_H_B","OI1_C_B","OI2_F_B","OI3_H_B","OJ13_C_B","OJ14_F_B","OJ15_H_B","OL6_C_B","OL7_F_B","OL8_H_B","OM1_C_B","OM2_F_B","OM3_H_B","OR7_C_B","OR8_F_B","OR9_H_B","Control_1.1","Control_1","Control_2.1","Control_2","Control_3.1","Control_3","Control_4.1","Control_4","Cool_1","Cool_2","Cool_3","Cool_4","Heat_1.1","Heat_1","Heat_2.1","Heat_2","Heat_3.1","Heat_3","Heat_4.1","Heat_4"
"Sym_120595_c3_g2",109.140252446492,152.987997720669,103.609598551109,92.0270076057901,105.02031669151,161.279697223638,101.579383989587,142.949200637754,118.267183827322,137.423189557331,82.5298520944505,111.77174714441,116.151397711148,110.568181454536,154.334937008201,86.5976904813726,86.0553453560112,207.473420351236,84.0368732479383,75.2575967252721,169.308592100206,79.2923764926779,95.2763532755373,98.814699694088,123.097370903034,126.329969092693,102.681602375089,101.561995907529,111.611812381653,91.3045375312149,96.3919303519409,98.5092396717572,116.199980262843,97.3068651438001,100.673384488846,108.418409803769,122.574376689951,145.990854197283,116.456658094891,158.241980098378,142.003388129681,157.668700043046,158.469436884424,147.491860557032
"Sym_120676_c2_g1",41.9770201717276,39.3397708424577,97.8535097427142,55.2162045634741,68.8064143840925,64.5118788894554,29.876289408702,83.3870337053563,46.2784632367783,103.067392167998,79.0911082571817,71.1274754555336,53.0977818108106,51.8288350568138,63.7470391990394,61.3400307576389,82.1437387489198,6.91578067837455,54.9471863544212,58.5336863418783,58.5264268988365,67.964894136581,63.5175688503582,69.1702897858616,53.5770183599049,59.030898799782,62.7552650277271,74.1213324169855,65.946636572931,82.4889270109596,55.6367457645413,80.0784787009123,57.7754091809668,64.295463162077,69.5773583919049,63.3455877505165,71.8945863277595,48.9596704950583,65.5607852978643,57.2851214946639,48.8692573740318,48.9884472718601,52.2346833242892,42.3491480807319
"Sym_120913_c7_g2",159.512676652565,87.4217129832393,138.146131401479,134.972944488492,79.6705850763177,148.377321445747,107.554641871327,285.898401275507,154.261544122594,71.3543484239988,68.7748767453754,203.221358444382,106.195563621621,100.202414443173,46.9715025677132,61.3400307576389,78.2321321418284,138.315613567491,103.429997843616,108.70541749206,33.4436725136209,67.964894136581,105.862614750597,108.696169663497,48.1080839598454,63.3572676043263,114.630360267365,140.672826629683,98.7286203238851,175.262732962217,140.867505233626,161.004348710829,51.9329520727792,107.2870564406,113.500495253834,118.606860980425,44.5725006145275,61.948970830482,106.844362506106,91.1552218460717,82.669621681981,112.179427576318,77.4693315306556,141.102980458645
"Sym_120986_c2_g1",8.39540403434553,34.9686851932957,46.0487104671596,42.945936882702,90.5347557685428,77.4142546673464,59.752578817404,71.4746003188769,56.5625661782846,58.1405801973324,48.1424137217628,50.8053396110954,39.8233363581079,41.4630680454511,80.5225758303655,50.5153194474673,62.5857057134627,34.5789033918727,35.5540617587431,41.8097759584845,52.2557383025326,62.3011529585326,47.6381766377687,29.6444099082264,45.8834326784653,51.7241425965516,48.9607640464001,32.3295173308128,44.2620558816384,39.2504563639935,43.122705683763,23.5151088248711,82.1189804650821,67.7501447648154,57.7867818301482,51.2744879868691,39.6438106427288,54.9547321883308,61.2475757387943,57.9385639451734,47.9274515574016,59.897639311392,45.5885208337236,68.9999050625717
"Sym_121225_c2_g1",67.1632322747642,91.7927986324013,57.5608880839495,79.7567399250181,68.8064143840925,45.1583152226187,89.628868226106,35.7373001594384,92.5569264735566,76.6398557146654,55.0199013963003,111.77174714441,92.9211181689185,72.5603690795393,77.1674685041003,68.55650496442,46.939279285097,69.1578067837455,61.4115612196472,50.1717311501814,54.3459678346339,118.938564739017,100.569484013067,79.0517597552704,81.2924655737657,78.4514876557363,77.8126428594573,75.8560870054681,71.9417853522884,63.1785420618291,72.3785020888258,69.0623916838556,60.6966377350607,59.8811477808,52.4745440385875,59.6910346110636,92.5736551224802,88.926748450208,87.8662404461978,84.9475185662317,87.1693605836584,95.5068887989205,95.5385858018809,86.1586116125234
"Sym_121495_c10_g2",75.5586363091097,104.906055579887,46.0487104671596,92.0270076057901,57.9422436918674,58.0606910005098,77.6783524626252,83.3870337053563,61.7046176490377,36.9985510346661,89.407339768988,81.2885433777526,39.8233363581079,44.9183237159053,50.3266098939784,36.0823710339052,58.6740991063713,34.5789033918727,32.3218743261301,117.067372683757,75.248263155647,62.3011529585326,47.6381766377687,59.2888198164528,47.9226963530637,49.4167459007947,52.166528358962,33.2757471063488,50.2572046609958,53.9431405644189,55.6367457645413,49.3605437495042,90.8826661273636,56.0426126666462,94.4541792694574,59.358802507477,29.3578489624532,61.6159118475224,54.9626132384351,64.581895525353,73.9840791508362,57.015965942459,67.3962415058921,68.9999050625717
"Sym_121495_c10_g3",109.140252446492,87.4217129832393,40.2926216587647,61.3513384038601,50.699463230384,83.865442556292,77.6783524626252,95.2994670918358,61.7046176490377,39.6413046799993,61.8973890708379,91.4496112999717,76.3280613530402,69.1051134090851,93.9430051354264,57.7317936542484,101.701771784377,89.9051488188691,58.1793737870342,83.619551916969,117.052853797673,90.6198588487747,105.862614750597,118.577639632906,68.4080269024391,73.3559866192731,74.2183010544636,67.3400190256442,76.5338142045621,84.7977773853122,89.2893670628505,101.686957080524,91.8564089787282,86.3670400684616,101.839485467481,75.0844554105772,39.2152289060506,78.601919978461,66.1769580920172,76.8883950099482,76.8094966007266,74.1001723439901,65.3193157275903,78.4919554944599
"Sym_122621_c3_g1",41.9770201717276,34.9686851932957,34.5365328503697,42.945936882702,61.5636339226091,58.0606910005098,77.6783524626252,35.7373001594384,25.7102573537657,39.6413046799993,61.8973890708379,30.4832037666572,59.7350045371619,44.9183237159053,43.616395241448,54.1235565508579,54.7624924992799,76.07358746212,45.2506240565822,75.2575967252721,22.9925248531144,33.9824470682905,58.2244381128284,19.7629399388176,51.9085298988698,47.3016322630175,44.8807003758668,35.4836165825994,40.1802524573951,40.299933806881,42.6153797345423,35.8022828054343,49.6608854195951,50.0928832397077,54.6771792204541,53.6001127119755,40.9295558527632,43.1866481237589,39.3118242669525,45.8498786107481,43.1137773835141,39.5200919167947,44.1346727889124,40.7062931982897
"Sym_122968_c2_g6",67.1632322747642,61.1951990882675,51.8047992755546,42.945936882702,28.9711218459337,45.1583152226187,41.8268051721828,59.5621669323974,61.7046176490377,50.2123192613325,27.5099506981502,50.8053396110954,36.5047249949323,41.4630680454511,77.1674685041003,36.0823710339052,46.939279285097,69.1578067837455,48.4828114891952,41.8097759584845,81.5189517519509,45.3099294243874,68.8106995878881,9.8814699694088,52.5573865226057,53.2624070603896,49.057908419508,53.3042773551938,54.7216771562619,59.1905277788565,50.0561603231132,50.8434785402618,49.98546637005,50.4767367511231,50.7901759583365,44.29761381155,58.822843359076,51.0690440538024,54.2232058854517,51.0774182148239,54.4154471830761,52.8992897011262,54.0000702358457,60.2380123562134
"Sym_123848_c1_g2",193.094292789947,69.9373703865914,149.658309018269,110.432409126948,83.2919753070594,83.865442556292,41.8268051721828,297.810834661987,118.267183827322,76.6398557146654,99.7235712807943,152.416018833286,79.6466727162158,100.202414443173,46.9715025677132,50.5153194474673,89.9669519631026,96.8209294972437,61.4115612196472,142.153238258847,37.6241315778235,62.3011529585326,95.2763532755373,88.9332297246792,91.3033963399763,51.0511518936225,71.2068254881176,36.1144364329567,99.6215148229383,54.5728270301514,98.4212341488238,49.1486959222531,107.436294600562,117.459174493108,97.0455147775358,69.5472536841335,83.8948749547477,180.962047408039,70.7366367687483,130.79739717698,88.9483271261821,110.532757079785,99.9001299363146,63.3411826897153
"Sym_123931_c0_g2",50.3724242060732,56.8241134391055,28.7804440419748,24.540535361544,32.5925120766754,45.1583152226187,65.7278366991444,83.3870337053563,56.5625661782846,21.1420291626663,44.703669884494,60.9664075333145,39.8233363581079,55.2840907272681,23.4857512838566,28.8658968271242,35.2044594638228,41.4946840702473,45.2506240565822,58.5336863418783,41.8045906420261,33.9824470682905,100.569484013067,19.7629399388176,36.0578895190363,37.0144886611011,32.7376537373747,38.4800108717967,32.7819837509541,43.6582616241211,38.3876634910361,48.5131524404998,72.7061329018909,51.820224041077,73.9826287556381,46.1802623985409,19.5004690188558,30.7524460932679,30.0692323546596,38.1174762797193,34.532879943106,34.3742466151287,36.8654325648562,39.6110566099949
"Sym_123942_c3_g1",176.303484721256,122.390398176535,97.8535097427142,202.459416732738,133.991438537443,83.865442556292,203.158767979174,107.211900478315,128.551286768829,166.493479655997,127.233521978945,121.932815066629,122.788620437499,96.7471587727191,104.008327114222,137.11300992884,168.199084104931,96.8209294972437,116.358747574068,150.515193450544,96.15055847666,135.929788273162,142.914529913306,128.459109602314,117.999211716538,125.945402976734,122.596198862216,176.944968025229,140.056879994349,139.370604415464,145.940764725833,156.555544338556,149.30723720924,118.610735027354,118.035332392971,113.955611530212,140.681955064602,120.678371492355,128.163941183795,114.679150064413,119.504693621294,151.082018056913,121.707850608483,140.555362164498
"Sym_124087_c4_g1",125.931060515183,152.987997720669,126.633953784689,177.918881371194,115.884487383735,180.633260890475,155.35670492525,59.5621669323974,128.551286768829,150.636957783998,134.111009653482,172.738154677724,155.974734069256,103.657670113628,134.204293050609,155.154195445793,168.199084104931,159.062955602615,80.8046858153253,150.515193450544,183.940198824915,158.584752985356,148.207660650836,108.696169663497,135.425646754016,133.636725295923,131.630625561254,212.11317468265,133.168836715938,180.0903291995,130.890094898951,155.708153029552,124.963665925125,151.814063764785,156.257531137127,145.849893474528,144.539190694706,120.123273187422,140.733866184513,121.213574569508,137.712939409477,145.112837506981,150.992504082538,155.341056106478
"Sym_124628_c1_g1",58.7678282404187,39.3397708424577,28.7804440419748,18.405401521158,79.6705850763177,38.7071273336732,53.7773209356636,35.7373001594384,0,26.4275364533329,41.2649260472252,50.8053396110954,33.1861136317566,48.3735793863596,46.9715025677132,43.2988452406863,46.939279285097,20.7473420351236,45.2506240565822,50.1717311501814,43.8948201741274,50.9736706024358,26.4656536876493,49.407349847044,34.1113196478287,38.5527531249391,32.5433649911588,26.1790237898289,23.2152569753838,39.880142829726,27.9029272071408,42.5814132774693,39.923456905949,47.9816889269231,47.2918730224307,41.9719890864436,16.5003968621087,45.8511199874356,37.9562441198162,50.968511139739,48.9739024647685,27.9933984410629,40.9154378325447,40.3412143355247
"Sym_125225_c1_g2",243.46671699602,131.132569474859,212.975285910613,319.026959700072,307.818169613046,283.852267113604,185.232994333952,309.723268048466,323.949242657448,280.131886405329,395.455541285909,264.187765977696,252.21446360135,338.615055704517,201.306439575914,241.751885927165,363.779414459502,283.547007813357,281.200306637332,192.324969409029,269.639609641068,328.496988326808,322.880974989321,276.681159143446,233.402996938132,258.428429924778,221.683459432312,393.158471735202,247.204219880736,247.256885544301,229.480437697515,340.863154047005,456.360816339547,325.123924168831,239.439400946444,288.37746591319,292.292744414498,245.020391797265,273.7039551627,227.942508152722,227.393782170816,288.579004517428,230.01952994692,248.07108724877
"Sym_125225_c1_g3",67.1632322747642,34.9686851932957,80.5852433175294,55.2162045634741,86.9133655378011,51.6095031115643,119.505157634808,35.7373001594384,41.1364117660251,52.8550729066658,79.0911082571817,101.610679222191,92.9211181689185,86.3813917613564,60.3919318727741,72.1647420678105,121.259804819834,69.1578067837455,90.5012481131643,83.619551916969,52.2557383025326,67.964894136581,89.9832225380075,29.6444099082264,67.2957012617491,87.777215967754,78.3955090981049,126.479379996643,86.3556536941476,99.7003570743151,74.9151318349295,110.79641365232,79.1977519109883,71.0128996118462,82.0157688306812,68.9935335114891,58.2871161882283,55.9539091372095,51.6352801500097,50.3150686892295,41.9626813854106,48.1651120235936,40.3962063879692,42.1666086493494
"Sym_125797_c5_g1",235.071312961675,292.862738493852,328.097062078512,325.162093540458,358.51763284343,270.949891335712,227.059799506135,297.810834661987,380.511808835733,343.557973893328,350.751871401415,284.509901822134,348.454193133444,317.883521681791,281.829015406279,360.823710339052,312.928528567314,297.378569170106,281.200306637332,259.220610942604,317.714888879398,379.470658929244,232.897752451313,286.562629112855,308.855752898275,324.381518811831,316.884945078089,435.423401709142,323.10025230026,315.053128354836,316.909609613223,404.629350049583,369.373121617642,275.414894440539,308.498492236733,254.268303278297,342.115371303333,292.869865682458,316.959285312231,294.920359329943,274.902653365271,337.773285601355,295.858077119086,325.10272729217
"Sym_126375_c0_g3",193.094292789947,227.296453756422,166.926575443454,184.05401521158,220.904804075244,212.889200335203,203.158767979174,250.161101116069,190.255904417866,206.134784335997,268.222019306964,223.54349428882,235.621406785472,141.665482488624,204.661546902179,227.318937513603,219.049969997119,193.641858994487,213.324370552459,225.772790175816,202.752264613827,158.584752985356,185.259575813545,237.155279265811,232.197977494051,210.357665429842,228.289276803651,197.762023087021,225.902308260466,196.672072797123,261.780189797903,199.98434892503,209.030132092936,202.674654027323,194.091029555072,206.205392292765,224.255393716842,193.729308421489,202.59761471746,216.507265268806,210.23198729,189.778774725441,219.323362188666,228.174289228081
"Sym_126811_c0_g5",142.721868583874,222.92536810726,201.463108293823,233.135085934668,170.20534084486,148.377321445747,125.480415516548,297.810834661987,236.534367654645,224.63405985333,226.957093259739,274.348833899915,162.611956795607,158.941760840896,224.79219085977,205.66951489326,242.519609639668,159.062955602615,148.680621900199,108.70541749206,213.203412274333,266.195835368276,142.914529913306,326.08850899049,172.31778050357,192.763765624695,187.39149572521,273.144995204721,212.508890774667,370.045746362142,237.935870184528,328.15228441194,187.28320841246,169.855178801308,219.356550758836,192.362387976656,203.897761224629,167.195609445709,160.574630156235,180.02339511536,187.314712418666,180.722086994509,201.25410791744,157.166450420302
"Sym_127086_c1_g3",285.443737167748,288.49165284469,391.414038970857,319.026959700072,296.95399892082,283.852267113604,179.257736452212,333.548134821425,298.238985303682,325.058698375995,312.925689191458,203.221358444382,292.037799959458,224.591618579527,342.220947279053,353.607236132271,293.370495531856,255.883885099858,216.556557985072,167.239103833938,378.331545310336,396.461882463389,280.535929089082,454.547618592805,352.792615705533,335.437794645667,314.844913242823,212.901699495597,316.977547163895,320.930202035006,262.456624396864,235.151088248711,256.418950859347,339.518430846908,384.683756174238,403.883493926807,222.969648506807,337.277730077069,308.332866194091,336.08723371204,325.13229691888,240.208058681768,321.404264192197,225.618737188727
"Sym_127107_c0_g1",75.5586363091097,39.3397708424577,40.2926216587647,79.7567399250181,115.884487383735,25.8047515557821,83.6536103443656,47.6497335459179,71.988720590544,47.5695656159992,75.652364419913,60.9664075333145,39.8233363581079,48.3735793863596,43.616395241448,79.3812162745915,78.2321321418284,76.07358746212,48.4828114891952,117.067372683757,73.1580336235457,96.2836000268231,95.2763532755373,79.0517597552704,55.0601192141583,67.2029287639212,65.8638849671811,34.6950917696528,69.2631018551287,70.1050931848868,76.6062183323319,58.8936959758032,94.1284756319123,89.8217216712001,119.97883402403,72.8695747199997,22.929122912281,61.3938725255494,54.0999713266211,48.3547413377011,58.8105409940169,54.1342925735261,44.0308264999973,55.8570660030343
"Sym_127689_c0_g1",117.535656480837,131.132569474859,149.658309018269,134.972944488492,105.02031669151,141.926133556802,155.35670492525,83.3870337053563,113.125132356569,116.281160394665,82.5298520944505,81.2885433777526,82.9652840793915,138.21022681817,150.979829681935,108.247113101716,129.083018034017,124.484052210742,84.0368732479383,100.343462300363,121.233312861876,101.947341204872,116.448876225657,148.222049541132,117.535742699584,112.581730447141,119.779012042086,127.898724659947,118.499855660064,97.60140218854,108.060427184018,106.77130493455,137.94690394332,138.763044376662,110.002192317928,125.694479190273,112.824142180523,113.906172172177,110.418164712193,111.629751962035,119.609338712031,117.531106690051,124.30400783136,129.785535712933
"Sym_128149_c1_g1",209.885100858638,122.390398176535,97.8535097427142,214.72968441351,195.555072460052,122.572569889965,161.331962806991,262.073534502549,113.125132356569,137.423189557331,158.182216514363,71.1274754555336,189.160847701013,200.404828886347,100.653219787957,205.66951489326,199.491936961662,82.9893681404946,223.020932850298,117.067372683757,106.601706137167,164.248494163404,89.9832225380075,118.577639632906,207.912201005652,196.60942678429,185.448608263051,125.217740295929,171.053074747196,159.310675830327,176.380321679078,127.320544177906,122.367018321486,166.400497198569,157.553198891166,194.577268667233,125.03872167585,149.210424365892,115.963719859568,143.103896661575,136.457198320637,108.886086583252,126.900165054237,97.1109774954713
"Sym_128217_c1_g1",41.9770201717276,30.5975995441338,40.2926216587647,42.945936882702,28.9711218459337,38.7071273336732,5.9752578817404,59.5621669323974,20.5682058830126,29.0702900986662,41.2649260472252,50.8053396110954,29.8675022685809,24.1867896931798,50.3266098939784,43.2988452406863,39.1160660709142,41.4946840702473,22.6253120282911,25.0858655750907,39.7143611099248,67.964894136581,37.051915162709,39.5258798776352,27.2519781969066,29.9961570448404,28.6575900668413,24.4442692013463,26.1490531865587,30.2249503551608,27.5647099076603,26.2691305791353,57.450828230512,52.9717845753231,54.0293453434345,50.9422558832825,28.6078309232665,30.0863281273488,26.495430148573,31.9097729998793,26.7891432285913,22.0242178911304,27.0000351179229,26.4682175504574
"Sym_128685_c8_g1",134.326464549528,118.019312527373,92.0974209343193,92.0270076057901,115.884487383735,103.219006223129,89.628868226106,119.124333864795,128.551286768829,95.1391312319984,82.5298520944505,81.2885433777526,119.470009074324,127.844459806807,104.008327114222,61.3400307576389,93.8785585701941,131.399832889116,100.197810411003,133.79128306715,91.9700994124574,96.2836000268231,58.2244381128284,128.459109602314,108.729831377454,102.294586845225,104.52734546414,115.44003261539,103.320649176159,93.8232833941449,107.722209884537,101.05141359877,91.8564089787282,94.0441102967693,81.3679349536616,91.5853165553796,107.895452208724,106.800913869039,115.963719859568,109.342703385252,108.516959093942,121.23611530725,118.59246194103,120.110945849662
"Sym_128696_c2_g1",50.3724242060732,78.6795416849154,80.5852433175294,92.0270076057901,119.505877614477,116.12138200102,131.455673398289,59.5621669323974,149.119492651841,84.5681166506653,140.98849732802,111.77174714441,116.151397711148,131.299715477262,114.073649093018,133.504772825449,125.171411426925,103.736710175618,119.590935006681,100.343462300363,119.143083329774,141.593529451211,127.035137700716,118.577639632906,112.808358726651,120.176911237341,108.510264761565,155.023978225312,120.158088301162,124.677920215038,119.390706716614,135.794457267949,107.111713650107,99.226132700877,97.5637818791515,101.663023697507,140.253373327924,112.129857596392,122.988089712911,107.164561883554,104.435800555211,124.32362248825,113.192454917446,121.206182437957
"Sym_129674_c4_g3",75.5586363091097,74.3084560357534,34.5365328503697,73.6216060846321,50.699463230384,83.865442556292,59.752578817404,23.824866772959,97.6989779443097,73.9971020693321,48.1424137217628,30.4832037666572,66.3722272635132,76.0156247499936,77.1674685041003,64.9482678610294,46.939279285097,27.6631227134982,58.1793737870342,50.1717311501814,91.9700994124574,62.3011529585326,47.6381766377687,39.5258798776352,67.9445578854849,66.2415134740225,62.6581206546192,52.8311624674258,69.5182145691439,63.8082285275617,68.4890031448001,61.2240220755652,64.5916091405191,59.1134407579693,83.3114365847204,61.0199630254101,41.4652830236109,70.0534060824984,56.441427944402,68.1758290031552,68.0193089788451,51.8701206407931,73.3154799740521,58.0475391796238
"Sym_130165_c13_g1",58.7678282404187,39.3397708424577,69.0730657007395,49.0810707230881,72.4278046148342,45.1583152226187,77.6783524626252,59.5621669323974,61.7046176490377,47.5695656159992,65.3361329081066,0,96.2397295320941,58.7393463977223,50.3266098939784,43.2988452406863,46.939279285097,76.07358746212,71.1081235174862,66.8956415335752,54.3459678346339,56.6374117804842,121.742006963187,39.5258798776352,46.9957583191553,53.1662655313997,56.829458268143,65.1321495493936,51.9154373020946,61.7092736417866,45.9975527293472,62.2832612118207,127.560313528764,76.3868487716616,74.8895961834656,59.2480584729481,53.1441353480905,39.5229993112036,49.2938235322288,45.958785685833,37.5675875744698,48.9884472718601,48.4962169233461,57.8649997482414
"Sym_130366_c3_g5",159.512676652565,69.9373703865914,103.609598551109,67.4864722442461,115.884487383735,96.767818334183,53.7773209356636,35.7373001594384,107.983080885816,73.9971020693321,106.601058955332,101.610679222191,86.2838954425672,124.389204136353,43.616395241448,101.030638894935,140.817837855291,62.2420261053709,100.197810411003,108.70541749206,64.7971154951405,124.602305917065,52.9313073752985,69.1702897858616,100.758164285842,96.9106612217919,108.024542896026,58.3508361580524,90.6925698324061,95.7123427913425,79.4810653779162,66.9439134113447,94.1284756319123,108.822470486262,122.699736307512,110.965522597933,48.9654634154785,87.0394142134371,74.0639698571738,88.1058237436941,83.0882020449277,74.71767378019,76.9501000860802,68.4522867684243
"Sym_130444_c3_g1",327.420757339476,467.70616446033,374.145772545672,251.540487455826,311.439559843787,393.522461225678,286.812378323539,250.161101116069,401.080014718745,404.341307735993,285.415738493308,386.120581044325,335.179747680742,348.98082271588,395.902664499297,382.473132959396,383.337447494959,387.283717988975,384.630304480948,259.220610942604,407.594758759754,300.178282436566,301.708452039202,345.851448929308,332.770754173112,332.265124189001,325.142216792264,375.337810962607,337.259007928104,298.891175734368,347.349166566468,308.238588650337,470.317797209107,365.236616111739,341.278886413924,328.688294481701,480.332981382036,355.040875834913,436.250338260225,365.927772285306,369.920395754181,411.873457945345,366.681246159176,410.166102316399
"Sym_130891_c0_g1",277.048333133402,415.253136670387,230.243552335798,233.135085934668,257.118706382662,341.912958114113,310.713409850501,107.211900478315,385.653860306486,240.490581725329,264.783275469695,345.476309355449,202.435293153715,279.875709306795,345.576054605319,220.102463306822,242.519609639668,373.452156632226,261.807182041654,376.287983626361,349.068331860918,209.558423587792,190.552706551075,266.799689174038,270.109743080905,272.75351774427,283.564425102067,226.1489163531,263.276320863694,274.963090036532,294.925485146991,248.285653538278,367.750216865368,305.547395086646,313.810730028293,277.192318425774,212.790832260701,313.519522625952,284.548596339791,319.206637073878,314.981723117421,299.282362744893,325.558115748801,319.444004919314
"Sym_131189_c6_g1",58.7678282404187,148.616912071507,166.926575443454,300.621558178914,166.583950614119,135.474945667856,95.6041261078464,154.861634024233,159.403595593347,198.206523399997,110.039802792601,193.060290522162,139.381677253378,162.39701651135,191.241117597118,184.020092272917,195.580330354571,117.568271532367,145.448434467585,83.619551916969,209.022953210131,249.204611834131,142.914529913306,148.222049541132,134.498708720107,144.981425716728,123.859075712619,153.446928599419,136.357745641128,242.849080284174,155.918175060508,181.341740126934,142.815618200143,196.149144333262,160.014967623841,161.243314274042,297.114288952127,155.427525381138,185.22154192235,140.490126859537,128.190236152439,139.761158393248,162.415595863198,143.841071929382
"Sym_131859_c1_g2",75.5586363091097,34.9686851932957,63.3169768923445,18.405401521158,36.2139023074171,77.4142546673464,65.7278366991444,59.5621669323974,46.2784632367783,39.6413046799993,17.1937191863439,60.9664075333145,33.1861136317566,27.642045363634,30.1959659363871,28.8658968271242,27.3812462496399,48.4104647486218,48.4828114891952,33.4478207667876,16.7218362568104,22.6549647121937,58.2244381128284,39.5258798776352,21.4122685832838,30.28458163181,37.8863055120953,11.5124622690211,18.8783408371253,13.6432067575379,32.8070780496079,36.0141306326854,43.4938473609526,57.7699534680154,59.8598502366109,52.3819283321579,55.0727531631422,33.9720162618772,23.6610352954698,45.0875290851537,43.3230675649875,39.3142581047281,42.473132166271,43.6269241004091
"Sym_132105_c3_g7",58.7678282404187,26.2265138949718,46.0487104671596,49.0810707230881,32.5925120766754,6.45118788894554,77.6783524626252,83.3870337053563,61.7046176490377,39.6413046799993,41.2649260472252,71.1274754555336,29.8675022685809,38.0078123749968,23.4857512838566,32.4741339305147,27.3812462496399,34.5789033918727,16.1609371630651,33.4478207667876,35.5339020457222,28.3187058902421,37.051915162709,9.8814699694088,32.0720559732303,31.3421384506986,32.5433649911588,46.0498490760846,39.2873579583419,38.4108744096835,46.8430959780485,50.8434785402618,47.0642378159561,39.344984920077,39.2587329473877,32.1157700133737,39.7509560768983,27.6438955856452,28.0974794133704,25.5931626449544,28.882045043325,32.1100746823957,23.6769538726401,42.5316875121143
"Sym_132395_c3_g1",58.7678282404187,30.5975995441338,28.7804440419748,30.67566920193,61.5636339226091,45.1583152226187,59.752578817404,0,41.1364117660251,44.9268119706659,30.9486945354189,40.6442716888763,53.0977818108106,24.1867896931798,10.0653219787957,36.0823710339052,46.939279285097,55.3262454269964,58.1793737870342,50.1717311501814,20.902295321013,28.3187058902421,37.051915162709,29.6444099082264,39.2094788343249,36.9183471321112,36.817717407908,25.0750890517036,37.2464562462202,30.4348458437383,33.3144039988287,29.8705436424038,38.6251331041295,37.425717363,47.1623062470268,49.7240715034649,19.9290507555339,41.521353208961,34.3824419137296,45.0875290851537,37.9861679374166,32.9334099306623,39.1500509209882,35.9602679823456
"Sym_132541_c0_g1",33.5816161373821,52.4530277899436,40.2926216587647,36.810803042316,28.9711218459337,38.7071273336732,29.876289408702,11.9124333864795,87.4148750028034,36.9985510346661,44.703669884494,60.9664075333145,56.4163931739862,34.5525567045425,30.1959659363871,36.0823710339052,39.1160660709142,69.1578067837455,42.0184366239691,33.4478207667876,41.8045906420261,28.3187058902421,15.8793922125896,49.407349847044,35.9651957156455,30.8614308057492,26.6175582315747,25.5482039394716,24.3632641884523,31.6942187752033,27.7338185574005,28.3876088516462,25.3173141354799,28.5970866004462,33.2986612788074,31.1190737026139,49.2868997179871,64.1693640502125,58.4131808856911,65.3442450509474,60.9034428087506,59.897639311392,65.8385471721658,61.6983278072731
"Sym_133183_c1_g1",50.3724242060732,56.8241134391055,63.3169768923445,55.2162045634741,47.0780729996423,64.5118788894554,35.8515472904424,35.7373001594384,25.7102573537657,58.1405801973324,30.9486945354189,40.6442716888763,56.4163931739862,76.0156247499936,53.6817172202437,57.7317936542484,50.8508858921885,13.8315613567491,32.3218743261301,25.0858655750907,64.7971154951405,39.6461882463389,42.3450459002388,69.1702897858616,48.0153901564546,35.7646487842327,37.1091505272318,37.69148605885,33.1646528219769,36.7317105010635,39.9096413386983,35.5904349781833,49.0117235186854,47.7897621712154,47.0327394716228,49.9455595725226,34.6079752367605,79.0459986224071,54.5929095619434,76.7794879348632,71.4725969731557,50.2234501442599,76.5347149304198,55.8570660030343
"Sym_133411_c1_g2",25.1862121030366,78.6795416849154,63.3169768923445,116.567542967334,68.8064143840925,58.0606910005098,53.7773209356636,35.7373001594384,143.977441181088,47.5695656159992,92.8460836062568,101.610679222191,66.3722272635132,58.7393463977223,83.8776831566307,43.2988452406863,66.4973123205541,41.4946840702473,84.0368732479383,133.79128306715,50.1655087704313,56.6374117804842,31.7587844251791,69.1702897858616,38.6533160139798,32.4958367985771,59.1609232227334,76.6446118184147,45.5376194517144,86.8967322710872,68.3198944950598,107.406848416303,55.5033425277828,37.425717363,64.3946873757481,42.0827331209725,89.4664375315636,123.453863017018,52.0049838265014,133.628981129188,96.9013540221701,75.5410090284565,103.742442626173,90.7220973970851
"Sym_133813_c2_g1",327.420757339476,301.604909792176,437.462749438017,239.270219775054,318.682340305271,367.717709669895,382.416504431386,428.847601913261,303.381036774435,280.131886405329,378.261822099565,304.832037666572,444.693922665538,459.549004170416,288.53923005881,368.040184545833,336.398168209862,428.778402059222,420.184366239691,401.373849201451,255.008002916359,379.470658929244,269.949667614022,335.969978959899,388.94319902796,360.338450654044,359.531324872474,478.634561458619,338.407015141172,320.300515569273,283.595205614394,315.229566949623,261.612246066625,313.800245582077,261.206619214302,362.24373694395,462.439693875723,391.677363960467,385.107996345538,379.976784971259,388.651866996047,397.46509110068,419.539007216955,361.245534705898
