"","OC4_F_B","OC5_H_B","OC9_C_B","OD4_C_B","OD5_F_B","OD6_H_B","OF7_C_B","OF8_F_B","OF9_H_B","OI1_C_B","OI2_F_B","OI3_H_B","OJ13_C_B","OJ14_F_B","OJ15_H_B","OM1_C_B","OM2_F_B","OM3_H_B","OR7_C_B","OR8_F_B","OR9_H_B"
"Sym_117034_c8_g6",1.5887474947617,1.64092068056195,9.58484409057707,6.96745437487544,5.24557782702531,1.26665245298644,4.63479037827412,4.58587077824307,9.82342985661104,4.37156649995338,5.62941171134671,0,5.57602693795622,2.49996224772262,2.00046493141735,3.07562338115151,0,5.77656673424481,4.21886169758901,2.9678297132614,7.7730860826944
"Sym_117037_c0_g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sym_117081_c0_g1",0,0,0,1.16124239581257,1.96709168513449,0,0,2.29293538912154,1.96468597132221,0.971459222211863,3.12745095074817,0,0.619558548661802,0,0.666821643805785,0.615124676230302,3.15658659713994,1.15531334684896,0,0,0
"Sym_11708_c0_g1",1.5887474947617,0,0,0,0,0,0,2.29293538912154,0,0,0,2.049385485081,0.619558548661802,0,0.666821643805785,0.615124676230302,1.57829329856997,0.770208897899308,0,0.989276571087134,0
"Sym_117102_c8_g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385104448949654,0,0,0
"Sym_11710_c0_g1",0,0,0,0,0.655697228378164,0,0,0,0,0,0,2.049385485081,0,0,0,0,0,0.385104448949654,0,0,0
"Sym_117115_c1_g2",0,0,0,0,0,0,0,0,0,0,0,0,0,1.24998112386131,0,0,0,0,0,0.989276571087134,0
"Sym_117123_c3_g1",0,0,1.06498267673079,1.16124239581257,1.31139445675633,0,1.15869759456853,0,0,0.485729611105931,0,0,0,0,0,0,1.57829329856997,0,0,0,0
"Sym_117167_c0_g1",0,1.64092068056195,0,0,0,0,2.31739518913706,2.29293538912154,1.96468597132221,0,1.25098038029927,0,0.619558548661802,0.624990561930655,0,1.2302493524606,0,0.770208897899308,1.05471542439725,0,0
"Sym_117230_c3_g6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385104448949654,0,0,0
"Sym_117239_c3_g1",0,0.820460340280975,1.06498267673079,0,0,0,0,2.29293538912154,0,0.485729611105931,0,0,0,0.624990561930655,1.33364328761157,0,0,0,1.05471542439725,0,0
"Sym_117258_c1_g3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.624990561930655,0,0,0,0,0,0,0
"Sym_117261_c4_g4",0,0,0,1.16124239581257,0,0,1.15869759456853,0,0,0,0,0,0,0,0,0.615124676230302,0,0.385104448949654,0,0.989276571087134,0
"Sym_117295_c0_g1",0,0,0,0,1.31139445675633,0,0,0,0,0.485729611105931,0.625490190149635,0,0,0.624990561930655,0,0,0,0,0,0,0
"Sym_117295_c0_g2",1.5887474947617,0,4.25993070692314,3.48372718743772,1.96709168513449,3.79995735895933,0,2.29293538912154,0.982342985661104,0.971459222211863,1.8764705704489,4.09877097016199,2.47823419464721,1.87497168579196,2.00046493141735,3.69074805738181,4.73487989570992,1.15531334684896,1.05471542439725,2.9678297132614,0
"Sym_117295_c0_g3",4.76624248428509,4.10230170140488,5.32491338365393,9.28993916650059,9.17976119729429,0,1.15869759456853,11.4646769456077,7.85874388528883,10.6860514443305,14.3862743734416,4.09877097016199,9.91293677858883,13.1248018005437,6.66821643805785,9.22687014345454,11.0480530899898,7.31698453004343,11.6018696683698,8.90348913978421,7.7730860826944
"Sym_117295_c0_g4",1.5887474947617,0,1.06498267673079,2.32248479162515,1.31139445675633,2.53330490597289,3.47609278370559,2.29293538912154,2.94702895698331,5.34302572216525,1.25098038029927,2.049385485081,1.2391170973236,4.99992449544524,2.66728657522314,1.84537402869091,4.73487989570992,3.08083559159723,3.16414627319176,5.93565942652281,3.8865430413472
"Sym_117295_c0_g5",11.1212324633319,14.7682861250576,14.909757474231,20.9023631246263,13.7696417959414,17.7331343418102,16.2217663239594,18.3434831129723,28.487946584172,12.6289698887542,16.2627449438905,12.296312910486,17.9671979111923,13.1248018005437,29.3401523274545,20.2991143156,4.73487989570992,17.7148046516841,13.7113005171643,13.8498719952199,21.3759867274096
"Sym_117295_c0_g6",1.5887474947617,0,0,0,0,1.26665245298644,1.15869759456853,0,0,0.485729611105931,1.25098038029927,2.049385485081,0,0,1.33364328761157,0.615124676230302,1.57829329856997,0.770208897899308,0,3.95710628434854,0
"Sym_117295_c0_g7",12.7099799580936,16.4092068056195,6.38989606038471,11.6124239581257,11.8025501108069,13.9331769828509,15.0630687293909,9.17174155648615,14.7351447849166,12.6289698887542,11.8843136128431,14.345698395567,11.7716124245742,11.2498301147518,11.3359679446983,14.7629922295273,4.73487989570992,11.9382379174393,11.6018696683698,20.7748079928298,19.432715206736
"Sym_117309_c3_g1",1.5887474947617,2.46138102084293,2.12996535346157,2.32248479162515,0,3.79995735895933,1.15869759456853,2.29293538912154,2.94702895698331,0.485729611105931,0.625490190149635,2.049385485081,0,0,3.33410821902892,1.2302493524606,1.57829329856997,1.15531334684896,0,0.989276571087134,1.9432715206736
"Sym_117309_c3_g2",7.94373747380849,13.9478257847766,3.19494803019236,3.48372718743772,12.4582473391851,6.33326226493222,16.2217663239594,11.4646769456077,7.85874388528883,9.71459222211863,6.88039209164598,14.345698395567,11.1520538759124,15.6247640482664,9.33550301328098,5.53612208607272,15.7829329856997,11.5531334684896,13.7113005171643,7.91421256869707,9.716357603368
"Sym_117310_c2_g1",0,2.46138102084293,0,0,0.655697228378164,0,1.15869759456853,2.29293538912154,0.982342985661104,1.94291844442373,0.625490190149635,8.19754194032398,0.619558548661802,0.624990561930655,0,1.2302493524606,1.57829329856997,0.770208897899308,1.05471542439725,0,1.9432715206736
"Sym_117310_c2_g4",0,0.820460340280975,0,0,0.655697228378164,0,0,0,0,0,0.625490190149635,0,0,0,2.00046493141735,0,0,0.770208897899308,0,0,0
"Sym_117313_c3_g1",1.5887474947617,2.46138102084293,2.12996535346157,2.32248479162515,4.58988059864715,1.26665245298644,3.47609278370559,2.29293538912154,2.94702895698331,1.45718883331779,5.62941171134671,4.09877097016199,1.85867564598541,1.24998112386131,3.33410821902892,0.615124676230302,1.57829329856997,3.08083559159723,2.1094308487945,0.989276571087134,0
"Sym_117318_c2_g1",0,0,0,1.16124239581257,0,0,0,2.29293538912154,0,0,0,0,0,0.624990561930655,1.33364328761157,0,0,0.385104448949654,0,1.97855314217427,1.9432715206736
"Sym_117322_c0_g2",4.76624248428509,9.02506374309073,3.19494803019236,1.16124239581257,5.24557782702531,7.59991471791867,6.95218556741118,2.29293538912154,1.96468597132221,1.45718883331779,3.75294114089781,0,4.33690984063262,1.24998112386131,3.33410821902892,2.46049870492121,4.73487989570992,5.39146228529516,1.05471542439725,0,0
"Sym_11732_c0_g1",0,0,0,0,0.655697228378164,0,0,2.29293538912154,0,0,0,0,0,0,0,0,0,0.770208897899308,0,0.989276571087134,0
"Sym_117342_c6_g1",1.5887474947617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sym_117342_c6_g4",1.5887474947617,1.64092068056195,1.06498267673079,0,1.96709168513449,2.53330490597289,1.15869759456853,0,0,0,0.625490190149635,0,0,0.624990561930655,0,1.84537402869091,0,0.770208897899308,1.05471542439725,0,0
"Sym_117355_c0_g1",3.1774949895234,4.10230170140488,6.38989606038471,4.64496958325029,2.62278891351266,3.79995735895933,5.79348797284265,0,4.91171492830552,2.42864805552966,1.25098038029927,4.09877097016199,5.57602693795622,4.99992449544524,4.00092986283471,7.38149611476363,1.57829329856997,4.62125338739585,7.38300797078077,3.95710628434854,1.9432715206736
"Sym_117360_c0_g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666821643805785,0,0,0.385104448949654,0,0,0
"Sym_117360_c2_g1",0,0.820460340280975,0,0,1.96709168513449,2.53330490597289,2.31739518913706,0,0,0.485729611105931,1.25098038029927,0,1.85867564598541,1.87497168579196,0,0,1.57829329856997,0,1.05471542439725,1.97855314217427,0
"Sym_117373_c6_g2",0,0.820460340280975,0,0,1.31139445675633,0,0,0,0,0,0.625490190149635,0,0.619558548661802,0,1.33364328761157,1.2302493524606,0,0.385104448949654,0,0,1.9432715206736
"Sym_117387_c6_g1",0,1.64092068056195,1.06498267673079,0,0,1.26665245298644,0,0,1.96468597132221,0.485729611105931,0.625490190149635,2.049385485081,0,0,2.00046493141735,1.2302493524606,1.57829329856997,1.92552224474827,4.21886169758901,0,0
"Sym_117396_c0_g2",0,0.820460340280975,0,0,0,0,0,0,0,0,0,0,0,0,0.666821643805785,0,0,0,0,0,0
"Sym_117396_c0_g3",0,0,0,0,0.655697228378164,0,0,0,0,0,0,0,0,0,0,0,1.57829329856997,0.385104448949654,0,0,0
"Sym_11739_c0_g1",1.5887474947617,1.64092068056195,0,0,0.655697228378164,0,0,0,0,0,0,0,0.619558548661802,0.624990561930655,0,0,0,0.770208897899308,0,0,0
"Sym_117418_c1_g1",0,0,0,0,0,1.26665245298644,0,0,0,0.971459222211863,0,0,1.2391170973236,0.624990561930655,0.666821643805785,0,0,0,0,0.989276571087134,0
"Sym_117418_c3_g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385104448949654,0,0,0
"Sym_117444_c0_g1",31.774949895234,55.7913031391063,45.7942550994238,61.5458469780664,60.9798422391692,54.4660554784171,32.4435326479189,43.5657723933092,93.3225836378049,53.4302572216525,42.5333329301752,55.3334080971869,51.4233595389296,53.1241977641056,58.0134830111033,41.2133533074303,34.7224525685394,59.6911895871964,64.3376408882324,42.5388925567468,79.6741323476176
"Sym_11746_c0_g1",0,0,0,0,0,0,0,0,0,0.485729611105931,0,0,0,0,0,0,0,0.770208897899308,0,1.97855314217427,0
"Sym_117491_c0_g1",0,0.820460340280975,0,0,0,0,0,0,0,0,1.25098038029927,0,0.619558548661802,0,0,0.615124676230302,0,0,0,0,1.9432715206736
"Sym_117552_c0_g1",0,0,0,0,0,0,0,0,0,0.485729611105931,0,0,0,0,0,0.615124676230302,0,0,0,0,0
"Sym_117556_c0_g4",0,1.64092068056195,2.12996535346157,0,0.655697228378164,2.53330490597289,0,2.29293538912154,0,0.485729611105931,0,2.049385485081,0,1.87497168579196,1.33364328761157,0.615124676230302,1.57829329856997,0,1.05471542439725,0,0
"Sym_117588_c1_g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sym_117599_c3_g1",0,1.64092068056195,0,0,0.655697228378164,1.26665245298644,0,0,0,0.485729611105931,0,0,0.619558548661802,1.24998112386131,0.666821643805785,0,0,0.385104448949654,0,0.989276571087134,0
"Sym_117599_c3_g2",0,0,0,0,0,0,0,0,0,0,0,0,0.619558548661802,0,0,0,0,0,0,0,0
"Sym_117601_c0_g1",1.5887474947617,0.820460340280975,3.19494803019236,2.32248479162515,1.96709168513449,1.26665245298644,3.47609278370559,2.29293538912154,0.982342985661104,0.971459222211863,0.625490190149635,0,1.85867564598541,3.74994337158393,0,0.615124676230302,0,1.15531334684896,0,0.989276571087134,0
"Sym_117613_c0_g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sym_117615_c8_g2",3.1774949895234,5.74322238196683,1.06498267673079,0,3.93418337026898,2.53330490597289,9.26958075654824,4.58587077824307,5.89405791396662,6.80021455548304,5.00392152119708,2.049385485081,2.47823419464721,1.87497168579196,4.66775150664049,3.07562338115151,6.31317319427989,3.46594004054689,1.05471542439725,2.9678297132614,1.9432715206736
"Sym_117637_c0_g1",0,0.820460340280975,0,0,0,0,0,0,0,0,0,2.049385485081,0,0,0,0.615124676230302,0,0.770208897899308,0,0,0
"Sym_117637_c1_g8",1.5887474947617,0.820460340280975,5.32491338365393,5.80621197906287,6.55697228378164,0,2.31739518913706,0,2.94702895698331,1.94291844442373,3.12745095074817,0,0.619558548661802,1.87497168579196,1.33364328761157,1.84537402869091,3.15658659713994,1.54041779579862,2.1094308487945,2.9678297132614,1.9432715206736
"Sym_117658_c4_g1",0,0,0,0,0,0,1.15869759456853,0,0.982342985661104,0.485729611105931,0,0,0,0,0,0.615124676230302,0,0.385104448949654,0,0,0
"Sym_117671_c0_g1",0,0,1.06498267673079,0,0,0,2.31739518913706,0,1.96468597132221,0.971459222211863,0.625490190149635,0,0.619558548661802,0.624990561930655,2.00046493141735,0.615124676230302,0,1.15531334684896,1.05471542439725,0.989276571087134,0
"Sym_117687_c2_g2",0,0,0,0,0,0,0,0,0,0,0.625490190149635,0,0,0,0,0,0,0,0,0,0
"Sym_117703_c1_g1",0,0.820460340280975,0,0,0,0,1.15869759456853,0,0,0,0,0,0,0.624990561930655,0,0.615124676230302,0,0,0,0.989276571087134,0
"Sym_117709_c0_g1",0,0,0,0,0,0,0,2.29293538912154,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sym_117709_c0_g2",0,0,0,0,0,0,0,0,0,0,0,0,0.619558548661802,0,0,0.615124676230302,0,0,0,0,0
"Sym_117747_c2_g1",3.1774949895234,0.820460340280975,1.06498267673079,2.32248479162515,1.31139445675633,0,3.47609278370559,4.58587077824307,1.96468597132221,1.94291844442373,3.75294114089781,2.049385485081,0.619558548661802,3.74994337158393,1.33364328761157,4.92099740984242,1.57829329856997,0,1.05471542439725,2.9678297132614,3.8865430413472
"Sym_117760_c6_g1",14.2987274528553,4.92276204168585,4.25993070692314,9.28993916650059,7.2126695121598,5.06660981194578,5.79348797284265,2.29293538912154,7.85874388528883,8.25740338880084,3.75294114089781,6.14815645524299,3.71735129197081,6.24990561930655,2.66728657522314,3.69074805738181,3.15658659713994,6.16167118319446,7.38300797078077,8.90348913978421,9.716357603368
"Sym_117838_c4_g1",3.1774949895234,2.46138102084293,0,1.16124239581257,1.31139445675633,1.26665245298644,1.15869759456853,0,2.94702895698331,2.91437766663559,1.25098038029927,0,1.85867564598541,1.87497168579196,2.66728657522314,1.2302493524606,3.15658659713994,3.08083559159723,2.1094308487945,4.94638285543567,0
"Sym_117890_c4_g2",1.5887474947617,0,0,0,0,0,2.31739518913706,0,0,0.971459222211863,0,0,0.619558548661802,0,0,0.615124676230302,0,0,0,0,0
"Sym_117890_c4_g5",0,2.46138102084293,0,0,0,0,0,0,0,0,0,0,0.619558548661802,0,0,0,0,0,0,0.989276571087134,0
"Sym_117890_c4_g6",1.5887474947617,0.820460340280975,1.06498267673079,2.32248479162515,1.96709168513449,2.53330490597289,1.15869759456853,0,3.92937194264442,0.485729611105931,2.50196076059854,2.049385485081,1.2391170973236,0.624990561930655,1.33364328761157,1.2302493524606,1.57829329856997,2.31062669369792,2.1094308487945,1.97855314217427,1.9432715206736
"Sym_117890_c4_g7",0,0,0,0,0.655697228378164,1.26665245298644,0,0,0,0.485729611105931,0,0,0,0,0,0,0,0.385104448949654,0,0,0
"Sym_117890_c4_g8",0,0,0,0,0,0,0,0,0,0,1.25098038029927,0,0,0,0,0,0,0,0,0,0
"Sym_117890_c5_g3",0,0,0,0,0,1.26665245298644,1.15869759456853,0,0.982342985661104,0,0,0,0,0,0,0,0,0.385104448949654,0,0.989276571087134,0
"Sym_117916_c3_g2",0,0.820460340280975,1.06498267673079,0,0,1.26665245298644,1.15869759456853,0,0,0.971459222211863,0.625490190149635,0,0.619558548661802,0,0,0,0,0.385104448949654,0,0.989276571087134,0
"Sym_117916_c3_g3",0,0,1.06498267673079,1.16124239581257,0,0,0,0,0,0,1.25098038029927,0,1.2391170973236,0.624990561930655,0,0,0,0.385104448949654,1.05471542439725,0,0
"Sym_117929_c1_g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9678297132614,0
"Sym_117929_c4_g1",1.5887474947617,0,0,0,0,0,0,0,0,0,1.8764705704489,0,0,0,0.666821643805785,0,0,0,0,0,0
"Sym_117960_c0_g2",7.94373747380849,4.92276204168585,6.38989606038471,18.5798783330012,5.24557782702531,7.59991471791867,8.11088316197971,11.4646769456077,2.94702895698331,5.82875533327118,5.62941171134671,4.09877097016199,3.09779274330901,8.12487730509851,4.66775150664049,6.76637143853333,11.0480530899898,5.0063578363455,4.21886169758901,11.8713188530456,7.7730860826944
"Sym_117960_c0_g3",7.94373747380849,31.1774929306771,18.1047055044234,11.6124239581257,11.1468528824288,13.9331769828509,13.9043711348224,9.17174155648615,19.6468597132221,14.086158722072,12.5098038029927,24.5926258209719,14.2498466192214,11.8748206766824,20.6714709579793,16.6083662582182,17.3612262842697,22.7211624880296,15.8207313659588,11.8713188530456,21.3759867274096
"Sym_117966_c0_g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sym_117966_c0_g2",0,0,0,0,0,0,0,0,0,0,0.625490190149635,0,0,0.624990561930655,0,0,0,0,0,0,0
"Sym_118026_c4_g1",0,0,0,0,0,0,0,0,0,0,0,0,0.619558548661802,0,0,0,0,0,0,0,0
"Sym_118026_c5_g1",0,0,0,0,0,0,0,0,0,0,0,0,0.619558548661802,0,0,0,0,0,0,0,0
"Sym_118081_c2_g1",1.5887474947617,0,0,1.16124239581257,1.31139445675633,1.26665245298644,1.15869759456853,0,0,0.485729611105931,0.625490190149635,0,0,0,0.666821643805785,1.84537402869091,1.57829329856997,0.770208897899308,0,1.97855314217427,0
"Sym_118090_c1_g1",0,0.820460340280975,0,0,0,0,0,0,0.982342985661104,0,0.625490190149635,0,0,0,0,0,0,0.770208897899308,0,0.989276571087134,0
"Sym_118118_c0_g1",0,0,0,0,0,1.26665245298644,1.15869759456853,0,0,0.485729611105931,0.625490190149635,0,0,0,0.666821643805785,0.615124676230302,0,1.54041779579862,2.1094308487945,0,0
