"","OC4_F_B","OC5_H_B","OC9_C_B","OD4_C_B","OD5_F_B","OD6_H_B","OF7_C_B","OF8_F_B","OF9_H_B","OI1_C_B","OI2_F_B","OI3_H_B","OJ13_C_B","OJ14_F_B","OJ15_H_B","OM1_C_B","OM2_F_B","OM3_H_B","OR7_C_B","OR8_F_B","OR9_H_B"
"Sym_100346_c0_g1",1.5887474947617,4.92276204168585,7.4548787371155,1.16124239581257,2.62278891351266,1.26665245298644,4.63479037827412,0,1.96468597132221,2.91437766663559,1.25098038029927,2.049385485081,6.19558548661802,3.12495280965327,4.00092986283471,5.53612208607272,1.57829329856997,8.08719342794273,6.32829254638351,0.989276571087134,5.8298145620208
"Sym_100365_c0_g2",1.5887474947617,1.64092068056195,0,2.32248479162515,0.655697228378164,2.53330490597289,1.15869759456853,0,0.982342985661104,1.45718883331779,1.25098038029927,2.049385485081,0,0.624990561930655,1.33364328761157,0.615124676230302,0,2.31062669369792,3.16414627319176,0,0
"Sym_100382_c0_g5",7.94373747380849,0.820460340280975,6.38989606038471,8.12869677068802,5.24557782702531,3.79995735895933,2.31739518913706,2.29293538912154,4.91171492830552,1.94291844442373,4.37843133104744,4.09877097016199,3.09779274330901,4.37493393351458,2.66728657522314,3.07562338115151,6.31317319427989,1.92552224474827,5.27357712198626,6.92493599760994,0
"Sym_100387_c0_g1",0,0.820460340280975,1.06498267673079,0,0,0,1.15869759456853,0,0,0.485729611105931,0,0,0,0,0,0,0,0.770208897899308,0,0,0
"Sym_100410_c0_g1",1.5887474947617,0,3.19494803019236,4.64496958325029,0.655697228378164,1.26665245298644,6.95218556741118,0,0,3.40010727774152,0.625490190149635,2.049385485081,1.85867564598541,1.24998112386131,2.66728657522314,1.84537402869091,0,1.15531334684896,0,0.989276571087134,1.9432715206736
"Sym_100410_c0_g4",0,0.820460340280975,1.06498267673079,1.16124239581257,6.55697228378164,3.79995735895933,3.47609278370559,2.29293538912154,3.92937194264442,0.971459222211863,1.8764705704489,0,1.85867564598541,1.87497168579196,2.66728657522314,0.615124676230302,0,2.69573114264758,4.21886169758901,0.989276571087134,1.9432715206736
"Sym_100437_c0_g1",15.887474947617,21.3319688473054,14.909757474231,10.4511815623132,15.0810362526978,13.9331769828509,24.3326494859391,13.7576123347292,16.6998307562388,12.6289698887542,10.0078430423942,18.444469365729,12.391170973236,10.6248395528211,14.0032545199215,12.302493524606,17.3612262842697,18.870117998533,10.5471542439725,18.7962548506556,15.5461721653888
"Sym_100437_c0_g2",0,0,0,1.16124239581257,0.655697228378164,1.26665245298644,0,0,0,0.971459222211863,2.50196076059854,0,0,1.24998112386131,0,0,1.57829329856997,0.385104448949654,1.05471542439725,0,0
"Sym_100439_c1_g1",3.1774949895234,9.02506374309073,3.19494803019236,1.16124239581257,6.55697228378164,7.59991471791867,3.47609278370559,4.58587077824307,4.91171492830552,5.82875533327118,1.8764705704489,10.246927425405,3.71735129197081,5.62491505737589,11.3359679446983,4.92099740984242,4.73487989570992,8.08719342794273,6.32829254638351,5.93565942652281,9.716357603368
"Sym_100466_c0_g1",1.5887474947617,3.2818413611239,4.25993070692314,1.16124239581257,1.96709168513449,1.26665245298644,4.63479037827412,2.29293538912154,4.91171492830552,0.971459222211863,1.8764705704489,2.049385485081,3.71735129197081,1.24998112386131,3.33410821902892,3.07562338115151,3.15658659713994,1.92552224474827,3.16414627319176,3.95710628434854,0
"Sym_100467_c0_g1",3.1774949895234,1.64092068056195,0,1.16124239581257,0,0,2.31739518913706,0,0.982342985661104,1.94291844442373,1.25098038029927,2.049385485081,0.619558548661802,1.87497168579196,0.666821643805785,7.38149611476363,6.31317319427989,0,1.05471542439725,1.97855314217427,3.8865430413472
"Sym_100475_c0_g1",0,0,0,0,0,0,0,0,0,0,0,0,0.619558548661802,0,0,0,0,0,0,0,0
"Sym_100490_c0_g1",1.5887474947617,0.820460340280975,2.12996535346157,1.16124239581257,0,0,0,2.29293538912154,0.982342985661104,0,0,0,0,0,0.666821643805785,0,0,0,0,0,0
"Sym_100492_c0_g1",0,0.820460340280975,0,0,0,0,0,0,0,0.971459222211863,0.625490190149635,2.049385485081,0,0,0.666821643805785,0,0,1.15531334684896,0,0,0
"Sym_100493_c0_g1",3.1774949895234,1.64092068056195,3.19494803019236,2.32248479162515,1.31139445675633,0,1.15869759456853,6.87880616736461,1.96468597132221,0.971459222211863,1.25098038029927,2.049385485081,0.619558548661802,1.87497168579196,2.00046493141735,1.84537402869091,4.73487989570992,1.15531334684896,0,0.989276571087134,1.9432715206736
"Sym_100511_c0_g1",0,1.64092068056195,1.06498267673079,1.16124239581257,0,1.26665245298644,0,0,0,0.485729611105931,0.625490190149635,0,1.2391170973236,0,0.666821643805785,0,0,0.770208897899308,1.05471542439725,0.989276571087134,1.9432715206736
"Sym_100536_c1_g2",1.5887474947617,0,0,0,0.655697228378164,0,0,2.29293538912154,0,0,0,0,0.619558548661802,0,0,0,1.57829329856997,0,2.1094308487945,1.97855314217427,1.9432715206736
"Sym_100536_c1_g4",3.1774949895234,1.64092068056195,1.06498267673079,2.32248479162515,3.27848614189082,0,0,2.29293538912154,0.982342985661104,2.91437766663559,1.8764705704489,4.09877097016199,1.85867564598541,1.87497168579196,4.00092986283471,0,3.15658659713994,2.31062669369792,2.1094308487945,0.989276571087134,0
"Sym_100539_c0_g1",0,0.820460340280975,4.25993070692314,2.32248479162515,1.96709168513449,2.53330490597289,0,2.29293538912154,4.91171492830552,1.45718883331779,1.25098038029927,2.049385485081,0,0.624990561930655,1.33364328761157,0.615124676230302,1.57829329856997,1.54041779579862,1.05471542439725,0,3.8865430413472
"Sym_100541_c0_g1",0,0.820460340280975,2.12996535346157,1.16124239581257,0.655697228378164,0,1.15869759456853,0,0,0,0,0,0,0.624990561930655,1.33364328761157,0.615124676230302,0,0.385104448949654,0,0,0
"Sym_100546_c0_g1",1.5887474947617,0,1.06498267673079,0,0.655697228378164,0,0,2.29293538912154,2.94702895698331,1.45718883331779,0,2.049385485081,0,0,0.666821643805785,0.615124676230302,4.73487989570992,1.15531334684896,1.05471542439725,0.989276571087134,0
"Sym_100571_c0_g1",4.76624248428509,2.46138102084293,1.06498267673079,0,0.655697228378164,1.26665245298644,2.31739518913706,2.29293538912154,0.982342985661104,0.971459222211863,1.25098038029927,0,1.2391170973236,0.624990561930655,0.666821643805785,1.84537402869091,1.57829329856997,0.385104448949654,0,0,3.8865430413472
"Sym_100572_c0_g3",1.5887474947617,1.64092068056195,1.06498267673079,0,0,0,2.31739518913706,2.29293538912154,1.96468597132221,2.91437766663559,0,0,1.2391170973236,1.87497168579196,1.33364328761157,3.07562338115151,0,1.15531334684896,0,0,3.8865430413472
"Sym_100588_c0_g2",0,0.820460340280975,0,0,0,0,0,0,0,0,0,0,0,0.624990561930655,0,0,0,0,0,0,3.8865430413472
"Sym_10059_c0_g1",1.5887474947617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sym_100611_c0_g1",3.1774949895234,1.64092068056195,1.06498267673079,4.64496958325029,1.96709168513449,0,3.47609278370559,0,2.94702895698331,2.91437766663559,1.8764705704489,2.049385485081,1.85867564598541,1.87497168579196,3.33410821902892,2.46049870492121,3.15658659713994,3.85104448949654,1.05471542439725,6.92493599760994,1.9432715206736
"Sym_100611_c0_g2",14.2987274528553,4.10230170140488,3.19494803019236,6.96745437487544,2.62278891351266,3.79995735895933,11.5869759456853,2.29293538912154,1.96468597132221,2.91437766663559,2.50196076059854,0,3.71735129197081,3.12495280965327,3.33410821902892,1.84537402869091,7.89146649284986,5.39146228529516,3.16414627319176,9.89276571087134,1.9432715206736
"Sym_100629_c0_g1",15.887474947617,35.2797946320819,39.4043590390391,20.9023631246263,26.8835863635047,35.4662686836204,44.0305085936042,22.9293538912154,38.3113764407831,28.65804705525,24.3941174158358,49.1852516419439,41.5104227603407,38.7494148397006,30.6737956150661,55.3612208607272,39.4573324642493,24.2615802838282,23.2037393367396,27.6997439904398,27.2058012894304
"Sym_100635_c0_g1",0,0,0,0,0,0,2.31739518913706,0,0,0.971459222211863,0,0,0,0,0,0,0,0.770208897899308,0,0,0
