baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sym_100008_c0_g1	0.10975532656405	1.05708587182248	3.69556961768801	0.286041390415967	0.774846420368546	NA
Sym_100008_c0_g2	0.629070293156159	-0.136056585794328	1.77052207472538	-0.0768454614243834	0.93874648465034	NA
Sym_100008_c0_g3	6.87917155072205	0.0804582445866236	0.368725616833641	0.218206278363687	0.827268393519546	0.964054721501435
Sym_100031_c0_g1	0	NA	NA	NA	NA	NA
Sym_100036_c0_g1	1.53803672934359	0.876786579535956	0.917559829523249	0.955563388156957	0.339292865988744	NA
Sym_100044_c0_g1	0.420281561456025	-0.325119696225673	2.83081359661823	-0.114850266585575	0.9085638056563	NA
Sym_100066_c0_g1	0.335615564912557	1.10062640587772	3.64910577510644	0.301615374754551	0.76294528617406	NA
Sym_100071_c0_g1	1.04322659677114	0.457993129270785	1.19941038796979	0.381848559812807	0.702573697481357	NA
Sym_100075_c2_g1	0.0975897850038569	0.683576481762839	3.6982436891	0.184838139189577	0.853355992502117	NA
Sym_100075_c2_g2	0.340111749847475	1.39216625593448	3.34098106263656	0.416693848254212	0.676902354586785	NA
Sym_100097_c0_g1	0.807034557176971	-0.448500301621972	1.51736906747831	-0.295577596271503	0.767552685115028	NA
Sym_100097_c0_g3	2.17857109190182	0.413699064568295	0.749682449788989	0.551832398750615	0.581063187607478	NA
Sym_100100_c0_g2	14.7320037408413	-0.219014881867418	0.249828353450198	-0.87666143110965	0.380670561623406	0.796513116721984
Sym_100110_c0_g3	1.26271975768138	0.232934943971322	1.00511658972254	0.231749178506369	0.816732832084089	NA
Sym_100136_c0_g1	2.1288614165319	0.34437258691711	0.747126555742665	0.460929389097666	0.644849265727304	NA
Sym_100136_c0_g3	0.274306107121482	0.718683548438872	3.56614817560933	0.201529356899499	0.840284676809734	NA
Sym_100168_c0_g1	0.842880433368758	-0.284480548577105	1.55718761756845	-0.18268867885125	0.855042299233182	NA
Sym_100192_c0_g1	0.348716540632819	0.754303849427012	2.83292926506415	0.266262860400057	0.790036774038574	NA
Sym_100201_c0_g1	0	NA	NA	NA	NA	NA
Sym_100207_c0_g1	0.23218531834776	0.156134681134171	3.68852645174961	0.0423298255215468	0.966235769260139	NA
Sym_100207_c0_g2	0.851912080922858	1.19105730158193	1.38275615681614	0.861364670633176	0.389037227738816	NA
Sym_100213_c0_g1	3.44773571369939	-0.460742366887456	0.519896706762967	-0.886219052542527	0.375499498810998	0.796107286389038
Sym_100228_c1_g1	0.0615148669398304	0.643304163936151	3.69543707203086	0.174080670674935	0.861802063822408	NA
Sym_100230_c0_g1	10.8790215671913	-0.0392534276735689	0.291200072733242	-0.13479882510032	0.892770934793748	0.987292063869154
Sym_100230_c0_g3	0.169989772705166	-0.288226413014916	3.68597976998755	-0.0781953323134733	0.937672674924801	NA
Sym_100232_c0_g1	0.837047858521912	0.544040226599502	1.44203561426667	0.377272392732246	0.705971186343217	NA
Sym_100232_c0_g2	0.0295027880315144	-0.140803771280862	3.6982436891	-0.0380731458275341	0.969629362306249	NA
Sym_100246_c0_g1	0.340969032635047	0.662134796703397	2.84020999963874	0.233128816808482	0.815661378738882	NA
Sym_100246_c0_g3	9.49234123571029	0.367832922837565	0.352352394485912	1.04393478969893	0.296515560961891	0.728459169634417
Sym_100252_c0_g1	0.550649079032525	-0.0859347486213911	2.11792160859871	-0.0405750374671555	0.967634684979149	NA
Sym_100267_c0_g2	0.10569171064513	-0.214225049400005	3.68767924502517	-0.0580921048621579	0.95367526318158	NA
Sym_100267_c0_g3	0.189194007735267	-0.12599823039786	3.68388645761288	-0.0342025281852757	0.972715650521715	NA
Sym_100278_c0_g1	0.0297852471499826	0	3.69824368909948	0	1	NA
Sym_100304_c0_g2	0.167772198187625	0.00912152816439567	3.6843648796597	0.0024757396355483	0.998024647586145	NA
Sym_100317_c0_g1	0.611350768638338	0.938690560058693	1.82705307308914	0.513773011788639	0.607410698829194	NA
Sym_100317_c0_g2	0.587395093166358	0.590439646870219	2.02337853157628	0.291808792895636	0.77043282194794	NA
Sym_100330_c0_g1	0.0895680509969473	0.437491226487341	3.69198571505598	0.118497540416596	0.905673443830101	NA
Sym_100339_c0_g1	1.9346454216905	0.0269588555716961	0.759777770020855	0.0354825537616823	0.971694957696485	NA
Sym_100341_c0_g1	0.0802162488282185	-0.552985441958742	3.6982436891	-0.149526501887526	0.881138198949426	NA
Sym_100346_c0_g1	3.50008345565094	-0.277266157611165	0.475843921055546	-0.582682987724455	0.560106727689994	0.876758492599012
Sym_100365_c0_g2	1.12801342251856	0.617942694851266	1.03375587846711	0.597764624823776	0.54999699777027	NA
Sym_100382_c0_g5	4.09158748929365	-0.649492080788495	0.506845063250736	-1.28144107120797	0.200038785889512	0.637483875185903
Sym_100387_c0_g1	0.204765672408835	0.0284407847452884	3.67187540743908	0.00774557456052796	0.993819987437538	NA
Sym_100410_c0_g1	1.7184458153487	-1.25615267768532	0.812410630136548	-1.54620413752364	0.12205527459123	NA
Sym_100410_c0_g4	2.03872116566313	0.422129442253421	0.71109435947462	0.593633512386885	0.552757261485931	NA
Sym_100437_c0_g1	15.1385073835335	0.29601545280162	0.253918895548338	1.16578741476633	0.243700406810468	0.688923096491578
Sym_100437_c0_g2	0.515481255036465	-0.292619626027116	2.20691969758062	-0.132591877424406	0.894516156575817	NA
Sym_100439_c1_g1	5.81157536111967	1.03533095140848	0.386832601356885	2.67643147908648	0.00744107795039734	0.132088410647249
