baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sym_100008_c0_g3	35.2252015748793	0.0761134637233305	0.118462258531567	0.642512346690132	0.520540575315654	0.649387252373984
Sym_100100_c0_g2	106.340705829466	0.0816386079415173	0.108037147975905	0.755653119977997	0.449857198332677	0.584350587524921
Sym_100230_c0_g1	75.8871009983174	0.189424675430294	0.0496750014183365	3.81327971860654	0.000137134754857442	0.000764556597877776
Sym_100246_c0_g3	93.4650827941802	-0.292851262361513	0.204810828002078	-1.42986220610632	0.152756571071553	0.267323999375217
Sym_100437_c0_g1	113.544407617753	-0.108879659894401	0.0730720436627921	-1.49003167882989	0.13621590659798	0.245188631876363
Sym_100629_c0_g1	184.415875250849	0.539520931444642	0.128460508215608	4.19989722085726	2.67036168832384e-05	0.000184871193807035
Sym_100793_c2_g1	124.844292673603	-0.377966575758104	0.0920773082601104	-4.10488298257353	4.04519591414946e-05	0.000252324101575659
Sym_100802_c0_g1	147.432029328871	-0.191384705541647	0.0757735092608732	-2.52574689239676	0.0115452626592881	0.0336736827562568
Sym_101037_c0_g1	154.158176816567	-0.0219079570611142	0.108346230029759	-0.202203224377045	0.839757852507671	0.893661228175393
Sym_101057_c0_g1	206.211583778268	-0.211569337378319	0.139245735790333	-1.51939544990366	0.128662986597135	0.236319771300859
Sym_101136_c0_g1	29.9114219260998	-0.0293617853557015	0.16099607508358	-0.182375783636082	0.85528782895205	0.904053876231638
Sym_101138_c0_g1	103.802112787497	0.168618692355559	0.130448465506107	1.29260771064927	0.196146771433905	0.320967444164572
Sym_101210_c1_g3	70.3552126618472	0.0827402725821477	0.0630913792313141	1.31143547011065	0.189710681818511	0.314863050753063
Sym_101245_c3_g1	34.5104068142616	0.284856800441563	0.221904744895726	1.28368954244497	0.199250604924811	0.323525466759358
Sym_101261_c1_g1	87.760895319142	-0.201585911885939	0.0633884391298877	-3.18016841324763	0.00147189482561039	0.00594419064188812
Sym_101299_c0_g1	61.5093716057145	-0.224780306701669	0.111059029534226	-2.02397146494421	0.0429730878489189	0.100990039156489
Sym_101312_c0_g2	35.0916852089459	-0.207475868127586	0.103446660109629	-2.00563138440342	0.0448955908659519	0.102851717256544
Sym_101326_c0_g1	193.338538183708	0.12474022747267	0.0996666769967771	1.25157405896761	0.210725112016707	0.336093216634241
Sym_101441_c0_g1	133.967373929656	0.253140543670891	0.112002534647898	2.26013227706577	0.023813042438237	0.0611646607353589
Sym_101501_c0_g1	156.126979325805	0.16431841725059	0.0701552068484619	2.34221271138897	0.0191697859893692	0.0501118886859029
Sym_101501_c0_g2	87.1639782575397	-0.113603568265285	0.133629636954311	-0.85013752079658	0.395248633308151	0.531004695011224
Sym_101543_c0_g2	308.177945557891	-0.346435325039699	0.0723088676296419	-4.7910489597777	1.65911631742041e-06	1.57999371205714e-05
Sym_101543_c0_g3	266.483482329964	-0.285386407389932	0.107540363695294	-2.65376085391108	0.00796002189029547	0.0249493223427171
Sym_101592_c0_g2	216.906726217139	-1.04740115766633	0.0972387478483103	-10.7714381441876	4.69607780325047e-27	2.9585290160478e-25
Sym_101592_c0_g3	130.553292852716	0.313179984397834	0.138658680793053	2.25863957890421	0.0239058137313676	0.0611646607353589
Sym_101757_c0_g1	152.655837890226	0.0435205410824822	0.0954794788246986	0.455810417256115	0.64852631244471	0.758017767792519
Sym_101757_c0_g2	34.6035139916701	0.249304417356105	0.0966171611044438	2.58033267078304	0.00987051781543947	0.0297532355202242
Sym_101806_c0_g1	111.217531877909	0.0077949739802154	0.133197118377516	0.0585220917326634	0.953332765990879	0.967815189452334
Sym_101851_c0_g1	351.166020634042	-0.491440258503871	0.112515194323827	-4.36776793976348	1.25522758644856e-05	9.3034515230893e-05
Sym_101880_c0_g1	155.135404688041	0.373899454593029	0.0828164774544217	4.5147954378862	6.33779121613766e-06	5.25369535021938e-05
Sym_101971_c0_g1	46.733151344385	0.177644104520564	0.121161413773153	1.4661772175518	0.142600013548528	0.254498607749497
Sym_101976_c0_g1	143.740440083196	-0.138239156548743	0.121448782315024	-1.13825065936163	0.255015830508132	0.385275715156171
Sym_102048_c0_g1	40.3533695912389	0.0381805545025255	0.170945144252783	0.223349745729346	0.823263313459771	0.880372487250239
Sym_102230_c0_g1	45.4557332562847	-0.084082093713618	0.158171256510172	-0.531588959769126	0.595010712888011	0.708613892475325
Sym_102324_c0_g5	66.80075731971	-0.00775953818143458	0.0721315752094097	-0.107574777882049	0.914333005196903	0.941225152408576
Sym_102382_c3_g3	652.757883250741	-0.127133101417885	0.0633191844641394	-2.00781331114406	0.0446631337992358	0.102692606910652
Sym_102395_c0_g1	178.731049468121	1.11977493822547	0.0731115671138245	15.3159750560693	5.98082047661483e-53	1.88395845013367e-50
Sym_102471_c7_g1	232.199080318066	0.429989477355926	0.161978463751603	2.65460893625539	0.00794003977106711	0.0249493223427171
Sym_102539_c1_g2	66.1626223141336	0.0437630109557378	0.0835252227836677	0.523949646552694	0.600313562720843	0.711219267935106
Sym_102539_c1_g5	255.625454662439	0.0797069424783219	0.0925507061361878	0.861224574138134	0.389114368040942	0.526055905291402
Sym_102539_c1_g6	35.8791595825575	-0.413693959200378	0.0970716126912332	-4.26173984062943	2.02841500953671e-05	0.000141989050667569
Sym_102539_c1_g8	46.8331933454583	-0.0227899099539759	0.127330506719173	-0.178982323570257	0.857951581316973	0.904053876231638
Sym_102539_c1_g9	76.4872255953795	-0.1128073082349	0.148918057132477	-0.757512624104056	0.448742805604755	0.58410737093181
Sym_102575_c0_g1	37.7042425040144	-0.479277868353258	0.12191253085638	-3.9313257217002	8.44787248509372e-05	0.000497398099589631
Sym_102636_c0_g1	319.183816610628	-0.291165436402363	0.0441391798495016	-6.59653027979067	4.20891572937868e-11	8.55360293389861e-10
Sym_102664_c0_g1	133.050490381608	0.06932154471864	0.17088113638858	0.405671135993644	0.68498425314456	0.78193410080787
Sym_102695_c0_g1	93.0161563480633	-0.320491034740458	0.145541314588948	-2.20206225047245	0.0276609115492301	0.0692709815317944
Sym_102764_c1_g1	34.6113223284104	0.124433159084685	0.169065699176535	0.736004758450464	0.461727801932271	0.594864039299245
