"","OC4_F_B.host","OC4_F_B.sym","OC5_H_B.host","OC5_H_B.sym","OC9_C_B.host","OC9_C_B.sym","OD4_C_B.host","OD4_C_B.sym","OD5_F_B.host","OD5_F_B.sym","OD6_H_B.host","OD6_H_B.sym","OE10_F_W.host","OE11_C_W.host","OE3_H_W.host","OF7_C_B.host","OF7_C_B.sym","OF8_F_B.host","OF8_F_B.sym","OF9_H_B.host","OF9_H_B.sym","OH1_C_W.host","OH11_F_W.host","OH15_H_W.host","OI1_C_B.host","OI1_C_B.sym","OI2_F_B.host","OI2_F_B.sym","OI3_H_B.host","OI3_H_B.sym","OJ13_C_B.host","OJ13_C_B.sym","OJ14_F_B.host","OJ14_F_B.sym","OJ15_H_B.host","OJ15_H_B.sym","OM1_C_B.host","OM1_C_B.sym","OM2_F_B.host","OM2_F_B.sym","OM3_H_B.host","OM3_H_B.sym","ON4_C_W.host","ON5_F_W.host","ON6_H_W.host","OQ1_C_W.host","OQ11_H_W.host","OQ4_F_W.host","OR7_C_B.host","OR7_C_B.sym","OR8_F_B.host","OR8_F_B.sym","OR9_H_B.host","OR9_H_B.sym"
"ORTHOMCL8145",2.39182839137695,3.67034883742839,1.11916026186974,7.8957854434481,2.50836604462082,0,1.63768878668415,0,0.971768267787942,1.79959695543843,2.95451444532722,7.64630971583131,0.457942985768273,1.2378564729576,0.963773293440238,0,7.67438563935537,1.28817167642974,0,0.39384885295296,12.2979366436395,0.637832119637958,1.60733196499359,0.661278166220848,0.507414726493514,6.96895041096225,0,0,0.92020395880332,16.0573874590562,1.38549757797703,1.96087993784924,1.30971459704092,1.86263546783223,1.90641175820976,8.43862313694457,1.07627020141052,9.7932594481108,0.909050944369577,3.24520061614001,0.820734967988371,8.14542679723346,0,0.81866479520787,0,0,0.892848808848857,0.944609019963046,1.42573494747197,3.25849551156513,0.811498997474853,8.16528248780975,0,4.8190702377585
"ORTHOMCL5408",0,14.6813953497135,0,0,2.50836604462082,4.72090889099754,0.818844393342077,13.1228421764399,1.29569102371726,14.3967756435074,0.738628611331806,0,0.915885971536546,0.618928236478801,0,1.26655232342405,17.9068998251625,0,0,2.36309311771776,2.45958732872791,5.10265695710367,1.60733196499359,3.96766899732509,3.5519030854546,6.96895041096225,1.10376239929112,6.53137741664735,2.76061187640996,5.35246248635207,5.54199031190812,7.84351975139696,0.785828758224551,16.7637192104901,7.62564703283905,0,2.87005387042807,9.7932594481108,2.72715283310873,3.24520061614001,2.46220490396511,1.01817834965418,1.62927350179003,0.682220662673225,2.06679945805066,0.688706385461368,0.892848808848857,0.629739346642031,0.712867473735987,6.51699102313027,0.405749498737427,8.16528248780975,1.15682845189324,0
"ORTHOMCL3470",33.4855974792772,11.0110465122852,41.4089296891804,7.8957854434481,23.8294774238978,2.36045444549877,30.2972425536569,9.84213163232992,32.3922755929314,12.597178688069,28.0678872306086,11.469464573747,50.8316714202783,17.9489188578852,24.094332336006,21.5313894982088,2.55812854645179,36.0688069400327,0,18.5108960887891,7.37876198618372,19.1349635891388,28.9319753698846,13.5562024075274,25.6244436879224,4.18137024657735,33.1128719787337,9.79706612497102,33.1273425169195,5.35246248635207,22.1679612476325,15.6870395027939,32.2189790872066,3.72527093566446,26.6897646149367,12.6579347054169,28.7005387042807,11.751911337733,48.1797000515876,19.4712036968401,36.1123385914883,6.1090700979251,19.5512820214803,40.3874632302549,19.6345948514812,26.170842647532,20.5355226035237,33.0613156987066,16.3959518959277,6.51699102313027,47.8784408510163,10.8870433170797,20.8229121340783,9.63814047551699
"ORTHOMCL1829",100.456792437832,44.0441860491406,98.4861030445371,37.5049808563785,97.8262757402119,18.8836355639902,110.54399310118,26.2456843528798,74.1783111078129,39.5911330196454,169.884580606315,57.3473228687348,43.9625266337542,84.7931683975957,112.761475332508,89.9252149631075,69.0694707541984,71.4935280418506,23.6528144158718,109.09613226797,27.055460616007,65.6967083227097,73.1336044072082,174.577435882304,104.02001893117,29.2695917260415,70.2728727548682,35.9225757915604,138.030593820498,37.4672374044645,114.996298972094,37.2567188191356,96.6569372616197,31.6648029531479,169.670646480669,61.1800177428481,70.6750765592911,33.2970821235767,57.2702094952834,35.6972067775401,117.365100422337,45.8180257344382,76.1685362086838,83.5038091112027,75.438180218849,87.4657109535937,135.713018945026,76.0410261070252,148.989302010821,39.1019461387816,85.2073947348596,43.5481732683187,82.1348200844201,48.190702377585
"ORTHOMCL8796",111.817977296872,22.0220930245703,23.5023654992645,1.97394636086203,48.9131378701059,9.44181778199508,37.6668420937356,0,125.034183788715,5.39879086631529,27.3292586192768,7.64630971583131,65.9437899506313,50.7521153912617,30.8407453900876,44.3293313198417,7.67438563935537,90.1720173500819,4.73056288317437,14.5724075592595,2.45958732872791,38.2699271782775,58.6676167222659,29.7575174799382,59.3675229997411,9.75653057534716,85.725546344944,6.53137741664735,24.8455068876896,0,33.598316265943,5.88263981354772,66.5335015296786,11.1758128069934,10.4852646701537,4.21931156847229,31.9293493085122,7.83460755848864,123.630928434263,6.49040123228002,18.0561692957442,8.14542679723346,66.3928951979436,107.5179764373,19.6345948514812,28.9256681893774,19.1962493902504,75.7261564337042,81.9797594796385,3.25849551156513,150.938813530323,13.6088041463496,16.1955983265054,9.63814047551699
"ORTHOMCL4705",22.1244126202368,3.67034883742839,10.0724423568277,3.94789272172405,10.0334641784833,2.36045444549877,11.4638215067891,3.28071054410997,20.7310563794761,10.7975817326306,12.5566863926407,3.82315485791566,11.4485746442068,9.90285178366081,8.19207299424203,12.6655232342405,2.55812854645179,21.8989184993056,0,10.240070176777,14.7575239723674,7.6539854356555,11.2513237549551,12.2336460750857,16.4909786110392,4.18137024657735,18.0281191884217,3.26568870832367,13.8030593820498,0,13.5086013852761,5.88263981354772,15.716575164491,9.31317733916115,6.67244115373417,4.21931156847229,17.5790799563719,7.83460755848864,12.7267132211741,0,12.3110245198256,3.05453504896255,12.2195512634252,23.059058398355,11.3673970192786,8.26447662553641,8.48206368406414,14.3265701361062,9.98014463230382,6.51699102313027,17.8529779444468,16.3305649756195,13.8819414227189,0
"ORTHOMCL8156",97.4670069486105,36.7034883742839,39.1706091654409,41.4528735781026,31.3545755577602,21.2440900094889,21.289954226894,62.3335003380895,82.9242255179044,39.5911330196454,25.8520013966132,45.8778582949879,45.336355591059,32.1842682968976,28.431312156487,41.7962266729936,48.604442382584,67.6290130125614,23.6528144158718,20.4801403535539,31.9746352734628,24.8754526658804,48.2199589498076,26.4511266488339,48.2043990168838,43.207492547966,68.065347956286,26.1255096665894,33.1273425169195,58.8770873498728,41.2185529448167,41.178478694834,92.9897363899052,37.2527093566446,28.5961763731464,48.5220830374313,32.2881060423157,35.2557340131989,75.4512283826749,55.1684104743802,27.0842539436163,57.0179875806342,40.3245191693032,81.3207029906484,11.3673970192786,24.7934298766092,23.6604934344947,76.8282002903278,38.4948435817433,58.6529192081724,92.5108857121333,35.3828907805089,13.8819414227189,38.552561902068
"ORTHOMCL2376.1",3.58774258706542,7.34069767485677,2.23832052373948,9.86973180431013,3.13545755577602,9.44181778199508,7.3695995400787,9.84213163232992,3.56315031522245,1.79959695543843,6.64765750198625,0,5.037372843451,1.2378564729576,5.30075311392131,0,10.2325141858072,8.37311589679332,9.46112576634874,14.1785587063065,9.83834931491163,3.18916059818979,4.01832991248397,7.27405982842933,4.82043990168838,12.5441107397321,5.51881199645562,8.16422177080918,4.6010197940166,5.35246248635207,2.07824636696555,7.84351975139696,1.5716575164491,9.31317733916115,0.953205879104881,10.5482789211807,2.87005387042807,5.87595566886648,0.909050944369577,0,4.10367483994186,10.1817834965418,1.22195512634252,3.9568798435047,12.4007967483039,2.0661191563841,13.3927321327329,2.67639222322863,4.99007231615191,9.7754865346954,2.02874749368713,19.0523258048894,11.5682845189324,9.63814047551699
"ORTHOMCL9014",55.610010099514,110.110465122852,133.180071162499,63.1662835475848,172.450165567681,141.627266729926,274.312871769596,164.035527205499,57.6582505554179,124.172189925252,132.953150039725,122.340955453301,78.766193552143,133.069570842942,132.518827848033,106.39039516762,79.3019849400055,60.5440687921978,269.642084340939,138.240947386489,127.898541093851,212.39809583944,70.7226064597178,130.933076911728,114.929435550781,142.16658838363,64.0182191588852,112.666260437167,148.152837367334,246.213274372195,129.197649146358,178.440074344281,52.6505268010449,119.208669941263,160.13858768962,113.921412348752,140.632639650975,133.188328494307,61.8154642171313,103.84641971648,174.816548181523,76.3633762240637,142.968749782075,65.4931836166296,291.418723585143,201.790970940181,143.748658224666,44.2391891016027,231.681928964196,179.217253136082,51.5301863396532,125.200998146416,218.640577407822,96.3814047551699
"ORTHOMCL2215.1",0,3.67034883742839,6.71496157121844,1.97394636086203,2.50836604462082,7.08136333649631,1.63768878668415,3.28071054410997,1.94353653557588,8.99798477719215,2.95451444532722,19.1157742895783,0.915885971536546,1.2378564729576,1.92754658688048,0,20.4650283716143,1.93225751464461,4.73056288317437,3.9384885295296,9.83834931491163,0.637832119637958,0.803665982496793,4.29830808043551,1.52224417948054,6.96895041096225,0.735841599527416,4.89853306248551,3.68081583521328,5.35246248635207,2.07824636696555,1.96087993784924,1.5716575164491,13.0384482748256,1.90641175820976,6.32896735270843,2.51129713662456,7.83460755848864,3.63620377747831,6.49040123228002,1.64146993597674,13.2363185455044,1.62927350179003,3.00177091576219,0,0.688706385461368,4.01781963981986,1.73178320326559,4.27720484241592,6.51699102313027,2.02874749368713,2.72176082926992,4.62731380757296,9.63814047551699
"ORTHOMCL1830",14.9489274461059,0,3.35748078560922,11.8436781651722,4.38964057808643,7.08136333649631,15.5580434734995,0,24.6181294506279,16.1963725989459,8.86354333598167,7.64630971583131,16.0280045018896,11.1407082566184,8.19207299424203,8.86586626396835,7.67438563935537,15.4580601171569,4.73056288317437,8.66467476496511,4.91917465745582,9.56748179456938,20.0916495624198,9.25789432709188,7.35751353415595,8.36274049315471,12.8772279917298,11.4299104791329,2.76061187640996,5.35246248635207,21.1288380641497,7.84351975139696,56.0557847533513,7.45054187132892,8.57885291194393,8.43862313694457,8.9689183450877,1.95865188962216,11.8176622768045,0,7.38661471189534,8.14542679723346,8.14636750895014,7.77731555447476,6.20039837415197,3.44353192730684,5.35709285309314,17.0029623593348,10.6930121060398,3.25849551156513,19.4759759393965,10.8870433170797,10.4114560670392,0
"ORTHOMCL3469.1",1.79387129353271,18.3517441871419,8.95328209495792,13.8176245260342,0.627091511155204,16.5231811184914,4.09422196671039,6.56142108821994,4.5349185830104,16.1963725989459,11.8180577813089,11.469464573747,2.74765791460964,2.4757129459152,13.9747127548835,1.26655232342405,23.0231569180661,1.28817167642974,18.9222515326975,10.6339190297299,9.83834931491163,1.91349635891388,1.60733196499359,5.62086441287721,3.5519030854546,19.5130611506943,1.10376239929112,14.6955991874565,2.76061187640996,16.0573874590562,4.84924152291961,9.8043996892462,2.09554335526547,9.31317733916115,12.3916764283635,14.767590489653,4.66383753944561,11.751911337733,1.81810188873915,19.4712036968401,11.4902895518372,21.3817453427378,2.85122862813255,2.59243851815825,5.16699864512664,2.75482554184547,7.58921487521529,2.36152254990762,1.42573494747197,6.51699102313027,0.811498997474853,43.5481732683187,16.1955983265054,9.63814047551699
"ORTHOMCL1812.1",0,11.0110465122852,2.23832052373948,13.8176245260342,1.88127453346561,9.44181778199508,0.818844393342077,3.28071054410997,0,5.39879086631529,0,7.64630971583131,0,1.2378564729576,0,0,12.790642732259,0,0,0,4.91917465745582,0,0,1.3225563324417,0,2.7875801643849,0,1.63284435416184,0,0,0,5.88263981354772,0,3.72527093566446,0,14.767590489653,0.358756733803508,5.87595566886648,0,6.49040123228002,0,9.16360514688765,0,0,0,0,21.4283714123726,0,6.41580726362388,6.51699102313027,0,8.16528248780975,0,0
"ORTHOMCL5488",47.2386107296947,25.6924418619987,44.7664104747896,13.8176245260342,28.8462095131394,11.8022722274938,25.3841761936044,22.9649738087698,29.1530480336383,14.3967756435074,43.5790880685766,26.7620840054096,26.1027501887916,38.9924788981644,54.4531910793735,32.9303604090253,23.0231569180661,27.6956910432394,9.46112576634874,30.7202105303309,14.7575239723674,26.1511169051563,28.1283093873878,48.6039452172324,43.6376664784422,13.9379008219245,23.1790103851136,14.6955991874565,59.8132573222158,16.0573874590562,39.4866809723454,21.5696793163416,23.3129198273283,24.214261081819,56.239146867188,21.0965578423614,36.2344301141543,19.5865188962216,42.7253943853701,6.49040123228002,49.2440980793023,28.5089937903171,29.3269230322205,26.7430499767904,25.8349932256332,25.4821362620706,56.6958993619024,28.1808357622309,49.1878556877831,26.0679640925211,36.111705387631,40.8264124390488,26.6070543935445,53.0097726153435
"ORTHOMCL1657",58.5997955887352,0,64.9112951884449,7.8957854434481,67.0987916936069,9.44181778199508,66.3263958607083,13.1228421764399,42.4338810267401,10.7975817326306,81.2491472464987,15.2926194316626,38.4672108045349,41.4681918440797,56.8626243129741,96.2579765802278,15.3487712787107,52.8150387336194,0,52.7757462956966,19.6766986298233,59.9562192459681,37.7723011773493,50.9184187990053,47.4432769271435,6.96895041096225,27.5940599822781,6.53137741664735,41.4091781461494,0,54.7271543300927,5.88263981354772,43.4825246217585,7.45054187132892,79.1160879657051,6.32896735270843,70.6750765592911,17.6278670065994,55.4521076065442,6.49040123228002,83.7149667348139,15.2726752448127,57.024572562651,42.8434576158785,60.9705840124944,59.2287491496776,65.1779630459666,28.0234009255704,62.0194702150309,9.7754865346954,23.1277214280333,8.16528248780975,60.1550794984485,14.4572107132755
"ORTHOMCL8950",0,14.6813953497135,10.0724423568277,17.7655172477582,5.01673208924164,11.8022722274938,9.82613272010493,29.5263948969897,0,25.194357376138,0.738628611331806,11.469464573747,0.915885971536546,6.80821060126681,2.89131988032072,0,7.67438563935537,0,33.1139401822206,0,14.7575239723674,0,0,3.96766899732509,0.253707363246757,18.1192710685019,0,19.594132249942,0,26.7623124317604,0,35.2958388812863,0,24.214261081819,0.953205879104881,16.8772462738891,0.717513467607016,23.5038226754659,0,6.49040123228002,0.820734967988371,10.1817834965418,0,0,0,0.688706385461368,33.9282547362566,0.314869673321016,18.5345543171357,22.8094685809559,0.405749498737427,10.8870433170797,1.15682845189324,14.4572107132755
"ORTHOMCL4641",2.39182839137695,7.34069767485677,0,7.8957854434481,1.25418302231041,2.36045444549877,1.63768878668415,3.28071054410997,3.23922755929314,5.39879086631529,1.47725722266361,3.82315485791566,5.037372843451,1.8567847094364,3.85509317376095,1.26655232342405,7.67438563935537,4.50860086750409,0,2.36309311771776,9.83834931491163,1.27566423927592,2.41099794749038,1.98383449866255,3.80561044870135,5.5751603287698,4.04712879740079,1.63284435416184,2.76061187640996,0,2.4246207614598,5.88263981354772,3.66720087171457,3.72527093566446,0.953205879104881,8.43862313694457,3.94632407183859,5.87595566886648,2.72715283310873,0,1.64146993597674,6.1090700979251,1.22195512634252,2.86532678322754,1.03339972902533,2.75482554184547,1.78569761769771,2.20408771324711,2.85146989494395,6.51699102313027,2.02874749368713,5.44352165853984,4.62731380757296,0
"ORTHOMCL5387",1.79387129353271,3.67034883742839,5.5958013093487,1.97394636086203,4.38964057808643,7.08136333649631,5.73191075339454,9.84213163232992,2.59138204743451,8.99798477719215,1.47725722266361,3.82315485791566,2.74765791460964,1.8567847094364,2.89131988032072,7.5993139405443,5.11625709290358,0,0,3.9384885295296,12.2979366436395,3.18916059818979,1.60733196499359,3.63702991421467,3.5519030854546,5.5751603287698,1.47168319905483,6.53137741664735,10.1222435468365,5.35246248635207,5.54199031190812,3.92175987569848,2.09554335526547,9.31317733916115,2.85961763731464,8.43862313694457,1.79378366901754,7.83460755848864,1.81810188873915,6.49040123228002,0,6.1090700979251,3.66586537902756,1.09155306027716,6.20039837415197,2.0661191563841,3.124970830971,2.36152254990762,1.42573494747197,13.0339820462605,4.86899398484912,2.72176082926992,2.31365690378648,9.63814047551699
"ORTHOMCL2459.1",60.9916239801121,0,64.9112951884449,13.8176245260342,72.7426152940037,9.44181778199508,55.6814187472613,22.9649738087698,32.7161983488607,8.99798477719215,70.9083466878534,11.469464573747,41.2148687191446,36.5167659522492,50.1162112588924,45.5958836432658,7.67438563935537,39.933321969322,14.1916886495231,47.6557112073081,19.6766986298233,79.7290149547448,70.7226064597178,84.3129661931582,62.4120113587022,18.1192710685019,41.9429711730627,13.0627548332947,100.302231509562,42.8196998908166,64.7720117704262,23.5305592541909,65.2237869326377,16.7637192104901,65.7712056582368,37.9738041162506,40.5395109197964,19.5865188962216,38.1801396635222,16.2260030807001,40.2160134314302,28.5089937903171,49.2855234291483,39.4323543025124,44.4361883480891,58.5400427642163,79.9099683919727,50.221712894702,56.316530425143,9.7754865346954,45.8496933573292,10.8870433170797,34.7048535567972,33.7334916643095
"ORTHOMCL3658",1.19591419568847,1967.30697686161,6.71496157121844,159.889655229824,3.13545755577602,774.229058123596,13.9203546868153,541.317239778145,5.18276409486902,1536.85579994442,14.0339436153043,271.443994912012,6.8691447865241,3.094641182394,7.71018634752191,13.9320755576645,196.975898076788,16.1021459553718,2677.49859187669,6.69543050020031,472.240767115758,3.82699271782775,11.2513237549551,8.59661616087103,4.82043990168838,327.540669315226,8.46217839456528,1534.87369291213,4.6010197940166,369.319911558293,5.88836470640238,366.684548377808,6.54857298520459,2024.68475353363,6.67244115373417,90.7151987221541,7.17513467607016,270.293960767858,10.9086113324349,970.314984225864,8.20734967988371,40.7271339861673,7.33173075805513,7.36798315687083,7.2337981031773,9.64188939645915,4.01781963981986,5.51021928311777,6.41580726362388,488.77432673477,4.46324448611169,1445.25500034233,1.15682845189324,245.772582125683
"ORTHOMCL5426",17.9387129353271,7.34069767485677,58.1963336172264,3.94789272172405,45.1505888031747,7.08136333649631,22.9276430135782,9.84213163232992,18.4635970879709,3.59919391087686,59.0902889065445,3.82315485791566,7.32708777229237,29.0896271145036,39.5147050310498,37.9965697027215,5.11625709290358,10.9494592496528,9.46112576634874,37.4156410305312,2.45958732872791,32.5294381015359,16.8769856324327,61.1682303754285,30.9522983161043,9.75653057534716,14.3489111907846,16.3284435416184,60.7334612810191,10.7049249727041,32.9055674769545,0,33.5286936842475,9.31317733916115,51.4731174716636,8.43862313694457,31.2118358409052,7.83460755848864,22.7262736092394,9.73560184842004,37.7538085274651,11.199961846196,24.0317841514029,16.6461841692267,24.8015934966079,33.0579065021457,33.4818303318321,16.3732230126928,26.3760965282315,6.51699102313027,20.6932244356088,10.8870433170797,56.6845941427688,4.8190702377585
"ORTHOMCL8292",0,7.34069767485677,0,11.8436781651722,1.88127453346561,11.8022722274938,7.3695995400787,16.4035527205499,2.2674592915052,7.19838782175372,5.17040027932264,7.64630971583131,2.74765791460964,3.71356941887281,3.37320652704083,5.0662092936962,7.67438563935537,3.86451502928922,14.1916886495231,1.9692442647648,2.45958732872791,6.37832119637959,4.01832991248397,3.63702991421467,7.35751353415595,9.75653057534716,5.51881199645562,3.26568870832367,4.6010197940166,5.35246248635207,2.07824636696555,13.7261595649447,3.66720087171457,9.31317733916115,0.953205879104881,0,6.81637794226666,5.87595566886648,8.1814584993262,6.49040123228002,2.46220490396511,5.09089174827091,4.48050212992258,1.2279971928118,2.06679945805066,3.44353192730684,0.446424404424429,1.73178320326559,4.99007231615191,19.5509730693908,4.46324448611169,19.0523258048894,1.15682845189324,0
"ORTHOMCL4694",59.1977526865794,0,22.3832052373948,7.8957854434481,18.1856538235009,2.36045444549877,16.3768878668415,13.1228421764399,16.520060552395,5.39879086631529,16.9884580606315,11.469464573747,13.7382895730482,11.1407082566184,21.2030124556852,22.7979418216329,0,60.5440687921978,0,20.0862915006009,12.2979366436395,14.670138751673,14.4659876849423,14.2174805737482,12.6853681623378,5.5751603287698,21.3394063862951,11.4299104791329,15.6434672996564,0,12.4694782017933,5.88263981354772,15.4546322450828,7.45054187132892,29.5493822522513,4.21931156847229,2.87005387042807,1.95865188962216,5.45430566621746,0,6.56587974390697,5.09089174827091,16.2927350179003,28.9261560973447,21.7013943095319,13.7741277092274,21.874795816797,17.4752668693164,14.9702169484557,3.25849551156513,9.33223847096081,16.3305649756195,5.7841422594662,4.8190702377585
"ORTHOMCL8834",4.78365678275389,3.67034883742839,7.83412183308818,3.94789272172405,6.27091511155204,7.08136333649631,3.27537757336831,0,8.74591441009148,0,9.60217194731348,0,2.74765791460964,3.094641182394,13.0109394614432,5.0662092936962,7.67438563935537,5.15268670571896,4.73056288317437,4.72618623543552,4.91917465745582,7.6539854356555,0.803665982496793,6.28214257909806,7.61122089740271,6.96895041096225,2.94336639810966,3.26568870832367,10.1222435468365,5.35246248635207,7.27386228437941,5.88263981354772,4.7149725493473,5.58790640349669,10.4852646701537,4.21931156847229,8.9689183450877,13.7105632273551,6.36335661058704,3.24520061614001,12.3110245198256,6.1090700979251,9.36832263529266,7.36798315687083,5.16699864512664,8.26447662553641,8.48206368406414,6.92713281306234,10.6930121060398,9.7754865346954,6.49199197979883,0,4.62731380757296,4.8190702377585
"ORTHOMCL1353.1",14.3509703482617,22.0220930245703,2.23832052373948,0,8.15218964501766,9.44181778199508,11.4638215067891,3.28071054410997,16.8439833083243,46.7895208413992,0.738628611331806,0,12.3644606157434,21.662488276758,0.963773293440238,6.33276161712025,0,18.6784893082312,66.2278803644412,3.15079082362368,4.91917465745582,17.8592993498628,37.7723011773493,2.97575174799382,9.64087980337676,27.875801643849,16.9243567891306,45.7196419165314,1.84040791760664,10.7049249727041,12.8158525962875,5.88263981354772,26.4562348602265,85.6812315202826,1.90641175820976,4.21931156847229,39.4632407183859,21.5451707858438,37.2710887191527,42.1876080098202,9.02808464787209,3.05453504896255,2.44391025268504,25.9243851815825,1.03339972902533,2.0661191563841,1.33927321327329,20.6239636025265,31.3661688443834,39.1019461387816,16.2299799494971,40.8264124390488,1.15682845189324,0
"ORTHOMCL2178.1",104.642492122741,0,101.843583830146,9.86973180431013,47.0318633366403,11.8022722274938,67.9640846473924,6.56142108821994,62.8410146502869,8.99798477719215,120.396463647084,3.82315485791566,59.5325881498755,43.3249765535161,68.4279038342569,143.120412546918,2.55812854645179,86.9515881590075,14.1916886495231,67.7420027079091,17.2171113010954,45.2860804942951,58.6676167222659,77.7001845309497,61.6508892689619,4.18137024657735,62.5465359598303,6.53137741664735,72.6961127454622,5.35246248635207,60.2691446420009,5.88263981354772,61.294643141515,5.58790640349669,101.039823185117,4.21931156847229,47.3558888620631,9.7932594481108,79.9964831045228,6.49040123228002,118.185835390325,5.09089174827091,64.7636216961536,79.8198175327673,81.6385785930009,50.9642725241412,80.3563927963972,40.4607530217505,54.890795477671,22.8094685809559,101.031625185619,8.16528248780975,53.2141087870891,9.63814047551699
"ORTHOMCL5179",31.0937690879003,11.0110465122852,25.740686023004,5.92183908258608,26.3378434685186,2.36045444549877,25.3841761936044,3.28071054410997,23.6463611828399,8.99798477719215,47.2722311252356,0,21.5233203311088,25.3760576956308,27.4675388630468,43.0627789964177,2.55812854645179,24.4752618521651,0,25.9940242948953,9.83834931491163,25.5132847855183,17.6806516149295,34.7171037265945,32.4745424955849,9.75653057534716,19.8677231872402,4.89853306248551,23.9253029288863,10.7049249727041,30.1345723210004,3.92175987569848,29.0756640543084,5.58790640349669,29.5493822522513,6.32896735270843,24.036701164835,7.83460755848864,25.4534264423482,6.49040123228002,28.725723879593,1.01817834965418,16.2927350179003,27.1523823743943,22.7347940385572,24.7934298766092,37.0532255672276,25.3470087023417,26.3760965282315,6.51699102313027,34.0829578939438,5.44352165853984,27.7638828454378,0
"ORTHOMCL1813.1",46.6406536318504,44.0441860491406,89.5328209495791,11.8436781651722,99.7075502736775,16.5231811184914,153.123901554968,19.6842632646598,66.4041649655094,16.1963725989459,175.054980885638,15.2926194316626,90.2147681963498,73.0335319044985,79.5112967088197,51.928645260386,20.4650283716143,76.6462147475696,18.9222515326975,116.579260474076,17.2171113010954,108.431460338453,100.458247812099,117.707513587311,59.8749377262346,5.5751603287698,57.7635655629021,14.6955991874565,139.871001738105,16.0573874590562,54.7271543300927,19.6087993784924,52.9124697204531,24.214261081819,66.7244115373417,21.0965578423614,63.1411851494174,23.5038226754659,16.3629169986524,12.98080246456,91.1015814467092,12.2181401958502,58.653846064441,41.6154604230667,173.611154476255,134.986451550428,173.212668916678,54.3150186478752,109.068723481606,22.8094685809559,49.501438845966,21.7740866341593,122.623815900684,19.276280951034
"ORTHOMCL1140",2.39182839137695,0,2.23832052373948,5.92183908258608,1.88127453346561,2.36045444549877,0.818844393342077,3.28071054410997,2.91530480336383,8.99798477719215,1.47725722266361,3.82315485791566,0,2.4757129459152,1.44565994016036,5.0662092936962,12.790642732259,1.93225751464461,9.46112576634874,4.33233738248256,9.83834931491163,1.27566423927592,2.41099794749038,0.661278166220848,2.79078099571433,2.7875801643849,1.47168319905483,3.26568870832367,2.76061187640996,5.35246248635207,3.11736955044832,11.7652796270954,2.09554335526547,11.1758128069934,0.953205879104881,14.767590489653,1.79378366901754,5.87595566886648,1.81810188873915,3.24520061614001,4.92440980793023,11.199961846196,2.03659187723754,2.45599438562361,2.06679945805066,3.44353192730684,3.57139523539543,1.10204385662355,1.42573494747197,6.51699102313027,1.21724849621228,19.0523258048894,1.15682845189324,0
"ORTHOMCL1113.1",606.328497214056,14.6813953497135,956.882023898627,15.7915708868962,672.869191469534,9.44181778199508,703.387333880844,16.4035527205499,382.876697508449,17.9959695543843,704.651695210543,19.1157742895783,586.16702178339,359.597305394183,565.2530366027,1497.06484628723,10.2325141858072,776.767520887134,4.73056288317437,708.140237609421,14.7575239723674,690.772185567909,642.932785997435,526.708059394906,450.837984489487,15.331690904117,428.995652524483,17.9612878957802,616.536652398224,32.1147749181124,660.882344695044,27.4523191298894,450.017935543259,16.7637192104901,1082.84187866315,31.6448367635421,447.010890319171,15.6692151169773,479.978898627137,19.4712036968401,668.898998910523,21.3817453427378,681.850960499127,486.15044422094,939.360353684023,692.838623774136,692.850675666713,377.843607985219,734.253497948067,26.0679640925211,619.985234070788,13.6088041463496,765.820435153325,19.276280951034
"ORTHOMCL2461.1",8.96935646766355,33.0331395368555,21.264044975525,33.5570881346544,26.3378434685186,23.6045444549877,31.934931340341,22.9649738087698,7.77414614230354,37.791536064207,22.1588583399542,30.5852388633252,4.57942985768273,19.1867753308428,19.2754658688048,11.3989709108164,25.5812854645179,4.50860086750409,37.844503065395,18.1170472358361,46.7321592458302,27.4267811444322,4.01832991248397,28.4349611474965,23.5947847819484,20.9068512328868,5.51881199645562,19.594132249942,36.8081583521328,26.7623124317604,27.3635771650464,37.2567188191356,12.3113172121846,35.3900738888124,13.3448823074683,35.8641483320144,28.7005387042807,50.9249491301762,9.99956038806535,29.2068055452601,11.4902895518372,22.399923692392,18.7366452705853,9.00531274728657,25.8349932256332,19.9724851783797,24.999766647768,5.35278444645726,27.8018314757035,19.5509730693908,9.33223847096081,38.1046516097789,13.8819414227189,14.4572107132755
"ORTHOMCL5380",1.79387129353271,0,2.23832052373948,11.8436781651722,6.89800662270725,2.36045444549877,7.3695995400787,3.28071054410997,3.23922755929314,5.39879086631529,14.7725722266361,7.64630971583131,1.83177194307309,11.7596364930972,9.15584628768227,6.33276161712025,5.11625709290358,1.28817167642974,4.73056288317437,9.05852361791807,9.83834931491163,8.92964967493142,0.803665982496793,6.61278166220848,9.13346507688325,6.96895041096225,3.31128719787337,3.26568870832367,16.5636712584598,16.0573874590562,6.5811134953909,9.8043996892462,2.88137211349002,3.72527093566446,9.53205879104881,14.767590489653,11.8389722155158,9.7932594481108,3.63620377747831,6.49040123228002,4.92440980793023,10.1817834965418,9.36832263529266,2.45599438562361,9.30059756122796,7.57577024007505,10.7141857061863,1.57434836660508,12.8316145272478,3.25849551156513,2.84024649116199,8.16528248780975,3.47048535567972,0
