baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sym_100008_c0_g1	0.10975532656405	0.752397918011504	3.43075479526277	0.219309732963261	0.826408780638857	NA
Sym_100008_c0_g2	0.629070293156159	1.05576984919201	1.16372321692812	0.907234498576838	0.364282803956898	NA
Sym_100008_c0_g3	6.87917155072205	0.306873550587854	0.34194320476233	0.897440119627904	0.36948411251398	0.854622230592468
Sym_100031_c0_g1	0	NA	NA	NA	NA	NA
Sym_100036_c0_g1	1.53803672934359	0.662138530508179	0.797704723313884	0.830054669549246	0.406507874797597	0.873131651528546
Sym_100044_c0_g1	0.420281561456025	-0.119650868030297	1.62340725609524	-0.0737035439388708	0.941246278805897	NA
Sym_100066_c0_g1	0.335615564912557	2.36988128715809	1.97952323503597	1.19719801476088	0.231229383481421	NA
Sym_100071_c0_g1	1.04322659677114	1.31771408520452	0.856412958257106	1.53864332913202	0.123891394427153	0.703275678338499
Sym_100075_c2_g1	0.0975897850038569	0	3.6982436888402	0	1	NA
Sym_100075_c2_g2	0.340111749847475	0.747234742021452	1.87258955961521	0.399038186550072	0.689865067308364	NA
Sym_100097_c0_g1	0.807034557176971	1.82996813636286	0.990582141101582	1.84736637218983	0.0646940594758535	NA
Sym_100097_c0_g3	2.17857109190182	0.311915997188134	0.63051825592731	0.494697804949986	0.620813451220144	0.935584003623036
Sym_100100_c0_g2	14.7320037408413	-0.376733046730612	0.249530072791115	-1.50977011514752	0.131102093135033	0.705835388731588
Sym_100110_c0_g3	1.26271975768138	0.576931841031476	0.761213865894286	0.757910315195964	0.448504674623936	0.89007016184972
Sym_100136_c0_g1	2.1288614165319	0.664374066002863	0.638367781044624	1.04073871791537	0.297996828577281	0.821108759194303
Sym_100136_c0_g3	0.274306107121482	-0.0899893825867037	1.97892740343247	-0.0454738169932946	0.963729644315699	NA
Sym_100168_c0_g1	0.842880433368758	-0.219837586052344	1.00916900496532	-0.217840208102606	0.827553615244441	NA
Sym_100192_c0_g1	0.348716540632819	0.99308721647169	1.60224118591791	0.619811315050399	0.535382018321766	NA
Sym_100201_c0_g1	0	NA	NA	NA	NA	NA
Sym_100207_c0_g1	0.23218531834776	0.814357407063561	2.52218351112166	0.322877936309005	0.7467876864123	NA
Sym_100207_c0_g2	0.851912080922858	-0.210241945981764	1.0038123801367	-0.209443467865113	0.834102062686629	NA
