sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
HI3,134770,-0.05656084430487783,-0.009288828694482625,-0.011733316076784742,0.0025011395872844744,-0.00480859026588573,0.006208963720407246,0.005537664170348738,0.018106445461136253,-0.0013303732021201513,0.013197848025436247,-0.00697401577794844,-0.012123251636679242,-0.00029431462907915265,0.0021166140538287008,0.0011600979308796682,-0.0020489877343881323,-0.0007078803832495017,0.00021712857659819923,0.0006788719157356934,-0.0015401854559819912,0.00035798576367026213,-4.441690605202016e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJ15,134771,-0.05142995391049451,0.004173702133365768,-0.010008285973724733,-0.007967428920476003,-0.003558916806953141,0.00032917015112855346,0.0002721407999303963,0.000296518051458524,0.005717892734095621,-0.006462552993946392,-0.002551041601190054,0.002808794254389826,-0.004295124719696348,0.0021704274337202034,-0.003581164020629385,0.001330071477779304,-0.0005344203847380091,0.0012920515469646684,-0.0011731250220490333,-0.0026352781053992653,0.0007356809448836597,5.8207890534224305e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HL8,134772,-0.0617966158510674,-0.012456700961185289,-0.00998669058761288,0.008108150935268742,0.0005174206983021969,0.004229614911672298,-0.013687109553361752,0.004591457371105786,-0.0030126925349409184,0.009096055532510411,-0.002423128671084166,6.89187872678686e-05,0.0015024245080956268,-0.004542454128798083,-0.0016732459615664864,-0.004457404139896076,0.005079003572941835,-0.00021087769743370795,-0.00023951901500263056,0.002174385998849973,-0.0005282123196599039,-0.0001691986852514225,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HM3,134773,-0.048443552684423435,-0.0034034589266163052,-0.01612182959483346,-0.017187967241872885,0.002744278400463737,0.0018784461420314946,0.0037401803417839515,-0.01810780672621603,-0.00893503334357492,0.004353877781504819,0.0037819827190305705,-0.00535800230838595,-0.00357583267839018,-0.005671026892391435,0.00066589412097672,-0.004301282596021777,-0.002243461742381102,0.0003097409319450985,-0.00031499886365046574,-0.0006423407543560561,0.0001636503058704532,0.00011145319389020212,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN6,134774,-0.08054846627220083,0.0718001166748877,-0.04602332207128881,0.0700566024274491,0.048987239764233144,-0.02414446966126006,-0.01944823358997453,-0.0010314205818487685,-0.016440320590719405,0.001646804280678022,-0.00044039213659878215,-0.002636280027810735,-0.00019601344979451664,0.0021120285888686736,-0.0018704727541992159,-0.000731689607318483,-0.00018842294174956323,-0.00045352626381517304,0.0003568310025492382,0.0002606198663427506,3.094993960418616e-05,1.699675478346423e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H05,134775,0.3749266600918809,-0.46811760037474004,-0.09929462904186419,0.02285568586016744,-0.00034026707898935857,-0.0014925408857317747,-0.00040606137709719796,0.0023321757628787863,-0.002168355409562519,0.0010225133390851919,0.0006158213945488962,0.0003036289844095502,5.4942571765110156e-05,3.795253869785865e-05,4.220717258892231e-05,-7.929582652338972e-05,3.6595797913178724e-05,4.5513919531716825e-05,1.6650602534961467e-05,-2.8492587995438026e-05,8.63173120521576e-06,-4.556215720399261e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP3,134776,-0.04873661380461216,0.010863839128788109,-0.0012189113083973585,0.0070014044414658935,-0.006003341532108573,0.0233154970766582,-0.004167539696220992,0.023712338066069018,-0.004366237957342356,-0.007443214315783913,0.0021630040996680508,0.002854319143763121,0.003918086825854103,-0.00692907229891584,-0.0036310976298517686,0.0033966139217091896,-0.001339511721945187,-0.00019719463949961598,0.000696976747250549,-0.0005100877647865519,-9.151730658621145e-05,-3.640099690276508e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR9,134777,-0.055199426985456004,-0.0004845719252407877,-0.012555036551733647,-0.0005917856042425397,-0.0011946325969145986,-0.0021418001137334395,0.006280686085867894,0.008640946474362062,0.004201513250448977,0.003273186695032161,0.0009598392652371935,0.0002788466572881073,-0.0051320874202156405,0.002425840027494269,0.003416709106020105,0.00017909614299559633,0.0023253303584485764,0.00200505203173368,0.0001569953358023482,0.0026599906618871875,0.0006286500377874566,7.93102691431134e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN4,134747,-0.05672939757749644,0.10636734773106762,-0.030598548486110846,-0.00954139789421183,-0.03300558068470236,0.016851805197302946,-0.0017040661477173368,0.01107442231402983,-0.014301343282957124,0.0020015236570441936,0.008753367527694948,0.002287637225547856,-0.001832223439254589,-0.0017300276116965275,-0.0019939826762537653,-0.0006805807986915856,0.000667927660609335,0.00024190442920926007,-0.0003575306590174223,-0.00021316007546211228,0.00012492632313244325,4.346423855115721e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO1,134748,0.9554205409049145,0.17741832870856986,-0.05200948636204954,0.008548396565945571,-0.004252721602415489,0.009478873340596265,-0.0016631922762796482,-0.0029221146968676187,0.0027850159870194784,-0.0014919766757002552,-6.063644303596203e-05,0.00014938117014105424,-0.00030500233001601036,-0.00011192198726741072,1.8640866158232795e-05,-6.828944743968686e-05,4.980214705773417e-05,-9.003770997333507e-06,3.294956100291008e-06,-8.192877037702036e-06,3.745784956429691e-06,3.7315020619120925e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FN5,134761,0.2822509440842903,0.1327240286208178,0.13095516610296257,-0.03432092239190978,0.018427580333812296,-0.027643681083192373,0.005552123771682114,0.007849786723438718,-0.005738755583446987,0.005731813673867113,-4.7183932061590444e-05,-0.0008538269926429257,0.0005994168842456565,0.0009960757208541957,-0.0005484025482407455,0.0001491754773684005,-6.343307513640322e-05,-9.014633966340335e-05,5.1472811700782866e-05,8.469957950602579e-05,2.7217460316137418e-06,4.7235046617712636e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.686815742775401,0.17632412649687598,0.09065847448085297,0.022697164461614155,0.008902270431133301,0.0057327173087776614,0.0023272723883593243,0.002200729566920753,0.0014815244210630556,0.0009394381900974339,0.0004623081020012632,0.00043012468499086464,0.0002749633118704381,0.00022321186459803562,0.00017432825523823147,0.00014479068756181654,8.417716929124695e-05,5.2279528933355176e-05,3.8621939875323e-05,2.9439005720364663e-05,5.598241517759979e-06,6.966873056610499e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
