sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
FL7,134759,-0.04947754031716123,-0.0013290001102731828,0.0031921003409688515,0.021386924003634185,0.007575846690857011,0.012400714462293636,-0.002226297372503075,-0.010025019997197772,-0.00041917826826660867,0.002308553857119903,0.008843734875585397,-0.0009387582220654778,0.005814543104676123,-0.0004324159102837349,-0.002588484787617917,-0.010804642899928297,0.0032503634456431743,0.0011072606329088901,-0.001264013925054243,0.0010682620607148036,-0.0009155624568230799,-0.0009987982576787058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FM2,134760,-0.03620611328633974,-0.014872920737424371,-0.005609440643621132,0.004808872731185386,-0.005190574908188402,0.014669317985298963,0.0125071317211562,0.008216343490906386,0.006347118140189155,-0.0021551599206638696,-0.0012365539423922355,-0.00954353525530078,0.009478689237553175,-0.0010866174954382044,0.005087788486059698,-0.001868978201041474,-0.004479662776179897,0.00179233909844386,-0.001905212136623728,-0.00137320924527749,-0.0018123411937390644,-0.000436082524329331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FN5,134761,0.5171804610564879,-0.23056890896040289,0.17809394134926906,0.04286845415704521,-0.001972050343755985,0.002914395928912278,-0.0003083044233346409,0.0002945852395914411,0.00031205517411148006,0.0004397693853797852,7.655333856274952e-05,0.001140439959517307,0.000344715246787813,-4.0697114793252845e-05,-3.9084424933906226e-05,-9.765357305263641e-05,3.361615564240247e-05,-9.114885764927536e-05,3.0376443427678303e-05,-4.6511892683725214e-05,-1.8270508620694708e-05,3.689617836412028e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FO2,134762,-0.010655326048825122,-0.0031514169155103756,-0.004828756617775334,-0.004311407139552929,0.010031790925722572,0.009135236086021384,-0.02614637274806274,-0.024079115284823628,-0.0009825703323257874,-0.02066627273504409,-0.018432823441736995,-0.0065032948584579095,0.0013042730495333268,0.0015498865020318968,-0.003233586932917601,-0.0007765682909334501,-0.00042450683066935985,0.0004038350544881594,-0.0004820726229185532,-0.00030940490942304376,-0.001037616913629652,-1.179237150079096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FP2,134763,0.17675227013743394,0.12827964782853246,0.08401326377524608,-0.21182096784275198,0.008872202750361389,0.03197161820672588,-0.0011419910378756,0.006269839470975335,-0.0030786434820538836,-0.0014780715592038703,-0.0014280759936651083,0.00038314348506666637,-0.0003660796362626087,-0.0003872187701663638,-3.4419566850609295e-05,0.00020984405451883795,-0.0001536438379441429,4.0857427340650285e-05,-7.73796448004622e-05,4.900735673293705e-06,7.555105446357414e-05,4.8660655097871564e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR8,134764,-0.04764818523795702,0.003387601003424163,0.004188025957228192,0.012225906987378717,-0.007365420478229984,-0.010033782458111486,0.005966364241563393,-0.013597352698519185,-0.0034659236417122143,-0.0007619449595870809,-0.00242731928120439,0.0008971971039525601,-0.0007594906112467951,-0.008766550918329752,-0.0017836643673701507,-0.001484073962538276,0.002637339011508002,-0.00035684654309089167,-0.0011835862467644248,-0.0006148035560531625,0.0005455450177691655,-0.0001669217497193836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HA6,134765,-0.033652180273954724,-0.016782675803927505,-0.012267336920244629,0.0010764346660893775,-0.005892856316188925,0.010242969279441157,0.01303417583690316,0.011167742569073248,0.008774384975596893,-0.0058779133290559745,-0.002867429935425057,-0.006777655631096378,0.006353057978441271,0.0028268838976768457,-0.0049934931743184224,0.0002327758599769183,0.00387555801002748,-0.0003604568938422728,-0.001052202397991217,-0.0001943993956798918,0.0016455505820237594,-0.0001748151657739171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD6,134766,-0.040587349215930116,-0.002629895463931588,0.0010834595814271496,0.003069167704810343,-0.009846889762421058,-0.012415378841791056,-0.0043865974150056825,0.007476373513452627,0.0032444992508638124,0.0048764107946427816,-0.00537778204585147,-0.010880494390196165,-0.014947301407893814,-0.0030288334345212947,0.006616006736164728,-0.0027209925848489663,0.0031987548615634623,0.002400716772632275,0.0019078220815218327,0.0003532982461657574,-0.00011303337273013391,-0.00019744126032900734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HE3,134767,-0.05067956398612882,-0.00038657795764461794,0.005706792394338801,-0.005189102820019612,-0.0016962795412869094,0.0020897856214872755,0.004749777752163737,0.00392838561999461,-0.005117154942992158,-0.002751731692285921,-0.008149955387372064,0.008834499260361521,0.0037279419082341014,-0.003026452505225861,0.0053315076334150896,-0.003285117723334993,-0.0029046980468524263,0.0035155386930903997,0.0009208199199137065,0.0013778191822370624,0.0006963379003134602,-0.00019075845170614457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HF9,134768,-0.050082989484996156,0.003801973713289643,0.0025087098191627164,0.009796682254752262,-0.0009148755440334717,0.004263287539272122,0.006821873066961631,0.007981687605440687,-0.01868944436791988,-0.0026186255986537232,-0.007979753168863733,0.007746024423743775,0.008539670178438019,0.002085356950870561,-0.002558038376318592,0.0025048957842819424,0.0036488176317034456,-0.0007036057022075437,0.003524793473177629,0.001351413701132857,-0.000392113216698637,-0.00025723006384988225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HH15,134769,-0.038401832987410414,-0.01946877707700863,-0.008145642664747977,0.014884286623863124,-0.007389578185535084,0.0063271701190847005,0.002302774652468685,0.007718957051316626,0.004552009049124509,0.0029331724830852952,0.005078295225535737,-0.009955102844152809,0.007192125614346027,0.004593235051709669,0.004717227341983852,0.006221799379766074,0.004470674413170402,0.0021970934450585575,0.00045953082204850326,0.0016176297555960044,-0.00033262380286323167,0.00012407077113714036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI3,134770,-0.04086349458713629,0.0015045988515416454,0.010678570729077802,0.0019588410594431403,0.00100969911170227,-0.0065865890794639574,-0.007761048067414718,0.0027437565385034046,0.00858796103204338,0.004424610539063871,0.0074744526221151705,-0.012186791798231799,-0.0083577990912155,0.006138079331743052,-0.009117889056322754,-0.0004628750784175189,-0.0012394570266368028,0.0036860317932943527,0.0003317052731224552,-0.0005340309719869923,-0.0006334027092490321,0.0005535118144901898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJ15,134771,-0.05285766022406626,-0.003666327019024603,0.0009476739342347919,0.000584197122163482,0.0028229673807786595,-0.0003514812374869319,0.01069307669013088,-0.0006854189931941392,0.004946545834446806,0.004915594954129612,-0.002465228705333038,0.008734084371687554,-0.005034112322988835,0.00018512203080037564,0.0002880292408878193,-0.004087428873354079,0.002827857772526633,-0.004126199470076795,0.0010725408923771644,0.00023246736087695433,-0.0012064411869120932,-0.000479236884824731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HL8,134772,-0.05236161824149062,0.011282951296780166,0.011508756752225851,0.00462988238506154,-0.005135838870054494,-0.007856537719984449,-0.010396530266527888,0.010506297935256304,-0.000891443814760357,0.01109529534946359,-0.0038479643776440854,-0.009699189857828047,0.0056186408259212605,-0.007013800589334791,-0.0018277928566751093,0.0014256778211383838,-0.0018397183957333087,-0.002620323003349451,-0.0004056354324289785,0.0025589131994314357,0.0003619877246505261,-0.00039291855896462596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HM3,134773,-0.04469442241232141,0.003953082022843819,0.002100329656089304,0.01403471526748181,0.007504731026178851,-0.004223576635005236,-0.0078005805761189075,-0.008931384359455686,-0.019376259450873356,0.0003861516876822739,-0.0008974524760029217,0.0010669329633972175,-0.0013395737655816783,-0.004455207263751508,-0.001247606876497392,0.0033125715249177584,0.0023956600865644947,0.0031106437601488243,0.00247755557542277,-0.0011425366632725087,0.0014464522028419635,0.00012790476002362257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN6,134774,-0.042647800798985044,-0.04298389375851934,-0.037138535476352784,0.046856848202352835,-0.07273722096235169,-0.00017977343111973913,-0.01562728222103605,0.03026489059132236,-0.014656796812191113,-0.005383352051853895,-0.004188231257751786,-0.0019125264070327702,-0.0010611964402787455,5.984195708479719e-05,-0.0008095798538012967,-0.0006912883007716427,-0.002191137860972637,-0.00044383750005407387,-0.0001649719980450851,7.814385241017772e-05,8.49355628597289e-05,3.075863540450062e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H05,134775,0.13348021359781004,0.29525391051671823,0.17033123490854413,0.09828987733719112,-0.004798520609033409,-0.02570874472712988,-0.003234959132801918,0.001440734121169542,-4.244852620775561e-05,0.002452343190393736,1.052713450823796e-05,0.0009281303516648793,-0.0009220864779484455,-0.00019396645421522975,8.32621715549009e-05,6.087593864463484e-05,8.690655802122127e-05,0.00025228976465270514,-0.00022751364625912658,5.09939004401437e-05,3.230043951205386e-05,3.770195800456666e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP3,134776,-0.03134858412902422,-0.008194873870238123,-0.0044734314512071905,-0.014806138614983156,0.008158908325845388,0.014488875306137575,-0.01382425048048593,0.02068640986796646,0.014509831346721621,-0.008615150069593912,0.0025832797456035537,-0.00387981904762477,-0.0041582332005645345,-0.005993053874432269,0.00044095128423267405,-0.0007250203103113871,0.0013816788245502515,-0.002798973709695856,-0.0014389913112132428,0.000657625106087337,0.0001644257143526766,0.0004606065256900249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR9,134777,-0.04671550442085665,-0.004836722039552469,0.0056508916426946144,0.0044658826412947465,-0.0021077067499049138,-0.001769004361611006,0.0011249119645663993,-0.002241626900098415,0.0047490322177674215,0.00018202004167959076,0.005308955869137635,0.0011582122498271547,-0.004537658266368616,0.002601698016453704,-0.0014088562525516038,0.0020378929016724584,-0.004290144584407158,-0.0003863026339949509,-0.00016468719565078459,0.0004534354725370134,0.004214137082958564,-0.002139293449284492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.5552734285654606,0.1699480432782653,0.1399244463315194,0.07409481455470832,0.02118248272625542,0.01449990718078313,0.009085052127149976,0.005088563609350285,0.0033715136261758343,0.0017827775647570783,0.001585477424049018,0.0014126271981797576,0.000969490313593851,0.0005356601202398451,0.00030406334674601214,0.0002779007159360458,0.00020242333328313188,0.00018416147585385338,0.00013040913782129185,7.569453437484161e-05,5.448845683692749e-05,1.6574378660017398e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
