sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
CA4,134738,0.005435815495024721,-0.018739375284132206,-0.01119445537814603,-0.012910282621224182,0.009318821701489809,-0.0077704172765726675,-0.005828781296736829,0.012440185223456128,0.005639690210586124,0.0008322489057265528,0.0038027098921665043,0.0023069160187110097,0.0020484585240093003,0.0009658197837486669,0.0014951800291086797,-0.0009714293184540496,-0.0003415827144606111,0.0004366835980412319,0.00024400598382347434,4.373473440887727e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4,134739,0.012250158642102615,-0.00717280277943187,-0.0034856569501043938,-0.014172306800407276,0.0011514149395169737,0.0012593797697760122,0.004202696032392893,0.00033955868782338284,-0.0013145100224597472,-0.003935369045032711,-0.0026128929835831385,0.007056587728601996,-0.001161916786184363,-0.00040586820304656164,0.00039840865456218543,-0.0011047526851756665,-0.0008901951823015153,-0.0007097997496634602,-0.00025127236322138356,-0.00020237469808880073,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CE11,134740,0.006172823471401934,0.002123225609809723,-0.01632968935195707,-0.024998504345598405,0.01875420454411797,0.005009177305850057,-0.005447785949169625,-0.009414772956119257,2.2952545690389712e-05,-0.0009120290306552226,-0.0017507268997077978,0.0006097087377821168,-1.421005363845778e-05,-0.0028565451872105897,-0.0010274643036848972,0.0009089955215104211,0.0013055578144839136,-0.0004351225711009153,0.00013698052264048816,1.7669809362248862e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF7,134741,0.01643502791944213,-0.010093576313211089,-0.005340522416409838,-0.003075964078573002,-0.005655902630572843,-0.001452526291250921,-0.0013308795021983162,-0.005303390372908947,0.0011248902681342875,0.0028042930072682396,-0.0012205368205285363,-0.002012763718390384,0.003860074411562877,-0.005292053863159388,-0.00017596411113343245,0.0016163864516140325,-0.002669564007402626,-1.1330666033953243e-05,0.0006169013235158618,0.0002814668729450719,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH1,134742,0.022586684045772177,-0.012639983515071522,-0.009111403659466997,-0.009993546251983619,-0.0010298264837510192,-0.0018232006733564948,0.0022485651308352286,-0.001174388071655979,0.0010465387916491619,-0.0017028230161427159,-0.003002892829347071,0.0006075612802720725,0.000522207231631651,0.001514084150630727,-0.002049849034932442,0.0014112267987673136,0.0013355196733391959,0.001820019442174505,-0.0007567415031928568,0.0011579682227282014,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CI1,134743,0.016837703926392035,-0.01404895029111804,-0.004561848294050205,-0.004727095112055148,0.00011685640502097568,-0.00036336029142560415,0.00278571565966631,-0.004063604055501929,-0.001963812363899186,-0.00031120883060948483,-0.0018291037933065141,-0.0002703613935771924,0.0011182341393989556,0.001898048577771127,0.0008259365830352995,0.0009652188735196603,0.0015457201425888873,-0.0009684957090154796,0.001602434347212005,-0.0011630096256349885,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ13,134744,0.013735532571350715,-0.010887908694966166,-0.006631698617010306,-0.006324215421074442,-0.0034878152862864178,0.0003063591696752397,-0.0023018913355260153,-0.0005876678212336724,-0.0004904277743160777,0.001085844634307759,0.0008081771521545551,-0.0009590401982858474,-7.237448250382323e-05,-0.0004751046756716107,-0.0013748515264694699,0.002333956787217255,7.042769576001089e-05,-0.001343548051744194,-0.001195137820026337,-0.0007960463598495595,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL6,134745,0.00587321793187119,-0.007534734883410849,-0.0008658075862227171,-0.006639221764547523,-0.0015495672895254335,-0.0015249929939390387,-0.003754969778934075,0.0011777194342470518,-0.009370892702037134,-0.0016773609629452747,0.0018392361950596407,-0.000756188546177725,3.1388962062153362e-06,-0.0017029899987590267,0.005044961901627288,0.0014298542465072102,0.0003467094313546474,0.0008421271698215311,0.0003863465953490391,0.00020210174367680373,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CM1,134746,0.012066931747046568,-0.01234675890821801,-0.002114888302524932,-0.0023215310851753264,-0.006362323436313721,-0.00395084416455352,-0.004457660656860954,-0.004614422977184683,-0.0034079927605207266,0.0031730397166934163,-0.0038946543401906066,3.1934584202920173e-05,-0.0014988239981561693,-0.001399952426104647,0.0004375234701562352,-0.0023791964989284937,0.00043248279016696407,0.0003461681011420692,0.0005039890331330408,0.000427838886870738,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,134749,0.018087451244333193,0.025422277360073284,0.03246128674485936,0.06398514586013064,-0.0009466594494085384,-0.003589347319258064,-0.008506257928804366,0.0003866921005533779,-0.0003318125391411635,0.0012442179670641427,0.00039214433717200465,0.0002991001861741117,-0.0003277586456372523,0.000333874082882571,-9.273293072757782e-05,6.404466248317057e-05,3.844409040792968e-05,0.00025862207808458374,3.562858823262253e-05,2.771084383983888e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR7,134750,0.01886256192252133,-0.007078453549233644,-0.007860862208598529,-0.005767964488971046,-0.0003129579879398901,-0.00019696529649660744,0.004456478930814218,-0.0040758697640687624,-0.0012600335586044026,-0.0022513887422294407,0.0004917126382746441,-0.003277448846093719,-0.0004590146152521714,0.002944269293416612,-0.0003403471294906761,-0.0006672596314048828,-0.002508546663349059,-0.0013087133017301053,0.0002957786614984102,0.000500653569832173,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA5,134752,0.016797365405443177,-0.005355382914754576,0.022506009708501716,0.008894622802173636,-0.00436628919510363,0.025633653142492538,0.015641065489614497,0.00798722752806026,0.005181883056088871,0.003859810902020094,8.369067338960517e-05,-0.0034517474324318575,0.001626891534775557,-0.000929659915450933,0.00021358339437358033,-0.0010021373139710084,0.00035934450406987676,0.00013700830522373318,-0.00011683824522162811,8.778256351433403e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FD5,134753,0.02714395300107116,-0.01253361449421734,0.0002993938425150088,0.013449734387902524,-0.005232983601647861,0.010541763452235458,-0.00730821686234725,0.001445024609880416,-0.008152980384598225,-0.008991950364740034,0.001127703875317358,-0.0034725356989761913,-0.0030053841157951216,-0.0027186836446133535,0.0006441661759405666,-0.0004309970971130117,0.0003082095410627969,-0.00034596806199952936,5.30994617304631e-05,7.051397922818592e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE10,134754,0.025192649280285178,0.007314972543523969,-0.003389324144882764,0.0037663331138478797,-0.01481572891456737,-0.010241227935313395,-0.00419863440931201,0.0055445522911794515,-0.003745217102032323,0.013505019820235517,-0.0027745467072815984,0.0018511182087951317,0.0002638886783100926,-0.0004045026609344058,-0.0007598605370085663,0.000472410556763163,-0.00013668304651027522,-0.0010008444955169591,6.897619623760371e-05,-7.061269969356267e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
