sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
FL7,134759,0.016352359440283175,0.001977258651819508,0.009002423770742719,0.008479453981282494,-0.011935353641230604,-0.002923583372292137,-0.007127824542956161,-0.00459040902836726,0.001188387532254416,-0.004657081872731702,0.0001600571065635036,-0.003201218318749935,0.002049624189016223,0.0008552835324199098,-0.004223369743504038,-0.0008252663810590174,-0.003762876161958736,-0.0021881911558557635,0.0014435810687822607,0.0002166912562095732,1.7136026725312623e-05,-0.0005356945099740311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FM2,134760,0.013592632137458765,-0.016417420606456925,-0.005016825378067733,0.003273162623697541,0.000828180272592267,-0.007971450881940524,0.007731566262680788,-0.003332679789642413,0.0014655079878264326,0.003662216374462054,0.0007545772111769555,-0.005122151484429545,0.0018873659341704188,0.0018969447159443943,-0.002710329310696934,-0.00238931215739808,0.0019823710242483816,-0.0009409580693039082,-3.6411182698910234e-05,0.0006146381387257813,-9.556039583005494e-06,0.0003027334854052179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FN5,134761,-0.10642147364773047,-0.11598507380889339,-0.08767362083507868,0.01717809988842777,-0.009101327349541454,-0.01385865652941323,-0.0032435612366717233,0.006025101653505921,-0.0019552214598216443,-0.0022084992307977174,-0.0001846630109128498,0.000509114499806571,0.0006897616897448119,6.947672904297407e-05,-0.0006275321787318955,-7.137741180717322e-05,0.00039909182899020414,0.00015097389588046654,1.324188617584172e-05,-9.10574910247607e-05,5.863299392307693e-06,4.023237273909633e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FO2,134762,0.0006260732084297756,-0.017007960028187455,-0.019234738325381518,0.0074707305967405616,-0.005111818892064929,0.010934682908360423,-0.009729578238496487,-0.010844002766848326,-0.017747929725448454,0.008255494833416165,0.0030810643273370924,0.0002799496219476438,-0.0037893338481567863,-0.0016594638922992715,0.0014504021400592348,-0.00017539778262068957,-0.00015267353014691045,-0.00046372844654711103,0.0003144459567515961,-2.905390200931147e-05,2.20972981102006e-05,5.724471141590085e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FP2,134763,-0.07487769595929307,0.10812759689149924,-0.03731324392303455,-0.06533717459268863,-0.008649362463121356,-0.012381523341225241,-0.0010350861647616468,0.0006675616208221936,-0.001110837197459077,-0.0014613977846165557,0.0033477985104072095,0.0003456879877237757,0.0005201481197718826,-0.00029565555263862673,-0.00010953099982940575,-0.00015365621390097905,-6.058171007030779e-05,-7.699977671336095e-05,-0.00015299585439485143,-3.1969238138336644e-05,-2.399548580528273e-05,1.784370134305112e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR8,134764,0.014464287719587571,0.005667085869625283,0.006449302931830143,0.009587038553997132,0.0007337352914337859,0.005763243814156971,0.0032205989532093416,0.0006114561091045736,-0.002946492884352627,-0.0028449216339538766,0.0021137240276297292,0.00015707668176824892,0.0010667359467913104,0.004349259161434209,-0.001411546324198619,0.001581704930860951,2.6042338945745283e-05,-0.0021520195594928087,-0.0006379446181290155,-0.0009941751662054352,0.00027273490522077606,0.000513535184580831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HA6,134765,0.012990002885312484,-0.018931587694864353,-0.005231620015188169,0.0010329460158718556,0.0034578839499130073,-0.005715374923642501,0.008620972114765577,-0.0032961980564297742,-0.00039407824058943213,0.004191265250640604,-0.0024633783311831556,-0.0032321745946438545,0.0015766495892200157,-9.784085748834701e-05,0.0019274024207358523,0.003765139878799346,-0.0033074839995814423,-0.0003218588785279748,-4.72065027836526e-05,-0.0008087645390674582,0.00014888855979686028,0.00020592015659723863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD6,134766,0.011503519872830714,1.6410629404275942e-06,-0.0016969533825023334,0.0008259139931178806,0.010692412383009412,0.000742109712457782,0.002951660150367832,-0.001911205333757894,0.005182164244030311,0.003400637395419391,-0.0007264163808912888,0.005800245758660039,-0.005799478445016352,0.004629707243791407,-0.0004973860024438045,-0.0017552396752827505,-0.00032224502198371826,-0.0004576423505130853,0.002123085030893953,0.00019009522470244875,4.639987436385079e-05,0.0002686580831092862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HE3,134767,0.015216705576081528,0.008866675140378033,0.006994368845236604,-0.00716170108523791,-0.0020788382527798283,-0.0034404981597678484,0.0030800282248593367,0.007432227198130016,-0.004900148281427341,0.0004049990361094387,0.00504173026738819,3.064168048380691e-05,-0.00010520607227225534,0.0038027580704531752,-0.0011558646571137173,-0.001790552609060387,0.001521021926539853,-0.0014198396234948736,0.0011377481400696426,0.0008857595414209634,0.00034598992306951237,-0.0005082742865204534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HF9,134768,0.015545045094291037,0.010435672270870238,0.011337190976986409,0.003015474617091065,-0.004219109216033691,-0.0023475630986573848,0.002067941771097662,0.013005755808714914,-0.0009047219542918695,0.0007731449669913044,0.004253663254145818,-0.004100118813315045,0.0024653201751501544,0.0005504232218263909,0.005160651326950377,0.003740282645405538,-0.0022766163388979214,0.001455800784928866,0.0014903245456846354,0.0006411303419480196,0.0001520782931043635,9.385723479678146e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HH15,134769,0.015643209255330016,-0.017460173748382525,-0.002629674391282646,0.006550630417777999,0.006043851636158518,-0.005145583893721004,0.0012132527818387705,-0.0019432010712863797,0.006403657218826521,0.0027576668556034247,-0.0012151699121479838,-0.0058522194600446045,0.002679426865021023,-0.002746023213016661,0.002187083947510946,-0.002579584164887872,0.00021840953342866263,0.0008259760514583507,0.0005143418465943906,-0.00026442796322019715,-0.00016267137297862515,-0.0004936793046409492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI3,134770,0.011250325874020813,0.0019094897714048947,-0.004855849651451599,0.001398830683743291,0.00046877456986914773,0.000901178187042737,-0.0022580898782320912,-0.008491874816202703,0.006097861578431801,-0.0009036552510249897,-0.00915733135063951,0.0028131233255135318,-0.0026991587368773926,-0.0035777117814264794,-0.004038381086521466,0.004434276392599812,0.0005027887600483462,0.0001973081526455548,0.0002456155550167871,-6.44126762689353e-05,-0.0004140815295546938,-0.00016892040595685947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJ15,134771,0.017329497298839657,0.005390240934090448,0.010092007940122091,-0.006112331580323805,-0.0062764915078076956,-0.0012518797511388631,0.005981585389955441,0.0022560578444805793,-0.0030142901106317986,0.0027671558454461787,-0.00012845932483833864,0.0028864616362931296,0.0008787598491379276,-0.0006769698991426781,-0.0038231896650753657,-0.0022633642557994948,-0.0031172183534017776,0.0026796470310064793,-0.0023717605476039423,0.0007110216934545793,0.0003790500961776931,0.0003290841158396551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HL8,134772,0.01307685883930105,0.017486010469644375,0.00956529119518255,0.0015930894032066508,0.00479645548801741,-0.0030093854991411497,-0.00612422852308814,0.00020517185241046733,0.0048389391636665235,0.006546786730129164,-0.006832908465443135,-0.005283080969783234,-0.0001982697739605483,0.0035383254783245806,0.001013797828359148,0.0013630647941912778,-2.0206996879365852e-05,0.00036677434679462123,9.224898980828505e-05,-0.00017248154685684444,0.00040608543529075574,-4.031253478602172e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HM3,134773,0.01420297366637876,0.006620219719362478,0.00682477077650056,0.007121683687675976,-0.003660084779084817,0.00855509516454765,-0.008085117816230641,0.006576654464720858,0.0013964475056037562,-0.0025414394559313894,0.006934717227527856,0.00042723584123397586,-0.0014639709996564435,0.002333746628142918,0.00041612535538734324,0.0017623190188582481,0.0004142376341634066,0.0008621167129974133,-0.0009467888267082422,-0.0008908456678345902,-0.0004206787017156492,-0.00033879221786082414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN6,134774,0.01806283049852346,-0.007284475024694182,0.01825574989666349,0.013766285992058662,0.03578148683566473,-0.017869433771380266,-0.007231185736485043,0.02002612042916527,-0.004380911032520365,0.0010190369311926318,4.228586508038756e-05,0.0028198107525184376,-0.0009118761048623283,-0.0007094289398714372,-0.0011125968151794862,-0.0009843995825527345,2.8685270483484268e-05,0.00021244405251752142,-0.0004753071948517357,-9.37477570331377e-05,-2.162692831029013e-05,-1.8229362300034125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H05,134775,-0.09168634530318871,0.12621473235639227,-0.029993728513426035,0.06101963916167315,0.004017509878014896,0.0075585120833112016,-9.73171589363021e-05,0.0013161677354292978,0.00461741349359917,0.0011334139818034359,-0.0019492570979959226,0.0006921694015561429,0.0016491864254671515,-0.00013819071838141968,-0.00015247840410958767,-0.00039817243504170174,-0.00010291444068277396,-1.7224994774970154e-05,-7.307737482062097e-05,-4.4152002402504756e-05,-3.740140929863575e-05,3.5130089657406125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP3,134776,0.009180459359104567,-0.009739354489295571,-0.008365225367063004,-0.01216466905817889,-0.0016778843409641607,-0.003919973292718486,-0.005710437522189159,-0.007815618235908437,0.0015099479966819967,0.002466407425803496,-0.008957927472159058,0.00022628835115591972,0.0004426358437837579,0.0022401547706690918,0.0024184917661612257,-0.0048367207947054265,-0.0022289611913058087,-0.0003962294496581848,-0.0013451046211393881,0.00028944651520304283,-0.00018940023962511518,-0.0003123084906356828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR9,134777,0.015472611290174078,-0.00020179190659516986,0.0011193375610764249,0.0011294219367496176,-0.002339488167259959,-0.0014306988123947676,0.001137200314039719,-0.003989422726600233,-0.0014092313449743472,-0.0031088059082510487,-0.003184044458853556,0.003299675873773022,-0.0005387199019309771,-0.0014489826325858434,-0.00046292083138458836,0.0008690828668516814,0.0025638116758866505,0.001344667361582279,0.00038239511650373315,-0.0019296683938341578,0.0015284062389406316,-0.00029486250882607525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.36433162766523197,0.297982639475629,0.16468628650053732,0.07065880714540484,0.03214285160371345,0.018298902504287222,0.014302886301884097,0.011029031078414766,0.007406936812616839,0.004959104299495487,0.004295849974881779,0.0026837122169060933,0.0020861025020247875,0.0014130252703742896,0.0012422006646681995,0.0010172531306651914,0.0005956082526722028,0.0003866474836393432,0.0002673207712568604,0.0001520505121555967,3.6571194475028264e-05,2.4584639065758544e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
