date,day,treatment,sym_state,tank_id,coral_id,fvfm1,fvfm2,fvfm3
11/11/18,11,control,Sym,control_2,I4,0.542,0.629,0.638
11/11/18,11,control,Sym,control_2,H12,0.579,0.602,0.532
11/11/18,11,control,Sym,control_2,F4,0.677,0.638,0.643
11/11/18,11,control,Sym,control_2,C6,0.666,0.637,0.633
11/11/18,11,control,Sym,control_2,L6,0.684,0.691,0.663
11/11/18,11,control,Sym,control_2,B4,0.671,0.663,0.658
11/11/18,11,control,Apo,control_2,E7,0.604,0.55,0.591
11/11/18,11,control,Apo,control_2,N4,0.563,0.534,0.439
11/11/18,11,control,Apo,control_2,Q1,0.548,0.645,0.514
11/11/18,11,control,Apo,control_2,K4,0.643,0.689,0.64
11/11/18,11,control,Apo,control_2,A4,0.657,0.688,0.609
11/11/18,11,control,Apo,control_2,H5,0.501,0.525,0.543
11/11/18,11,control,Sym,control_3,H20,0.632,0.667,0.679
11/11/18,11,control,Sym,control_3,J13,0.63,0.632,0.673
11/11/18,11,control,Sym,control_3,F7,0.62,0.589,0.629
11/11/18,11,control,Sym,control_3,I7,0.57,0.563,0.605
11/11/18,11,control,Sym,control_3,B7,0.596,0.558,0.601
11/11/18,11,control,Sym,control_3,D7,0.6,0.625,0.636
11/11/18,11,control,Sym,control_3,M7,0.655,0.65,0.651
11/11/18,11,control,Sym,control_3,R7,0.59,0.586,0.613
11/11/18,11,control,Sym,control_3,C9,0.633,0.646,0.637
11/11/18,11,control,Apo,control_3,K7,0.554,0.566,0.532
11/11/18,11,control,Apo,control_3,H10,0.57,0.584,0.55
11/11/18,11,control,Apo,control_3,A7,0.651,0.594,0.639
11/11/18,11,control,Apo,control_3,O1,0.615,0.662,0.646
11/11/18,11,control,Apo,control_3,N7,0.673,0.568,0.636
11/11/18,11,control,Apo,control_3,E11,0.5,0.556,0.519
11/11/18,11,cold,Sym,cold_1,I2,0.312,0.343,0.409
11/11/18,11,cold,Sym,cold_1,H8,0.641,0.642,0.578
11/11/18,11,cold,Sym,cold_1,J3,0.57,0.586,0.406
11/11/18,11,cold,Sym,cold_1,M2,0.407,0.337,0.298
11/11/18,11,cold,Sym,cold_1,F2,0.335,0.241,0.251
11/11/18,11,cold,Sym,cold_1,L3,0.308,0.305,0.391
11/11/18,11,cold,Sym,cold_1,C4,0.526,0.432,0.402
11/11/18,11,cold,Sym,cold_1,D2,0.438,0.38,0.456
11/11/18,11,cold,Sym,cold_1,B2,0.348,0.382,0.502
11/11/18,11,cold,Sym,cold_1,R2,0.357,0.445,0.494
11/11/18,11,cold,Apo,cold_1,E4,0.265,0.202,0.422
11/11/18,11,cold,Apo,cold_1,K2,0.148,0.139,0.227
11/11/18,11,cold,Apo,cold_1,A2,0.213,0.269,0.293
11/11/18,11,cold,Apo,cold_1,H2,0.179,0.176,0.28
11/11/18,11,cold,Apo,cold_1,P2,0.375,0.458,0.325
11/11/18,11,cold,Apo,cold_1,N2,0.432,0.562,0.329
11/11/18,11,cold,Sym,cold_2,L7,0.405,0.426,0.449
11/11/18,11,cold,Sym,cold_2,J8,0.397,0.564,0.463
11/11/18,11,cold,Sym,cold_2,I5,0.469,0.551,0.329
11/11/18,11,cold,Sym,cold_2,F5,0.302,0.248,0.393
11/11/18,11,cold,Sym,cold_2,M5,0.237,0.245,0.284
11/11/18,11,cold,Sym,cold_2,R5,0.631,0.638,0.535
11/11/18,11,cold,Sym,cold_2,B5,0.612,0.453,0.552
11/11/18,11,cold,Sym,cold_2,C7,0.305,0.325,0.308
11/11/18,11,cold,Sym,cold_2,H13,0.582,0.598,0.598
11/11/18,11,cold,Sym,cold_2,D5,0.375,0.323,0.311
11/11/18,11,cold,Apo,cold_2,Q4,0.252,0.268,0.362
11/11/18,11,cold,Apo,cold_2,K5,0.23,0.385,0.358
11/11/18,11,cold,Apo,cold_2,A5,0.423,0.324,0.398
11/11/18,11,cold,Apo,cold_2,E9,0.41,0.363,0.471
11/11/18,11,cold,Apo,cold_2,N5,0.195,0.261,0.294
11/11/18,11,cold,Apo,cold_2,H6,0.178,0.193,0.164
11/11/18,11,cold,Sym,cold_3,I8,0.533,0.547,0.477
11/11/18,11,cold,Sym,cold_3,B8,0.62,0.637,0.614
11/11/18,11,cold,Sym,cold_3,D11,0.274,0.222,0.354
11/11/18,11,cold,Sym,cold_3,R8,0.356,0.358,0.289
11/11/18,11,cold,Sym,cold_3,F8,0.59,0.541,0.507
11/11/18,11,cold,Sym,cold_3,J14,0.622,0.551,0.612
11/11/18,11,cold,Sym,cold_3,C10,0.219,0.238,0.278
11/11/18,11,cold,Sym,cold_3,L11,0.162,0.17,0.103
11/11/18,11,cold,Sym,cold_3,H21,0.41,0.316,0.351
11/11/18,11,cold,Apo,cold_3,A8,0.27,0.237,0.343
11/11/18,11,cold,Apo,cold_3,H11,0.274,0.425,0.325
11/11/18,11,cold,Apo,cold_3,Q10,0.472,0.574,0.406
11/11/18,11,cold,Apo,cold_3,N8,0.281,0.171,0.397
11/11/18,11,cold,Apo,cold_3,E10,0.426,0.465,0.324
11/11/18,11,cold,Apo,cold_3,O2,0.399,0.248,0.378
11/14/18,14,cold,Sym,cold_1,D2,0.276,0.276,0.276
11/14/18,14,cold,Sym,cold_1,B2,0.589,0.598,0.602
11/14/18,14,cold,Sym,cold_1,R2,0.473,0.587,0.604
11/14/18,14,cold,Sym,cold_1,I2,0.226,0.177,0.156
11/14/18,14,cold,Sym,cold_1,H8,0.565,0.374,0.407
11/14/18,14,cold,Sym,cold_1,J3,0.47,0.594,0.571
11/14/18,14,cold,Sym,cold_1,M2,0.552,0.589,0.613
11/14/18,14,cold,Sym,cold_1,F2,0.471,0.624,0.482
11/14/18,14,cold,Sym,cold_1,L3,0.275,0.158,0.369
11/14/18,14,cold,Sym,cold_1,C4,0.535,0.475,0.462
11/14/18,14,cold,Apo,cold_1,H2,0.141,0.213,0.28
11/14/18,14,cold,Apo,cold_1,P2,0.213,0.211,0.262
11/14/18,14,cold,Apo,cold_1,N2,0.429,0.461,0.352
11/14/18,14,cold,Apo,cold_1,E4,0.512,0.47,0.32
11/14/18,14,cold,Apo,cold_1,K2,0.504,0.519,0.461
11/14/18,14,cold,Apo,cold_1,A2,0.504,0.434,0.494
11/14/18,14,cold,Sym,cold_2,C7,0.296,0.293,0.278
11/14/18,14,cold,Sym,cold_2,H13,0.516,0.497,0.406
11/14/18,14,cold,Sym,cold_2,D5,0.182,0.372,0.25
11/14/18,14,cold,Sym,cold_2,L7,0.492,0.454,0.494
11/14/18,14,cold,Sym,cold_2,J8,0.518,0.584,0.584
11/14/18,14,cold,Sym,cold_2,I5,0.592,0.621,0.536
11/14/18,14,cold,Sym,cold_2,F5,0.326,0.23,0.205
11/14/18,14,cold,Sym,cold_2,M5,0.366,0.338,0.124
11/14/18,14,cold,Sym,cold_2,R5,0.66,0.606,0.576
11/14/18,14,cold,Sym,cold_2,B5,0.466,0.556,0.551
11/14/18,14,cold,Apo,cold_2,E9,0.142,0.368,0.256
11/14/18,14,cold,Apo,cold_2,N5,0.524,0.44,0.431
11/14/18,14,cold,Apo,cold_2,H6,0.187,0.2,0.288
11/14/18,14,cold,Apo,cold_2,Q4,0.446,0.433,0.482
11/14/18,14,cold,Apo,cold_2,K5,0.108,0.463,0.098
11/14/18,14,cold,Apo,cold_2,A5,0.292,0.326,0.439
11/14/18,14,cold,Sym,cold_3,C10,0.312,0.408,0.291
11/14/18,14,cold,Sym,cold_3,L11,0.199,0.188,0.141
11/14/18,14,cold,Sym,cold_3,H21,0.237,0.165,0.163
11/14/18,14,cold,Sym,cold_3,I8,0.328,0.295,0.465
11/14/18,14,cold,Sym,cold_3,B8,0.517,0.545,0.555
11/14/18,14,cold,Sym,cold_3,D11,0.382,0.337,0.102
11/14/18,14,cold,Sym,cold_3,R8,0.282,0.19,0.136
11/14/18,14,cold,Sym,cold_3,F8,0.352,0.339,0.459
11/14/18,14,cold,Sym,cold_3,J14,0.492,0.435,0.572
11/14/18,14,cold,Apo,cold_3,N8,0.283,0.404,0.291
11/14/18,14,cold,Apo,cold_3,E10,0.212,0.161,0.347
11/14/18,14,cold,Apo,cold_3,O2,0.239,0.223,0.454
11/14/18,14,cold,Apo,cold_3,A8,0.294,0.116,0.297
11/14/18,14,cold,Apo,cold_3,H11,0.356,0.414,0.344
11/14/18,14,control,Apo,control_1,Q10,0.173,0.163,0.222
11/14/18,14,control,Sym,control_1,D1,0.635,0.612,0.592
11/14/18,14,control,Sym,control_1,B1,0.605,0.639,0.664
11/14/18,14,control,Sym,control_1,C2,0.62,0.681,0.685
11/14/18,14,control,Sym,control_1,M1,0.648,0.654,0.629
11/14/18,14,control,Sym,control_1,J1,0.641,0.676,0.594
11/14/18,14,control,Sym,control_1,R1,0.644,0.677,0.612
11/14/18,14,control,Sym,control_1,L2,0.631,0.641,0.622
11/14/18,14,control,Sym,control_1,H4,0.67,0.642,0.676
11/14/18,14,control,Sym,control_1,I4,0.616,0.681,0.683
11/14/18,14,control,Sym,control_1,F1,0.657,0.66,0.699
11/14/18,14,control,Apo,control_1,A1,0.562,0.613,0.632
11/14/18,14,control,Apo,control_1,N1,0.446,0.54,0.511
11/14/18,14,control,Apo,control_1,E2,0.613,0.634,0.656
11/14/18,14,control,Apo,control_1,H1,0.678,0.664,0.632
11/14/18,14,control,Apo,control_1,P1,0.638,0.658,0.569
11/14/18,14,control,Apo,control_1,K1,0.671,0.671,0.622
11/14/18,14,control,Sym,control_2,C6,0.64,0.693,0.644
11/14/18,14,control,Sym,control_2,L6,0.667,0.679,0.637
11/14/18,14,control,Sym,control_2,B4,0.575,0.674,0.642
11/14/18,14,control,Sym,control_2,J7,0.647,0.651,0.64
11/14/18,14,control,Sym,control_2,M4,0.605,0.657,0.594
11/14/18,14,control,Sym,control_2,D4,0.597,0.615,0.622
11/14/18,14,control,Sym,control_2,R4,0.659,0.61,0.654
11/14/18,14,control,Sym,control_2,I4,0.645,0.648,0.654
11/14/18,14,control,Sym,control_2,H12,0.685,0.599,0.667
11/14/18,14,control,Sym,control_2,F4,0.615,0.693,0.678
11/14/18,14,control,Apo,control_2,K4,0.652,0.637,0.666
11/14/18,14,control,Apo,control_2,A4,0.576,0.581,0.621
11/14/18,14,control,Apo,control_2,H5,0.512,0.603,0.56
11/14/18,14,control,Apo,control_2,E7,0.502,0.466,0.491
11/14/18,14,control,Apo,control_2,N4,0.623,0.549,0.624
11/14/18,14,control,Apo,control_2,Q1,0.637,0.647,0.644
11/14/18,14,control,Sym,control_3,D7,0.512,0.633,0.598
11/14/18,14,control,Sym,control_3,M7,0.697,0.634,0.629
11/14/18,14,control,Sym,control_3,R7,0.648,0.611,0.685
11/14/18,14,control,Sym,control_3,C9,0.58,0.668,0.665
11/14/18,14,control,Sym,control_3,H20,0.624,0.689,0.672
11/14/18,14,control,Sym,control_3,J13,0.691,0.669,0.664
11/14/18,14,control,Sym,control_3,F7,0.665,0.619,0.647
11/14/18,14,control,Sym,control_3,I7,0.59,0.566,0.675
11/14/18,14,control,Sym,control_3,B7,0.67,0.657,0.691
11/14/18,14,control,Apo,control_3,O1,0.647,0.596,0.578
11/14/18,14,control,Apo,control_3,N7,0.621,0.664,0.684
11/14/18,14,control,Apo,control_3,E11,0.602,0.678,0.616
11/14/18,14,control,Apo,control_3,K7,0.635,0.6,0.659
11/14/18,14,control,Apo,control_3,H10,0.5,0.489,0.549
11/14/18,14,control,Apo,control_3,A7,0.67,0.683,0.645
11/14/18,14,heat,Sym,heat_1,D3,0.59,0.5,0.541
11/14/18,14,heat,Sym,heat_1,C5,0.653,0.682,0.636
11/14/18,14,heat,Sym,heat_1,B3,0.611,0.552,0.535
11/14/18,14,heat,Sym,heat_1,M3,0.589,0.57,0.546
11/14/18,14,heat,Sym,heat_1,J6,0.663,0.568,0.543
11/14/18,14,heat,Sym,heat_1,F3,0.475,0.452,0.431
11/14/18,14,heat,Sym,heat_1,I3,0.598,0.686,0.562
11/14/18,14,heat,Sym,heat_1,R3,0.348,0.459,0.509
11/14/18,14,heat,Sym,heat_1,H9,0.593,0.563,0.631
11/14/18,14,heat,Sym,heat_1,L4,0.66,0.688,0.609
11/14/18,14,heat,Apo,heat_1,P3,0.552,0.566,0.567
11/14/18,14,heat,Apo,heat_1,A3,0.644,0.564,0.567
11/14/18,14,heat,Apo,heat_1,E5,0.623,0.55,0.519
11/14/18,14,heat,Apo,heat_1,H3,0.516,0.621,0.616
11/14/18,14,heat,Apo,heat_1,N3,0.547,0.543,0.645
11/14/18,14,heat,Apo,heat_1,K3,0.659,0.605,0.658
11/14/18,14,heat,Sym,heat_2,F6,0.44,0.374,0.412
11/14/18,14,heat,Sym,heat_2,I6,0.655,0.669,0.589
11/14/18,14,heat,Sym,heat_2,D6,0.62,0.608,0.568
11/14/18,14,heat,Sym,heat_2,B6,0.576,0.458,0.488
11/14/18,14,heat,Sym,heat_2,L8,0.619,0.476,0.547
11/14/18,14,heat,Sym,heat_2,M6,0.633,0.546,0.574
11/14/18,14,heat,Sym,heat_2,C8,0.596,0.662,0.545
11/14/18,14,heat,Sym,heat_2,J11,0.627,0.489,0.599
11/14/18,14,heat,Sym,heat_2,H19,0.604,0.599,0.608
11/14/18,14,heat,Sym,heat_2,R11,0.565,0.424,0.494
11/14/18,14,heat,Apo,heat_2,H7,0.575,0.578,0.516
11/14/18,14,heat,Apo,heat_2,E1,0.636,0.643,0.579
11/14/18,14,heat,Apo,heat_2,N6,0.476,0.443,0.427
11/14/18,14,heat,Apo,heat_2,Q7,0.597,0.609,0.611
11/14/18,14,heat,Apo,heat_2,K6,0.635,0.59,0.649
11/14/18,14,heat,Apo,heat_2,A6,0.653,0.667,0.642
11/14/18,14,heat,Sym,heat_3,H18,0.547,0.654,0.453
11/14/18,14,heat,Sym,heat_3,C11,0.611,0.641,0.644
11/14/18,14,heat,Sym,heat_3,J15,0.44,0.466,0.454
11/14/18,14,heat,Sym,heat_3,L10,0.67,0.576,0.622
11/14/18,14,heat,Sym,heat_3,B9,0.591,0.627,0.587
11/14/18,14,heat,Sym,heat_3,D9,0.544,0.536,0.588
11/14/18,14,heat,Sym,heat_3,F9,0.635,0.614,0.64
11/14/18,14,heat,Sym,heat_3,R9,0.616,0.595,0.536
11/14/18,14,heat,Sym,heat_3,I9,0.569,0.617,0.532
11/14/18,14,heat,Apo,heat_3,Q11,0.696,0.664,0.653
11/14/18,14,heat,Apo,heat_3,E3,0.542,0.581,0.572
11/14/18,14,heat,Apo,heat_3,H15,0.588,0.609,0.597
11/14/18,14,heat,Apo,heat_3,N9,0.572,0.547,0.553
11/14/18,14,heat,Apo,heat_3,A9,0.579,0.625,0.586
11/14/18,14,heat,Apo,heat_3,O5,0.625,0.587,0.574
