gene,pval
Sym_100100_c0_g2,-0.725264063771907
Sym_100230_c0_g1,-0.724816779187096
Sym_100246_c0_g3,1.02419352672562
Sym_100437_c0_g1,2.05586039127818
Sym_100629_c0_g1,-0.475094946286865
Sym_100793_c2_g1,-0.222290917697306
Sym_100802_c0_g1,0.170326731841851
Sym_101037_c0_g1,-0.0317870174189196
Sym_101057_c0_g1,-2.59349648156658
Sym_101138_c0_g1,-2.68676105484082
Sym_101210_c1_g3,1.72393331884432
Sym_101261_c1_g1,0.0762536735170476
Sym_101299_c0_g1,-0.450910508742711
Sym_101312_c0_g2,-0.405789104018987
Sym_101326_c0_g1,-2.0094627689054
Sym_101441_c0_g1,2.27596293805245
Sym_101501_c0_g1,-4.89446435192575
Sym_101501_c0_g2,0.379937405189558
Sym_101543_c0_g2,-0.917844580759842
Sym_101543_c0_g3,2.01378709089934
Sym_101592_c0_g2,0.132323282843784
Sym_101592_c0_g3,-1.24184680022909
Sym_101757_c0_g1,-3.77917714218225
Sym_101806_c0_g1,0.0364569341923503
Sym_101851_c0_g1,-2.01544092836172
Sym_101880_c0_g1,0.86254301895672
Sym_101976_c0_g1,0.147227158555089
Sym_102324_c0_g5,1.98914594032055
Sym_102382_c3_g3,5.55231127859877
Sym_102395_c0_g1,20.5831072935473
Sym_102471_c7_g1,-0.0813292737559416
Sym_102539_c1_g2,-0.610492563833238
Sym_102539_c1_g5,-0.684547774309198
Sym_102539_c1_g9,-3.66136532283518
Sym_102636_c0_g1,-10.358747681639
Sym_102664_c0_g1,-0.0776674725837773
Sym_102695_c0_g1,-6.56051853492655
Sym_102774_c0_g1,0.504316444345864
Sym_102797_c0_g2,-18.1945233421835
Sym_102806_c2_g3,-6.20872101272032
Sym_102806_c2_g4,-1.47298608942943
Sym_102873_c0_g2,-1.03387079529986
Sym_102902_c2_g1,-15.0745336453387
Sym_103005_c0_g1,-2.83592092795597
Sym_103012_c3_g1,1.10065937208095
Sym_103171_c0_g1,0.515261815291797
Sym_103259_c1_g1,0.267204837199537
Sym_103259_c1_g2,5.74405826389655
Sym_103259_c1_g4,1.08777008862198
Sym_103259_c2_g1,-3.84127948164574
Sym_103301_c0_g1,-1.09338893465402
Sym_103490_c0_g1,1.34541286535854
Sym_103496_c0_g1,1.34883598686415
Sym_103660_c1_g1,-6.04027398490252
Sym_103755_c0_g1,0.143533587482804
Sym_103763_c6_g1,0.199963823739054
Sym_103763_c6_g2,1.04542277492845
Sym_103894_c0_g1,-8.58639427467347
Sym_103894_c0_g2,-0.26973672481314
Sym_103894_c0_g4,-0.190976171610604
Sym_104048_c2_g7,0.417475291646098
Sym_104174_c0_g1,0.664475655003647
Sym_104246_c3_g2,1.49652937460903
Sym_104246_c5_g1,4.32059739572332
Sym_104246_c5_g4,-1.00255951416482
Sym_104264_c2_g1,0.0477309190756431
Sym_104397_c2_g9,1.99965111554134
Sym_104594_c0_g1,-1.87590768269717
Sym_104762_c1_g5,-1.08809199641771
Sym_104781_c1_g2,3.50196856060014
Sym_104866_c10_g1,-4.8036013149469
Sym_105077_c3_g2,-2.03495956340003
Sym_105147_c1_g1,1.2760914356601
Sym_105147_c1_g2,0.129423956256292
Sym_105388_c1_g2,0.16345154069396
Sym_105558_c0_g1,1.6105215296288
Sym_105819_c0_g1,-0.108138183293138
Sym_105943_c4_g1,1.04073561942739
Sym_106497_c4_g4,1.44642132690428
Sym_106752_c2_g1,0.454884919841808
Sym_106752_c4_g4,1.24154374464521
Sym_106900_c1_g4,0.40883974597076
Sym_106992_c0_g1,-0.0866812135582479
Sym_107127_c2_g8,2.91736574043607
Sym_107242_c3_g1,1.33222448819907
Sym_107300_c1_g1,-0.407066703132797
Sym_107369_c2_g3,-4.3676676512008
Sym_107499_c4_g1,0.855179445921662
Sym_107578_c2_g1,7.86487097718744
