"","C4","C5","C9","D4","D5","D6","E10","E11","E3","F7","F8","F9","H1","I1","I2","I3","J13","J14","J15","K2","K3","L6","M2","M3","N4","O2","Q1","Q11","Q4","R7","R8"
"evm.TU.chromosome_12.3084",4,11,11,6,7,7,2,2,15,4,3,15,8,43,4,11,12,9,4,6,4,7,1,2,7,2,9,5,16,15,9
"evm.TU.chromosome_12.3085",1,0,2,3,2,1,2,2,0,0,0,5,8,8,1,1,2,1,2,1,2,0,0,0,3,0,4,1,1,2,0
"evm.TU.chromosome_12.3086",8,11,16,8,18,16,9,5,13,4,2,22,28,55,7,8,46,16,13,6,4,15,6,8,10,7,14,17,23,23,6
"evm.TU.chromosome_12.3087",0,0,1,3,1,2,2,0,6,1,0,0,2,6,2,2,3,4,2,3,2,5,0,1,6,1,2,3,3,2,1
"evm.TU.chromosome_12.3088",0,1,0,2,2,0,3,2,9,0,1,2,3,12,2,8,1,0,0,0,4,1,0,1,15,1,8,8,5,15,0
"evm.TU.chromosome_12.3089",0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
"evm.TU.chromosome_12.309",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3090",0,2,8,2,0,3,2,2,5,1,0,14,5,6,2,9,5,4,2,1,3,5,0,0,3,1,0,3,3,1,0
"evm.TU.chromosome_12.3091",1,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,2,0,2,1,0,1
"evm.TU.chromosome_12.3092",2,1,2,1,2,1,0,1,1,2,0,2,1,2,1,0,4,0,2,1,3,3,0,0,2,0,1,1,0,1,0
"evm.TU.chromosome_12.3093",19,2,14,8,32,4,18,9,10,7,11,16,8,22,10,1,22,26,6,15,9,10,11,10,11,26,7,13,58,9,24
"evm.TU.chromosome_12.3094",0,2,3,1,1,0,0,1,1,2,0,2,1,14,7,1,3,3,0,1,0,1,0,0,0,0,1,0,6,0,2
"evm.TU.chromosome_12.3095",23,37,39,18,23,36,14,21,49,18,18,110,37,78,24,36,57,26,27,19,19,36,17,32,52,42,34,46,56,33,49
"evm.TU.chromosome_12.3096",0,3,5,2,0,3,1,0,25,0,0,5,3,7,1,3,5,2,6,3,4,2,0,18,0,0,7,12,2,2,1
"evm.TU.chromosome_12.3097",0,1,1,1,0,1,0,0,1,1,0,1,5,2,0,2,6,1,1,3,0,0,2,0,1,0,1,1,1,3,0
"evm.TU.chromosome_12.3098",4,11,10,7,23,13,4,9,18,9,6,22,7,14,11,3,17,8,5,6,13,9,0,10,16,13,17,22,25,11,16
"evm.TU.chromosome_12.3099",1,1,2,0,3,2,0,0,2,0,1,0,1,2,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,1,0
"evm.TU.chromosome_12.31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.310",1,0,3,6,13,6,4,5,1,0,0,1,2,3,2,3,0,5,1,6,3,1,0,0,0,4,0,1,5,0,1
"evm.TU.chromosome_12.3100",15,9,12,14,45,15,19,10,23,3,11,20,39,31,19,9,25,25,13,41,21,9,12,16,12,22,3,27,45,19,23
"evm.TU.chromosome_12.3101",1,3,4,2,3,8,4,0,6,33,29,55,28,8,0,4,5,1,6,27,8,3,1,3,1,2,1,5,2,0,3
"evm.TU.chromosome_12.3102_evm.TU.chromosome_12.3103",5,16,21,17,3,24,3,6,17,29,2,26,9,56,2,20,34,9,16,2,4,18,2,16,50,3,25,20,9,12,6
"evm.TU.chromosome_12.3104",1,1,3,1,3,2,3,3,5,2,4,4,2,12,4,3,4,7,1,3,3,1,3,0,4,5,1,0,11,8,7
"evm.TU.chromosome_12.3105",38,7,28,5,44,15,29,19,24,14,24,30,16,42,31,17,59,67,13,24,7,32,11,17,29,52,8,24,80,18,43
"evm.TU.chromosome_12.3106",79,46,36,41,141,74,81,52,95,33,45,94,44,103,64,47,98,126,46,84,35,60,28,63,58,99,34,99,172,57,71
"evm.TU.chromosome_12.3107_evm.TU.chromosome_12.3108",34,27,26,32,22,39,27,28,43,27,17,47,23,83,30,40,59,46,34,28,11,31,10,23,55,31,23,53,47,37,38
"evm.TU.chromosome_12.3109",5,6,11,7,5,10,0,12,6,3,5,12,4,23,3,7,16,5,6,10,1,7,1,5,8,13,8,7,8,12,13
"evm.TU.chromosome_12.311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3110",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3111",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3112",1,0,1,3,1,0,1,3,0,0,1,1,3,6,5,0,2,6,0,3,0,3,0,0,2,1,1,3,1,4,1
"evm.TU.chromosome_12.3113",15,7,8,9,27,9,60,21,11,7,24,33,20,29,30,6,63,176,8,43,11,14,8,8,16,18,7,20,36,16,23
"evm.TU.chromosome_12.3114",16,7,10,9,30,13,16,10,17,0,2,12,16,8,14,3,19,15,8,27,11,5,12,4,15,17,10,19,37,9,10
"evm.TU.chromosome_12.3115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3116",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3117",3,1,0,0,2,1,1,0,3,0,2,3,0,2,0,0,3,7,3,5,0,1,2,0,1,1,0,0,5,1,2
"evm.TU.chromosome_12.3118",0,0,2,4,0,2,3,0,2,2,1,2,1,5,1,2,3,1,0,1,1,0,0,1,3,0,0,1,0,1,1
"evm.TU.chromosome_12.3119",0,0,0,1,9,0,0,0,0,0,2,4,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,1
"evm.TU.chromosome_12.312",15,52,61,32,25,41,22,29,56,12,18,54,50,85,20,35,83,58,31,19,31,54,10,35,36,19,45,64,66,34,25
"evm.TU.chromosome_12.3120",0,0,0,0,1,1,2,0,1,3,1,2,0,2,1,1,2,2,0,1,1,0,0,0,3,2,0,3,1,0,0
"evm.TU.chromosome_12.3121",1,1,3,2,6,1,3,3,2,0,4,0,10,4,4,2,2,4,0,4,4,1,0,2,8,1,1,0,0,1,0
"evm.TU.chromosome_12.3122",0,5,0,1,1,2,0,2,3,1,0,8,2,5,1,0,8,2,4,1,0,3,2,5,2,2,2,3,1,6,1
"evm.TU.chromosome_12.3123",0,0,1,0,1,1,0,2,0,3,0,5,2,3,2,0,5,1,0,0,0,4,0,3,3,0,2,2,1,2,1
"evm.TU.chromosome_12.3124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3125",2,5,9,7,4,8,3,9,4,3,2,12,7,17,5,2,13,12,4,2,4,9,1,5,6,1,5,9,13,3,3
"evm.TU.chromosome_12.3126",5,2,7,1,18,4,5,2,1,1,4,4,2,7,8,3,2,11,2,6,0,5,9,1,9,19,0,7,26,1,12
"evm.TU.chromosome_12.3127",2,2,1,0,0,1,4,3,6,1,4,0,0,1,3,0,1,7,1,2,1,1,1,0,3,6,0,0,6,1,0
"evm.TU.chromosome_12.3128",0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"evm.TU.chromosome_12.3129",0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
"evm.TU.chromosome_12.313",0,0,1,0,3,1,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0
"evm.TU.chromosome_12.3130",127,89,160,205,319,153,150,107,239,154,191,347,147,278,148,68,21,22,18,240,141,246,74,267,341,263,214,273,407,94,141
"evm.TU.chromosome_12.3131",34,3,0,1,112,4,31,3,8,0,31,3,3,14,50,1,4,80,7,48,3,7,16,0,3,20,8,6,127,5,38
"evm.TU.chromosome_12.3132",11,0,1,0,59,1,16,2,5,0,9,0,1,12,27,1,6,67,2,20,2,1,7,1,4,4,2,5,44,7,39
"evm.TU.chromosome_12.3133",12,1,8,4,24,1,13,4,11,0,10,1,4,8,17,2,10,38,9,12,2,12,4,5,7,21,1,4,49,11,29
"evm.TU.chromosome_12.3134",9,4,10,7,19,3,19,14,9,10,10,14,10,33,14,10,24,23,6,19,12,12,9,7,10,11,7,13,41,8,16
"evm.TU.chromosome_12.3135",4,1,1,3,11,5,1,7,4,0,6,7,8,16,16,1,8,9,1,12,1,2,3,6,5,15,2,3,12,4,2
"evm.TU.chromosome_12.3136",1,1,2,0,0,2,0,0,0,1,0,2,3,9,3,4,4,1,1,2,4,0,0,3,0,1,2,5,1,2,1
"evm.TU.chromosome_12.3137",0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,1,0
"evm.TU.chromosome_12.3138",0,2,1,1,1,3,4,2,3,3,1,1,4,2,2,3,2,3,2,2,2,1,0,0,3,3,1,3,11,3,0
"evm.TU.chromosome_12.3139",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,0
"evm.TU.chromosome_12.314",1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"evm.TU.chromosome_12.3140",0,0,0,1,1,0,1,0,0,1,0,2,0,0,2,1,2,0,0,3,1,2,2,1,0,2,0,1,0,0,1
"evm.TU.chromosome_12.3141",0,1,0,1,0,1,1,0,2,1,0,4,2,3,1,3,0,2,2,1,0,1,2,0,4,3,1,2,4,0,2
"evm.TU.chromosome_12.3142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3143",2,0,2,4,5,0,1,0,2,0,0,1,1,6,2,1,3,6,0,1,1,3,2,1,1,2,2,1,3,2,1
"evm.TU.chromosome_12.3144",0,2,0,0,0,1,0,1,0,0,1,0,4,0,0,0,1,1,0,1,3,1,0,3,0,0,1,0,0,1,0
"evm.TU.chromosome_12.3145",38,14,19,5,22,12,12,16,15,13,8,27,8,19,12,8,13,21,7,22,6,6,15,5,20,24,6,28,38,11,32
"evm.TU.chromosome_12.3146",12,5,6,4,23,4,15,5,7,3,10,10,4,13,8,5,15,36,7,16,1,1,6,1,11,15,3,6,45,5,10
"evm.TU.chromosome_12.3147",29,88,52,39,78,68,94,56,236,21,49,328,44,131,59,182,77,110,100,87,113,120,34,155,83,83,54,224,142,32,37
"evm.TU.chromosome_12.3148",0,7,5,7,11,11,27,16,33,4,4,16,10,25,17,6,16,20,5,4,10,24,7,24,9,7,7,21,14,18,12
"evm.TU.chromosome_12.3149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"evm.TU.chromosome_12.315",23,11,21,7,41,17,33,12,34,15,22,36,27,54,41,18,25,50,13,34,16,22,22,16,41,24,17,24,72,26,47
"evm.TU.chromosome_12.3150",34,23,21,12,44,20,28,22,30,8,33,32,34,80,41,22,38,77,19,42,17,16,7,12,39,39,21,49,107,26,40
"evm.TU.chromosome_12.3151",4,5,2,8,11,6,6,3,10,1,4,23,9,11,6,3,15,9,2,8,14,14,3,6,6,3,4,9,8,7,1
"evm.TU.chromosome_12.3152",9,9,11,4,7,6,9,7,12,2,8,10,7,26,6,5,16,20,8,8,3,9,4,9,10,7,7,10,17,5,10
"evm.TU.chromosome_12.3153",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3154",0,2,1,5,2,7,1,1,2,2,1,8,1,8,0,11,0,0,5,3,0,4,1,5,4,0,3,2,1,4,1
"evm.TU.chromosome_12.3155",1,4,7,19,0,8,0,13,8,2,2,19,9,54,5,43,22,2,5,1,7,36,1,11,12,0,3,5,2,22,1
"evm.TU.chromosome_12.3156",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3157",0,2,0,1,0,3,1,0,1,0,0,3,1,3,0,2,1,5,1,4,0,0,4,2,0,0,0,3,7,2,4
"evm.TU.chromosome_12.3158",3,2,7,3,4,11,4,7,45,4,1,20,4,15,3,5,14,4,8,0,3,2,0,3,10,5,10,11,24,4,3
"evm.TU.chromosome_12.3159",7,13,12,9,9,20,4,7,21,9,0,22,7,33,6,22,25,22,12,5,6,10,4,13,8,6,18,23,38,20,9
"evm.TU.chromosome_12.316",5,3,3,14,13,1,7,7,5,8,14,31,28,20,11,7,9,9,1,31,15,11,0,3,6,11,5,5,12,8,2
"evm.TU.chromosome_12.3160",8,10,22,19,25,11,20,8,19,2,8,27,16,27,20,6,43,36,11,28,9,12,9,14,15,24,8,25,53,11,15
"evm.TU.chromosome_12.3161",0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,2,0,1,0,1,0
"evm.TU.chromosome_12.3162",2,0,5,0,2,0,1,0,0,0,0,0,1,2,2,1,1,3,0,0,0,0,1,0,2,1,2,0,4,0,1
"evm.TU.chromosome_12.3163",3,3,15,10,7,2,12,3,8,7,6,8,7,3,1,0,10,9,3,2,5,6,4,2,23,4,3,3,16,1,2
"evm.TU.chromosome_12.3164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3165",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"evm.TU.chromosome_12.3166",19,1,7,2,5,0,0,1,2,1,4,2,1,0,0,0,2,6,0,18,0,2,9,2,3,10,4,3,24,1,5
"evm.TU.chromosome_12.3167",8,0,6,0,0,1,1,0,0,5,1,1,0,0,0,0,2,3,1,4,0,0,4,0,1,1,0,4,4,0,1
"evm.TU.chromosome_12.3168",0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"evm.TU.chromosome_12.3169",1,2,5,7,3,10,3,4,5,0,6,6,4,14,5,6,9,4,7,6,6,2,0,5,4,4,3,2,3,4,8
"evm.TU.chromosome_12.317",5,3,9,1,11,6,4,5,8,0,3,10,1,8,5,3,6,20,2,1,3,4,5,4,4,4,1,2,1,5,16
"evm.TU.chromosome_12.3170",0,0,1,0,1,0,0,3,1,0,0,1,1,4,0,1,0,1,3,0,1,1,0,0,0,1,0,1,0,0,0
"evm.TU.chromosome_12.3171",0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3172",3,1,2,1,1,1,0,0,3,1,0,1,5,3,2,4,4,1,2,2,1,1,0,2,2,3,1,2,10,0,3
"evm.TU.chromosome_12.3173",12,4,6,6,7,7,7,3,13,5,41,16,10,33,46,4,6,11,5,13,3,7,2,5,4,9,15,6,16,6,9
"evm.TU.chromosome_12.3174",9,6,2,6,17,12,5,6,10,6,4,13,7,38,17,11,15,12,12,18,9,6,7,9,3,14,5,9,34,2,14
"evm.TU.chromosome_12.3175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0
"evm.TU.chromosome_12.3176",1,1,1,0,1,0,2,2,0,2,1,1,3,2,3,0,2,2,2,2,0,3,0,1,2,2,2,1,6,1,4
"evm.TU.chromosome_12.3177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3178",0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4
"evm.TU.chromosome_12.3179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.318",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,3,0,1
"evm.TU.chromosome_12.3180",7,1,3,2,10,3,10,5,5,1,2,0,5,9,9,2,7,18,0,4,2,2,0,1,5,11,3,1,20,1,2
"evm.TU.chromosome_12.3181",20,5,12,4,16,16,11,2,9,7,8,12,6,24,15,8,13,22,6,15,1,15,14,5,13,15,7,8,36,6,26
"evm.TU.chromosome_12.3182",10,3,3,0,14,3,3,4,2,2,6,4,4,10,8,2,7,16,2,4,1,7,5,11,2,9,0,5,18,3,21
"evm.TU.chromosome_12.3183",44,11,28,15,65,19,41,31,45,22,28,41,12,64,50,36,66,73,27,39,14,52,45,35,37,65,19,24,118,34,93
"evm.TU.chromosome_12.3184",108,25,27,17,181,22,54,30,36,22,70,36,20,130,98,17,74,200,23,49,11,31,47,21,49,101,18,35,294,47,137
"evm.TU.chromosome_12.3185",8,3,2,1,9,1,3,0,0,0,0,2,1,11,1,3,2,3,0,3,0,0,2,0,1,1,0,0,10,0,2
"evm.TU.chromosome_12.3186",34,18,54,59,104,14,149,84,50,5,28,72,79,58,37,13,88,104,14,108,34,50,4,15,31,18,29,34,99,129,70
"evm.TU.chromosome_12.3187",45,12,9,5,80,5,25,15,16,6,28,33,10,36,54,16,22,64,2,45,7,19,18,13,25,43,17,28,158,16,47
"evm.TU.chromosome_12.3188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"evm.TU.chromosome_12.3189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3190",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3192",46,12,20,16,48,29,45,34,36,12,16,24,33,61,34,11,28,36,4,41,30,45,18,31,32,34,15,49,91,23,57
"evm.TU.chromosome_12.3193",10,5,1,2,20,9,9,11,7,8,14,4,3,12,4,2,9,22,2,8,3,7,11,2,7,10,3,11,51,3,24
"evm.TU.chromosome_12.3194",1,0,1,0,3,0,2,0,1,1,1,1,0,1,6,0,1,2,1,1,1,0,0,0,1,2,0,1,2,2,1
"evm.TU.chromosome_12.3195",0,0,1,2,1,1,0,2,3,1,0,2,0,5,0,1,5,1,3,0,0,0,1,1,1,3,1,2,1,1,2
"evm.TU.chromosome_12.3196",0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3197",0,0,3,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,2,1,1,0
"evm.TU.chromosome_12.3198",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"evm.TU.chromosome_12.3199",10,0,14,19,36,5,21,14,5,8,46,16,20,11,25,1,11,40,4,41,3,14,7,4,12,10,6,2,31,11,30
"evm.TU.chromosome_12.32",1,2,5,2,3,1,0,0,1,1,0,3,1,3,2,3,11,4,1,1,1,1,1,0,4,4,0,6,6,0,0
"evm.TU.chromosome_12.320",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3200",0,0,0,0,1,1,0,0,1,0,0,2,0,2,0,0,0,4,3,3,0,0,0,0,2,0,2,2,2,1,1
"evm.TU.chromosome_12.3201",0,0,1,1,1,2,0,1,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"evm.TU.chromosome_12.3202",0,2,0,6,1,5,0,2,2,1,1,0,0,3,2,1,1,1,0,0,0,2,0,3,1,1,0,1,1,1,1
"evm.TU.chromosome_12.3203",4,3,1,3,12,7,5,2,5,2,6,4,7,21,12,2,7,11,2,17,5,2,4,1,1,5,0,10,28,11,14
"evm.TU.chromosome_12.3204",1,1,0,2,0,2,2,1,3,1,1,2,0,5,0,0,2,6,2,3,0,0,2,2,3,0,1,5,2,1,3
"evm.TU.chromosome_12.3205",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"evm.TU.chromosome_12.3206",2,0,6,4,1,1,8,5,7,0,1,4,6,4,8,2,1,1,1,16,3,0,1,0,15,22,0,4,7,0,2
"evm.TU.chromosome_12.3207",11,2,9,12,22,1,15,11,5,1,8,14,8,39,26,9,30,20,3,12,1,8,2,3,7,14,4,12,15,12,6
"evm.TU.chromosome_12.3208",41,9,47,35,166,30,57,29,61,11,36,58,41,102,109,29,78,132,17,32,34,40,12,23,29,48,27,31,140,53,31
"evm.TU.chromosome_12.3209",0,2,5,0,0,3,2,2,4,0,0,2,2,4,4,2,0,7,0,1,4,3,1,0,1,1,1,5,5,2,3
"evm.TU.chromosome_12.321",0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,4
"evm.TU.chromosome_12.3210",3,1,0,2,5,1,1,2,2,1,0,1,0,1,3,0,0,3,0,2,0,0,3,0,0,3,2,0,7,0,2
"evm.TU.chromosome_12.3211",4,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,3,1,1,0,0,2,1
"evm.TU.chromosome_12.3212",1,0,0,1,7,0,0,0,0,0,0,0,1,1,3,0,0,2,0,3,0,0,0,0,1,3,0,0,1,1,7
"evm.TU.chromosome_12.3213",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0
"evm.TU.chromosome_12.3214",3,1,0,2,4,2,6,4,1,0,1,1,4,3,3,0,3,4,0,5,1,0,1,1,2,3,0,0,4,2,3
"evm.TU.chromosome_12.3215",10,8,6,6,10,12,8,5,10,6,2,13,6,11,9,6,10,12,4,8,2,6,3,1,5,5,5,13,11,3,5
"evm.TU.chromosome_12.3216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3217",35,10,31,11,63,12,67,26,16,27,32,42,23,58,103,14,32,61,9,28,5,22,26,15,16,63,14,14,114,36,62
"evm.TU.chromosome_12.3218",3,4,2,0,7,1,20,5,3,0,2,1,2,1,4,3,15,25,3,8,1,4,0,4,3,6,4,9,36,7,7
"evm.TU.chromosome_12.3219",61,35,46,39,102,59,48,37,44,60,63,80,38,113,49,23,188,205,58,41,24,72,55,54,79,119,31,58,137,50,69
"evm.TU.chromosome_12.322",3,2,4,1,1,2,0,0,0,0,0,0,1,1,1,1,2,1,4,6,2,0,2,0,2,0,0,0,0,1,6
"evm.TU.chromosome_12.3220",1,0,4,1,0,2,0,3,2,3,1,2,3,3,0,1,1,1,1,1,0,0,0,1,1,1,1,3,1,0,3
"evm.TU.chromosome_12.3221",0,0,1,6,3,4,6,2,3,2,2,10,5,15,1,5,0,0,0,0,2,2,0,1,1,1,0,0,0,6,2
"evm.TU.chromosome_12.3222",0,1,1,3,1,4,0,0,5,0,2,2,0,5,1,1,3,0,0,1,0,2,2,2,1,0,3,6,5,2,2
"evm.TU.chromosome_12.3223",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,1,1,0,0,1,0,1
"evm.TU.chromosome_12.3224",0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"evm.TU.chromosome_12.3225",146,93,128,79,206,91,125,101,159,100,89,152,126,342,126,101,298,238,126,92,73,116,67,99,214,161,101,135,322,105,152
"evm.TU.chromosome_12.3226",0,0,1,1,1,1,0,0,3,1,1,1,1,7,0,1,5,8,3,2,0,5,1,0,2,0,2,0,1,1,1
"evm.TU.chromosome_12.3227",275,388,1007,1083,293,631,94,892,589,354,280,965,784,2614,119,855,1769,338,423,113,431,1347,60,403,1560,93,615,829,452,1977,719
"evm.TU.chromosome_12.3228",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3229",1,0,3,2,0,1,0,1,1,0,0,3,1,0,0,1,1,0,2,1,1,0,0,0,14,25,1,5,5,7,27
"evm.TU.chromosome_12.323",15,5,6,8,10,12,2,3,14,12,6,20,14,23,8,8,26,14,8,7,8,5,3,8,12,6,16,22,16,8,3
"evm.TU.chromosome_12.3230",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.3231",1,0,3,4,3,3,7,8,25,2,1,0,3,6,3,0,2,1,0,1,2,2,0,3,35,56,2,6,1,13,69
"evm.TU.chromosome_12.3232",20,18,5,10,27,28,13,7,18,9,8,21,13,12,15,3,8,23,7,20,9,9,4,11,13,13,8,9,26,14,38
"evm.TU.chromosome_12.3233",4,3,7,5,12,4,14,3,19,0,14,7,7,6,4,2,10,2,1,16,10,3,0,3,10,1,11,5,8,3,4
"evm.TU.chromosome_12.3234",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"evm.TU.chromosome_12.3235",1,0,1,2,5,3,34,2,9,0,1,11,1,1,4,0,3,8,2,3,0,2,1,4,5,20,0,1,2,0,2
"evm.TU.chromosome_12.3236",29,3,9,9,82,14,67,6,29,3,71,23,11,11,54,11,8,40,12,58,9,11,14,15,4,14,10,18,47,3,5
"evm.TU.chromosome_12.3237",0,0,4,25,4,9,3,1,6,2,6,7,0,4,3,3,1,0,1,3,3,0,0,0,13,2,7,8,6,0,0
"evm.TU.chromosome_12.3238",0,0,2,3,0,1,4,1,16,0,5,9,4,5,5,4,2,4,1,0,3,1,0,0,3,0,10,12,4,1,1
"evm.TU.chromosome_12.3239",0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_12.324",0,0,0,2,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6,0,3,1,0,0,0,0,0,0
"evm.TU.chromosome_12.3240",0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,2,1,1,1,2,1
"evm.TU.chromosome_12.3241",0,0,2,1,0,0,1,1,1,1,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,1,2
"evm.TU.chromosome_12.3242",0,0,1,2,0,0,1,1,0,0,0,0,0,0,3,1,2,1,1,0,0,2,0,0,0,0,0,1,1,3,1
