"","C4","C5","C9","D4","D5","D6","E10","E11","E3","F7","F8","F9","H1","I1","I2","I3","J13","J14","J15","K2","K3","L6","M2","M3","N4","O2","Q1","Q11","Q4","R7","R8"
"evm.TU.chromosome_1.1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1003_evm.TU.chromosome_1.1005",1,2,1,2,3,2,0,0,3,0,3,11,3,6,4,3,1,3,0,2,1,2,0,3,2,2,0,5,0,3,1
"evm.TU.chromosome_1.1004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1008",0,0,0,1,0,1,1,2,0,0,1,2,1,1,2,3,0,2,0,0,0,0,0,1,0,1,0,2,0,0,1
"evm.TU.chromosome_1.1009",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0
"evm.TU.chromosome_1.101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"evm.TU.chromosome_1.1010",1,2,2,3,5,4,0,0,1,4,6,25,5,6,2,3,5,5,9,26,8,1,3,5,0,0,1,2,1,0,0
"evm.TU.chromosome_1.1011",0,0,0,6,6,8,0,0,0,0,0,2,3,6,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1012",0,1,2,8,6,13,0,1,0,3,2,8,5,8,1,1,1,0,1,11,9,0,0,1,3,0,0,1,0,3,3
"evm.TU.chromosome_1.1013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1014",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1017",5,8,4,0,4,3,5,11,9,2,0,0,0,9,3,7,0,0,0,0,3,1,2,3,2,1,0,0,0,0,0
"evm.TU.chromosome_1.1018",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1019",3,0,1,2,3,1,4,0,2,8,13,15,4,8,9,3,1,3,5,1,0,2,0,2,7,2,1,5,4,6,4
"evm.TU.chromosome_1.102",3,4,0,0,1,4,0,0,4,1,1,3,2,3,0,0,5,3,4,4,3,1,1,2,3,4,2,5,8,1,4
"evm.TU.chromosome_1.1020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1021",10,17,6,0,0,3,8,0,11,6,1,9,9,1,0,0,17,7,12,9,9,10,12,26,7,17,8,9,25,5,30
"evm.TU.chromosome_1.1022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1023",40,30,39,39,27,60,22,47,65,26,21,78,57,148,25,51,130,69,58,35,33,71,40,38,72,34,47,96,68,69,55
"evm.TU.chromosome_1.1024",25,5,5,4,39,9,6,2,4,4,6,7,8,9,5,4,6,9,1,15,9,1,1,1,1,2,2,5,22,2,5
"evm.TU.chromosome_1.1025",7,9,6,3,16,7,9,6,18,5,6,9,4,32,10,11,8,7,6,8,4,5,0,2,9,13,6,11,34,3,4
"evm.TU.chromosome_1.1026",15,4,11,8,35,10,9,14,11,14,8,5,8,41,6,4,22,25,8,8,1,17,15,10,13,17,11,12,54,8,34
"evm.TU.chromosome_1.1027",7,1,6,5,18,2,9,10,3,0,12,8,3,26,11,6,3,16,0,6,4,3,4,0,6,3,10,7,23,8,6
"evm.TU.chromosome_1.1028",26,16,14,14,40,23,14,30,20,26,59,50,17,92,37,28,32,46,7,31,11,40,11,13,32,30,24,42,107,24,32
"evm.TU.chromosome_1.1029",3,1,1,2,3,4,1,3,3,9,0,11,5,29,7,13,9,5,1,2,0,6,4,4,4,0,14,16,14,8,11
"evm.TU.chromosome_1.103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1030",0,0,0,1,5,2,0,0,0,189,732,333,0,1,1,0,432,598,145,0,0,0,0,0,0,0,5,7,4,0,0
"evm.TU.chromosome_1.1031",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1032",0,0,1,0,0,0,0,1,1,2,1,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0
"evm.TU.chromosome_1.1033",4,10,13,20,11,10,11,17,24,21,3,24,18,35,4,10,25,4,12,8,16,43,4,33,18,3,15,31,10,9,9
"evm.TU.chromosome_1.1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0
"evm.TU.chromosome_1.1035",3,3,5,3,0,4,2,3,5,1,2,7,11,23,1,4,22,9,12,2,2,0,0,0,22,9,0,0,0,12,3
"evm.TU.chromosome_1.1036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"evm.TU.chromosome_1.1038",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1039",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.104",0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1041",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0
"evm.TU.chromosome_1.1042",19,14,18,19,27,23,25,24,24,7,15,44,21,60,10,19,39,32,13,26,16,30,14,32,22,21,13,31,68,11,29
"evm.TU.chromosome_1.1043",0,1,1,0,2,0,8,1,0,0,1,3,0,3,1,0,6,3,1,4,1,3,4,4,2,3,2,2,2,3,2
"evm.TU.chromosome_1.1044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1045",450,262,548,488,981,308,900,377,358,185,562,520,624,1126,817,263,651,1154,165,706,238,483,206,223,783,681,701,649,1535,405,521
"evm.TU.chromosome_1.1046",5,3,4,4,24,3,11,6,6,6,7,4,5,17,15,5,8,23,1,13,1,4,3,5,2,10,7,7,45,3,17
"evm.TU.chromosome_1.1047",0,0,1,0,0,0,0,1,3,0,0,3,1,0,0,0,2,2,2,1,1,0,0,1,2,0,0,0,1,0,0
"evm.TU.chromosome_1.1048",0,1,0,1,8,0,0,0,1,0,1,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,6,0,0
"evm.TU.chromosome_1.1049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.105",0,0,1,12,1,2,0,5,5,3,2,9,37,2,0,2,1,0,0,2,2,2,0,1,19,2,1,7,4,5,4
"evm.TU.chromosome_1.1050",0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,4,0,0,5,2,3
"evm.TU.chromosome_1.1051",0,2,3,1,0,0,1,1,0,0,0,2,0,8,0,0,2,0,1,0,0,2,1,1,2,0,0,2,0,2,3
"evm.TU.chromosome_1.1052",4,1,5,11,5,10,6,8,3,3,4,4,7,10,5,2,10,2,1,9,0,6,1,2,12,7,4,6,9,5,3
"evm.TU.chromosome_1.1053",0,1,0,3,3,1,0,0,2,3,4,3,6,5,2,1,0,0,0,7,8,0,2,1,1,2,1,0,1,1,1
"evm.TU.chromosome_1.1054",9,7,14,5,4,6,1,7,7,6,2,6,7,27,6,4,15,8,4,10,1,11,2,4,6,5,4,12,15,14,10
"evm.TU.chromosome_1.1055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1056",0,0,1,1,0,1,0,0,0,1,2,2,1,2,1,0,2,2,0,0,0,1,2,1,2,4,0,0,2,1,2
"evm.TU.chromosome_1.1057",1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1058",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.106",0,0,0,0,0,1,0,0,1,0,1,2,1,3,0,4,1,3,0,0,1,0,0,0,0,0,0,0,3,0,0
"evm.TU.chromosome_1.1060",0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"evm.TU.chromosome_1.1061",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"evm.TU.chromosome_1.1063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1064",0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1066",2,0,2,7,7,6,5,2,2,1,3,4,2,13,3,3,12,15,5,5,0,4,1,2,6,4,4,5,10,1,1
"evm.TU.chromosome_1.1067",0,0,1,0,0,0,0,1,0,0,0,2,1,1,1,0,2,1,0,0,1,1,0,0,1,0,1,1,0,1,1
"evm.TU.chromosome_1.1068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.107",1,1,2,1,1,3,4,0,3,0,0,0,1,8,2,1,3,2,0,2,2,1,0,7,2,4,2,6,2,6,2
"evm.TU.chromosome_1.1070",7,14,22,10,5,5,4,16,8,3,1,11,15,15,11,8,23,18,8,2,5,9,2,7,11,5,1,5,5,8,8
"evm.TU.chromosome_1.1071",0,4,2,5,1,3,0,4,1,0,0,0,2,3,1,5,6,0,2,0,2,0,0,1,4,0,3,2,1,5,0
"evm.TU.chromosome_1.1072",3,0,7,1,1,0,0,1,1,0,1,3,0,5,1,1,4,1,1,0,0,3,2,1,1,2,1,3,1,0,1
"evm.TU.chromosome_1.1073",0,2,5,4,4,1,6,5,4,1,2,1,0,7,0,4,5,4,0,0,0,1,0,0,8,2,5,2,3,1,0
"evm.TU.chromosome_1.1074",1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0
"evm.TU.chromosome_1.1075",3,0,4,5,2,4,0,2,2,4,2,7,2,10,1,1,9,2,3,2,1,7,1,8,2,1,3,4,5,1,0
"evm.TU.chromosome_1.1076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1077",0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1081",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"evm.TU.chromosome_1.1082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
"evm.TU.chromosome_1.1086",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9
"evm.TU.chromosome_1.1087",65,184,575,96,90,81,232,54,272,62,180,380,167,187,82,139,572,592,199,187,343,130,72,79,369,163,96,164,174,94,67
"evm.TU.chromosome_1.1088",1,0,1,7,6,14,1,1,2,6,4,6,6,18,0,4,11,5,10,1,5,7,0,9,9,2,1,6,7,0,0
"evm.TU.chromosome_1.1089",4,3,4,0,2,3,5,3,7,0,1,3,3,8,0,4,6,9,3,3,6,2,0,2,5,4,1,15,10,8,2
"evm.TU.chromosome_1.109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"evm.TU.chromosome_1.1090",1,0,0,3,0,5,0,1,2,0,2,0,0,2,0,2,0,0,1,2,2,0,0,1,3,0,0,3,0,0,1
"evm.TU.chromosome_1.1091",0,0,1,1,0,0,1,2,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
"evm.TU.chromosome_1.1092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1093",43,15,24,14,55,17,11,7,21,3,12,21,17,65,38,23,49,67,22,25,13,26,18,21,19,48,6,36,123,40,85
"evm.TU.chromosome_1.1094",2,1,1,3,4,2,5,1,2,3,9,9,3,12,7,5,5,5,1,4,1,4,2,2,3,3,0,4,10,3,2
"evm.TU.chromosome_1.1095",2,4,5,7,13,6,4,5,3,5,3,7,5,31,14,12,7,1,0,0,1,34,11,20,17,16,1,4,11,0,5
"evm.TU.chromosome_1.1096",9,2,9,9,4,1,16,12,4,5,5,0,5,31,18,0,19,37,2,8,2,14,7,3,20,7,25,3,34,16,3
"evm.TU.chromosome_1.1097",0,7,3,5,3,7,3,4,8,8,0,16,5,17,3,5,13,4,1,3,2,9,1,12,7,3,2,11,9,5,6
"evm.TU.chromosome_1.1098",2,0,1,1,9,3,0,1,1,1,1,6,0,2,1,0,3,1,1,0,2,1,0,2,2,0,2,2,4,2,0
"evm.TU.chromosome_1.1099",76,9,18,9,122,15,87,12,38,17,85,20,11,30,103,10,32,88,31,86,16,22,70,23,23,121,12,19,217,7,97
"evm.TU.chromosome_1.11",0,2,3,1,2,3,2,0,2,3,1,2,5,2,3,1,4,3,0,1,0,1,3,2,2,0,2,2,6,1,3
"evm.TU.chromosome_1.110",1,7,1,1,0,1,0,0,3,2,2,2,1,4,0,0,2,2,4,4,3,1,0,1,2,1,2,4,6,0,2
"evm.TU.chromosome_1.1100",0,0,0,0,1,0,0,0,1,0,1,1,1,2,0,0,1,6,1,0,1,1,0,0,1,0,0,1,1,0,0
"evm.TU.chromosome_1.1101",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1102",0,0,4,0,1,1,1,1,1,0,0,0,2,6,0,0,3,1,1,4,0,1,0,1,3,0,1,2,0,1,1
"evm.TU.chromosome_1.1103",1,4,1,1,0,3,0,0,0,1,0,2,1,3,1,0,5,3,2,3,0,7,0,0,2,0,0,1,1,2,4
"evm.TU.chromosome_1.1104",2,0,4,4,7,2,1,0,2,1,2,7,3,12,6,2,5,11,0,8,2,4,1,8,3,3,3,7,19,1,11
"evm.TU.chromosome_1.1105",6,8,16,14,25,13,10,2,19,3,12,24,27,38,15,12,30,29,20,15,11,15,10,18,13,8,16,22,35,16,14
"evm.TU.chromosome_1.1106",27,8,17,10,27,23,10,7,25,10,11,33,14,25,14,12,25,26,17,10,14,13,9,24,9,7,11,17,20,17,27
"evm.TU.chromosome_1.1107",3,0,2,2,3,2,1,0,4,0,3,4,0,12,0,1,2,8,0,2,4,0,2,2,0,3,2,3,5,1,4
"evm.TU.chromosome_1.1108",2,2,6,2,0,9,2,1,11,4,1,0,6,17,4,3,14,8,7,3,5,11,1,3,5,1,4,1,3,8,6
"evm.TU.chromosome_1.1109",2,4,0,0,1,1,0,4,2,0,0,2,1,5,0,4,11,2,1,1,0,0,0,0,0,1,3,5,3,3,5
"evm.TU.chromosome_1.111",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0,0,0
"evm.TU.chromosome_1.1110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"evm.TU.chromosome_1.1111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1112",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1113",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"evm.TU.chromosome_1.1114",1,0,0,0,1,0,6,0,0,0,0,1,0,0,2,0,2,5,0,0,0,0,0,0,0,1,0,5,4,0,1
"evm.TU.chromosome_1.1115",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1117",2,0,2,0,0,2,1,1,1,1,2,12,0,4,2,0,1,0,0,1,1,2,0,1,3,1,4,3,3,0,0
"evm.TU.chromosome_1.1118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1119",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"evm.TU.chromosome_1.112",0,0,0,0,0,2,4,0,3,0,2,4,0,4,7,2,0,0,0,0,0,0,1,0,4,2,1,0,6,1,0
"evm.TU.chromosome_1.1120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1121",0,1,1,1,0,0,1,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,1,3,2,2,2,0
"evm.TU.chromosome_1.1122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"evm.TU.chromosome_1.1125",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1126",0,1,0,1,0,0,0,0,0,0,1,4,1,2,0,1,1,2,0,0,0,2,0,0,1,1,1,3,0,0,1
"evm.TU.chromosome_1.1127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"evm.TU.chromosome_1.1128",0,0,1,1,8,3,2,1,3,2,2,7,3,6,1,6,0,7,3,4,2,1,4,3,4,4,1,4,7,2,3
"evm.TU.chromosome_1.1129",0,0,1,0,3,0,2,0,0,0,1,3,0,3,2,0,0,1,0,2,0,0,0,0,0,0,2,6,3,0,0
"evm.TU.chromosome_1.113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1130",2,3,1,1,8,2,6,1,1,2,3,0,1,5,4,3,0,7,0,7,1,1,4,3,2,1,3,1,7,0,4
"evm.TU.chromosome_1.1131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1134",1,4,5,5,5,3,2,4,7,4,4,14,1,12,9,11,13,3,1,4,5,6,2,2,8,3,2,10,5,9,8
"evm.TU.chromosome_1.1135",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
"evm.TU.chromosome_1.1136",197,208,536,235,197,192,361,162,248,229,236,357,458,538,247,278,485,383,165,336,318,352,164,141,532,284,314,464,816,205,248
"evm.TU.chromosome_1.1137",59,118,97,52,35,48,16,117,89,19,20,72,38,118,26,86,97,57,38,17,22,80,14,62,37,11,21,86,72,84,37
"evm.TU.chromosome_1.1138",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1139",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"evm.TU.chromosome_1.114",0,0,0,0,0,0,0,1,1,2,0,2,0,8,1,1,0,0,0,0,0,2,1,3,1,0,0,0,1,1,1
"evm.TU.chromosome_1.1140",0,1,0,1,2,2,0,2,1,0,0,4,0,2,1,2,4,2,0,0,2,6,1,3,0,0,2,1,2,5,0
"evm.TU.chromosome_1.1141",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1142",0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"evm.TU.chromosome_1.1143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1144",1,0,0,1,0,0,3,1,0,0,0,1,0,1,1,2,3,0,0,1,0,1,1,0,0,0,0,1,1,1,2
"evm.TU.chromosome_1.1145",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"evm.TU.chromosome_1.1146",0,1,1,2,1,0,1,2,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1147",1,0,0,0,1,0,1,1,0,0,0,0,0,3,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0
"evm.TU.chromosome_1.1148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1149",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.115",1,2,2,0,0,2,0,8,7,3,0,14,1,9,0,4,1,2,3,1,2,3,1,4,8,0,2,1,1,0,4
"evm.TU.chromosome_1.1150",96,175,189,192,118,108,88,297,241,51,58,187,197,416,97,180,272,208,63,50,63,292,34,149,124,42,96,276,211,218,77
"evm.TU.chromosome_1.1151",78,143,113,76,85,189,52,94,190,104,28,289,109,277,54,101,240,123,130,65,127,156,31,170,122,80,96,263,159,97,102
"evm.TU.chromosome_1.1152",0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,3,1,2,0,0
"evm.TU.chromosome_1.1153",0,1,1,0,0,2,7,0,2,0,1,0,4,3,0,1,0,0,0,0,1,0,1,0,0,0,6,0,9,0,0
"evm.TU.chromosome_1.1154",0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,10,1,3,0,0,0,0,0,1,0,1,0,0,2,0
"evm.TU.chromosome_1.1155",0,1,4,1,0,0,0,1,2,0,0,1,2,1,0,0,2,1,0,0,2,0,0,0,7,0,8,9,3,0,0
"evm.TU.chromosome_1.1156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
