,A4.counts.txt,A5.counts.txt,A6.counts.txt,C4.counts.txt,C5.counts.txt,C9.counts.txt,D4.counts.txt,D5.counts.txt,D6.counts.txt,E10.counts.txt,E11.counts.txt,E3.counts.txt,F7.counts.txt,F8.counts.txt,F9.counts.txt,H1.counts.txt,H11.counts.txt,H15.counts.txt,I1.counts.txt,I2.counts.txt,I3.counts.txt,J13.counts.txt,J14.counts.txt,J15.counts.txt,K1.counts.txt,K2.counts.txt,K3.counts.txt,L6.counts.txt,L7.counts.txt,L8.counts.txt,M1.counts.txt,M2.counts.txt,M3.counts.txt,N4.counts.txt,N5.counts.txt,N6.counts.txt,O1.counts.txt,O2.counts.txt,P1.counts.txt,P2.counts.txt,P3.counts.txt,Q1.counts.txt,Q11.counts.txt,Q4.counts.txt,R7.counts.txt,R8.counts.txt,R9.counts.txt
evm.TU.chromosome_13.71,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,1,0,1,0,0,1,1
evm.TU.chromosome_13.710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
evm.TU.chromosome_13.711,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,0,0,0,2,0,1,0,0
evm.TU.chromosome_13.712,0,9,15,13,12,24,17,25,13,52,25,35,3,28,17,19,19,34,36,18,14,50,40,8,15,25,26,14,14,8,13,3,7,42,108,18,43,28,45,41,26,37,32,98,11,17,7
evm.TU.chromosome_13.713,1,3,8,4,4,4,2,4,5,1,1,1,4,1,6,2,0,7,7,0,3,5,2,7,1,0,1,0,1,0,7,1,4,3,16,2,4,3,0,3,2,4,1,9,2,3,2
evm.TU.chromosome_13.714,0,0,2,1,0,0,1,0,0,0,1,0,1,2,2,0,1,4,2,0,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
evm.TU.chromosome_13.715,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,3,1,0,0,3,0,0,2,0,0,0,1,2,0,0,2,4,2,3,3,2,6,1,0,1,4,0,1,1
evm.TU.chromosome_13.716,0,1,1,0,3,3,2,3,3,1,0,4,0,0,2,2,3,7,3,1,1,3,2,1,1,4,5,2,1,0,6,1,5,1,3,2,0,0,6,1,5,0,2,0,2,2,3
evm.TU.chromosome_13.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.72,0,9,4,0,4,2,2,2,3,1,1,3,1,1,9,2,1,10,7,0,2,4,6,2,1,2,2,2,2,2,8,2,2,4,9,7,5,0,6,0,4,6,5,4,7,1,0
evm.TU.chromosome_13.720,0,4,7,3,3,1,11,10,8,3,7,3,5,2,23,0,0,0,6,0,1,4,0,3,0,2,0,2,2,1,0,0,1,5,15,6,10,5,6,3,4,4,14,13,3,7,4
evm.TU.chromosome_13.721,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.722,1,1,3,0,5,3,0,1,1,2,1,0,1,1,9,0,0,10,9,0,4,4,2,4,0,2,3,0,0,1,1,1,3,7,12,7,4,4,8,2,16,0,4,5,0,3,0
evm.TU.chromosome_13.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.725,0,0,0,0,0,2,1,0,2,0,0,2,1,1,2,1,0,0,1,0,2,3,2,0,0,0,1,0,0,0,1,0,4,0,1,0,1,0,1,0,2,1,2,0,0,1,0
evm.TU.chromosome_13.726,0,5,3,0,4,4,3,13,10,0,1,7,3,3,9,3,0,8,3,1,5,6,3,6,2,2,2,1,0,0,2,0,1,10,8,5,11,2,11,5,12,4,7,7,1,1,4
evm.TU.chromosome_13.727,0,0,19,2,1,1,2,6,14,1,1,2,2,0,14,4,0,9,12,0,3,6,11,5,0,2,2,2,0,2,3,0,1,10,31,7,20,7,14,5,11,3,5,6,4,5,3
evm.TU.chromosome_13.728,0,3,9,2,1,3,3,4,9,0,1,3,4,5,26,3,1,6,9,0,1,3,3,4,1,4,3,4,2,5,0,1,2,4,16,5,12,0,13,4,4,1,6,6,1,5,4
evm.TU.chromosome_13.729,0,8,25,170,25,35,31,80,18,82,45,23,21,67,43,20,42,64,104,88,23,41,72,6,5,53,20,65,143,22,120,59,39,44,226,6,35,105,41,76,28,15,30,238,35,145,8
evm.TU.chromosome_13.73,1,26,22,19,16,38,38,36,19,20,20,32,15,23,58,43,18,52,62,35,27,80,59,29,11,18,19,32,21,12,53,7,10,48,123,31,76,51,58,49,24,25,34,63,41,27,22
evm.TU.chromosome_13.730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.731,0,0,1,1,0,0,0,3,2,1,0,2,0,1,1,1,0,2,1,0,0,0,0,0,0,2,0,2,0,1,0,0,2,1,0,1,1,0,2,0,1,2,0,0,0,4,3
evm.TU.chromosome_13.732,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0
evm.TU.chromosome_13.733,0,26,2,2,3,7,0,0,0,0,0,0,2,0,3,6,1,7,21,1,4,31,23,17,1,4,1,41,29,36,64,28,58,4,96,4,6,24,5,17,9,0,8,4,2,0,0
evm.TU.chromosome_13.734,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,2,3,4,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
evm.TU.chromosome_13.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
evm.TU.chromosome_13.74,1,5,49,101,15,12,15,152,31,9,3,4,6,26,18,11,39,34,11,19,5,30,85,13,4,73,4,11,87,22,41,55,21,16,261,3,15,71,11,33,11,17,17,238,16,144,3
evm.TU.chromosome_13.740,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
evm.TU.chromosome_13.741,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,3,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0
evm.TU.chromosome_13.742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.743,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
evm.TU.chromosome_13.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.745,0,6,1,2,0,3,3,3,9,17,5,2,4,3,2,4,2,4,16,6,4,11,20,0,1,5,2,5,1,7,12,7,3,4,29,4,4,7,8,10,4,7,3,20,6,9,3
evm.TU.chromosome_13.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.747,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
evm.TU.chromosome_13.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.749,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
evm.TU.chromosome_13.75,1,8,9,6,3,4,1,5,8,9,3,17,8,5,10,10,2,12,14,8,6,13,6,2,2,6,2,7,6,5,14,6,11,15,28,5,9,10,11,4,8,4,7,13,5,9,5
evm.TU.chromosome_13.750,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
evm.TU.chromosome_13.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.754,0,3,2,0,0,1,0,2,1,0,1,2,1,0,3,2,1,1,1,2,0,2,4,0,0,0,1,1,2,0,4,0,0,0,2,0,1,0,1,2,0,0,5,1,4,3,0
evm.TU.chromosome_13.755,0,1,3,2,0,4,5,9,3,4,1,2,2,4,2,2,1,0,3,1,1,5,12,2,0,4,2,1,2,2,2,0,0,0,4,1,5,3,6,1,1,2,0,6,1,4,0
evm.TU.chromosome_13.756,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.757,0,1,0,0,1,2,1,0,1,1,1,1,0,0,3,1,1,6,2,1,2,4,1,0,0,1,2,2,0,1,5,0,2,3,4,1,5,1,2,2,1,0,5,4,3,2,1
evm.TU.chromosome_13.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.759,0,8,0,3,1,15,1,1,0,7,1,0,0,0,1,1,0,4,2,3,0,7,19,2,0,2,2,2,0,0,3,1,0,2,19,5,7,4,3,8,1,0,0,3,0,1,0
evm.TU.chromosome_13.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.763,0,16,2,2,1,2,6,8,4,9,0,1,0,0,0,1,0,3,9,6,2,2,0,1,0,1,1,4,1,0,6,2,3,3,6,0,3,0,4,3,0,0,0,2,3,5,1
evm.TU.chromosome_13.764,0,2,0,0,1,0,0,0,0,1,0,5,1,2,6,3,1,0,8,2,3,6,0,0,1,2,6,1,3,1,4,0,0,7,6,3,8,1,4,0,8,1,1,6,2,0,6
evm.TU.chromosome_13.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.766,0,2,2,3,2,4,0,2,1,0,0,0,0,2,4,3,3,3,10,3,1,5,8,2,1,3,0,6,13,4,8,6,13,10,35,4,9,11,6,9,6,3,0,1,4,6,5
evm.TU.chromosome_13.767,0,0,0,0,0,1,0,4,2,6,1,2,0,0,0,0,0,2,2,0,0,1,0,0,0,3,2,0,2,1,0,0,0,1,0,0,4,0,2,0,0,0,0,3,0,1,0
evm.TU.chromosome_13.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
evm.TU.chromosome_13.77,5,60,67,41,56,88,61,65,68,39,59,60,32,44,84,88,33,130,181,54,85,161,113,29,18,68,47,103,67,64,189,36,55,110,252,48,156,57,97,60,73,60,120,165,62,45,41
evm.TU.chromosome_13.770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.774,0,11,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,1
evm.TU.chromosome_13.775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.78,0,1,1,1,0,3,0,2,1,0,0,0,1,6,1,1,1,4,4,5,3,6,7,0,0,1,1,2,7,0,0,0,0,3,7,1,3,1,3,3,3,0,4,10,0,2,0
evm.TU.chromosome_13.780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.781,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,2,1,1,2,0,1,2,1,0,0,0
evm.TU.chromosome_13.782,0,0,12,1,4,22,17,13,6,4,2,5,1,0,0,0,0,0,2,1,2,3,0,0,1,0,0,32,9,1,43,5,0,1,1,0,3,3,0,0,1,1,0,2,8,29,1
evm.TU.chromosome_13.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.784,0,1,0,3,0,1,1,2,0,5,3,4,0,2,1,0,3,3,0,6,1,1,5,0,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,2,0,3,5,6,3,9,2
evm.TU.chromosome_13.785,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,2,2,3,1,0,0
evm.TU.chromosome_13.786,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.787,0,0,2,0,0,1,1,4,0,1,0,0,0,0,4,2,0,2,0,0,0,2,1,0,0,0,0,1,3,2,6,0,0,0,8,1,1,2,0,2,1,10,1,12,0,0,0
evm.TU.chromosome_13.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.789,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,1
evm.TU.chromosome_13.79,0,0,1,0,0,1,0,2,2,0,0,1,3,5,3,1,0,0,0,0,0,7,12,0,1,0,0,2,4,0,7,3,2,4,6,0,2,1,1,1,2,0,3,19,3,3,0
evm.TU.chromosome_13.790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.791,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,1,0,0,0,0,1
evm.TU.chromosome_13.792,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
evm.TU.chromosome_13.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.797,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.80,0,2,1,0,1,0,1,3,1,1,2,0,0,3,3,2,3,0,5,1,0,4,1,1,2,4,1,1,2,1,3,0,1,3,4,4,1,1,2,1,1,0,0,2,1,1,0
evm.TU.chromosome_13.800,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
evm.TU.chromosome_13.801,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
evm.TU.chromosome_13.802,0,0,0,2,2,13,3,4,1,9,2,4,0,0,0,1,0,2,12,3,3,21,15,1,0,0,1,0,0,0,4,0,0,17,25,0,11,4,9,4,6,1,1,1,1,0,0
evm.TU.chromosome_13.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.804,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0
evm.TU.chromosome_13.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.806,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.807,0,0,0,0,1,0,2,1,1,1,0,0,1,2,0,2,0,2,3,4,1,1,4,3,1,0,0,3,1,0,3,1,1,1,3,0,1,1,4,0,1,1,2,8,1,0,1
evm.TU.chromosome_13.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.81,0,0,1,1,1,2,0,2,1,1,1,2,0,0,0,0,1,1,2,2,2,1,0,2,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
evm.TU.chromosome_13.810,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
evm.TU.chromosome_13.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.812,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
evm.TU.chromosome_13.813,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
evm.TU.chromosome_13.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
evm.TU.chromosome_13.818,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,4,1,1,2,3,0,19,6,0,0,0,0,2,6,1,11,1,1,4,6,0,2,2,2,0,1,3,0,1,0,0,0
evm.TU.chromosome_13.819,0,5,4,3,4,6,2,5,6,4,3,7,2,6,13,8,2,11,10,10,4,15,19,13,3,14,1,15,7,7,16,5,10,11,25,5,12,9,14,12,9,4,8,9,7,11,9
evm.TU.chromosome_13.82,0,1,4,2,1,3,4,2,7,3,1,5,1,1,10,4,0,7,8,4,2,12,9,2,0,0,0,3,2,4,3,1,4,6,10,1,8,3,6,4,4,6,6,10,2,5,3
evm.TU.chromosome_13.820,0,1,0,11,2,3,5,3,3,3,1,2,3,7,9,4,3,5,5,6,1,9,3,2,0,6,3,3,5,0,3,1,3,9,19,4,11,6,3,1,4,2,5,12,2,4,2
